slug	status	previous_status	previous_confidence	confidence	previous_posterior	posterior	previous_satisfiable_count	distinct_solutions	assignment_changed
Hereditary_Hemorrhagic_Telangiectasia_4	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Hereditary_Hemorrhagic_Telangiectasia_5	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.233770761759	0.897733187046	18	8	False
Hereditary_Hemorrhagic_Telangiectasia_Type_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.233770761759	0.897733187046	18	8	False
Hereditary_Hyperekplexia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Hereditary_Intrinsic_Factor_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Hereditary_Leiomyomatosis_and_Renal_Cell_Cancer	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hereditary_Methemoglobinemia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Hereditary_Neuropathy_with_Liability_to_Pressure_Palsies	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hereditary_Orotic_Aciduria	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Hereditary_Pancreatitis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hereditary_Pheochromocytoma-Paraganglioma_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.150746955567	0.555070833571	288	128	False
Hereditary_Sensory_Neuropathy_Type_1D	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hereditary_Sensory_and_Autonomic_Neuropathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.187142718301	0.689084991825	288	128	False
Hereditary_Sensory_and_Autonomic_Neuropathy_Type_6	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Hereditary_Spastic_Paraplegia_11	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Hereditary_Spastic_Paraplegia_44	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Hereditary_Spastic_Paraplegia_46	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Hereditary_Spastic_Paraplegia_48	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Hereditary_Spastic_Paraplegia_49	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Hereditary_Spastic_Paraplegia_7	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Heyn-Sproul-Jackson_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Holocarboxylase_Synthetase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Holoprosencephaly_12_With_or_Without_Pancreatic_Agenesis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Homocystinuria	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196992335054	0.725352622974	144	64	False
Humeroradial_Synostosis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Huppke-Brendel_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Hurler_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Hutchinson-Gilford_Progeria_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Hydrolethalus_Syndrome_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hypercatabolic_Hypoproteinemia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Hyperornithinemia_Hyperammonemia_Homocitrullinuria_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Hyperostosis_Cranialis_Interna	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Hypertrophic_Cardiomyopathy_17	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hypertrophic_Cardiomyopathy_20	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hypertrophic_Cardiomyopathy_21	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Hypertrophic_Cardiomyopathy_30_Atrial	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Hypertrophic_Cardiomyopathy_8	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Hypochondrogenesis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Hypomyelinating_Leukodystrophy_10	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Hypomyelinating_Leukodystrophy_15	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hypomyelinating_Leukodystrophy_7	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hypophosphatasia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hypopigmentation_Organomegaly_And_Delayed_Myelination_And_Development	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Hypoplasminogenemia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hypotonia_Infantile_with_Psychomotor_Retardation_and_Characteristic_Facies_3	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Hypotrichosis_4	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
IFAP_Syndrome_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
IFAP_Syndrome_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
IFNAR2_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
IGF1_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
IKBKG_Ectodermal_Dysplasia_with_Immunodeficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.241854909098	0.890542734293	9	4	False
IKK2_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
IL21R_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
IL6ST-Related_Stuve-Wiedemann_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
IMAGe_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
IREB2-Related_Neurodegeneration	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
IRF1_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
IRF2BPL-Related_Neurodevelopmental_Disorder_with_Regression	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
IRIDA_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
IRX5-related_Craniofacial_Dysostosis_with_Osteopenia_Intellectual_Disability_and_Dental_Anomalies	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Immunodeficiency_101_Varicella_Zoster_Virus-specific	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_123_With_HPV-related_Verrucosis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Immunodeficiency_127	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_131	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_14B_Autosomal_Recessive	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Immunodeficiency_15A	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.210978112487	0.810204201309	72	32	False
Immunodeficiency_25	RETRACTED	RETRACTED	0.5	0.5	0.106338642404	0.391553372725	108	48	False
Immunodeficiency_32B	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Immunodeficiency_37	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_60	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_61	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196992335054	0.725352622974	144	64	False
Immunodeficiency_63_with_Lymphoproliferation_and_Autoimmunity	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_64	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Immunodeficiency_65_IRF9_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_69	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Immunodeficiency_73B	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_79	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_80_with_or_without_Congenital_Cardiomyopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_81	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_86	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_88	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_89_And_Autoimmunity	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_91_And_Hyperinflammation	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunodeficiency_92	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Immunodeficiency_93_and_Hypertrophic_Cardiomyopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Immunodeficiency_96	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Immunoskeletal_Dysplasia_with_Neurodevelopmental_Abnormalities	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Inborn_Disorder_of_Cobalamin_Metabolism_and_Transport	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Inclusion_Body_Myopathy_with_Paget_Disease_of_Bone_and_Frontotemporal_Dementia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Infantile-Onset_Pompe_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Infantile_Cataract_Skin_Abnormalities_Glutamate_Excess_and_Impaired_Intellectual_Development	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Infantile_Hypercalcemia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Infantile_Liver_Failure_Syndrome_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Infantile_Parkinsonism-Dystonia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Inherited_Threoninemia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Intellectual_Developmental_Disorder_Autosomal_Dominant_72	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Intellectual_Developmental_Disorder_Autosomal_Recessive_67	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Intellectual_Disability_Anterior_Maxillary_Protrusion_and_Strabismus	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Intellectual_Disability_Autosomal_Dominant_30	RETRACTED	RETRACTED	0.5	0.5	0.106338642404	0.391553372725	108	48	False
Intellectual_Disability_Autosomal_Dominant_34	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Intellectual_Disability_Autosomal_Dominant_52	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Intellectual_Disability_Autosomal_Dominant_6	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Intermediate_Charcot-Marie-Tooth_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Isobutyryl-CoA_Dehydrogenase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Isolated_Sedoheptulokinase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.199874001304	0.767561874924	72	32	False
Isolated_Sulfite_Oxidase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Jackson-Weiss_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Jervell_and_Lange-Nielsen_Syndrome_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Jervell_and_Lange-Nielsen_Syndrome_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Jeune_Asphyxiating_Thoracic_Dystrophy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Joint_Laxity_Short_Stature_and_Myopia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Junctional_Epidermolysis_Bullosa	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.19040774652	0.731209291681	288	128	False
Juvenile-Onset_Diabetes_Mellitus_with_Central_and_Peripheral_Neurodegeneration	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Juvenile_Neuronal_Ceroid_Lipofuscinosis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Juvenile_Open_Angle_Glaucoma	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Juvenile_Polyposis_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Juvenile_Sialidosis_Type_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.199874001304	0.767561874924	72	32	False
KBG_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
KCNA2-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
KCNB1-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
KCNQ2_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
KCNV2_Related_Retinopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.241854909098	0.890542734293	9	4	False
KDM1A-Related_Neurodevelopmental_Disorder	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.199874001304	0.767561874924	72	32	False
KDM6B-Related_Neurodevelopmental_Disorder	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
KINSSHIP_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
KLC4-Related_Early-Childhood-Onset_Neurodegeneration	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.233770761759	0.897733187046	18	8	False
KLHL24-Related_Hypertrophic_Cardiomyopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
KMT2B-Related_Dystonia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
KRT1_Keratinopathies	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Kanzaki_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Karyomegalic_Interstitial_Nephritis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Keipert_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Kennedy_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Keratitis-Ichthyosis-Deafness_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Keratoderma_Hereditarium_Mutilans	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Keratosis_Follicularis_Spinulosa_Decalvans	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Keutel_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Kilquist_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.199874001304	0.767561874924	72	32	False
Kindler_Epidermolysis_Bullosa	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Koolen_de_Vries_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Krabbe_Disease_Due_To_Saposin_A_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Kufor-Rakeb_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
L-2-Hydroxyglutaric_Aciduria	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
L1_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
LAMA5-Related_Bent_Bone_Dysplasia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
LAMB1-Related_Cobblestone_Lissencephaly	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
LCA5-Related_Retinopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.241854909098	0.890542734293	9	4	False
LDLR-Related_Familial_Hypercholesterolemia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
LIFR-Related_Stuve-Wiedemann_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
LRBA_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
LRRK2-Related_Parkinson_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Landau-Kleffner_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177785582386	0.654630742234	576	256	False
Langer_Mesomelic_Dysplasia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Larsen-like_Syndrome_B3GAT3_Type	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Larsen_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Late-Onset_Pompe_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Leber-like_Hereditary_Optic_Neuropathy_Autosomal_Recessive_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.233770761759	0.897733187046	18	8	False
Leber_Congenital_Amaurosis_10	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
