slug	status	subject	subject_label	relation	object	object_label	prior	accepted	posterior
3-Hydroxy-3-Methylglutaryl-CoA_Synthase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0011614	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	EquivalentTo	DOID:0081168	HMG-CoA synthase 2 deficiency	0.95	True	0.95
3-Hydroxy-3-Methylglutaryl-CoA_Synthase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0011614	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	EquivalentTo	MESH:C567784	3-Hydroxy-3-Methylglutaryl-CoA Synthase 2 Deficiency	0.95	True	0.95
3-Hydroxy-3-Methylglutaryl-CoA_Synthase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0011614	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	EquivalentTo	OMIM:605911	3-hydroxy-3-methylglutaryl-coa synthase-2 deficiency	0.95	True	0.95
3-Hydroxy-3-Methylglutaryl-CoA_Synthase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0011614	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	EquivalentTo	ORDO:35701	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	0.95	True	0.95
3-Hydroxy-3-Methylglutaryl-CoA_Synthase_Deficiency	ALL_MAPPINGS_CONSISTENT	ORDO:35701	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	ProperSubClassOf	ICD10:E71.3	Disorders of fatty-acid metabolism	0.9	True	0.9
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	3-hydroxyisobutyryl-CoA hydrolase deficiency (dismech entry)	EquivalentTo	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	0.95	True	0.944982302154
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	3-hydroxyisobutyryl-CoA hydrolase deficiency (dismech entry)	ProperSubClassOf	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	0.07	False	0.003743563166
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	ProperSubClassOf	dismech:3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	3-hydroxyisobutyryl-CoA hydrolase deficiency (dismech entry)	0.03	False	0.00153822404
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	EquivalentTo	DOID:0060949	3-hydroxyisobutryl-CoA hydrolase deficiency	0.95	True	0.95
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	EquivalentTo	MESH:C562803	Beta-Hydroxyisobutyryl CoA Deacylase Deficiency	0.95	True	0.95
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	EquivalentTo	OMIM:250620	3-hydroxyisobutyryl-coa hydrolase deficiency	0.95	True	0.95
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	EquivalentTo	ORDO:88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	0.95	True	0.95
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ALL_MAPPINGS_CONSISTENT	ORDO:88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	ProperSubClassOf	ICD10:E71.1	Other disorders of branched-chain amino-acid metabolism	0.9	True	0.9
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:3-Methylcrotonyl-CoA_Carboxylase_Deficiency	3-Methylcrotonyl-CoA Carboxylase Deficiency (dismech entry)	EquivalentTo	MONDO:0018950	3-methylcrotonyl-CoA carboxylase deficiency	0.9	True	0.890542734293
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:3-Methylcrotonyl-CoA_Carboxylase_Deficiency	3-Methylcrotonyl-CoA Carboxylase Deficiency (dismech entry)	ProperSubClassOf	MONDO:0018950	3-methylcrotonyl-CoA carboxylase deficiency	0.07	False	0.007447788698
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0018950	3-methylcrotonyl-CoA carboxylase deficiency	ProperSubClassOf	dismech:3-Methylcrotonyl-CoA_Carboxylase_Deficiency	3-Methylcrotonyl-CoA Carboxylase Deficiency (dismech entry)	0.03	False	0.00306028431
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0018950	3-methylcrotonyl-CoA carboxylase deficiency	EquivalentTo	DOID:0050710	3-methylcrotonyl-CoA carboxylase deficiency	0.95	True	0.95
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0018950	3-methylcrotonyl-CoA carboxylase deficiency	EquivalentTo	NCIT:C98674	Methylcrotonyl-CoA Carboxylase Deficiency	0.95	True	0.95
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0018950	3-methylcrotonyl-CoA carboxylase deficiency	EquivalentTo	ORDO:6	3-methylcrotonyl-CoA carboxylase deficiency	0.95	True	0.95
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	ALL_MAPPINGS_CONSISTENT	ORDO:6	3-methylcrotonyl-CoA carboxylase deficiency	ProperSubClassOf	ICD10:E71.1	Other disorders of branched-chain amino-acid metabolism	0.9	True	0.9
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	ALL_MAPPINGS_CONSISTENT	dismech:3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome (dismech entry)	EquivalentTo	MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	0.9	True	0.890542734293
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	ALL_MAPPINGS_CONSISTENT	dismech:3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome (dismech entry)	ProperSubClassOf	MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	0.07	False	0.007447788698
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	ProperSubClassOf	dismech:3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome (dismech entry)	0.03	False	0.00306028431
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	EquivalentTo	DOID:0110001	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	0.95	True	0.95
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	EquivalentTo	OMIM:614739	3-methylglutaconic aciduria with deafness, encephalopathy, and leigh-like syndrome	0.95	True	0.95
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	EquivalentTo	ORDO:352328	MEGDEL syndrome	0.95	True	0.95
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	ALL_MAPPINGS_CONSISTENT	ORDO:352328	MEGDEL syndrome	ProperSubClassOf	ICD10:E71.1	Other disorders of branched-chain amino-acid metabolism	0.9	True	0.9
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency (dismech entry)	EquivalentTo	MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	0.95	True	0.944982302154
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency (dismech entry)	ProperSubClassOf	MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	0.07	False	0.003743563166
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	ProperSubClassOf	dismech:46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency (dismech entry)	0.03	False	0.00153822404
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	EquivalentTo	MESH:C535830	Pseudovaginal Perineoscrotal Hypospadias	0.95	True	0.95
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	EquivalentTo	NCIT:C98699	5 Alpha Steroid Reductase 2 Deficiency	0.95	True	0.95
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	EquivalentTo	OMIM:264600	pseudovaginal perineoscrotal hypospadias	0.95	True	0.95
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	EquivalentTo	ORDO:753	46,XY difference of sex development due to 5-alpha-reductase 2 deficiency	0.95	True	0.95
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	EquivalentTo	icd11f:1028755501	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	0.95	True	0.95
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ALL_MAPPINGS_CONSISTENT	ORDO:753	46,XY difference of sex development due to 5-alpha-reductase 2 deficiency	ProperSubClassOf	ICD10:E29.1	Testicular hypofunction	0.9	True	0.9
46_XY_Partial_Gonadal_Dysgenesis	ALL_MAPPINGS_CONSISTENT	dismech:46_XY_Partial_Gonadal_Dysgenesis	46,XY partial gonadal dysgenesis (dismech entry)	EquivalentTo	MONDO:0016674	46,XY partial gonadal dysgenesis	0.95	True	0.944982302154
46_XY_Partial_Gonadal_Dysgenesis	ALL_MAPPINGS_CONSISTENT	dismech:46_XY_Partial_Gonadal_Dysgenesis	46,XY partial gonadal dysgenesis (dismech entry)	ProperSubClassOf	MONDO:0016674	46,XY partial gonadal dysgenesis	0.07	False	0.003743563166
46_XY_Partial_Gonadal_Dysgenesis	ALL_MAPPINGS_CONSISTENT	MONDO:0016674	46,XY partial gonadal dysgenesis	ProperSubClassOf	dismech:46_XY_Partial_Gonadal_Dysgenesis	46,XY partial gonadal dysgenesis (dismech entry)	0.03	False	0.00153822404
46_XY_Partial_Gonadal_Dysgenesis	ALL_MAPPINGS_CONSISTENT	MONDO:0016674	46,XY partial gonadal dysgenesis	EquivalentTo	ORDO:251510	46,XY partial gonadal dysgenesis	0.95	True	0.95
46_XY_Partial_Gonadal_Dysgenesis	ALL_MAPPINGS_CONSISTENT	ORDO:251510	46,XY partial gonadal dysgenesis	ProperSubClassOf	ICD10:Q56.1	Male pseudohermaphroditism, not elsewhere classified	0.9	True	0.9
46_XY_Sex_Reversal_5	ALL_MAPPINGS_CONSISTENT	dismech:46_XY_Sex_Reversal_5	46,XY Sex Reversal 5 (dismech entry)	EquivalentTo	MONDO:0013120	46,XY sex reversal 5	0.9	True	0.890542734293
46_XY_Sex_Reversal_5	ALL_MAPPINGS_CONSISTENT	dismech:46_XY_Sex_Reversal_5	46,XY Sex Reversal 5 (dismech entry)	ProperSubClassOf	MONDO:0013120	46,XY sex reversal 5	0.07	False	0.007447788698
46_XY_Sex_Reversal_5	ALL_MAPPINGS_CONSISTENT	MONDO:0013120	46,XY sex reversal 5	ProperSubClassOf	dismech:46_XY_Sex_Reversal_5	46,XY Sex Reversal 5 (dismech entry)	0.03	False	0.00306028431
46_XY_Sex_Reversal_5	ALL_MAPPINGS_CONSISTENT	MONDO:0013120	46,XY sex reversal 5	EquivalentTo	DOID:0111776	46,XY sex reversal 5	0.95	True	0.95
46_XY_Sex_Reversal_5	ALL_MAPPINGS_CONSISTENT	MONDO:0013120	46,XY sex reversal 5	EquivalentTo	MESH:C567766	46, XY Sex Reversal 5	0.95	True	0.95
46_XY_Sex_Reversal_5	ALL_MAPPINGS_CONSISTENT	MONDO:0013120	46,XY sex reversal 5	EquivalentTo	OMIM:613080	46,xy sex reversal 5	0.95	True	0.95
46_XY_complete_gonadal_dysgenesis	ALL_MAPPINGS_CONSISTENT	dismech:46_XY_complete_gonadal_dysgenesis	46,XY complete gonadal dysgenesis (dismech entry)	EquivalentTo	MONDO:0010765	46,XY complete gonadal dysgenesis	0.95	True	0.944982302154
46_XY_complete_gonadal_dysgenesis	ALL_MAPPINGS_CONSISTENT	dismech:46_XY_complete_gonadal_dysgenesis	46,XY complete gonadal dysgenesis (dismech entry)	ProperSubClassOf	MONDO:0010765	46,XY complete gonadal dysgenesis	0.07	False	0.003743563166
46_XY_complete_gonadal_dysgenesis	ALL_MAPPINGS_CONSISTENT	MONDO:0010765	46,XY complete gonadal dysgenesis	ProperSubClassOf	dismech:46_XY_complete_gonadal_dysgenesis	46,XY complete gonadal dysgenesis (dismech entry)	0.03	False	0.00153822404
46_XY_complete_gonadal_dysgenesis	ALL_MAPPINGS_CONSISTENT	MONDO:0010765	46,XY complete gonadal dysgenesis	EquivalentTo	DOID:14448	46,XY complete gonadal dysgenesis	0.95	True	0.95
46_XY_complete_gonadal_dysgenesis	ALL_MAPPINGS_CONSISTENT	MONDO:0010765	46,XY complete gonadal dysgenesis	EquivalentTo	MESH:D006061	Gonadal Dysgenesis, 46,XY	0.95	True	0.95
46_XY_complete_gonadal_dysgenesis	ALL_MAPPINGS_CONSISTENT	MONDO:0010765	46,XY complete gonadal dysgenesis	EquivalentTo	NCIT:C120198	46,XY Gonadal Dysgenesis	0.95	True	0.95
46_XY_complete_gonadal_dysgenesis	ALL_MAPPINGS_CONSISTENT	MONDO:0010765	46,XY complete gonadal dysgenesis	EquivalentTo	ORDO:242	46,XY complete gonadal dysgenesis	0.95	True	0.95
46_XY_complete_gonadal_dysgenesis	ALL_MAPPINGS_CONSISTENT	ORDO:242	46,XY complete gonadal dysgenesis	ProperSubClassOf	ICD10:Q99.1	46,XX true hermaphrodite	0.9	True	0.9
5-Oxoprolinase_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:5-Oxoprolinase_Deficiency	5-Oxoprolinase Deficiency (dismech entry)	EquivalentTo	MONDO:0009825	5-oxoprolinase deficiency	0.9	True	0.890542734293
5-Oxoprolinase_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:5-Oxoprolinase_Deficiency	5-Oxoprolinase Deficiency (dismech entry)	ProperSubClassOf	MONDO:0009825	5-oxoprolinase deficiency	0.07	False	0.007447788698
5-Oxoprolinase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009825	5-oxoprolinase deficiency	ProperSubClassOf	dismech:5-Oxoprolinase_Deficiency	5-Oxoprolinase Deficiency (dismech entry)	0.03	False	0.00306028431
5-Oxoprolinase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009825	5-oxoprolinase deficiency	EquivalentTo	MESH:C535322	5-oxoprolinase deficiency	0.95	True	0.95
5-Oxoprolinase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009825	5-oxoprolinase deficiency	EquivalentTo	OMIM:260005	5-oxoprolinase deficiency	0.95	True	0.95
5-Oxoprolinase_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0009825	5-oxoprolinase deficiency	EquivalentTo	ORDO:33572	5-oxoprolinase deficiency	0.95	True	0.95
5-Oxoprolinase_Deficiency	ALL_MAPPINGS_CONSISTENT	ORDO:33572	5-oxoprolinase deficiency	ProperSubClassOf	ICD10:E72.8	Other specified disorders of amino-acid metabolism	0.9	True	0.9
ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ALL_MAPPINGS_CONSISTENT	dismech:ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ABCC9-Related Intellectual Disability and Myopathy Syndrome (dismech entry)	EquivalentTo	MONDO:0859224	intellectual disability and myopathy syndrome	0.9	True	0.890542734293
ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ALL_MAPPINGS_CONSISTENT	dismech:ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ABCC9-Related Intellectual Disability and Myopathy Syndrome (dismech entry)	ProperSubClassOf	MONDO:0859224	intellectual disability and myopathy syndrome	0.07	False	0.007447788698
ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0859224	intellectual disability and myopathy syndrome	ProperSubClassOf	dismech:ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ABCC9-Related Intellectual Disability and Myopathy Syndrome (dismech entry)	0.03	False	0.00306028431
ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0859224	intellectual disability and myopathy syndrome	EquivalentTo	DOID:0070600	intellectual disability and myopathy syndrome	0.95	True	0.95
ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0859224	intellectual disability and myopathy syndrome	EquivalentTo	OMIM:619719	intellectual disability and myopathy syndrome	0.95	True	0.95
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:ACAD9_Deficiency	ACAD9 Deficiency (dismech entry)	EquivalentTo	MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	0.9	True	0.890542734293
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:ACAD9_Deficiency	ACAD9 Deficiency (dismech entry)	ProperSubClassOf	MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	0.07	False	0.007447788698
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	ProperSubClassOf	dismech:ACAD9_Deficiency	ACAD9 Deficiency (dismech entry)	0.03	False	0.00306028431
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	EquivalentTo	DOID:0112072	nuclear type mitochondrial complex I deficiency 20	0.95	True	0.95
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	EquivalentTo	MESH:C567006	Acyl-CoA Dehydrogenase Family, Member 9, Deficiency of	0.95	True	0.95
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	EquivalentTo	OMIM:611126	mitochondrial complex 1 deficiency, nuclear  iia 20	0.95	True	0.95
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	EquivalentTo	ORDO:99901	Acyl-CoA dehydrogenase 9 deficiency	0.95	True	0.95
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	ORDO:99901	Acyl-CoA dehydrogenase 9 deficiency	ProperSubClassOf	ICD10:E71.3	Disorders of fatty-acid metabolism	0.9	True	0.9
ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ALL_MAPPINGS_CONSISTENT	dismech:ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ACTH-Independent Macronodular Adrenal Hyperplasia 3 (dismech entry)	EquivalentTo	MONDO:0700299	ACTH-independent macronodular adrenal hyperplasia 3	0.9	True	0.890542734293
ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ALL_MAPPINGS_CONSISTENT	dismech:ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ACTH-Independent Macronodular Adrenal Hyperplasia 3 (dismech entry)	ProperSubClassOf	MONDO:0700299	ACTH-independent macronodular adrenal hyperplasia 3	0.07	False	0.007447788698
ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ALL_MAPPINGS_CONSISTENT	MONDO:0700299	ACTH-independent macronodular adrenal hyperplasia 3	ProperSubClassOf	dismech:ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ACTH-Independent Macronodular Adrenal Hyperplasia 3 (dismech entry)	0.03	False	0.00306028431
ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ALL_MAPPINGS_CONSISTENT	MONDO:0700299	ACTH-independent macronodular adrenal hyperplasia 3	EquivalentTo	OMIM:620990	OMIM:620990	0.95	True	0.95
ACys_Amyloidosis	ALL_MAPPINGS_CONSISTENT	dismech:ACys_Amyloidosis	ACys Amyloidosis (dismech entry)	EquivalentTo	MONDO:0007098	ACys amyloidosis	0.9	True	0.890542734293
ACys_Amyloidosis	ALL_MAPPINGS_CONSISTENT	dismech:ACys_Amyloidosis	ACys Amyloidosis (dismech entry)	ProperSubClassOf	MONDO:0007098	ACys amyloidosis	0.07	False	0.007447788698
ACys_Amyloidosis	ALL_MAPPINGS_CONSISTENT	MONDO:0007098	ACys amyloidosis	ProperSubClassOf	dismech:ACys_Amyloidosis	ACys Amyloidosis (dismech entry)	0.03	False	0.00306028431
ACys_Amyloidosis	ALL_MAPPINGS_CONSISTENT	MONDO:0007098	ACys amyloidosis	EquivalentTo	DOID:0070027	CST3-related cerebral amyloid angiopathy	0.95	True	0.95
ACys_Amyloidosis	ALL_MAPPINGS_CONSISTENT	MONDO:0007098	ACys amyloidosis	EquivalentTo	OMIM:105150	cerebral amyloid angiopathy, cst3-related	0.95	True	0.95
ACys_Amyloidosis	ALL_MAPPINGS_CONSISTENT	MONDO:0007098	ACys amyloidosis	EquivalentTo	ORDO:100008	ACys amyloidosis	0.95	True	0.95
ACys_Amyloidosis	ALL_MAPPINGS_CONSISTENT	MONDO:0007098	ACys amyloidosis	EquivalentTo	icd11f:1349991114	Hereditary cerebral haemorrhage with amyloidosis, Icelandic type	0.95	True	0.95
ADCA-DN	ALL_MAPPINGS_CONSISTENT	dismech:ADCA-DN	Autosomal Dominant Cerebellar Ataxia Deafness and Narcolepsy (dismech entry)	EquivalentTo	MONDO:0011397	autosomal dominant cerebellar ataxia, deafness and narcolepsy	0.9	True	0.890542734293
