slug	status	input_sha256	n_pfacts	n_retracted	candidate_retractions	elapsed_seconds	solution_written	error
ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ALL_MAPPINGS_CONSISTENT	0b0ccc3eb141c713855265bc3546e03867c3164f0ecaa1adc38f7f4355f906ed	5	0	0	0.372	True	NA
ACAD9_Deficiency	ALL_MAPPINGS_CONSISTENT	548ecef437c71c75b19d6097f4e07a258715a5ccae0f67bdacffc47b187cdeda	8	0	0	0.881	True	NA
ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ALL_MAPPINGS_CONSISTENT	a4c5e421c06fc5ada7bfa6ab7679d4ee7a93df75da6596cc65ada97d4d44309d	4	0	0	0.34	True	NA
ACys_Amyloidosis	ALL_MAPPINGS_CONSISTENT	b946c20f54808f16a38cce912454e0b5b3ee13386a65bb7f79fe7ce0867b0521	7	0	0	0.495	True	NA
ADCA-DN	ALL_MAPPINGS_CONSISTENT	92956a6320cf68bffc1840a1779fc49861ce5348d166fee56149a97c3215c0c0	7	0	0	0.643	True	NA
ADNP-Related_Syndrome	ALL_MAPPINGS_CONSISTENT	9f147440489620c3252a0919b7b34add2ced1f3542f44b95ac8c98a2e945fcab	7	0	0	0.517	True	NA
ADPRS-Related_Stress-Induced_Neurodegeneration	ALL_MAPPINGS_CONSISTENT	c6c703606720d0793f514ec6987c3366d6d8a4dabf755cec0aac34e022ee76ae	6	0	0	0.35	True	NA
ADan_amyloidosis	RETRACTED	3c9af8a68e18bb5ed2b3cb572e33fb977336fcfa846f414c77c849a842f17bab	9	1	1	4.032	True	NA
AFG2A-Related_Encephalopathy	ALL_MAPPINGS_CONSISTENT	2ab21a388a7a047b6f2768186c5cae0bb53e4f2fbd3d6e48a08dfbe495064fbe	6	0	0	0.34	True	NA
AGAT_Deficiency	ALL_MAPPINGS_CONSISTENT	9e05f0996f6156a7b001812e70166ae2a52b84bef7d7c31727bc91db89c264c2	8	0	0	0.898	True	NA
AHCY_Deficiency	ALL_MAPPINGS_CONSISTENT	30172870e3fa7c764230e61767db207c20b7d07e03a9b05281c4d9fc39cf2eaf	7	0	0	0.621	True	NA
AIP-related_pituitary_adenoma_predisposition	ALL_MAPPINGS_CONSISTENT	ba5d3ea702ca7c53036ab4144ba0f80acbcdf384859005a51be52360d2037b01	3	0	0	0.417	True	NA
AIPL1-Related_Retinopathy	ALL_MAPPINGS_CONSISTENT	9d9644d894bc3be6d3be20235b7107142f341f3a75c0fe96f36fc8ce22916237	3	0	0	0.413	True	NA
ALDH18A1_Cutis_Laxa	ALL_MAPPINGS_CONSISTENT	1b818669adfd13c8eb390b0d90bb32f059b456282d9ca5d2590bcfb7f8498bc1	5	0	0	0.325	True	NA
ALG1-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	f12ed52e317c83ec3cfb72ffdd5463993c83ffd3cf425f0c1b76a1ed6ddf1b71	8	0	0	0.92	True	NA
ALG11-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	7e212db7336af766c0b04c00d6074c6a25fb71a05680f5631ed96459d7f19e3f	7	0	0	0.601	True	NA
ALG12_Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	904a2996321bfd60348898d5d2831e5d5400a92fb677808007da78f6e9b4932b	9	0	0	5.33	True	NA
ALG3-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	25ac7dc0f980c34de770bf41edfd165043dcc64965912817303f4e78ee39e662	9	0	0	5.21	True	NA
ALG6-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	71d89661f03fcc26d24304d301516be71506ffc791a76e17319b84edac889e57	9	0	0	5.075	True	NA
ALG9-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	ce1b172fc29b9165f0a482e877c1da300a7180988336f7f7ad3e0400c4f048a3	8	0	0	0.924	True	NA
ARPC1B_Deficiency	ALL_MAPPINGS_CONSISTENT	c2f94c770b1d3b5df478f7acc4f2cbcda233b9631a14906f5db056a0b1a8a385	5	0	0	0.323	True	NA
ARX-Related_Lissencephaly_and_Interneuronopathy	ALL_MAPPINGS_CONSISTENT	aed7c09d9db61a035399320e212792673aee6d6f1dccaf61343553ed47e20913	8	0	0	0.906	True	NA
AR_Cerebellar_Ataxia-Saccadic_Intrusion_Syndrome	ALL_MAPPINGS_CONSISTENT	bee4e8b4e342f0badb05a38910248154b503422ae1fc64aa1c1d82d7e886195a	8	0	0	0.949	True	NA
ATTR_Amyloidosis	ALL_MAPPINGS_CONSISTENT	1d9227f6266a08a3ab55a8391a62c92f2bba53c451fb2291a377740496012181	9	0	0	5.319	True	NA
Acatalasia	ALL_MAPPINGS_CONSISTENT	eaf506ae0f6add7c906458a39d5659cc1c6901dc19eae68cd77ec0cce5866c0f	9	0	0	4.632	True	NA
Achondrogenesis_Type_II	ALL_MAPPINGS_CONSISTENT	9216a60c59bfcb985655bd9fef1a9b70bc29f78edd43b507278291d5e33717e5	8	0	0	0.954	True	NA
Achromatopsia	ALL_MAPPINGS_CONSISTENT	3c1797efb9f7cf3323fae75f9ff586526c09e19b0758c8bc889b7b4cf7a13743	8	0	0	0.91	True	NA
Acrofacial_Dysostosis_Cincinnati_Type	ALL_MAPPINGS_CONSISTENT	3cb22054b156627b94ab4644f50c86ce680dd93fc61f1936179be91f7bdf9f97	5	0	0	0.325	True	NA
Acromesomelic_Dysplasia_Demirhan_Type	ALL_MAPPINGS_CONSISTENT	7045b0d28d1e58ef73309bd3c38cb5afcefce6dd8d68886a8e0f61246def0aab	6	0	0	0.351	True	NA
Acromesomelic_Dysplasia_Maroteaux_Type	ALL_MAPPINGS_CONSISTENT	cdf1cc39505589f4c7fe012c58d7b25b9e2fc9375e622eab11a70cbcb42960c1	8	0	0	0.944	True	NA
Acromesomelic_Dysplasia_PRKG2_Type	ALL_MAPPINGS_CONSISTENT	b74a8bc2ead7c0db679781fa8ff038ac435fe77a1007389f7db9fc5f9923aab6	5	0	0	0.369	True	NA
Adenosine_Kinase_Deficiency	ALL_MAPPINGS_CONSISTENT	74ace4f9d975ee263c09167b451b7b787138486e73b742aeeb174cf8f1df4f0a	8	0	0	0.956	True	NA
Adenylosuccinate_Lyase_Deficiency	ALL_MAPPINGS_CONSISTENT	2a14f77aa2420598d3ed7a6e7a00f23019f48b808f60977b701c1266ae44c80c	9	0	0	5.139	True	NA
Adult-Onset_Ataxia_and_Polyneuropathy	ALL_MAPPINGS_CONSISTENT	ae407b137b0e7eec6c40a200985e818ae82324cbf59ba0536287b938cb00a18b	6	0	0	0.355	True	NA
Adult-Onset_Proximal_Spinal_Muscular_Atrophy_Autosomal_Dominant	ALL_MAPPINGS_CONSISTENT	71db4e80debd946c8c898cb22ec2b94ce4f1d29b30cca98f969ad4a0dd5730d0	7	0	0	0.603	True	NA
Adult_Neuronal_Ceroid_Lipofuscinosis	ALL_MAPPINGS_CONSISTENT	e796f50340f1f96839e484baf3870f8e6fb6b29038ad1e81bf19b60816042b27	4	0	0	0.334	True	NA
Adult_Polyglucosan_Body_Disease	ALL_MAPPINGS_CONSISTENT	5302d98a38f3960ca0ffee95538d6f8b8e8acfa9fe6011867633406b6d72915a	7	0	0	0.642	True	NA
Advanced_Sleep_Phase_Syndrome	ALL_MAPPINGS_CONSISTENT	0a2b2e74099365b08a7d41b02e339fcdfd3eb1e8281d977ff863b437b1dc287d	6	0	0	0.332	True	NA
Agenesis_of_the_Corpus_Callosum_with_Peripheral_Neuropathy	ALL_MAPPINGS_CONSISTENT	7a9fb035d45f7f153ca92e243b09f0efd6f6535def0754f4dd6a56c62bc9dd75	9	0	0	5.172	True	NA
Agnathia-Otocephaly_Complex	ALL_MAPPINGS_CONSISTENT	5adbe4e3e262df7b42a5c7e29e6d112d476e00c89a0421f233fe96539e7ac768	8	0	0	0.929	True	NA
Aland_Island_Eye_Disease	ALL_MAPPINGS_CONSISTENT	772e4bb79d3db9c3a4961fecf29e9e6f2dcfb562fe2893913f389b47a9f4b51b	8	0	0	0.832	True	NA
Alopecia-Intellectual_Disability_Syndrome_1	ALL_MAPPINGS_CONSISTENT	a37d8fb1f8f56c713ae2d27f4e3d1467332087b68ab6e84e9fd0461ad2464f3e	5	0	0	0.346	True	NA
Alopecia-Intellectual_Disability_Syndrome_4	ALL_MAPPINGS_CONSISTENT	520e1a7c8620a11f50ed97c753d3dc05090917fa04dead8112bdd64ca41daff9	5	0	0	0.351	True	NA
Alsahan-Harris_Syndrome	ALL_MAPPINGS_CONSISTENT	48eedeee8b2dca0bc68eda8bba2504fc1496881a78695734d122c772d7d570a0	4	0	0	0.322	True	NA
Alternating_Hemiplegia_of_Childhood	ALL_MAPPINGS_CONSISTENT	a515fbddf2de9238be3670f922cde3fbd44e2aac6bc35e4a5b4ce1cd1b1babed	9	0	0	5.408	True	NA
Alveolar_Capillary_Dysplasia_with_Misalignment_of_Pulmonary_Veins	ALL_MAPPINGS_CONSISTENT	aa64a5b2363f76016980522ad787d2970c24a6bf182d26d0b7a50f7b302610aa	9	0	0	5.298	True	NA
Amelogenesis_Imperfecta	ALL_MAPPINGS_CONSISTENT	cdca9c014d06460d54ea9fc313a1b20ef82017bb19f7de2dc282af89bb467d67	8	0	0	0.901	True	NA
Aminoacylase_1_Deficiency	ALL_MAPPINGS_CONSISTENT	51b8a9eb3d5cea96accbe9854ed4a1b58a9fa5488f5cc31b41bc216a42f7d5e8	7	0	0	0.603	True	NA
Aminoglycoside-Induced_Hearing_Loss	ALL_MAPPINGS_CONSISTENT	3576585522bd5c0bb69dcbedae9988df415fcfad66edbef5b58c7809bcb6b4da	6	0	0	0.322	True	NA
Amyotrophic_Lateral_Sclerosis_27_Juvenile	ALL_MAPPINGS_CONSISTENT	0e76714f21d7669b69d093f496cf2b9e6b2db559c3b272d1eb1670ce05bf0984	5	0	0	0.416	True	NA
Aneurysm-Osteoarthritis_Syndrome	ALL_MAPPINGS_CONSISTENT	57879e955d12b5a91d68f4ab6a5f347b077896946abdd4be4cb4e3971ddb4735	7	0	0	0.53	True	NA
Antley-Bixler_Syndrome_FGFR2-Related	ALL_MAPPINGS_CONSISTENT	82b31489ef7dd81e0f268224b44f9a937ef4d212f4b792a1e9c2786d80bcae32	7	0	0	0.513	True	NA
Aortic_Valve_Disease_2	ALL_MAPPINGS_CONSISTENT	6f7830b023a53197cf9b5c13bbeeb9f2ef8db1668b3fe6fc8d045ec0f23fef43	5	0	0	0.388	True	NA
Apert_Syndrome	ALL_MAPPINGS_CONSISTENT	382de592e9eeb2619c17cde823a789ab9025d357ebc23d470f911484e1e9403f	9	0	0	5.152	True	NA
Arboleda-Tham_Syndrome	ALL_MAPPINGS_CONSISTENT	ce8c53d5b5caf5042a460187251b643f29e372c26282f956876bc6c8f0999f9a	7	0	0	0.476	True	NA
Aromatase_Deficiency	ALL_MAPPINGS_CONSISTENT	7cf9a15a874f9723c326ee4e5e21c1da8889862e9a26968383dd257bbb6b136e	9	0	0	5.4	True	NA
Aromatase_Excess_Syndrome	ALL_MAPPINGS_CONSISTENT	bfa86c0854e4364f4866b419a5190535e066f7986594723bed76f36fbab5f0ea	9	0	0	5.187	True	NA
Arrhythmogenic_Right_Ventricular_Cardiomyopathy	ALL_MAPPINGS_CONSISTENT	989c8c36d15f028dc792458eb1511992832fa3612cf618f21a556b844add1b0b	8	0	0	0.92	True	NA
Arterial_Dissection_Lentiginosis_Syndrome	ALL_MAPPINGS_CONSISTENT	4aff17935c219aa2a401448a0d886d593a41663f4d8ac3232d252ce68af91a9d	7	0	0	0.464	True	NA
Arts_syndrome	ALL_MAPPINGS_CONSISTENT	f584e0f57a455b2e36824b06cb4e4f72c763101cbb15cc5d0203267d3c01a945	8	0	0	0.928	True	NA
Asparagine_Synthetase_Deficiency	ALL_MAPPINGS_CONSISTENT	49bfbc2c68200a4c864643ca6f69ef52a898e68302ce5ada92a16865854b4999	6	0	0	0.333	True	NA
Ataxia_Telangiectasia	ALL_MAPPINGS_CONSISTENT	4ce0b8977b0290f1eb603aa5e460524f91948ddf457c958d81cbac8edd826116	9	0	0	5.22	True	NA
Ataxia_With_Oculomotor_Apraxia_Type_1	ALL_MAPPINGS_CONSISTENT	c2be50e4728433e0586f459670f463bc1bebf3fa11c509346f47effda00d7c15	8	0	0	0.903	True	NA
Atelosteogenesis_Type_I	ALL_MAPPINGS_CONSISTENT	e36e53c4b99f0c15111d005961ea9bb932568272d16fc607d48456a32cf0c9ce	8	0	0	0.928	True	NA
Atelosteogenesis_Type_II	ALL_MAPPINGS_CONSISTENT	3b806c8aa2b9882479921f093e23b429e7eebf6f6ff913fca13e1ff765f26fee	7	0	0	0.585	True	NA
Atelosteogenesis_Type_III	ALL_MAPPINGS_CONSISTENT	b63c988b79eb5542cdbf9b391aafaaf2c0011bd6eda3653f7e24f499df08a511	8	0	0	0.969	True	NA
Atransferrinemia	ALL_MAPPINGS_CONSISTENT	8828744172a606fac8933865e9466dc18d3f45e8d2c85e92366393f25d2ab517	9	0	0	5.312	True	NA
Atypical_Hemolytic_Uremic_Syndrome	ALL_MAPPINGS_CONSISTENT	b2dc7e05848c3145f4fb24655f544b9228c7cb9083e78dfd29ce712b0872ba8a	8	0	0	0.917	True	NA
Auriculocondylar_Syndrome	ALL_MAPPINGS_CONSISTENT	176e66d3ebb20de35d9d828a418b1246b34d626ed7f5c81ce50824bca2c51169	7	0	0	0.622	True	NA
Autism_Spectrum_Disorder-Epilepsy-Arthrogryposis_Syndrome	ALL_MAPPINGS_CONSISTENT	d76dcc2b0a10966fe2ad9a40c1645ca5f2da5a46fd1cc4ea3ddd00b776adbbd4	6	0	0	0.326	True	NA
Autoimmune_Polyendocrine_Syndrome_Type_1	ALL_MAPPINGS_CONSISTENT	88a6feceb632e1a5c3514a1db4657e1a29c7d23b10cd37f89b1a2654cc928e38	8	0	0	0.929	True	NA
Autoinflammation_Immune_Dysregulation_and_Eosinophilia	ALL_MAPPINGS_CONSISTENT	30e3c8042dd2e973e8925628278c70a32db8ef912193f7479d12a0d5bf100693	4	0	0	0.31	True	NA
Autosomal_Dominant_Aplasia_And_Myelodysplasia	ALL_MAPPINGS_CONSISTENT	a9e2ac5b0c02ca9deeeb04df52a7268a0ecef27293649fe75130c9330ca53dd1	6	0	0	0.358	True	NA
Autosomal_Dominant_Cerebellar_Ataxia	ALL_MAPPINGS_CONSISTENT	a9bf1d079c560fbdb47ac00c9247f30509b284e82d229e4d6efddea5ab82b721	5	0	0	0.36	True	NA
Autosomal_Dominant_Cerebellar_Ataxia_Type_I	ALL_MAPPINGS_CONSISTENT	2eb70e3630a0d7932b693eb56379bf369a37e90b4a55285b60f31a639016681b	4	0	0	0.313	True	NA
Autosomal_Dominant_Cerebellar_Ataxia_Type_III	ALL_MAPPINGS_CONSISTENT	47c29c6e732a1fd89aceb0acb2f04e10a21ba8b5b558771f15bfe61d6b2b35c6	4	0	0	0.343	True	NA
Autosomal_Dominant_Charcot-Marie-Tooth_Disease_Type_2W	ALL_MAPPINGS_CONSISTENT	1c13781145b72f4226b248c384ddc135f30e0b9466e069fa1ea1ab3b183228d8	7	0	0	0.618	True	NA
Autosomal_Dominant_Epilepsy_with_Auditory_Features	ALL_MAPPINGS_CONSISTENT	6854bcf4c55143c64a4f0541931c124c51673a1a7d2d0419d98bcaa79fbc8adf	7	0	0	0.619	True	NA
Autosomal_Dominant_Hyper-IgE_Syndrome	RETRACTED	d8f707ea568804eda0e408c1a7401982eac6c9a05e2eb8a8a7a73929db8c9925	10	1	1	55.243	True	NA
Autosomal_Dominant_Hypercholesterolemia_3	ALL_MAPPINGS_CONSISTENT	154357b0449cb9b08aaa187295be09501a521542906fdf2b9c34294aaf369471	5	0	0	0.391	True	NA
Autosomal_Dominant_Hypocalcemia_1	ALL_MAPPINGS_CONSISTENT	794f2d642545e5e3fa7a5329c7769da1f3509651607f865812b23897e4f25f25	5	0	0	0.399	True	NA
Autosomal_Dominant_Nonsyndromic_Hearing_Loss_11	ALL_MAPPINGS_CONSISTENT	a544fe7cee3a95d022fd5a5a5cb324cfdf0eff9769bb46d579c914b07f181842	6	0	0	0.341	True	NA
Autosomal_Dominant_Nonsyndromic_Hearing_Loss_12	ALL_MAPPINGS_CONSISTENT	4d0827bb342c5560a6fb14926861ba6d88503ae4aa836fddcfb671ff7e9fb116	6	0	0	0.344	True	NA
Autosomal_Dominant_Nonsyndromic_Hearing_Loss_2B	ALL_MAPPINGS_CONSISTENT	43e2f19ff8c9efb8159a6d0c64bdca76eedea7cf6bff294021f8cc8ea531a431	6	0	0	0.333	True	NA
Autosomal_Dominant_Nonsyndromic_Hearing_Loss_37	ALL_MAPPINGS_CONSISTENT	9d47447c1ff8db15c92e81f1b6395edb8b2c5a24062491e218044b3233e70fb6	5	0	0	0.374	True	NA
Autosomal_Dominant_Nonsyndromic_Hearing_Loss_3A	ALL_MAPPINGS_CONSISTENT	f760ea1931d896dd73f3a038d75ee7850b212f379af5e6ca5eb52574c4a3a0c6	6	0	0	0.357	True	NA
Autosomal_Dominant_Nonsyndromic_Hearing_Loss_41	ALL_MAPPINGS_CONSISTENT	5866a38c3fa1c0c03061ff419b4d73d0d5786c6803841e2c2a26ea847a668c56	6	0	0	0.359	True	NA
Autosomal_Dominant_Nonsyndromic_Hearing_Loss_50	ALL_MAPPINGS_CONSISTENT	823245d6e7815b43d106a0d33c986841759b5f038d76bb3cadd138df791dbb95	5	0	0	0.336	True	NA
Autosomal_Dominant_Nonsyndromic_Hearing_Loss_7	ALL_MAPPINGS_CONSISTENT	b17961e9ec0d54c5610292b12d87734643e228c13af8f007d43aff9634b09ddf	6	0	0	0.375	True	NA
Autosomal_Dominant_Optic_Atrophy_Plus	ALL_MAPPINGS_CONSISTENT	942375305ca468d7ddf99b5e312c60c0790275536765afc0d85f79883e13408b	7	0	0	0.647	True	NA
Autosomal_Dominant_Osteopetrosis_Type_I	ALL_MAPPINGS_CONSISTENT	1632f7031aed0a9bc52c6703356108007b7a3eaff48cd61fc90e2b4cf467400c	8	0	0	0.95	True	NA
Autosomal_Dominant_Osteopetrosis_Type_II	ALL_MAPPINGS_CONSISTENT	07b28ca20e69dd39026a9909690091b81d60330053566d07c949c2a6fa4c2116	7	0	0	0.649	True	NA
Autosomal_Dominant_Polycystic_Kidney_Disease	ALL_MAPPINGS_CONSISTENT	7aed3ef7788d9c33b49f2ab02cb02c70682b1dcda4a5384ed61a5ca909e146df	9	0	0	4.543	True	NA
Autosomal_Dominant_Robinow_Syndrome_1	ALL_MAPPINGS_CONSISTENT	7c491047f5bd054974ac2a3b0fd717d4b50ba15facf7413167a16a6bb83cec18	5	0	0	0.366	True	NA
Autosomal_Dominant_Robinow_Syndrome_2	ALL_MAPPINGS_CONSISTENT	2405ec96814e10de0413cda829d96deb0c270c1b171b99606d240334eed6558d	5	0	0	0.318	True	NA
Autosomal_Dominant_Robinow_Syndrome_3	ALL_MAPPINGS_CONSISTENT	bfa3fab167e4fdeba83b68e92043766df4dd8b4ecb47d1d71a29b6c11cc24b18	5	0	0	0.325	True	NA
Autosomal_Dominant_Sensory_Ataxia_1	ALL_MAPPINGS_CONSISTENT	23dccd4855df2d141d034c799a29e280741615268833d0e34a21a3bea5d543b5	5	0	0	0.327	True	NA
Autosomal_Dominant_Striatal_Neurodegeneration	ALL_MAPPINGS_CONSISTENT	57ac057b80e05e361b7b54f53820c0e8420b7b34ec96d1addee33ba535f33bd4	6	0	0	0.371	True	NA
Autosomal_Recessive_Ataxia_Beauce_Type	ALL_MAPPINGS_CONSISTENT	c175a33d57aed12cc2e566a67719c2febbea3c2e9f802dfb6c8123abb33e987d	7	0	0	0.603	True	NA
Autosomal_Recessive_Ataxia_Due_to_Ubiquinone_Deficiency	ALL_MAPPINGS_CONSISTENT	611aba63d5864d3c1dcad4d3dbdde6fecce73e2601e973f1f7715568d6e6b9b3	8	0	0	0.976	True	NA
Autosomal_Recessive_Cerebellar_Ataxia_With_Late_Onset_Spasticity	ALL_MAPPINGS_CONSISTENT	5d46867c0d36f1f5011bd6eb3a5f4eac248ac2b1a07babd7dcb0842323dd8ad6	5	0	0	0.354	True	NA
Autosomal_Recessive_Cutis_Laxa_Type_2A	ALL_MAPPINGS_CONSISTENT	14e8c2ce2e0739001acdea01973fd25c31d0f78168d352d59ce6c777ba4db1b6	7	0	0	0.623	True	NA
Autosomal_Recessive_Hypercholesterolemia	ALL_MAPPINGS_CONSISTENT	ea7d129e3528d7029a1ddba936ee641a5d95f6c31983d0ac8eb5d2379f5aa4e4	7	0	0	0.5	True	NA
Autosomal_Recessive_Limb-Girdle_Muscular_Dystrophy	ALL_MAPPINGS_CONSISTENT	d2af75a971e58d2d10b2fb0fdd01d174b387be7456606561077bf95e50da22f8	7	0	0	0.466	True	NA
Autosomal_Recessive_Multiple_Pterygium_Syndrome	ALL_MAPPINGS_CONSISTENT	4fa7e9459c714593f0a3a6df53012c792177dd72916cf8e151137d172c1aaaf3	8	0	0	0.912	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_103	ALL_MAPPINGS_CONSISTENT	ab2c818fc63cdc2fd64dc4435fa58b100594b20aa8f5f79ac28146fd9199da8e	5	0	0	0.358	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_104	ALL_MAPPINGS_CONSISTENT	febbc74d2c800f850db879f008e45d06d821e3701fe3260185923494d66a3994	5	0	0	0.335	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_26	ALL_MAPPINGS_CONSISTENT	94fae14da8184bd223a06964d3ca98b9c70e5e87cd3b1f42f92544d752227d45	6	0	0	0.354	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_30	ALL_MAPPINGS_CONSISTENT	a8f864f0ab6cfb35cd5a9078e08bba979c79eaf8b5d01771a656526d368c2ab7	6	0	0	0.353	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_48	ALL_MAPPINGS_CONSISTENT	98cb5eb5c35d860c24247901cb1320aff171326d991a27ad4c11a4ce42991e29	6	0	0	0.342	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_77	ALL_MAPPINGS_CONSISTENT	2d74c39751fba218f9416399e486069a5803e1d8c73ee5cb9c55a9ec5cdb081b	6	0	0	0.375	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_93	ALL_MAPPINGS_CONSISTENT	e9e9b2172da3ef638e8875986fcd071bb8cd4186dc0c859115db0591c71804ee	5	0	0	0.371	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_97	ALL_MAPPINGS_CONSISTENT	6188f0a3a111a9bf91bef07a70bafd03ac42d75f8c8a95cda05f95af894c312e	5	0	0	0.329	True	NA
Autosomal_Recessive_Nonsyndromic_Hearing_Loss_98	ALL_MAPPINGS_CONSISTENT	33010c34bf6b0df8d3e540d39963965a166d6fa17c11875dce2598548b213dd1	5	0	0	0.367	True	NA
Autosomal_Recessive_Osteopetrosis	ALL_MAPPINGS_CONSISTENT	567b8d1ad09a7e36b0c33fb3ae61b32186b1b2324a21633e2161c95967d5e959	6	0	0	0.356	True	NA
Autosomal_Recessive_Progressive_External_Ophthalmoplegia_1	ALL_MAPPINGS_CONSISTENT	2601aa3ea9c0056d3820c80a98d651b654ff056c28f3f153a6400c9f1b00e5af	5	0	0	0.327	True	NA
Autosomal_Recessive_Robinow_Syndrome	ALL_MAPPINGS_CONSISTENT	b21a812a6e1363208b09b168da001390cc2d356ce7e37db13a56acdd697dee3e	9	0	0	5.027	True	NA
Autosomal_Recessive_Spastic_Ataxia_9	ALL_MAPPINGS_CONSISTENT	0621b4d9bb430c2cc394d5b6e5f1c0380b3f9538f97f8876d5e043f9a7297216	4	0	0	0.287	True	NA
Autosomal_Recessive_Spinocerebellar_Ataxia_15	ALL_MAPPINGS_CONSISTENT	b31c5db944908c82784756db052efc496af187f36d88e2da312f13c73aaa872d	7	0	0	0.481	True	NA
Autosomal_Recessive_Spinocerebellar_Ataxia_20	ALL_MAPPINGS_CONSISTENT	7f339f2a3a50fd126c5b03f6026aa8d5abde0c5b8a7449dc34c1958dc5fa45d5	7	0	0	0.447	True	NA
Autosomal_Recessive_Spondylometaphyseal_Dysplasia_Megarbane_Type	ALL_MAPPINGS_CONSISTENT	2053c521ff383fa589d9095728f8e17b45c7c5ccefbb046715b62d9dc55b862e	8	0	0	0.979	True	NA
Avascular_Necrosis_Of_Femoral_Head_Primary_2	ALL_MAPPINGS_CONSISTENT	bc632a23860bf53658ee2a4bee9ce1aa027233b7fbc516840a3e64fc35fa80bc	4	0	0	0.296	True	NA
Ayme-Gripp_Syndrome	ALL_MAPPINGS_CONSISTENT	8cda1afdfb64061422016c1648004326540643734f12130a4673476a6f5a7def	6	0	0	0.373	True	NA
BBSome-Related_Retinitis_Pigmentosa	ALL_MAPPINGS_CONSISTENT	4e6531f4295f58d79a8580760c1b711359ec6a9af7f09fdfeae80fe8f3ac732f	9	0	0	5.105	True	NA
BCKDK_Deficiency	ALL_MAPPINGS_CONSISTENT	20d158f66e736fc3c4f9676f1ce9597367a500a7044b1ef52f64fadb0b94ffa5	7	0	0	0.461	True	NA
BEST1-Related_Dominant_Retinopathy	ALL_MAPPINGS_CONSISTENT	867449e2b77707d2e963f1d45bf57fedc3a6b7bb206f7c41acda4f29c3e0c606	3	0	0	0.415	True	NA
