slug	status	input_sha256	n_pfacts	n_retracted	candidate_retractions	elapsed_seconds	solution_written	error
Charlevoix-Saguenay_spastic_ataxia	ALL_MAPPINGS_CONSISTENT	2100a845d48721e198421f1344ce43da5a1a6fc44d2777ec881b4a3ee5580a4f	8	0	0	0.853	True	NA
Cholesteryl_Ester_Storage_Disease	ALL_MAPPINGS_CONSISTENT	2ead0ebf8e39f35f146ed362671da28296e094d8ccf8a4a581587952191b9bff	8	0	0	0.924	True	NA
Chondrodysplasia_Blomstrand_Type	ALL_MAPPINGS_CONSISTENT	609dcdb89357663120262958d71f6acb9e759cdd0c95c956e7b027807161aa47	9	0	0	5.7	True	NA
Chondrodysplasia_Punctata_Tibial-metacarpal_Type	ALL_MAPPINGS_CONSISTENT	1b0a44c2d98119e533f39a95c8a6eb9825c41c99413767e66a2cbfd94689205e	8	0	0	0.936	True	NA
Chondrodysplasia_With_Joint_Dislocations_gPAPP_Type	ALL_MAPPINGS_CONSISTENT	263244486f0d41633ba14fc9d2e19cca2159c3cf1dd4f346de101d0d02e94ea2	7	0	0	0.409	True	NA
Chorea-acanthocytosis	ALL_MAPPINGS_CONSISTENT	80b73ba872e8b694e34476ed64eebdb0ee8a4aa08b8e1418dfd909bf6c71304e	7	0	0	0.475	True	NA
Chromosome_17q12_Deletion_Syndrome	ALL_MAPPINGS_CONSISTENT	ece8f8d07c75f07644b9c8d6ab0db42a573b10f371f7e0fb8214a3a78bc37727	7	0	0	0.456	True	NA
Chromosome_2q32-q33_Deletion_Syndrome	RETRACTED	1a71de007ccfbf8eaeb0a332981552b61894fb27084eda8a4a496f9179d5a7cf	10	1	1	59.918	True	NA
Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency	ALL_MAPPINGS_CONSISTENT	8ab565e6e5b9a8852d11ad8377c6935d59f719a84c40595b4babf6276e07f748	6	0	0	0.324	True	NA
Chung-Jansen_Syndrome	ALL_MAPPINGS_CONSISTENT	97c4c34355ef01014f0fcecefb1defb848bfba0a18a837ed24a39c16e833a6a6	6	0	0	0.372	True	NA
Chuvash_Polycythemia	ALL_MAPPINGS_CONSISTENT	3b6c0985069184d057f70b9b6529fa8090a817f48810ae566618b5285f73b22e	8	0	0	0.897	True	NA
Classic_Familial_Adenomatous_Polyposis	ALL_MAPPINGS_CONSISTENT	374074110b38528128a11665ecb36520a8808e1d6232dbec5a0275a374fc3e3f	7	0	0	0.443	True	NA
Cleidocranial_Dysplasia	ALL_MAPPINGS_CONSISTENT	d623cb85f561aa6b4ad9a15f4f21955da26c6d3b0c03bdd36ef4a74d0e697ca2	9	0	0	5.504	True	NA
Clouston_Syndrome	ALL_MAPPINGS_CONSISTENT	42181c65c119746f8070dc5f99d788b5f92c95f952cfc1aa7e3a1e0e1e2ef003	7	0	0	0.432	True	NA
Colobomatous_Microphthalmia-Rhizomelic_Dysplasia_Syndrome	ALL_MAPPINGS_CONSISTENT	892705c54550b8aa9f1aff9ff097b3d14dfc756128714ff2dd07d9c4eefc0387	7	0	0	0.449	True	NA
Combined_Immunodeficiency_Due_To_CD3gamma_Deficiency	RETRACTED	85fd8997484687ae0497481ae93fcf41d2f2bd0d49d4e12dd5fbeff08f1cdb05	8	1	1	0.824	True	NA
Combined_Immunodeficiency_Due_To_CTPS1_Deficiency	ALL_MAPPINGS_CONSISTENT	1ad5bb5ae231c7096f1cc6c6e6b871b8756e049a35ede95d56ded89626c27992	7	0	0	0.481	True	NA
Combined_Immunodeficiency_Due_To_GINS1_Deficiency	ALL_MAPPINGS_CONSISTENT	4f00f6aa999354cbfd8853d722935d552ad9d13aaa9b1cad17c179575ae3dc09	7	0	0	0.494	True	NA
Combined_Malonic_and_Methylmalonic_Aciduria	ALL_MAPPINGS_CONSISTENT	2127afa3b01fada675535b8528f394b0de38e731fb5384f77a86f3896e3eba76	8	0	0	0.919	True	NA
Combined_Oxidative_Phosphorylation_Defect_Type_13	ALL_MAPPINGS_CONSISTENT	86b2a05847cfe3b1658d6fe47bb7dc7a56065cc17b5cc62d3d67f6c47a249b5f	7	0	0	0.469	True	NA
Combined_Oxidative_Phosphorylation_Defect_Type_21	ALL_MAPPINGS_CONSISTENT	37a247837fb8563a26133513305cd4bcb173009f75c660f5ee2310e94d8543f0	7	0	0	0.499	True	NA
Combined_Oxidative_Phosphorylation_Defect_Type_26	ALL_MAPPINGS_CONSISTENT	19602fc6409e0a85488e4a49287ff5b3ebe7ca94f23f0168c05b1a70f84a072b	7	0	0	0.478	True	NA
Combined_Oxidative_Phosphorylation_Defect_Type_30	ALL_MAPPINGS_CONSISTENT	6dbb93ce290307762545354cb0d1481b3d013cec7c314cfd95b040a6d7192809	7	0	0	0.446	True	NA
Combined_Oxidative_Phosphorylation_Defect_Type_4	ALL_MAPPINGS_CONSISTENT	4ddb90f38a3946109902fd7a0f267f4f99a47675629b5b7e43cee06e4aebf188	8	0	0	0.904	True	NA
Combined_Oxidative_Phosphorylation_Defect_Type_7	ALL_MAPPINGS_CONSISTENT	cc17df135539f5c8c7a01a2eab2d325d6e8ed5a1d5a6643146d07e1b4364147e	7	0	0	0.467	True	NA
Combined_Oxidative_Phosphorylation_Deficiency_42	ALL_MAPPINGS_CONSISTENT	07fbdf639a7e4ad06aa628dc9aa0147d919f3db8298c695de4c79611306a0f48	5	0	0	0.379	True	NA
Combined_Oxidative_Phosphorylation_Deficiency_51	ALL_MAPPINGS_CONSISTENT	47429e84806f5bbed910d159d0ccf398bc9bd2c9d28fa8bc4b282a24f98c059d	5	0	0	0.381	True	NA
Combined_Pituitary_Hormone_Deficiencies_Genetic_Form	ALL_MAPPINGS_CONSISTENT	94ce140cc65447e67ae0f28480e1dfed505619d0c84b47820b50cb238c9ef4a6	4	0	0	0.332	True	NA
Combined_Saposin_Deficiency	ALL_MAPPINGS_CONSISTENT	1ce77e678b29a92ad36ee7725f5bc95817c901f9eeac0b8bac41e1ee5232a59a	8	0	0	0.862	True	NA
Complement_Component_2_Deficiency	ALL_MAPPINGS_CONSISTENT	57f283c0b9f8c3c157191220f9b1e778420fb201e43409abe0bc554ccaca1a9a	6	0	0	0.354	True	NA
Complex_Hereditary_Spastic_Paraplegia	ALL_MAPPINGS_CONSISTENT	77e8204535ba543becd7c32276665281a8bcefd805c4f6590b30a3554c172bb1	4	0	0	0.344	True	NA
Cone-rod_Dystrophy_And_Hearing_Loss_2	ALL_MAPPINGS_CONSISTENT	ce94c43b01058a8628abed46fee3ad0aeb417554ddd37867a3fea1cccd6c73ce	4	0	0	0.334	True	NA
Congenital_Chloride_Diarrhea	ALL_MAPPINGS_CONSISTENT	94c58de20fac84402871e1feffe78a6ecb537849740858ef6be14d0ba485a1b4	8	0	0	0.872	True	NA
Congenital_Disorder_Of_Glycosylation_Type_ICC	ALL_MAPPINGS_CONSISTENT	892e0d40eb595ab8f7a37e56a7567eb074e3d98ca36c922d7276c79ef678a0da	5	0	0	0.377	True	NA
Congenital_Disorder_of_Glycosylation_Type_IIw	ALL_MAPPINGS_CONSISTENT	78f64df70ca6c29a23a3600b2e8ac7b8c3a74b8d7fd75c689ec13949ec55f064	5	0	0	0.356	True	NA
Congenital_Heart_Defects_Multiple_Types_2	ALL_MAPPINGS_CONSISTENT	bb457fe411cedd602c9c3b93fb556d28101c73623106e1ab7caf8177653b4492	4	0	0	0.316	True	NA
Congenital_Heart_Defects_and_Skeletal_Malformations_Syndrome	ALL_MAPPINGS_CONSISTENT	eb9bb076c405245fc312cf8a6835410146b96a4d46bcd24fd4f725b375709ff3	6	0	0	0.339	True	NA
Congenital_Myasthenic_Syndrome	ALL_MAPPINGS_CONSISTENT	eac0b532a12d2892528675e57cedab39944168d6820b04fe22dc5ce0583e4ec5	9	0	0	5.163	True	NA
Congenital_Myasthenic_Syndrome_15	ALL_MAPPINGS_CONSISTENT	8e2a4fc5690957858d8eaa48712206e8be5b3deb0242644e42318c05bdec41a2	5	0	0	0.331	True	NA
Congenital_Myasthenic_Syndrome_6	ALL_MAPPINGS_CONSISTENT	280b28aff9aa566de9d7ed8902dc61bc0f4a765ac41393f07a9a3c37e553ac7f	7	0	0	0.445	True	NA
Congenital_Sialidosis_Type_2	ALL_MAPPINGS_CONSISTENT	15c974739b4371e7ba5ddbbd4bab0189ec4d7a8e9eb64d8bf3b162e105c20a44	6	0	0	0.341	True	NA
Congenital_Sodium_Diarrhea	ALL_MAPPINGS_CONSISTENT	286681e00166376ca045d8005b3c8e1c7c85b86701ab29d3c9628833cb7301fe	5	0	0	0.284	True	NA
Congenital_Thrombotic_Thrombocytopenic_Purpura	ALL_MAPPINGS_CONSISTENT	acddda4a290a5b8df57880d5d64b272ad7ecfa4f49cc5917b24fa68250fe950b	7	0	0	0.449	True	NA
Congenital_Tufting_Enteropathy	ALL_MAPPINGS_CONSISTENT	599b1591020da6de4d05c8356617831b929f0bf56cc511052c80ea007593b137	9	0	0	5.507	True	NA
Cooks_Syndrome	ALL_MAPPINGS_CONSISTENT	401ba15300a9a134bff18670d11418a8f536f8ea6faf1f96d88a60dc15a67c69	7	0	0	0.435	True	NA
Cornelia_de_Lange_Syndrome_4	ALL_MAPPINGS_CONSISTENT	6240a418e5a7eeec7ac49165535d06fa1c5e26ffa19db2678c2378882f932ec7	5	0	0	0.334	True	NA
Cornelia_de_Lange_Syndrome_5	ALL_MAPPINGS_CONSISTENT	da0246e639c9ec7f705f7fe055145d8f17099a25449780fe7cfee5ede23e2980	5	0	0	0.344	True	NA
Corpus_Callosum_Agenesis-Intellectual_Disability-Coloboma-Micrognathia_Syndrome	ALL_MAPPINGS_CONSISTENT	d1844872d6b755b8c8e2a7d5631060aa9b6364dfaa43a9e5dd369f831523b307	8	0	0	0.98	True	NA
Cortisone_Reductase_Deficiency	ALL_MAPPINGS_CONSISTENT	69c0d769dd3e4461ad207c6c095c25d380713cac37b2e6bac5032d9f1f935989	7	0	0	0.448	True	NA
Cowden_Syndrome	ALL_MAPPINGS_CONSISTENT	9346b0055489d8651a590671b04686a3796fa3491bf976f7116d23a845428efa	8	0	0	1.012	True	NA
Cranioectodermal_Dysplasia	ALL_MAPPINGS_CONSISTENT	b8a821f0e00c6d9a72000c59ac2da8d76302616a8a48f32e64122683562d423c	8	0	0	1.017	True	NA
Craniofacial-Deafness-Hand_Syndrome	ALL_MAPPINGS_CONSISTENT	208de56fc2cfdde8209370db88ffa3c6c3be0042ddac96f0a4f33e51ada9e92b	9	0	0	5.411	True	NA
Creatine_Transporter_Deficiency	ALL_MAPPINGS_CONSISTENT	e1aa968a95b1f221546b570645cc5f354ea1f779585d80d2bfa707d95ad0d01b	9	0	0	5.545	True	NA
Crouzon_Syndrome_with_Acanthosis_Nigricans	ALL_MAPPINGS_CONSISTENT	d3449694f94c22906c0d6f71c187285b6efaf1e879a9d77d7536d8a882415ae7	9	0	0	5.263	True	NA
Cyanosis_Transient_Neonatal	ALL_MAPPINGS_CONSISTENT	8beea1bcb91b9ef10b08d5cc7aea1c5cb6579eacb092fa8b7234e6831b31c4c0	9	0	0	2.628	True	NA
Czech_Dysplasia	ALL_MAPPINGS_CONSISTENT	7d97461b624c7a6b773734a8ab163908d413a5d3b376ec145b7a0bf76adbdf05	7	0	0	0.43	True	NA
DECR_Deficiency	ALL_MAPPINGS_CONSISTENT	0ee4a1ee253b3b56de1ed19c97439b518895f591ec3a81700cf78f6bc07f4a0c	7	0	0	0.422	True	NA
DEF6_Deficiency	ALL_MAPPINGS_CONSISTENT	9e27a607712cabc7cd07722b3d41da456771bddf6830d904ea7b80482b833575	5	0	0	0.315	True	NA
DENND5A-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	70780db7edc323d3280cdf88e935267b67c817dcc17e0761252e86e4eab62a3a	5	0	0	0.325	True	NA
DEPDC5-Related_Epilepsy	ALL_MAPPINGS_CONSISTENT	ba5516568af891122f77e0c65fbf97a772a11a771704a4f7deb399df9d7ced49	6	0	0	0.328	True	NA
DGAT1_Deficiency	ALL_MAPPINGS_CONSISTENT	a377a0518cd9f21dbfb6513d9a961ec519c26ea551237a0a87ee8cefa628feb2	7	0	0	0.441	True	NA
DHRSX-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	9198974d30c7d85e96976be993b57618e54ebb50a980d3a71deea5a6025d8237	4	0	0	0.324	True	NA
DICER1_Tumor_Predisposition_Syndrome	ALL_MAPPINGS_CONSISTENT	dd4c3cea8e6a14ba17ec874a4b61886aa3ff4f1f86f8c82521a81d1f0f934027	7	0	0	0.465	True	NA
DK1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	fea4e9940c1069ff71676c32417ca6bb70727a9fa2a201e77491a80d918ffd67	8	0	0	1.081	True	NA
DLG4-Related_Synaptopathy	ALL_MAPPINGS_CONSISTENT	58771a2b1bb2f65e856d0058e1ecf80a1d6a15a7c047c997bc1b1d55430f5cfc	6	0	0	0.331	True	NA
DNM1_Encephalopathy	ALL_MAPPINGS_CONSISTENT	a38da031caeedbac7f7b4e728df59b97dd39bf2bf57b1676583e937bf2d096cd	5	0	0	0.325	True	NA
DOORS_Syndrome	ALL_MAPPINGS_CONSISTENT	e480ed5b9fe07af1953e7a9ccd7f0a79fe1ec971500ce78e08c2b25a3e3f7afe	8	0	0	0.955	True	NA
DPM2-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	f9ae07ba6260a2bbb3b6f9445a2cec9a2e65d7295fa8246dd6e187d59bcaab0e	7	0	0	0.474	True	NA
DTYMK-Related_Neurodegeneration	ALL_MAPPINGS_CONSISTENT	4011702a40675ae63736f189e79fee3f6d5c415bec14716b7204dee43d95490b	4	0	0	0.321	True	NA
DYRK1A_Syndrome	ALL_MAPPINGS_CONSISTENT	d3ea96241c0746a9573128aa3a27df3417242a0ce78b243cbfe9d3e577de08fa	7	0	0	0.446	True	NA
Dacryocystitis-Osteopoikilosis_Syndrome	ALL_MAPPINGS_CONSISTENT	05794967d4c4499eb9edf024ec2adce5fdc021863dd1be6e0a86e8a58a594a53	5	0	0	0.315	True	NA
Deafness-Lymphedema-Leukemia_Syndrome	ALL_MAPPINGS_CONSISTENT	957ab89f7851445d493e3347125293a75c60c0b73141ab76b6c757b7af080fd5	5	0	0	0.314	True	NA
Deafness_Congenital_Heart_Defects_And_Posterior_Embryotoxon	ALL_MAPPINGS_CONSISTENT	53a184c4bac44d4cad4d44094eef7eca33b5b78f6d9d22562ae69736b6d2e59a	5	0	0	0.296	True	NA
Deeah_Syndrome	ALL_MAPPINGS_CONSISTENT	969c37b5e6a8c2c3df736a67c6cff93909d4e140ee26c0f2edcb38697cce9097	5	0	0	0.306	True	NA
Deficiency_of_Adenosine_Deaminase_2	ALL_MAPPINGS_CONSISTENT	191fdfe6ac224e4e2adafd1fcad9c9c637f92a583f21813270abfacca99edff5	6	0	0	0.336	True	NA
Delpire-McNeill_Syndrome	ALL_MAPPINGS_CONSISTENT	82e86590698e46289cc52e10c515c44ca617d54c6a241a0e49478b1832bdd88e	6	0	0	0.32	True	NA
Dentatorubral-Pallidoluysian_Atrophy	ALL_MAPPINGS_CONSISTENT	03c46c3708f86fba4cef2dd2f3edb46c3a728e0778d095e57e416da23d988478	8	0	0	0.938	True	NA
Dentici-Novelli_neurodevelopmental_syndrome	ALL_MAPPINGS_CONSISTENT	ea5df75b68475cb7ba6317a9d53734b395d11367c1bf8a8044cabfbfcc39ef3a	4	0	0	0.31	True	NA
Denys-Drash_Syndrome	ALL_MAPPINGS_CONSISTENT	b476c788aa15e2e80d5ef0a97c6b5d27c161fbf9ec6f3bcbbc43742d097298c3	9	0	0	4.638	True	NA
Dermatosparaxis_Ehlers-Danlos_Syndrome	ALL_MAPPINGS_CONSISTENT	42ae42eb5581a41d00253357faacf6dd74445a654222c613631f7613c3ef0b6e	9	0	0	5.189	True	NA
Developmental_And_Epileptic_Encephalopathy_116	ALL_MAPPINGS_CONSISTENT	5f9acf06c50a4a274b995ac2ebbf2c3a23db2517c2fa5fbfe7c98375b121b5d6	5	0	0	0.314	True	NA
Developmental_And_Epileptic_Encephalopathy_14	ALL_MAPPINGS_CONSISTENT	acf3181b28a5b6b21500340ae74b1e6daee69a58d0f698df13057210b651c067	10	0	0	22.753	True	NA
Developmental_And_Epileptic_Encephalopathy_19	ALL_MAPPINGS_CONSISTENT	bd47a30c9c49cf4ce320cc76bb00205105d20eb5e2587d92f89b97f667334855	6	0	0	0.33	True	NA
Developmental_And_Epileptic_Encephalopathy_38	ALL_MAPPINGS_CONSISTENT	fbf86c37995ef08537a4b5865d78a6446993fb9b7c9b4bfa3c5d32665640cd22	5	0	0	0.315	True	NA
Developmental_And_Epileptic_Encephalopathy_46	ALL_MAPPINGS_CONSISTENT	b165571d5366cc6a858600b4f9569be0590e3adf7ed5cc2f7c60bde7eb54cdbc	5	0	0	0.342	True	NA
Developmental_And_Epileptic_Encephalopathy_50	ALL_MAPPINGS_CONSISTENT	1c6892bd3f37dcaf8392a8b8703d969cf73fa4f6cebba807ea3befec83ee9fff	7	0	0	0.461	True	NA
Developmental_And_Epileptic_Encephalopathy_80	ALL_MAPPINGS_CONSISTENT	b5a16341b88f5e5687fa515ffd542ccc3acee3f4483c514e1bf95efc316337de	5	0	0	0.304	True	NA
Developmental_And_Epileptic_Encephalopathy_81	ALL_MAPPINGS_CONSISTENT	2475cc3898c8ffa734b899ab7742cd40b8c4a15abf507ec2190ac83951f31bc8	5	0	0	0.293	True	NA
Developmental_And_Epileptic_Encephalopathy_89	ALL_MAPPINGS_CONSISTENT	8b6d816cabc71500220f8ade81fa48d9be03c97cd0f4a9c694cc79d0a2f4b4c7	5	0	0	0.336	True	NA
Developmental_Delay_Hypotonia_Musculoskeletal_Defects_And_Behavioral_Abnormalities	ALL_MAPPINGS_CONSISTENT	353bb8c2e1c0c76ade4a51a89b4c54dc2bbef6e591075f270f678581a650f947	4	0	0	0.315	True	NA
Developmental_and_Epileptic_Encephalopathy_55	ALL_MAPPINGS_CONSISTENT	65c1b9f8baf7c47e84cd95839161139d3c61a263776a46a3547e2ed76db3d308	5	0	0	0.3	True	NA
Diabetes_Deafness_Developmental_Delay_and_Short_Stature_Syndrome	ALL_MAPPINGS_CONSISTENT	80a2ead82facff284acc200b224f72374ffa63a95972bf5c2aedc750ea1eec37	4	0	0	0.33	True	NA
Diamond-Blackfan_Anemia	ALL_MAPPINGS_CONSISTENT	f9e3104166c9fd5afbf4c02505f38ab0475c935522439d3b93993a81fc37b8c4	8	0	0	1.003	True	NA
Diaphyseal_Medullary_Stenosis_With_Malignant_Fibrous_Histiocytoma	ALL_MAPPINGS_CONSISTENT	870667a5451d2f080ddd8a0863af6c349da582c5457e0246e7f986b75037d6ee	8	0	0	0.95	True	NA
Diffuse_Nonepidermolytic_Palmoplantar_Keratoderma	RETRACTED	717321d2583abf20a80a78f59ec23641b2b15914d024bc7894a04258d6e70a13	8	1	1	0.876	True	NA
Dilated_Cardiomyopathy_1EE	ALL_MAPPINGS_CONSISTENT	e49282e219e5688cba7b4f0188d25fea57df9e8a517376ff526266ec278423bd	6	0	0	0.342	True	NA
Dilated_Cardiomyopathy_1GG	ALL_MAPPINGS_CONSISTENT	c7b1c48fb9f877147e3edc87a1e83c92b2d0438364098f081218cb0b4a8dc238	5	0	0	0.33	True	NA
Dilated_Cardiomyopathy_1JJ	ALL_MAPPINGS_CONSISTENT	785ba8303e64264220609d91f0cb4b6f452eb55261d60d34ec17127f88134c7b	5	0	0	0.304	True	NA
Dilated_Cardiomyopathy_1O	ALL_MAPPINGS_CONSISTENT	ae05c3c408c5dc0e8f6b466a30f3258d0e10ec4576796d22b81f6a9c5b7f127a	6	0	0	0.321	True	NA
Dilated_Cardiomyopathy_1R	ALL_MAPPINGS_CONSISTENT	b2849a332d07913e7b97625ecbfc05f9fbe2dd82ca3ef31b24e6afe1d32035d9	5	0	0	0.311	True	NA
Dilated_Cardiomyopathy_1U	ALL_MAPPINGS_CONSISTENT	51fcf72c78c96b7710e25ae006738061eefecf3dfb7258f8883dc19c8533c6fd	6	0	0	0.33	True	NA
Dilated_Cardiomyopathy_1X	ALL_MAPPINGS_CONSISTENT	850fb19fc59441e0134b99703a643d6b8f6d6dd4eca712d1e34c2ba8697575fa	6	0	0	0.342	True	NA
Dilated_Cardiomyopathy_1Y	ALL_MAPPINGS_CONSISTENT	cd50fb981e0b6f11f308b265c9fc6910f5197a58cf7ef22691b551f1809d2abe	6	0	0	0.358	True	NA
Dimethylglycine_Dehydrogenase_Deficiency	ALL_MAPPINGS_CONSISTENT	e70b6ff90040bedae8b8d5f94142dcb1fc002e531335242ab714a11755a5c0b6	8	0	0	1.113	True	NA
Distal_Hereditary_Motor_Neuronopathy_Type_2A	ALL_MAPPINGS_CONSISTENT	c7d4a9c617b8faf3b028409c555ca51a1e1c64c04afd89e7b35f380209bd8613	5	0	0	0.304	True	NA
Distal_Hereditary_Motor_Neuronopathy_Type_5B	ALL_MAPPINGS_CONSISTENT	d49310fcee8231df024a6cec1d5f96653c35ae50cf639a2f5b6aefc60f605e63	5	0	0	0.314	True	NA
Distal_Myopathy_6_Adult-Onset_Autosomal_Dominant	ALL_MAPPINGS_CONSISTENT	c49bbd0ddf2c421946f11af716c729c18aca87615426e2b96c7f66979e46529d	4	0	0	0.332	True	NA
Dominant_Deafness-Onychodystrophy_Syndrome	ALL_MAPPINGS_CONSISTENT	be20f0921d07f45734832b52d4a467a97a785569a7da9ddfbbe4caea10658aa9	7	0	0	0.497	True	NA
Donnai-Barrow_syndrome	ALL_MAPPINGS_CONSISTENT	a27fb6ce4c4b9c32bcbcbcb85514589dddba7235ce5505b6aa1e4c795804bd32	8	0	0	1.084	True	NA
Dorfman_Chanarin_Disease	ALL_MAPPINGS_CONSISTENT	55100ba917b34be7a3f865f9224979694588a8b31cd54d4be7169b49e0796064	7	0	0	0.483	True	NA
Du_Pan_Syndrome	ALL_MAPPINGS_CONSISTENT	fc3a41e0efe798176759753681e62cdbdfd024e7c0c15fff2d5d8f57651b1c45	8	0	0	1.117	True	NA
Duane_Radial_Ray_Syndrome	RETRACTED	1aca30fc01794bdd27cfd27a53d38426be56e92059e518e095d4d85e0c9ea8a8	9	1	1	4.306	True	NA
Duane_Retraction_Syndrome	ALL_MAPPINGS_CONSISTENT	38174bd6a13a8c2534df2c0a0e499f46487b4ddee3f2bba4c713c12d47fa98c4	9	0	0	5.047	True	NA
Duane_Retraction_Syndrome_3_With_Or_Without_Deafness	ALL_MAPPINGS_CONSISTENT	217a9ea56d3066c6ff7cb3e5f045438b4477c2d2bae1e91db6cc08275c87f087	5	0	0	0.295	True	NA
Dysostosis_Multiplex_Ain-Naz_Type	ALL_MAPPINGS_CONSISTENT	b71ceca68be152c377eae8c31f23813177e157b7babc9c78fef74e6831602059	4	0	0	0.315	True	NA
ECHS1_Deficiency	ALL_MAPPINGS_CONSISTENT	950992e29a604be069f8e596863dd600eaad22a1444d8e4e37590857786a2e62	7	0	0	0.433	True	NA
EFL1-related_Shwachman-Diamond_syndrome	ALL_MAPPINGS_CONSISTENT	3eb790c1cd117d076b6326205bec94dc669b1b717bab2755d6e71d19295c77ba	4	0	0	0.281	True	NA
EML1_Ribbon_Heterotopia	ALL_MAPPINGS_CONSISTENT	f3538315caf142bc4994ab12590be1e9078fdb63dfde74685260db73feab3c97	8	0	0	1.085	True	NA
EVEN-PLUS_Syndrome	ALL_MAPPINGS_CONSISTENT	d146386692b01483e40909d65c0ce795b15783a5975970d438750a67661886d4	6	0	0	0.359	True	NA
EYS_Related_Retinitis_Pigmentosa	ALL_MAPPINGS_CONSISTENT	23eb256a54e97f9192eb8ccf7709cb6ac797920d095fee122031780f1dc8d61c	6	0	0	0.397	True	NA
Ectodermal_Dysplasia_and_Immunodeficiency_2	ALL_MAPPINGS_CONSISTENT	302b29677dd82c93bc629488abef1ab1607bb960975b213159c0cc5ae0dee782	7	0	0	0.47	True	NA
Elsahy-Waters_Syndrome	RETRACTED	f21a9e5ca02b81e5a59b5784916716cb29c79509e9d8e9eda78305a6f9762a07	9	1	1	4.096	True	NA
Enhanced_S-Cone_Syndrome	ALL_MAPPINGS_CONSISTENT	b577f2c2bb3c881f9a7aabb0f70b94ed0dc9cdb2fa110e04b1f990d3a227a74f	5	0	0	0.303	True	NA
Epidermolysis_Bullosa	ALL_MAPPINGS_CONSISTENT	dda7d5ea497fcf246cfa86ff3aa753d736794859d05b8c369e0ede5ae8550d83	7	0	0	0.457	True	NA
Erythropoietic_Protoporphyria	ALL_MAPPINGS_CONSISTENT	f4cd2a3f898985c6b7af512662dd931d8c1b6e88d90b19ca2886b7283d9a4231	7	0	0	0.484	True	NA
Ethylmalonic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	a770c2e9f6134f28e595a88dacd35fec29589130f7bc5f3734f5f34dcfb9ff3b	9	0	0	5.001	True	NA
FADD-related_Immunodeficiency	ALL_MAPPINGS_CONSISTENT	19b39b3b04996bcbb39d36fca87d6ff634ebeb53b5cad7df03745cd2b25e9f23	8	0	0	1.113	True	NA
FAS-related_Autoimmune_Lymphoproliferative_Syndrome	ALL_MAPPINGS_CONSISTENT	c51be4bfd4dd37348ec0db444a642faba7377bf3635459659376358dd8e38b4b	3	0	0	0.305	True	NA
FASTKD5-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	c6e311c72e103bc27ac44a471f820407ea9b93120f6c04b8ed47e4efd058e947	4	0	0	0.306	True	NA
FGF12-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	94fcc346bad048ebbb4e4ba48b1f808aa3213db4cb4ce3d95d43fab9457ef368	5	0	0	0.306	True	NA
FGFR1_Hypogonadotropic_Hypogonadism	ALL_MAPPINGS_CONSISTENT	118b69c3192445f9aef5cfbf7f7074077df9c95f6264eb5a5e169242333a6bd3	5	0	0	0.306	True	NA
FGFR2-Related_Bent_Bone_Dysplasia	ALL_MAPPINGS_CONSISTENT	1e5ddd75654cc3b4232687faa63ad1ec7e0b64b952677296b361f4965dd755fe	7	0	0	0.451	True	NA
FG_Syndrome_1	ALL_MAPPINGS_CONSISTENT	d2af2751b9c3c4ceb2fb480bb50de17d09a7ba145e72b4ccb1f5d5cb3a92a05e	6	0	0	0.344	True	NA
FG_Syndrome_4	ALL_MAPPINGS_CONSISTENT	467ac148f34a7a52904543180efd92475f4d04303e837b9f5eacc642b38b7f79	4	0	0	0.332	True	NA
FILS_Syndrome	ALL_MAPPINGS_CONSISTENT	bf3a4c241232dabca7353955108d52d4a9a973e11c4c1e2205fab37c76f2416f	6	0	0	0.361	True	NA
FOLR1-Related_Cerebral_Folate_Transport_Deficiency	ALL_MAPPINGS_CONSISTENT	81e5beef49dd1cd2e2ee38a790bd0a66a93b6bd94bf4fbb18881ed22c4ecb8ed	9	0	0	5.131	True	NA
FOXE3_Anterior_Segment_Dysgenesis	RETRACTED	f701d83511d37b2fc769a9d2c090fc59e25faf1e3d8b7a9be686599e8015f154	7	1	1	0.466	True	NA
FOXP1_Syndrome	ALL_MAPPINGS_CONSISTENT	5d2037e56ea256a5e65c0a4eb7efc1e870f949864348490c4ae6d8483bb9c9e1	7	0	0	0.472	True	NA
Familial_Chylomicronemia_Syndrome	ALL_MAPPINGS_CONSISTENT	a8eed09024e24534927fd94a76042bd238b763dda862b371665a57eddb6e0431	6	0	0	0.323	True	NA
Familial_Congenital_Mirror_Movements	ALL_MAPPINGS_CONSISTENT	7f9beb33b425290df615cb403b99d24d40c7142c41d7d63a50e3efe8d3450cad	7	0	0	0.475	True	NA
Familial_Defective_Apolipoprotein_B-100	ALL_MAPPINGS_CONSISTENT	bf7a476b6324ffa0bc1c59d0f55508a340f7522b2dec2f12afc061ca059feb62	4	0	0	0.332	True	NA
