mondo_id	disease_name	n_dismech	direct_hpoa_ids	direct_n_hpoa	direct_n_exact	direct_n_more_specific	direct_n_more_general	direct_n_novel	direct_n_hpoa_only	direct_novel_terms	subtree_hpoa_ids	subtree_n_hpoa	subtree_n_exact	subtree_n_more_specific	subtree_n_more_general	subtree_n_novel	subtree_n_hpoa_only	subtree_novel_terms
MONDO:0100224	mitochondrial complex I deficiency, nuclear type 1	15	OMIM:252010	68	11	0	3	1	57	HP:0002120	OMIM:252010	68	11	0	3	1	57	HP:0002120
MONDO:0100244	paroxysmal nocturnal hemoglobinuria	10	ORPHA:447	44	7	1	1	1	37	HP:0012378	OMIM:300818;OMIM:615399;ORPHA:447	53	9	1	0	0	44	
MONDO:0100280	Waldenstrom macroglobulinemia	4	ORPHA:33226	45	2	1	0	1	43	HP:0020196	OMIM:153600;ORPHA:33226	49	2	1	0	1	47	HP:0020196
MONDO:0100326	Glanzmann thrombasthenia	12	ORPHA:849	14	6	0	3	3	8	HP:0001891;HP:0001975;HP:0011891	OMIM:273800;OMIM:619267;ORPHA:849	29	9	1	1	1	20	HP:0001891
MONDO:0100488	CDH1-related diffuse gastric and lobular breast cancer syndrome	3	OMIM:137215	6	1	0	1	1	5	HP:0003002	OMIM:137215	6	1	0	1	1	5	HP:0003002
MONDO:0700288	early-childhood-onset neurodegeneration with retinitis pigmentosa, sensorineural hearing loss, and demyelinating peripheral neuropathy	4	OMIM:621129	31	0	1	2	1	31	HP:0100543	OMIM:621129	31	0	1	2	1	31	HP:0100543
MONDO:0700290	spermatogenic failure 98	5	OMIM:621124	12	3	0	1	1	9	HP:0011961	OMIM:621124	12	3	0	1	1	9	HP:0011961
MONDO:0700297	homocystinuria-megaloblastic anemia cblD type	6	OMIM:620952	29	5	0	0	1	24	HP:0002156	OMIM:620952	29	5	0	0	1	24	HP:0002156
MONDO:0800027	leukoencephalopathy, diffuse hereditary, with spheroids 1	11	OMIM:221820	35	6	3	1	1	29	HP:0002514	OMIM:221820	35	6	3	1	1	29	HP:0002514
MONDO:0800187	immunodeficiency 83, susceptibility to viral infections	2	OMIM:613002	14	1	0	0	1	13	HP:0033677	OMIM:613002	14	1	0	0	1	13	HP:0033677
MONDO:0800453	juvenile absence epilepsy	7	ORPHA:1941	13	2	3	1	1	11	HP:0007018	ORPHA:1941	13	2	3	1	1	11	HP:0007018
MONDO:0800501	developmental and/or epileptic encephalopathy with spike-wave activation in sleep	9	ORPHA:725	30	6	1	1	1	24	HP:0001263	ORPHA:725	30	6	1	1	1	24	HP:0001263
MONDO:0851095	KINSSHIP syndrome	6	OMIM:619297	63	4	0	1	1	59	HP:0002088	OMIM:619297	63	4	0	1	1	59	HP:0002088
MONDO:0859137	neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia	6	OMIM:619286	33	5	0	0	1	28	HP:0001321	OMIM:619286	33	5	0	0	1	28	HP:0001321
MONDO:0859139	blepharophimosis-impaired intellectual development syndrome	6	OMIM:619293	69	5	0	0	1	64	HP:0000436	OMIM:619293	69	5	0	0	1	64	HP:0000436
MONDO:0859160	mitochondrial complex IV deficiency, nuclear type 22	4	OMIM:619355	35	1	0	2	1	34	HP:0001639	OMIM:619355	35	1	0	2	1	34	HP:0001639
MONDO:0859167	hypokalemic tubulopathy and deafness	4	OMIM:619406	8	2	1	0	1	6	HP:0002900	OMIM:619406	8	2	1	0	1	6	HP:0002900
MONDO:0859320	mitochondrial complex I deficiency, nuclear type 39	5	OMIM:620135	17	4	0	0	1	13	HP:0001298	OMIM:620135	17	4	0	0	1	13	HP:0001298
MONDO:0859374	hearing loss, autosomal recessive 120	3	OMIM:620238	3	0	2	0	1	3	HP:6000182	OMIM:620238	3	0	2	0	1	3	HP:6000182
MONDO:0859381	cardiomyopathy, dilated, 100	3	OMIM:620247	9	2	0	0	1	7	HP:0001645	OMIM:620247	9	2	0	0	1	7	HP:0001645
MONDO:0859520	mitochondrial complex IV deficiency, nuclear type 23	1	OMIM:620275	30	0	0	0	1	30	HP:0001298	OMIM:620275	30	0	0	0	1	30	HP:0001298
MONDO:0957541	neurodevelopmental disorder with hypotonia and speech delay, with or without seizures	9	OMIM:620455	77	7	0	1	1	70	HP:6000988	OMIM:620455	77	7	0	1	1	70	HP:6000988
MONDO:0958011	immunodeficiency 117	4	OMIM:620668	35	2	0	1	1	33	HP:5210093	OMIM:620668	35	2	0	1	1	33	HP:5210093
MONDO:0968947	neurodevelopmental disorder plus optic atrophy	13	OMIM:620784	22	12	0	0	1	10	HP:0007663	OMIM:620784	22	12	0	0	1	10	HP:0007663
MONDO:0971174	multiple mitochondrial dysfunctions syndrome 9B	18	OMIM:620887	198	15	0	2	1	183	HP:0000846	OMIM:620887	198	15	0	2	1	183	HP:0000846
MONDO:0975832	immunodeficiency 127	2	OMIM:620977	6	1	0	0	1	5	HP:5210020	OMIM:620977	6	1	0	0	1	5	HP:5210020
MONDO:0976127	Muggenthaler-Chowdhury-Chioza syndrome	12	OMIM:621063	78	7	2	2	1	71	HP:0001999	OMIM:621063	78	7	2	2	1	71	HP:0001999
MONDO:0976229	immunodeficiency 131	9	OMIM:621097	81	7	0	1	1	74	HP:0005387	OMIM:621097	81	7	0	1	1	74	HP:0005387
MONDO:0980705	congenital disorder of glycosylation, type IIcc	12	OMIM:621381	130	3	0	8	1	127	HP:0000113	OMIM:621381	130	3	0	8	1	127	HP:0000113
MONDO:0980940	neurodevelopmental disorder with hypotonia, epilepsy, and absent speech	12	OMIM:621455	80	7	2	2	1	73	HP:0001371	OMIM:621455	80	7	2	2	1	73	HP:0001371
MONDO:0980941	neurodevelopmental disorder with speech delay, movement abnormalities, and seizures	6	OMIM:621456	61	5	0	0	1	56	HP:0001263	OMIM:621456	61	5	0	0	1	56	HP:0001263
MONDO:0000170	microphthalmia, isolated, with coloboma	9									OMIM:251505;OMIM:610092;OMIM:611638;OMIM:613703;OMIM:614497;OMIM:615145;OMIM:616428;OMIM:620731;OMIM:620968	56	8	0	0	1	48	HP:0000407
MONDO:0000359	spondylocostal dysostosis	9									OMIM:122600;OMIM:277300;OMIM:608681;OMIM:609813;OMIM:613686;OMIM:616566;OMIM:621523;ORPHA:1797;ORPHA:2311	128	8	0	0	1	120	HP:0002092
MONDO:0000408	fetal alcohol spectrum disorder	8									ORPHA:1915	32	6	0	1	1	26	HP:0012745
MONDO:0001083	Fanconi renotubular syndrome	13									OMIM:134600;OMIM:613388;OMIM:615605;OMIM:616026;OMIM:618913;ORPHA:3337	66	11	1	0	1	55	HP:0000825
MONDO:0001195	spotted fever	5									ORPHA:83313	26	4	0	0	1	22	HP:6000793
MONDO:0001673	diarrheal disease	10									OMIM:214700;OMIM:251850;OMIM:270420;OMIM:610370;OMIM:613217;OMIM:614616;OMIM:615863;OMIM:616868;OMIM:618168;OMIM:618183;OMIM:618662;OMIM:619445;OMIM:620357;OMIM:621160;OMIM:621179;ORPHA:103907;ORPHA:2290;ORPHA:810;ORPHA:83620;ORPHA:92050	180	9	0	0	1	171	HP:0012701
MONDO:0003210	intrahepatic cholangiocarcinoma	6									ORPHA:99978	10	5	0	0	1	5	HP:0002018
MONDO:0004664	helminthiasis	2									ORPHA:1560;ORPHA:2035;ORPHA:231;ORPHA:284;ORPHA:400;ORPHA:74;ORPHA:863	220	1	0	0	1	219	HP:0002035
MONDO:0004822	bronchiectasis	7									OMIM:211400;OMIM:613021;OMIM:613071;ORPHA:60033	26	3	3	0	1	23	HP:0033709
MONDO:0005115	temporal lobe epilepsy	2									OMIM:600512;OMIM:608096;OMIM:611630;OMIM:611631;OMIM:614417;OMIM:615697;OMIM:616436;OMIM:616461	32	0	0	1	1	32	HP:0002354
MONDO:0005164	fibrosarcoma	1									ORPHA:31112	8	0	0	0	1	8	HP:0031459
MONDO:0005197	thymus neoplasm	2									OMIM:274230;ORPHA:97289;ORPHA:99867;ORPHA:99868	67	1	0	0	1	66	HP:0033827
MONDO:0005277	migraine disorder	7									OMIM:141500;OMIM:602481;OMIM:609634;ORPHA:569	79	4	1	1	1	75	HP:0012533
MONDO:0005384	focal epilepsy	6									OMIM:117100;OMIM:132300;OMIM:600512;OMIM:600513;OMIM:603204;OMIM:604364;OMIM:605375;OMIM:608096;OMIM:609446;OMIM:610353;OMIM:611630;OMIM:611631;OMIM:614417;OMIM:615005;OMIM:615697;OMIM:616436;OMIM:616461;OMIM:617116;OMIM:617118;OMIM:617935;ORPHA:101046;ORPHA:1945;ORPHA:79137;ORPHA:98784;ORPHA:98820	119	5	0	0	1	114	HP:0033258
MONDO:0005475	migraine with aura	6									OMIM:141500;OMIM:602481;OMIM:609634;ORPHA:569	79	3	1	1	1	76	HP:0002140
MONDO:0006502	acute respiratory distress syndrome	4									OMIM:267450;ORPHA:685082;ORPHA:70578	34	3	0	0	1	31	HP:0031457
MONDO:0006543	epidermolysis bullosa dystrophica	15									OMIM:131705;OMIM:131750;OMIM:131850;OMIM:226500;OMIM:226600;OMIM:604129;ORPHA:158673;ORPHA:158676;ORPHA:231568;ORPHA:79408;ORPHA:79409;ORPHA:79410;ORPHA:79411;ORPHA:89842;ORPHA:89843	134	13	1	0	1	121	HP:0010554
MONDO:0006602	porokeratosis	7									OMIM:175800;OMIM:175850;OMIM:175900;OMIM:612353;OMIM:614714;OMIM:616063;OMIM:616631;ORPHA:735;ORPHA:737;ORPHA:79152	23	4	2	0	1	19	HP:0002671
MONDO:0007743	attention deficit-hyperactivity disorder	3									OMIM:143465;OMIM:619957	6	1	0	1	1	5	HP:0100710
MONDO:0009043	generalized resistance to thyroid hormone	4									OMIM:188570;OMIM:274300;ORPHA:95712;ORPHA:95713;ORPHA:95719;ORPHA:95720	68	3	0	0	1	65	HP:0001649
MONDO:0009726	proteosome-associated autoinflammatory syndrome	7									OMIM:256040;OMIM:617591;OMIM:618048;OMIM:619175;OMIM:619183;OMIM:620796	142	4	1	1	1	138	HP:0009710
MONDO:0014805	Hao-Fountain syndrome	11									OMIM:616863;ORPHA:500055	66	6	2	2	1	60	HP:0002591
MONDO:0015170	congenital sodium diarrhea	7									OMIM:270420;OMIM:616868	28	3	2	1	1	25	HP:0001942
MONDO:0015375	orofaciodigital syndrome	19									OMIM:174300;OMIM:252100;OMIM:258850;OMIM:258860;OMIM:258865;OMIM:277170;OMIM:300484;OMIM:301132;OMIM:612913;OMIM:615948;OMIM:617127;OMIM:617563;OMIM:617926;OMIM:617927;OMIM:620107;OMIM:620718;ORPHA:2751;ORPHA:2753;ORPHA:2754;ORPHA:2919;ORPHA:434179	377	18	0	0	1	359	HP:0000113
MONDO:0015427	paroxysmal dyskinesia	10									OMIM:118800;OMIM:128200;OMIM:602066;OMIM:611031;OMIM:611147;OMIM:612126;OMIM:620245;ORPHA:98809;ORPHA:98810;ORPHA:98811	59	8	1	0	1	51	HP:0001288
MONDO:0015588	limbic encephalitis	11									ORPHA:163921;ORPHA:623615	39	7	2	1	1	32	HP:0002360
MONDO:0015691	hypereosinophilic syndrome	7									OMIM:607685;ORPHA:3260;ORPHA:724	90	4	0	2	1	86	HP:0001701
MONDO:0015892	growth hormone insensitivity syndrome	7									OMIM:245590;OMIM:262500;OMIM:270450;OMIM:604271;OMIM:608747;OMIM:615961;OMIM:618985;ORPHA:140941;ORPHA:220465;ORPHA:314802;ORPHA:633;ORPHA:73272;ORPHA:73273	151	6	0	0	1	145	HP:0005352
MONDO:0015974	severe combined immunodeficiency	13									OMIM:102700;OMIM:200900;OMIM:209920;OMIM:233650;OMIM:242880;OMIM:267500;OMIM:300400;OMIM:312863;OMIM:600802;OMIM:601457;OMIM:601705;OMIM:602450;OMIM:603554;OMIM:606593;OMIM:608203;OMIM:608971;OMIM:609889;OMIM:610163;OMIM:611291;OMIM:611926;OMIM:615206;OMIM:615401;OMIM:615592;OMIM:615615;OMIM:615617;OMIM:615758;OMIM:615966;OMIM:617237;OMIM:617514;OMIM:618131;OMIM:618261;OMIM:618986;OMIM:618987;OMIM:619238;OMIM:619924;OMIM:620815;OMIM:620816;OMIM:620817;OMIM:620818;ORPHA:169079;ORPHA:169095;ORPHA:169154;ORPHA:169160;ORPHA:183707;ORPHA:231154;ORPHA:275;ORPHA:276;ORPHA:277;ORPHA:331206;ORPHA:33355;ORPHA:35078;ORPHA:39041;ORPHA:572;ORPHA:935;ORPHA:99812	476	12	0	0	1	464	HP:0005354
MONDO:0016047	endophthalmitis	9									ORPHA:137599;ORPHA:67043	29	4	3	1	1	25	HP:0000667
MONDO:0016410	central congenital hypothyroidism	9									OMIM:275100;OMIM:300888;OMIM:618573;ORPHA:226307;ORPHA:90674;ORPHA:99832	81	5	3	0	1	76	HP:0001513
MONDO:0016982	angiosarcoma	3									ORPHA:33276	26	1	1	0	1	25	HP:0002105
MONDO:0017136	omodysplasia	22									OMIM:164745;OMIM:258315;ORPHA:93328;ORPHA:93329	82	15	4	2	1	67	HP:0001263
MONDO:0017148	heritable pulmonary arterial hypertension	6									OMIM:178600;OMIM:265400;OMIM:615342;OMIM:615343;OMIM:615344;OMIM:620777;OMIM:621248	87	5	0	0	1	82	HP:0003546
MONDO:0017436	lethal congenital contracture syndrome	20									OMIM:253310;OMIM:607598;OMIM:611369;OMIM:614915;OMIM:615368;OMIM:616248;OMIM:616286;OMIM:616287;OMIM:616503;OMIM:617022;OMIM:617194;OMIM:621511;ORPHA:1486	175	14	2	3	1	161	HP:0000011
MONDO:0017604	marginal zone lymphoma	2									OMIM:137245;ORPHA:52417	20	1	0	0	1	19	HP:0001744
MONDO:0017853	hypersensitivity pneumonitis	5									OMIM:145300;ORPHA:2902	28	2	1	1	1	26	HP:0001217
MONDO:0018381	osteochondrosis	8									OMIM:150600;OMIM:165700;OMIM:181440;OMIM:274270;ORPHA:1675;ORPHA:2380;ORPHA:3314;ORPHA:563991;ORPHA:564003;ORPHA:57196;ORPHA:97332;ORPHA:97335;ORPHA:97336;ORPHA:97337	146	5	2	0	1	141	HP:0030838
MONDO:0018479	congenital adrenal hyperplasia	10									OMIM:201710;OMIM:201810;OMIM:201910;OMIM:202010;OMIM:202110;OMIM:613571;ORPHA:90790;ORPHA:90791;ORPHA:90793;ORPHA:90794;ORPHA:90795;ORPHA:95699	224	7	2	0	1	217	HP:0005978
MONDO:0018677	visceral heterotaxy	7									OMIM:208530;OMIM:270100;OMIM:306955;OMIM:601086;OMIM:605376;OMIM:613751;OMIM:614779;OMIM:616749;OMIM:617205;OMIM:618948;OMIM:619607;OMIM:619608;OMIM:619702;OMIM:621079;OMIM:621080;ORPHA:1666	174	6	0	0	1	168	HP:0012722
MONDO:0018947	centronuclear myopathy	15									OMIM:160150;OMIM:255200;OMIM:300219;OMIM:310400;OMIM:614807;OMIM:615959;OMIM:617760;ORPHA:169186;ORPHA:169189;ORPHA:456328;ORPHA:596	167	13	1	0	1	154	HP:0001392
MONDO:0018958	nemaline myopathy	9									OMIM:161800;OMIM:256030;OMIM:605355;OMIM:609273;OMIM:609284;OMIM:609285;OMIM:610687;OMIM:615348;OMIM:615731;OMIM:616165;OMIM:617336;OMIM:620386;OMIM:620389;ORPHA:171430;ORPHA:171436;ORPHA:171439;ORPHA:171442;ORPHA:98902	201	8	0	0	1	193	HP:0002486
MONDO:0019165	central precocious puberty	4									OMIM:176400;OMIM:615346	10	2	0	1	1	8	HP:0000098
MONDO:0019954	pancreatic neuroendocrine tumor	7									ORPHA:97261;ORPHA:97278;ORPHA:97279;ORPHA:97280;ORPHA:97282;ORPHA:97283	99	4	0	2	1	95	HP:0004398
MONDO:0020066	Ehlers-Danlos syndrome	16									OMIM:130000;OMIM:130010;OMIM:130020;OMIM:130050;OMIM:130060;OMIM:130070;OMIM:130080;OMIM:225310;OMIM:225320;OMIM:225400;OMIM:225410;OMIM:229200;OMIM:601776;OMIM:606408;OMIM:612350;OMIM:614170;OMIM:614557;OMIM:615349;OMIM:615539;OMIM:616471;OMIM:617174;OMIM:617821;OMIM:618000;OMIM:619115;OMIM:619120;OMIM:620865;ORPHA:157965;ORPHA:1899;ORPHA:1900;ORPHA:1901;ORPHA:2295;ORPHA:230839;ORPHA:230851;ORPHA:285;ORPHA:286;ORPHA:287;ORPHA:2953;ORPHA:300179;ORPHA:536467;ORPHA:536471;ORPHA:536516;ORPHA:536532;ORPHA:75392;ORPHA:75496;ORPHA:75497;ORPHA:90354	660	14	1	0	1	646	HP:0033608
MONDO:0021107	narcolepsy	5									OMIM:161400;OMIM:609039;OMIM:614250;ORPHA:2073;ORPHA:83465	40	4	0	0	1	36	HP:0002329
MONDO:0025294	tick-borne infectious disease	6									ORPHA:297;ORPHA:91546	80	5	0	0	1	75	HP:0031180
MONDO:0031219	mismatch repair cancer syndrome	11									OMIM:276300;OMIM:619096;OMIM:619097;OMIM:619101	27	6	2	2	1	21	HP:0030692
MONDO:0100039	CDKL5 disorder	17									OMIM:300672;ORPHA:505652	73	12	3	1	1	61	HP:0012332
MONDO:0100091	inherited pseudoxanthoma elasticum	11									OMIM:177850;OMIM:264800;ORPHA:758	69	8	2	0	1	61	HP:0001658
MONDO:0100216	DICER1-related tumor predisposition	6									OMIM:138800;OMIM:601200;ORPHA:276399	18	5	0	0	1	13	HP:0034836
MONDO:0100437	RPGR-related retinopathy	11									OMIM:300029;OMIM:300834;OMIM:304020	22	10	0	0	1	12	HP:0000550
MONDO:0100445	LCA5-related retinopathy	5									OMIM:604537	8	3	1	0	1	5	HP:0000580
MONDO:0100509	IFT140-related recessive ciliopathy	9									OMIM:266920;OMIM:617781	104	6	0	2	1	98	HP:0008499
MONDO:0700224	PDE6A-related retinopathy	4									OMIM:613810	11	0	3	0	1	11	HP:0011505
MONDO:0700291	glycogen storage disease IX	17									OMIM:261750;OMIM:306000;OMIM:613027;ORPHA:79240	60	16	0	0	1	44	HP:0001397
MONDO:0700377	NDP-related vitreoretinopathy	5									OMIM:305390;OMIM:310600;ORPHA:649	86	3	1	0	1	83	HP:0007750
MONDO:0800395	PRPF31-related retinopathy	5									OMIM:600138	13	4	0	0	1	9	HP:0000512
MONDO:0957553	Houge-Janssens syndrome	14									OMIM:616355;OMIM:616362;OMIM:618354;OMIM:621185;ORPHA:457279;ORPHA:457284	215	13	0	0	1	202	HP:0001300
MONDO:1040055	PRPH2-related retinopathy	3									OMIM:136880;OMIM:169150;OMIM:608133;OMIM:608161;OMIM:613105;ORPHA:52427	40	2	0	0	1	38	HP:0030602
MONDO:1040064	CRX-related retinopathy	8									OMIM:120970;OMIM:613829	24	5	2	0	1	19	HP:0007401
MONDO:1060214	SYCE1-related gametogenic failure	5									OMIM:616947;OMIM:616950	11	4	0	0	1	7	HP:0008209
MONDO:0000127	geleophysic dysplasia	25	ORPHA:2623	47	25	0	0	0	22		OMIM:231050;OMIM:614185;OMIM:617809;ORPHA:2623	97	25	0	0	0	72	
MONDO:0000133	immunodeficiency-centromeric instability-facial anomalies syndrome	23	ORPHA:2268	23	23	0	0	0	0		OMIM:242860;OMIM:614069;OMIM:616910;OMIM:616911;ORPHA:2268	62	23	0	0	0	39	
MONDO:0000141	mosaic variegated aneuploidy syndrome	25	ORPHA:1052	64	25	0	0	0	39		OMIM:257300;OMIM:614114;OMIM:617598;OMIM:620153;OMIM:620184;OMIM:620185;OMIM:620189;ORPHA:1052	194	25	0	0	0	169	
MONDO:0000355	Ullrich congenital muscular dystrophy	31	ORPHA:75840	31	31	0	0	0	0		OMIM:254090;OMIM:616470;OMIM:620727;OMIM:620728;ORPHA:75840	84	31	0	0	0	53	
MONDO:0000447	autosomal dominant polycystic liver disease	19	ORPHA:2924	22	19	0	0	0	3		OMIM:174050;OMIM:617004;OMIM:617874;OMIM:617875;ORPHA:2924	28	19	0	0	0	9	
MONDO:0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	25	ORPHA:52430	43	25	0	0	0	18		OMIM:167320;OMIM:615422;OMIM:615424;OMIM:619733;ORPHA:52430	97	25	0	0	0	72	
MONDO:0000845	fibrous dysplasia	36	ORPHA:249	62	36	0	0	0	26		ORPHA:249	62	36	0	0	0	26	
MONDO:0000902	agenesis of the corpus callosum with peripheral neuropathy	20	OMIM:218000;ORPHA:1496	67	20	0	0	0	47		OMIM:218000;ORPHA:1496	67	20	0	0	0	47	
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	11	OMIM:125310;ORPHA:136	59	10	1	0	0	49		OMIM:125310;ORPHA:136	59	10	1	0	0	49	
MONDO:0001029	Klippel-Feil syndrome	5	ORPHA:2345	32	4	1	0	0	28		OMIM:118100;OMIM:214300;OMIM:314600;OMIM:613702;OMIM:616549;ORPHA:2345;ORPHA:3456	83	4	1	0	0	79	
MONDO:0002546	schwannoma	5	ORPHA:252164	24	2	2	1	0	22		OMIM:162091;OMIM:162260;OMIM:615670;ORPHA:252164;ORPHA:93921	50	5	0	0	0	45	
MONDO:0004691	autosomal dominant polycystic kidney disease	26	ORPHA:730	26	26	0	0	0	0		OMIM:173900;OMIM:600666;OMIM:613095;OMIM:618061;OMIM:620056;OMIM:620903;ORPHA:730	65	26	0	0	0	39	
MONDO:0005029	essential thrombocythemia	29	ORPHA:3318	30	29	0	0	0	1		ORPHA:3318	30	29	0	0	0	1	
MONDO:0005055	Kaposi's sarcoma	5	ORPHA:33276	26	3	0	2	0	23		ORPHA:33276	26	3	0	2	0	23	
MONDO:0005072	neuroblastoma	7	ORPHA:635	34	6	0	1	0	28		ORPHA:635	34	6	0	1	0	28	
MONDO:0005100	systemic sclerosis	20	ORPHA:90291	86	20	0	0	0	66		OMIM:181750;ORPHA:220393;ORPHA:220402;ORPHA:90291	113	20	0	0	0	93	
MONDO:0005312	pouchitis	5	ORPHA:217067	10	5	0	0	0	5		ORPHA:217067	10	5	0	0	0	5	
MONDO:0005321	Fuchs' endothelial dystrophy	9	ORPHA:98974	9	9	0	0	0	0		OMIM:136800;OMIM:610158;OMIM:613267;OMIM:613268;OMIM:613270;OMIM:615523;ORPHA:98974	18	9	0	0	0	9	
MONDO:0005342	IgA glomerulonephritis	10	ORPHA:34145	17	10	0	0	0	7		ORPHA:34145	17	10	0	0	0	7	
MONDO:0005388	primary biliary cholangitis	4	ORPHA:186	41	4	0	0	0	37		OMIM:109720;ORPHA:186	42	4	0	0	0	38	
MONDO:0005459	human African trypanosomiasis	1	ORPHA:3385	86	1	0	0	0	85		ORPHA:3385	86	1	0	0	0	85	
MONDO:0005502	dengue disease	2	ORPHA:99828	22	2	0	0	0	20		ORPHA:99828	22	2	0	0	0	20	
MONDO:0005661	babesiosis	23	ORPHA:108	31	23	0	0	0	8		ORPHA:108	31	23	0	0	0	8	
MONDO:0005789	hepatitis D virus infection	2	ORPHA:402823	18	2	0	0	0	16		ORPHA:402823	18	2	0	0	0	16	
MONDO:0006292	malignant mesothelioma	5	OMIM:156240;ORPHA:50251	19	4	1	0	0	15		OMIM:156240;ORPHA:168811;ORPHA:50251	27	4	1	0	0	23	
MONDO:0006468	thyroid gland undifferentiated (anaplastic) carcinoma	11	ORPHA:142	23	9	1	1	0	14		ORPHA:142	23	9	1	1	0	14	
MONDO:0006952	retinopathy of prematurity	5	ORPHA:90050	15	2	1	2	0	13		ORPHA:90050	15	2	1	2	0	13	
MONDO:0007038	Achoo syndrome	1	OMIM:100820	2	1	0	0	0	1		OMIM:100820	2	1	0	0	0	1	
MONDO:0007042	Saethre-Chotzen syndrome	7	OMIM:101400;ORPHA:794	83	6	1	0	0	77		OMIM:101400;ORPHA:794	83	6	1	0	0	77	
MONDO:0007057	acroosteolysis dominant type	11	OMIM:102500;ORPHA:955	115	9	2	0	0	106		OMIM:102500;ORPHA:955	115	9	2	0	0	106	
MONDO:0007068	adenylosuccinate lyase deficiency	20	OMIM:103050;ORPHA:46	49	19	0	1	0	30		OMIM:103050;ORPHA:46	49	19	0	1	0	30	
MONDO:0007100	familial amyloid neuropathy	16	ORPHA:271861	43	16	0	0	0	27		OMIM:105210;OMIM:620657;OMIM:620658;OMIM:620659;ORPHA:271861;ORPHA:85447;ORPHA:85451	133	16	0	0	0	117	
MONDO:0007113	Angelman syndrome	35	OMIM:105830;ORPHA:72	91	34	1	0	0	57		OMIM:105830;ORPHA:411511;ORPHA:411515;ORPHA:72;ORPHA:98794;ORPHA:98795	113	34	1	0	0	79	
MONDO:0007130	congenital total pulmonary venous return anomaly	12	OMIM:106700;ORPHA:99125	42	11	0	1	0	31		OMIM:106700;ORPHA:99125	42	11	0	1	0	31	
MONDO:0007154	arteriovenous malformations of the brain	4	OMIM:108010;ORPHA:46724	13	2	2	0	0	11		OMIM:108010;ORPHA:46724	13	2	2	0	0	11	
MONDO:0007191	Behcet disease	24	OMIM:109650;ORPHA:117	94	22	2	0	0	72		OMIM:109650;ORPHA:117	94	22	2	0	0	72	
MONDO:0007203	blue rubber bleb nevus	4	OMIM:112200;ORPHA:1059	26	1	2	1	0	25		OMIM:112200;ORPHA:1059	26	1	2	1	0	25	
MONDO:0007295	self-limited epilepsy with centrotemporal spikes	8	OMIM:117100;ORPHA:1945	23	5	2	1	0	18		OMIM:117100;ORPHA:1945	23	5	2	1	0	18	
MONDO:0007387	Cornelia de Lange syndrome 1	16	OMIM:122470	129	12	1	3	0	117		OMIM:122470	129	12	1	3	0	117	
MONDO:0007389	spondylocostal dysostosis 5	2	OMIM:122600	16	2	0	0	0	14		OMIM:122600	16	2	0	0	0	14	
MONDO:0007400	Jackson-Weiss syndrome	5	OMIM:123150;ORPHA:1540	33	4	0	1	0	29		OMIM:123150;ORPHA:1540	33	4	0	1	0	29	
MONDO:0007414	Gorham-Stout disease	3	ORPHA:73	36	2	1	0	0	34		ORPHA:73	36	2	1	0	0	34	
MONDO:0007417	Darier disease	6	OMIM:124200;ORPHA:218	31	6	0	0	0	25		OMIM:124200;ORPHA:218	31	6	0	0	0	25	
MONDO:0007422	keratoderma hereditarium mutilans	8	OMIM:124500;ORPHA:494	20	7	1	0	0	13		OMIM:124500;ORPHA:494	20	7	1	0	0	13	
MONDO:0007435	dentatorubral-pallidoluysian atrophy	6	OMIM:125370;ORPHA:101	38	6	0	0	0	32		OMIM:125370;ORPHA:101	38	6	0	0	0	32	
MONDO:0007510	Clouston syndrome	8	OMIM:129500;ORPHA:189	44	5	3	0	0	39		OMIM:129500;ORPHA:189	44	5	3	0	0	39	
MONDO:0007522	Ehlers-Danlos syndrome, classic type	12	ORPHA:287	68	11	0	1	0	57		OMIM:130000;OMIM:130010;ORPHA:287	90	12	0	0	0	78	
MONDO:0007534	Beckwith-Wiedemann syndrome	17	OMIM:130650;ORPHA:116	93	16	1	0	0	77		OMIM:130650;ORPHA:116	93	16	1	0	0	77	
MONDO:0007540	multiple endocrine neoplasia type 1	6	OMIM:131100;ORPHA:652	86	6	0	0	0	80		OMIM:131100;ORPHA:652	86	6	0	0	0	80	
MONDO:0007621	Floating-Harbor syndrome	8	OMIM:136140;ORPHA:2044	110	7	0	1	0	103		OMIM:136140;ORPHA:2044	110	7	0	1	0	103	
MONDO:0007690	aromatase excess syndrome	7	OMIM:139300;ORPHA:178345	20	6	0	1	0	14		OMIM:139300;ORPHA:178345	20	6	0	1	0	14	
MONDO:0007698	hand-foot-genital syndrome	5	OMIM:140000;ORPHA:2438	86	4	0	1	0	82		OMIM:140000;ORPHA:2438	86	4	0	1	0	82	
MONDO:0007732	Holt-Oram syndrome	9	OMIM:142900;ORPHA:392	119	6	0	3	0	113		OMIM:140450;OMIM:142900;ORPHA:392	124	6	2	1	0	118	
MONDO:0007804	Pallister-Hall syndrome	9	OMIM:146510;ORPHA:672	132	8	0	1	0	124		OMIM:146510;OMIM:241800;ORPHA:672	149	8	0	1	0	141	
