mondo_id	disease_name	n_dismech	direct_hpoa_ids	direct_n_hpoa	direct_n_exact	direct_n_more_specific	direct_n_more_general	direct_n_novel	direct_n_hpoa_only	direct_novel_terms	subtree_hpoa_ids	subtree_n_hpoa	subtree_n_exact	subtree_n_more_specific	subtree_n_more_general	subtree_n_novel	subtree_n_hpoa_only	subtree_novel_terms
MONDO:0007751	hypercholesterolemia, autosomal dominant, type B	10	OMIM:144010	6	4	1	0	5	2	HP:0001658;HP:0001681;HP:0001717;HP:0010874;HP:0100546	OMIM:144010	6	4	1	0	5	2	HP:0001658;HP:0001681;HP:0001717;HP:0010874;HP:0100546
MONDO:0007955	Meckel diverticulum	5	OMIM:155140	2	0	0	0	5	2	HP:0002239;HP:0002576;HP:0004386;HP:0005214;HP:0031368	OMIM:155140	2	0	0	0	5	2	HP:0002239;HP:0002576;HP:0004386;HP:0005214;HP:0031368
MONDO:0008133	optic atrophy 3	11	OMIM:165300;ORPHA:67036	41	4	1	1	5	37	HP:0001733;HP:0002579;HP:0003477;HP:0009125;HP:0012332	OMIM:165300;ORPHA:67036	41	4	1	1	5	37	HP:0001733;HP:0002579;HP:0003477;HP:0009125;HP:0012332
MONDO:0008150	osteoglophonic dysplasia	25	OMIM:166250;ORPHA:2645	71	16	4	0	5	55	HP:0000212;HP:0000944;HP:0001845;HP:0002148;HP:0002656	OMIM:166250;ORPHA:2645	71	16	4	0	5	55	HP:0000212;HP:0000944;HP:0001845;HP:0002148;HP:0002656
MONDO:0008318	Proteus syndrome	25	OMIM:176920;ORPHA:744	136	15	4	1	5	121	HP:0000505;HP:0000639;HP:0002206;HP:0012426;HP:0012531	OMIM:176920;ORPHA:744	136	15	4	1	5	121	HP:0000505;HP:0000639;HP:0002206;HP:0012426;HP:0012531
MONDO:0008840	ataxia telangiectasia	18	OMIM:208900;ORPHA:100	75	8	4	1	5	67	HP:0001272;HP:0002015;HP:0002071;HP:0003477;HP:0011133	OMIM:208900;ORPHA:100	75	8	4	1	5	67	HP:0001272;HP:0002015;HP:0002071;HP:0003477;HP:0011133
MONDO:0008935	cerebellar ataxia-hypogonadism syndrome	23	OMIM:212840;ORPHA:1173	33	18	0	0	5	15	HP:0000823;HP:0001135;HP:0001347;HP:0002500;HP:0003477	OMIM:212840;ORPHA:1173	33	18	0	0	5	15	HP:0000823;HP:0001135;HP:0001347;HP:0002500;HP:0003477
MONDO:0009107	diastrophic dysplasia	22	OMIM:222600;ORPHA:628	83	16	1	0	5	67	HP:0000193;HP:0001840;HP:0002786;HP:0003088;HP:0010292	OMIM:222600;ORPHA:628	83	16	1	0	5	67	HP:0000193;HP:0001840;HP:0002786;HP:0003088;HP:0010292
MONDO:0009231	acromesomelic dysplasia 2B	7	OMIM:228900;ORPHA:2639	30	2	0	0	5	28	HP:0001159;HP:0001831;HP:0009843;HP:0012385;HP:0100259	OMIM:228900;ORPHA:2639	30	2	0	0	5	28	HP:0001159;HP:0001831;HP:0009843;HP:0012385;HP:0100259
MONDO:0009261	GM1 gangliosidosis type 2	12	OMIM:230600	36	4	0	3	5	32	HP:0000486;HP:0001260;HP:0001324;HP:0001638;HP:0007957	OMIM:230600	36	4	0	3	5	32	HP:0000486;HP:0001260;HP:0001324;HP:0001638;HP:0007957
MONDO:0009337	Hennekam lymphangiectasia-lymphedema syndrome 1	23	OMIM:235510	64	14	0	4	5	50	HP:0000476;HP:0001541;HP:0001888;HP:0002089;HP:0004313	OMIM:235510	64	14	0	4	5	50	HP:0000476;HP:0001541;HP:0001888;HP:0002089;HP:0004313
MONDO:0009370	L-2-hydroxyglutaric aciduria	15	OMIM:236792;ORPHA:79314	30	6	3	1	5	24	HP:0001260;HP:0001263;HP:0001332;HP:0002072;HP:0002080	OMIM:236792;ORPHA:79314	30	6	3	1	5	24	HP:0001260;HP:0001263;HP:0001332;HP:0002072;HP:0002080
MONDO:0009511	Larsen-like syndrome, B3GAT3 type	26	OMIM:245600	82	16	1	4	5	66	HP:0000407;HP:0001166;HP:0001263;HP:0001629;HP:0011300	OMIM:245600	82	16	1	4	5	66	HP:0000407;HP:0001166;HP:0001263;HP:0001629;HP:0011300
MONDO:0009530	lipoid proteinosis	13	OMIM:247100;ORPHA:530	40	6	1	1	5	34	HP:0002170;HP:0012718;HP:0025748;HP:0034414;HP:0100852	OMIM:247100;ORPHA:530	40	6	1	1	5	34	HP:0002170;HP:0012718;HP:0025748;HP:0034414;HP:0100852
MONDO:0009666	holocarboxylase synthetase deficiency	19	OMIM:253270;ORPHA:79242	34	13	0	1	5	21	HP:0001943;HP:0001993;HP:0002014;HP:0003074;HP:0008064	OMIM:253270;ORPHA:79242	34	13	0	1	5	21	HP:0001943;HP:0001993;HP:0002014;HP:0003074;HP:0008064
MONDO:0009892	Chuvash polycythemia	15	OMIM:263400	19	9	1	0	5	10	HP:0001744;HP:0003546;HP:0004420;HP:0004936;HP:0012343	OMIM:263400	19	9	1	0	5	10	HP:0001744;HP:0003546;HP:0004420;HP:0004936;HP:0012343
MONDO:0009919	peroxisomal acyl-CoA oxidase deficiency	13	OMIM:264470;ORPHA:2971	54	6	1	1	5	48	HP:0000505;HP:0000846;HP:0001410;HP:0001999;HP:0009830	OMIM:264470;ORPHA:2971	54	6	1	1	5	48	HP:0000505;HP:0000846;HP:0001410;HP:0001999;HP:0009830
MONDO:0009990	Revesz syndrome	15	OMIM:268130;ORPHA:3088	38	10	0	0	5	28	HP:0000501;HP:0002170;HP:0002878;HP:0007427;HP:0030490	OMIM:268130;ORPHA:3088	38	10	0	0	5	28	HP:0000501;HP:0002170;HP:0002878;HP:0007427;HP:0030490
MONDO:0010235	X-linked intellectual disability-psychosis-macroorchidism syndrome	18	OMIM:300055;ORPHA:3077	71	10	2	1	5	61	HP:0001260;HP:0001999;HP:0002376;HP:0003693;HP:0100543	OMIM:300055;ORPHA:3077	71	10	2	1	5	61	HP:0001260;HP:0001999;HP:0002376;HP:0003693;HP:0100543
MONDO:0010318	FG syndrome 4	8	OMIM:300422	11	2	0	1	5	9	HP:0000648;HP:0000708;HP:0002020;HP:0002579;HP:0006934	OMIM:300422	11	2	0	1	5	9	HP:0000648;HP:0000708;HP:0002020;HP:0002579;HP:0006934
MONDO:0010402	syndromic X-linked intellectual disability 94	27	OMIM:300699;ORPHA:364028	69	15	5	2	5	54	HP:0000709;HP:0001251;HP:0002267;HP:0002827;HP:0012389	OMIM:300699;ORPHA:364028	69	15	5	2	5	54	HP:0000709;HP:0001251;HP:0002267;HP:0002827;HP:0012389
MONDO:0010532	infantile-onset X-linked spinal muscular atrophy	16	OMIM:301830;ORPHA:1145	58	8	1	2	5	50	HP:0000763;HP:0001317;HP:0002019;HP:0002020;HP:0002659	OMIM:301830;ORPHA:1145	58	8	1	2	5	50	HP:0000763;HP:0001317;HP:0002019;HP:0002020;HP:0002659
MONDO:0010542	dilated cardiomyopathy 3B	6	OMIM:302045	6	1	0	0	5	5	HP:0001635;HP:0001645;HP:0003236;HP:0004308;HP:0012664	OMIM:302045	6	1	0	0	5	5	HP:0001635;HP:0001645;HP:0003236;HP:0004308;HP:0012664
MONDO:0010651	Menkes disease	13	OMIM:309400;ORPHA:565	71	5	2	1	5	66	HP:0001508;HP:0002059;HP:0003777;HP:0005116;HP:0012758	OMIM:309400;ORPHA:565	71	5	2	1	5	66	HP:0001508;HP:0002059;HP:0003777;HP:0005116;HP:0012758
MONDO:0010958	cardiac arrhythmia, ankyrin-B-related	10	OMIM:600919	6	5	0	0	5	1	HP:0001638;HP:0001663;HP:0001664;HP:0004756;HP:0011704	OMIM:600919	6	5	0	0	5	1	HP:0001638;HP:0001663;HP:0001664;HP:0004756;HP:0011704
MONDO:0011014	pleuropulmonary blastoma	5	OMIM:601200	4	0	0	0	5	4	HP:0002094;HP:0002098;HP:0002107;HP:0012735;HP:0032445	OMIM:601200	4	0	0	0	5	4	HP:0002094;HP:0002098;HP:0002107;HP:0012735;HP:0032445
MONDO:0011374	hypercholesterolemia, familial, 4	8	OMIM:603813	6	2	1	0	5	4	HP:0001084;HP:0001114;HP:0001650;HP:0001658;HP:0003141	OMIM:603813	6	2	1	0	5	4	HP:0001084;HP:0001114;HP:0001650;HP:0001658;HP:0003141
MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	13	OMIM:604320	32	7	0	1	5	25	HP:0000763;HP:0001284;HP:0002015;HP:0002366;HP:0012332	OMIM:604320	32	7	0	1	5	25	HP:0000763;HP:0001284;HP:0002015;HP:0002366;HP:0012332
MONDO:0011450	breast-ovarian cancer, familial, susceptibility to, 1	7	OMIM:604370	5	1	1	0	5	4	HP:0002861;HP:0006725;HP:0012125;HP:0030394;HP:0030406	OMIM:604370	5	1	1	0	5	4	HP:0002861;HP:0006725;HP:0012125;HP:0030394;HP:0030406
MONDO:0011843	hypertrophic cardiomyopathy 25	7	OMIM:607487	5	1	1	0	5	4	HP:0001635;HP:0001685;HP:0001723;HP:0005110;HP:0025168	OMIM:607487	5	1	1	0	5	4	HP:0001635;HP:0001685;HP:0001723;HP:0005110;HP:0025168
MONDO:0011994	autosomal dominant nonsyndromic hearing loss 41	7	OMIM:608224	5	2	0	0	5	3	HP:0001757;HP:0008596;HP:0008615;HP:0008619;HP:0012534	OMIM:608224	5	2	0	0	5	3	HP:0001757;HP:0008596;HP:0008615;HP:0008619;HP:0012534
MONDO:0012368	aminoacylase 1 deficiency	11	OMIM:609924;ORPHA:137754	28	3	3	0	5	25	HP:0000729;HP:0000750;HP:0001256;HP:0002342;HP:0007325	OMIM:609924;ORPHA:137754	28	3	3	0	5	25	HP:0000729;HP:0000750;HP:0001256;HP:0002342;HP:0007325
MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome	19	OMIM:610536;ORPHA:79113	46	12	0	2	5	34	HP:0000324;HP:0000407;HP:0000925;HP:0002575;HP:0010669	OMIM:610536;ORPHA:79113	46	12	0	2	5	34	HP:0000324;HP:0000407;HP:0000925;HP:0002575;HP:0010669
MONDO:0012588	neuronal ceroid lipofuscinosis 7	8	OMIM:610951	18	1	0	2	5	17	HP:0000546;HP:0000708;HP:0001336;HP:0002376;HP:0004302	OMIM:610951	18	1	0	2	5	17	HP:0000546;HP:0000708;HP:0001336;HP:0002376;HP:0004302
MONDO:0012624	acyl-CoA dehydrogenase 9 deficiency	9	OMIM:611126;ORPHA:99901	40	3	0	1	5	37	HP:0000124;HP:0000648;HP:0001250;HP:0012758;HP:0100543	OMIM:611126;ORPHA:99901	40	3	0	1	5	37	HP:0000124;HP:0000648;HP:0001250;HP:0012758;HP:0100543
MONDO:0012648	isobutyryl-CoA dehydrogenase deficiency	14	OMIM:611283;ORPHA:79159	13	9	0	0	5	4	HP:0000717;HP:0001270;HP:0001397;HP:0001510;HP:0002910	OMIM:611283;ORPHA:79159	13	9	0	0	5	4	HP:0000717;HP:0001270;HP:0001397;HP:0001510;HP:0002910
MONDO:0013131	polycystic kidney disease 2	10	OMIM:613095	24	4	0	1	5	20	HP:0000787;HP:0007029;HP:0012213;HP:0012587;HP:0030157	OMIM:613095	24	4	0	1	5	20	HP:0000787;HP:0007029;HP:0012213;HP:0012587;HP:0030157
MONDO:0013228	spondylo-megaepiphyseal-metaphyseal dysplasia	13	OMIM:613330	35	7	0	1	5	28	HP:0001257;HP:0002247;HP:0003417;HP:0008462;HP:0025369	OMIM:613330	35	7	0	1	5	28	HP:0001257;HP:0002247;HP:0003417;HP:0008462;HP:0025369
MONDO:0013284	immunodeficiency, common variable, 4	8	OMIM:613494	10	3	0	0	5	7	HP:0005425;HP:0010976;HP:0030381;HP:0030384;HP:0030388	OMIM:613494	10	3	0	0	5	7	HP:0005425;HP:0010976;HP:0030381;HP:0030384;HP:0030388
MONDO:0013388	developmental and epileptic encephalopathy, 11	10	OMIM:613721	14	2	0	3	5	12	HP:0011097;HP:0011170;HP:0031491;HP:0032786;HP:0032807	OMIM:613721	14	2	0	3	5	12	HP:0011097;HP:0011170;HP:0031491;HP:0032786;HP:0032807
MONDO:0013408	FADD-related immunodeficiency	14	OMIM:613759;ORPHA:306550	17	4	4	1	5	13	HP:0002716;HP:0002851;HP:0007917;HP:0011505;HP:6000016	OMIM:613759;ORPHA:306550	17	4	4	1	5	13	HP:0002716;HP:0002851;HP:0007917;HP:0011505;HP:6000016
MONDO:0013453	Leber congenital amaurosis 8	11	OMIM:613835	16	5	0	1	5	11	HP:0000662;HP:0001133;HP:0007754;HP:0007763;HP:0040049	OMIM:613835	16	5	0	1	5	11	HP:0000662;HP:0001133;HP:0007754;HP:0007763;HP:0040049
MONDO:0013836	familial steroid-resistant nephrotic syndrome with sensorineural deafness	10	OMIM:614650	13	3	0	2	5	10	HP:0000648;HP:0001252;HP:0001510;HP:0001942;HP:0003073	OMIM:614650	13	3	0	2	5	10	HP:0000648;HP:0001252;HP:0001510;HP:0001942;HP:0003073
MONDO:0013865	mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	19	OMIM:614702;ORPHA:314637	37	14	0	0	5	23	HP:0001324;HP:0002079;HP:0002134;HP:0002490;HP:0031865	OMIM:614702;ORPHA:314637	37	14	0	0	5	23	HP:0001324;HP:0002079;HP:0002134;HP:0002490;HP:0031865
MONDO:0013954	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	5	OMIM:614890	4	0	0	0	5	4	HP:0002728;HP:0020087;HP:0033253;HP:5210093;HP:5210115	OMIM:614890	4	0	0	0	5	4	HP:0002728;HP:0020087;HP:0033253;HP:5210093;HP:5210115
MONDO:0013983	ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive	13	OMIM:614941	21	7	0	1	5	14	HP:0000966;HP:0001097;HP:0002007;HP:0002046;HP:0008404	OMIM:614941	21	7	0	1	5	14	HP:0000966;HP:0001097;HP:0002007;HP:0002046;HP:0008404
MONDO:0014077	cobblestone lissencephaly without muscular or ocular involvement	15	OMIM:615191;ORPHA:352682	28	10	0	0	5	18	HP:0000252;HP:0001297;HP:0002324;HP:0002350;HP:0007033	OMIM:615191;ORPHA:352682	28	10	0	0	5	18	HP:0000252;HP:0001297;HP:0002324;HP:0002350;HP:0007033
MONDO:0014082	cryptosporidiosis-chronic cholangitis-liver disease syndrome	13	OMIM:615207	18	3	4	1	5	15	HP:0002099;HP:0002665;HP:0003212;HP:0011123;HP:0030374	OMIM:615207	18	3	4	1	5	15	HP:0002099;HP:0002665;HP:0003212;HP:0011123;HP:0030374
MONDO:0014086	osteogenesis imperfecta type 15	11	OMIM:615220	13	3	1	2	5	10	HP:0000703;HP:0001249;HP:0002953;HP:0004349;HP:0006487	OMIM:615220	13	3	1	2	5	10	HP:0000703;HP:0001249;HP:0002953;HP:0004349;HP:0006487
MONDO:0014171	complex cortical dysplasia with other brain malformations 4	9	OMIM:615412	12	3	1	0	5	9	HP:0000243;HP:0001270;HP:0002119;HP:0010864;HP:0012430	OMIM:615412	12	3	1	0	5	9	HP:0000243;HP:0001270;HP:0002119;HP:0010864;HP:0012430
MONDO:0014199	developmental and epileptic encephalopathy, 17	12	OMIM:615473	17	4	1	2	5	13	HP:0001249;HP:0001252;HP:0002133;HP:0011097;HP:0011968	OMIM:615473	17	4	1	2	5	13	HP:0001249;HP:0001252;HP:0002133;HP:0011097;HP:0011968
MONDO:0014454	Hennekam lymphangiectasia-lymphedema syndrome 2	15	OMIM:616006	21	7	0	3	5	14	HP:0001250;HP:0001888;HP:0002243;HP:0003073;HP:0004313	OMIM:616006	21	7	0	3	5	14	HP:0001250;HP:0001888;HP:0002243;HP:0003073;HP:0004313
MONDO:0014531	amyotrophic lateral sclerosis type 22	7	OMIM:616208	5	2	0	0	5	3	HP:0001250;HP:0001251;HP:0001257;HP:0003198;HP:0003236	OMIM:616208	5	2	0	0	5	3	HP:0001250;HP:0001251;HP:0001257;HP:0003198;HP:0003236
MONDO:0014563	mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency	9	OMIM:616277	27	2	1	1	5	25	HP:0000648;HP:0001250;HP:0002376;HP:0003128;HP:0007146	OMIM:616277	27	2	1	1	5	25	HP:0000648;HP:0001250;HP:0002376;HP:0003128;HP:0007146
MONDO:0014684	combined oxidative phosphorylation defect type 26	16	OMIM:616539	42	7	2	2	5	35	HP:0001249;HP:0001250;HP:0001317;HP:0002579;HP:0004322	OMIM:616539	42	7	2	2	5	35	HP:0001249;HP:0001250;HP:0001317;HP:0002579;HP:0004322
MONDO:0014733	Charcot-Marie-Tooth disease type 4K	8	OMIM:616684	17	2	1	0	5	15	HP:0002460;HP:0002936;HP:0003128;HP:0003431;HP:0008347	OMIM:616684	17	2	1	0	5	15	HP:0002460;HP:0002936;HP:0003128;HP:0003431;HP:0008347
MONDO:0014883	hypertrophic cardiomyopathy 26	9	OMIM:617047	19	3	0	1	5	16	HP:0001712;HP:0001723;HP:0025168;HP:0031194;HP:0033127	OMIM:617047	19	3	0	1	5	16	HP:0001712;HP:0001723;HP:0025168;HP:0031194;HP:0033127
MONDO:0015453	Cogan syndrome	17	ORPHA:1467	20	9	3	0	5	11	HP:0005145;HP:0012089;HP:0025188;HP:0033678;HP:6001461	ORPHA:1467	20	9	3	0	5	11	HP:0005145;HP:0012089;HP:0025188;HP:0033678;HP:6001461
MONDO:0015584	febrile infection-related epilepsy syndrome	9	ORPHA:163703	12	3	0	1	5	9	HP:0001249;HP:0001298;HP:0002069;HP:0002133;HP:0100543	ORPHA:163703	12	3	0	1	5	9	HP:0001249;HP:0001298;HP:0002069;HP:0002133;HP:0100543
MONDO:0016483	intracranial berry aneurysm	9	ORPHA:231160	15	3	0	1	5	12	HP:0000238;HP:0000602;HP:0002017;HP:0003306;HP:0030907	OMIM:105800;OMIM:608542;OMIM:609122;OMIM:618734;ORPHA:231160	22	3	0	1	5	19	HP:0000238;HP:0000602;HP:0002017;HP:0003306;HP:0030907
MONDO:0017140	L1 syndrome	11	ORPHA:275543	16	4	2	0	5	12	HP:0001274;HP:0002079;HP:0002119;HP:0002381;HP:0007016	OMIM:303350;OMIM:304100;OMIM:307000;ORPHA:1497;ORPHA:2182;ORPHA:2466;ORPHA:275543;ORPHA:306617	62	11	0	0	0	51	
MONDO:0017312	Perrault syndrome	20	ORPHA:2855	19	8	1	0	11	11	HP:0000496;HP:0000815;HP:0000939;HP:0001249;HP:0001265;HP:0002500;HP:0003251;HP:0003701;HP:0006958;HP:0008222;HP:0012622	OMIM:233400;OMIM:614129;OMIM:614926;OMIM:615300;OMIM:616138;OMIM:617565;OMIM:621101;ORPHA:2855	67	14	0	1	5	53	HP:0002500;HP:0003251;HP:0003701;HP:0006958;HP:0008222
MONDO:0017325	early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	18	OMIM:245570;ORPHA:289266	46	5	5	3	5	41	HP:0001270;HP:0002487;HP:0010845;HP:0100704;HP:0200134	OMIM:245570;ORPHA:289266	46	5	5	3	5	41	HP:0001270;HP:0002487;HP:0010845;HP:0100704;HP:0200134
MONDO:0017859	colchicine poisoning	15	ORPHA:31824	29	5	5	0	5	24	HP:0001410;HP:0002027;HP:0003201;HP:0003701;HP:0009830	ORPHA:31824	29	5	5	0	5	24	HP:0001410;HP:0002027;HP:0003201;HP:0003701;HP:0009830
MONDO:0017860	methanol poisoning	14	ORPHA:31825	29	6	1	2	5	23	HP:0001300;HP:0001733;HP:0002615;HP:0002789;HP:0009830	ORPHA:31825	29	6	1	2	5	23	HP:0001300;HP:0001733;HP:0002615;HP:0002789;HP:0009830
MONDO:0018060	congenital fibrinogen deficiency	6	ORPHA:335	26	0	0	0	6	26	HP:0001394;HP:0001395;HP:0002240;HP:0002910;HP:0011900;HP:0034075	OMIM:202400;OMIM:616004;ORPHA:101041;ORPHA:335;ORPHA:98880;ORPHA:98881	50	1	0	0	5	49	HP:0001394;HP:0001395;HP:0002240;HP:0002910;HP:0034075
MONDO:0018229	Stevens-Johnson syndrome	10	ORPHA:36426	39	4	0	1	5	35	HP:0002093;HP:0003249;HP:0031446;HP:0032156;HP:0033834	ORPHA:36426	39	4	0	1	5	35	HP:0002093;HP:0003249;HP:0031446;HP:0032156;HP:0033834
MONDO:0018876	mantle cell lymphoma	12	ORPHA:52416	9	5	2	0	5	4	HP:0001873;HP:0001903;HP:0002240;HP:0030166;HP:0100827	ORPHA:52416	9	5	2	0	5	4	HP:0001873;HP:0001903;HP:0002240;HP:0030166;HP:0100827
MONDO:0018945	XK-related neurodegenerative disease	14	OMIM:300842	31	7	0	2	5	24	HP:0000709;HP:0001645;HP:0002340;HP:0003202;HP:0100543	OMIM:300842	31	7	0	2	5	24	HP:0000709;HP:0001645;HP:0002340;HP:0003202;HP:0100543
MONDO:0019366	free sialic acid storage disease	18	ORPHA:834	30	8	3	0	7	22	HP:0000709;HP:0000718;HP:0001272;HP:0001640;HP:0002079;HP:0002360;HP:0006808	OMIM:269920;OMIM:269921;OMIM:604369;ORPHA:3166;ORPHA:834	105	11	1	1	5	94	HP:0000709;HP:0000718;HP:0001272;HP:0002079;HP:0006808
MONDO:0019385	steroid-responsive encephalopathy associated with autoimmune thyroiditis	9	ORPHA:83601	24	2	0	2	5	22	HP:0001251;HP:0001260;HP:0001336;HP:0002354;HP:0002360	ORPHA:83601	24	2	0	2	5	22	HP:0001251;HP:0001260;HP:0001336;HP:0002354;HP:0002360
MONDO:0019516	exudative vitreoretinopathy	20	ORPHA:891	27	12	2	1	5	15	HP:0000486;HP:0000545;HP:0000639;HP:0001147;HP:0007968	OMIM:133780;OMIM:259770;OMIM:305390;OMIM:601813;OMIM:605750;OMIM:613310;OMIM:614228;OMIM:614563;OMIM:616468;OMIM:617572;OMIM:621268;ORPHA:2788;ORPHA:891;ORPHA:90050	157	20	0	0	0	137	
MONDO:0020741	pyridoxine-dependent epilepsy caused by ALDH7A1 mutant	8	OMIM:266100	18	3	0	0	5	15	HP:0000717;HP:0002079;HP:0002119;HP:0012469;HP:0032807	OMIM:266100	18	3	0	0	5	15	HP:0000717;HP:0002079;HP:0002119;HP:0012469;HP:0032807
MONDO:0021573	oocyte maturation defect 2	7	OMIM:616780	4	2	0	0	5	2	HP:0002916;HP:0020003;HP:0033336;HP:4000008;HP:6001356	OMIM:616780	4	2	0	0	5	2	HP:0002916;HP:0020003;HP:0033336;HP:4000008;HP:6001356
MONDO:0024568	infantile liver failure syndrome 1	13	OMIM:615438	21	7	1	0	5	14	HP:0000124;HP:0001298;HP:0001511;HP:0003073;HP:0011968	OMIM:615438	21	7	1	0	5	14	HP:0000124;HP:0001298;HP:0001511;HP:0003073;HP:0011968
MONDO:0030005	epilepsy, early-onset, with or without developmental delay	8	OMIM:618832	6	1	1	1	5	5	HP:0002353;HP:0002384;HP:0002521;HP:0011097;HP:0020217	OMIM:618832	6	1	1	1	5	5	HP:0002353;HP:0002384;HP:0002521;HP:0011097;HP:0020217
MONDO:0030323	spinocerebellar ataxia, autosomal recessive 31	15	OMIM:619422	42	5	2	3	5	37	HP:0000044;HP:0001249;HP:0001258;HP:0001263;HP:0001639	OMIM:619422	42	5	2	3	5	37	HP:0000044;HP:0001249;HP:0001258;HP:0001263;HP:0001639
MONDO:0030500	Loeys-Dietz syndrome 6	13	OMIM:619656	56	4	1	3	5	52	HP:0001250;HP:0001263;HP:0002647;HP:0006702;HP:0030853	OMIM:619656	56	4	1	3	5	52	HP:0001250;HP:0001263;HP:0002647;HP:0006702;HP:0030853
MONDO:0030856	developmental and epileptic encephalopathy 89	20	OMIM:619124	48	11	1	3	5	37	HP:0001344;HP:0001357;HP:0002119;HP:0011153;HP:0032807	OMIM:619124	48	11	1	3	5	37	HP:0001344;HP:0001357;HP:0002119;HP:0011153;HP:0032807
MONDO:0030918	intellectual disability, autosomal dominant 52	19	OMIM:617796	59	8	2	4	5	51	HP:0000716;HP:0001270;HP:0001288;HP:0001999;HP:0011024	OMIM:617796	59	8	2	4	5	51	HP:0000716;HP:0001270;HP:0001288;HP:0001999;HP:0011024
MONDO:0030981	immunodeficiency 79	7	OMIM:619238	8	0	0	2	5	8	HP:0002028;HP:0002090;HP:0002829;HP:0009098;HP:0011274	OMIM:619238	8	0	0	2	5	8	HP:0002028;HP:0002090;HP:0002829;HP:0009098;HP:0011274
MONDO:0032579	warburg-cinotti syndrome	13	OMIM:618175	36	6	0	2	5	30	HP:0001371;HP:0002828;HP:0003758;HP:0010562;HP:0200042	OMIM:618175	36	6	0	2	5	30	HP:0001371;HP:0002828;HP:0003758;HP:0010562;HP:0200042
MONDO:0032608	mitochondrial complex I deficiency, nuclear type 3	8	OMIM:618224	19	3	0	0	5	16	HP:0000639;HP:0000648;HP:0003128;HP:0011923;HP:0012751	OMIM:618224	19	3	0	0	5	16	HP:0000639;HP:0000648;HP:0003128;HP:0011923;HP:0012751
MONDO:0032710	developmental and epileptic encephalopathy, 72	8	OMIM:618374	20	1	0	2	5	19	HP:0000729;HP:0000750;HP:0001249;HP:0007018;HP:0020174	OMIM:618374	20	1	0	2	5	19	HP:0000729;HP:0000750;HP:0001249;HP:0007018;HP:0020174
MONDO:0032792	neuropathy, hereditary motor and sensory, type VIc, with optic atrophy	9	OMIM:618511	18	4	0	0	5	14	HP:0000649;HP:0002460;HP:0002936;HP:0003477;HP:0032807	OMIM:618511	18	4	0	0	5	14	HP:0000649;HP:0002460;HP:0002936;HP:0003477;HP:0032807
MONDO:0032798	ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facial features	12	OMIM:618527	28	4	3	0	5	24	HP:0000648;HP:0001263;HP:0001336;HP:0001999;HP:0002079	OMIM:618527	28	4	3	0	5	24	HP:0000648;HP:0001263;HP:0001336;HP:0001999;HP:0002079
MONDO:0032803	immunodeficiency 64	13	OMIM:618534	26	5	0	3	5	21	HP:0001297;HP:0002625;HP:0005403;HP:0005523;HP:0012189	OMIM:618534	26	5	0	3	5	21	HP:0001297;HP:0002625;HP:0005403;HP:0005523;HP:0012189
MONDO:0032853	myopathy, distal, 6, adult-onset, autosomal dominant	10	OMIM:618655	13	4	1	0	5	9	HP:0003325;HP:0003687;HP:0003789;HP:0012548;HP:0030319	OMIM:618655	13	4	1	0	5	9	HP:0003325;HP:0003687;HP:0003789;HP:0012548;HP:0030319
MONDO:0032895	developmental and epileptic encephalopathy, 83	16	OMIM:618744	32	9	1	1	5	23	HP:0000505;HP:0000540;HP:0001999;HP:0007703;HP:0200134	OMIM:618744	32	9	1	1	5	23	HP:0000505;HP:0000540;HP:0001999;HP:0007703;HP:0200134
MONDO:0032918	developmental and epileptic encephalopathy, 84	15	OMIM:618792	32	5	1	4	5	27	HP:0001249;HP:0001272;HP:0001999;HP:0002015;HP:0002059	OMIM:618792	32	5	1	4	5	27	HP:0001249;HP:0001272;HP:0001999;HP:0002015;HP:0002059
MONDO:0033375	orofaciodigital syndrome 17	8	OMIM:617926	24	1	0	2	5	23	HP:0000110;HP:0000199;HP:0001263;HP:0001999;HP:0002419	OMIM:617926	24	1	0	2	5	23	HP:0000110;HP:0000199;HP:0001263;HP:0001999;HP:0002419
MONDO:0033636	mitochondrial complex IV deficiency, nuclear type 4	5	OMIM:619048	22	0	0	0	5	22	HP:0001250;HP:0001298;HP:0001399;HP:0003128;HP:0040075	OMIM:619048	22	0	0	0	5	22	HP:0001250;HP:0001298;HP:0001399;HP:0003128;HP:0040075
MONDO:0033638	mitochondrial complex IV deficiency, nuclear type 8	6	OMIM:619052	16	0	0	1	5	16	HP:0000505;HP:0001268;HP:0001298;HP:0003128;HP:0007146	OMIM:619052	16	0	0	1	5	16	HP:0000505;HP:0001268;HP:0001298;HP:0003128;HP:0007146
