pmid,nbk,retired,pubdate,title
31294938,NBK543515,0,1993,Spinocerebellar Ataxia Type 38.
31393689,NBK544951,0,1993,Adenosine Deaminase 2 Deficiency.
31536183,NBK546574,0,1993,Mucopolysaccharidosis Type III.
31536184,NBK546575,0,1993,Glutaric Acidemia Type 1.
31536185,NBK546576,0,1993,Retinal Vasculopathy with Cerebral Leukoencephalopathy and Systemic Manifestations.
31556984,NBK547048,0,1993,BCL11A-Related Intellectual Disability.
31580634,NBK547304,0,1993,ISCA1-Related Multiple Mitochondrial Dysfunctions Syndrome.
31600044,NBK547595,0,1993,Hereditary Distal Renal Tubular Acidosis.
31633898,NBK547823,0,1993,Schmid Metaphyseal Chondrodysplasia.
31670927,NBK549204,0,1993,Weiss-Kruszka Syndrome.
31725251,NBK549574,0,1993,Autosomal Recessive RPE65-Related Retinal Degeneration.
31751110,NBK549920,0,1993,Tangier Disease.
31804789,NBK550349,0,1993,"Fructose-1,6-Bisphosphatase 1 Deficiency."
31971710,NBK553049,0,1993,Ritscher-Schinzel Syndrome.
32027475,NBK553533,0,1993,Squalene Synthase Deficiency.
32027476,NBK553534,0,1993,Aymé-Gripp Syndrome.
32078278,NBK554080,0,1993,Saul-Wilson Syndrome.
32134616,NBK554742,0,1993,Danon Disease.
32134617,NBK554743,0,1993,GNB1 Encephalopathy.
32200603,NBK555103,0,1993,"Spondylometaphyseal Dysplasia, Corner Fracture Type."
32239880,NBK555473,0,1993,NTHL1 Tumor Syndrome.
32239881,NBK555474,0,1993,ASPM Primary Microcephaly.
32298062,NBK555820,0,1993,CYLD Cutaneous Syndrome.
32352694,NBK556455,0,1993,WT1 Disorder.
32525643,NBK558090,0,1993,Fibrodysplasia Ossificans Progressiva.
32550677,NBK558236,0,1993,Multiple Acyl-CoA Dehydrogenase Deficiency.
32672908,NBK559434,0,1993,PACS1-Related Neurodevelopmental Disorder.
32672909,NBK559435,0,1993,SPTBN4 Disorder.
32790266,NBK560442,0,1993,THOC6 Intellectual Disability Syndrome.
32790267,NBK560443,0,1993,MN1 C-Terminal Truncation Syndrome.
32852922,NBK561282,0,1993,DDX3X-Related Neurodevelopmental Disorder.
32881470,NBK561516,0,1993,CHD4 Neurodevelopmental Disorder.
33074640,NBK562988,0,1993,Sphingosine Phosphate Lyase Insufficiency Syndrome.
33119245,NBK563529,0,1993,POT1 Tumor Predisposition.
33151654,NBK563693,0,1993,ASXL3-Related Disorder.
33151655,NBK563694,0,1993,Pycnodysostosis.
33226740,NBK564234,0,1993,ETV6-Related Thrombocytopenia and Predisposition to Leukemia.
33237688,NBK564655,0,1993,MIRAGE Syndrome.
33237689,NBK564656,0,1993,RFC1 CANVAS / Spectrum Disorder.
33270410,NBK564966,0,1993,HIST1H1E Syndrome.
33570896,NBK567492,0,1993,Schaaf-Yang Syndrome.
33661592,NBK568319,0,1993,RUNX1 Familial Platelet Disorder with Associated Myeloid Malignancies.
33856753,NBK569515,0,1993,Osteopathia Striata with Cranial Sclerosis.
33956416,NBK570204,0,1993,EBF3 Neurodevelopmental Disorder.
33956417,NBK570205,0,1993,Primrose Syndrome.
33983693,NBK570369,0,1993,DNAJC6 Parkinson Disease.
33983694,NBK570370,0,1993,APOB-Related Familial Hypobetalipoproteinemia.
34057829,NBK570772,0,1993,Spastic Paraplegia 15.
34081427,NBK570882,0,1993,SCN3A-Related Neurodevelopmental Disorder.
34110727,NBK571103,0,1993,Monosomy 7 Predisposition Syndromes Overview.
34138529,NBK571223,0,1993,Primary Pyruvate Dehydrogenase Complex Deficiency Overview.
34292692,NBK572295,0,1993,Nonsyndromic Tooth Agenesis Overview.
34324282,NBK572429,0,1993,Periodontal Ehlers-Danlos Syndrome.
34436834,NBK573218,0,1993,GNB5-Related Neurodevelopmental Disorder.
34436835,NBK573219,0,1993,Genetic Steroid-Resistant Nephrotic Syndrome Overview.
34499436,NBK573670,0,1993,PPP1R12A-Related Urogenital and/or Brain Malformation Syndrome.
34529370,NBK573972,0,1993,White-Sutton Syndrome.
34723452,NBK574843,0,1993,DDX41-Associated Familial Myelodysplastic Syndrome and Acute Myeloid Leukemia.
34807554,NBK575336,0,1993,SETBP1 Haploinsufficiency Disorder.
34870926,NBK575630,0,1993,Molybdenum Cofactor Deficiency.
34902026,NBK575793,0,1993,Xia-Gibbs Syndrome.
34928551,NBK575836,0,1993,CLCN4-Related Neurodevelopmental Disorder.
34978779,NBK575926,0,1993,Microcephalic Osteodysplastic Primordial Dwarfism Type II.
34978780,NBK575927,0,1993,SETD2 Neurodevelopmental Disorders.
35099867,NBK576966,0,1993,Encephalocraniocutaneous Lipomatosis.
35188728,NBK578067,0,1993,WDR62 Primary Microcephaly.
35274911,NBK578573,0,1993,HNRNPU-Related Neurodevelopmental Disorder.
35344313,NBK578949,0,1993,Chylomicron Retention Disease.
35420740,NBK579484,0,1993,Sandhoff Disease.
35593790,NBK580243,0,1993,PPP2R1A-Related Neurodevelopmental Disorder.
35593792,NBK580527,0,1993,CTNNB1 Neurodevelopmental Disorder.
35617449,NBK580718,0,1993,Wiedemann-Steiner Syndrome.
35679444,NBK581081,0,1993,Isolated and Classic Cutis Marmorata Telangiectatica Congenita.
35679445,NBK581082,0,1993,SLC25A24 Fontaine Progeroid Syndrome.
35679446,NBK581083,0,1993,Okur-Chung Neurodevelopmental Syndrome.
35737815,NBK581452,0,1993,PNPO Deficiency.
35771960,NBK581652,0,1993,Tatton-Brown-Rahman Syndrome.
35862567,NBK582032,0,1993,Carnitine-Acylcarnitine Translocase Deficiency.
35914066,NBK582335,0,1993,GRIN2D-Related Developmental and Epileptic Encephalopathy.
35951779,NBK583038,0,1993,PI4KA-Related Disorder.
36007104,NBK583218,0,1993,ATN1-Related Neurodevelopmental Disorder.
36007105,NBK583219,0,1993,GM2 Activator Deficiency.
36007106,NBK583220,0,1993,Bachmann-Bupp Syndrome.
36063482,NBK583531,0,1993,Long-Chain Hydroxyacyl-CoA Dehydrogenase Deficiency / Trifunctional Protein Deficiency.
36108116,NBK584018,0,1993,HNRNPH2-Related Neurodevelopmental Disorder.
36108117,NBK584019,0,1993,TNXB-Related Classical-Like Ehlers-Danlos Syndrome.
36108118,NBK584020,0,1993,Pediatric Genetic Cholestatic Liver Disease Overview.
36137062,NBK584409,0,1993,TECPR2-Related Hereditary Sensory and Autonomic Neuropathy with Intellectual Disability.
36173873,NBK584547,0,1993,El-Hattab-Alkuraya Syndrome.
36173874,NBK584549,0,1993,SETD1B-Related Neurodevelopmental Disorder.
36173875,NBK584550,0,1993,ELN-Related Cutis Laxa.
36228046,NBK584989,0,1993,EPG5-Related Disorder.
36302072,NBK585456,0,1993,CHD8-Related Neurodevelopmental Disorder with Overgrowth.
36375006,NBK586169,0,1993,MYRF-Related Cardiac Urogenital Syndrome.
36375007,NBK586170,0,1993,Strømme Syndrome.
36375008,NBK586171,0,1993,TNF Receptor-Associated Periodic Fever Syndrome.
36508511,NBK587318,0,1993,SOST-Related Sclerosing Bone Dysplasias.
36508512,NBK587319,0,1993,NR2F1-Related Neurodevelopmental Disorder.
36548456,NBK588029,0,1993,ANKRD17-Related Neurodevelopmental Syndrome.
36780407,NBK589173,0,1993,SLC6A1-Related Neurodevelopmental Disorder.
36795901,NBK589231,0,1993,PLPBP Deficiency.
36795902,NBK589232,0,1993,RNU4atac-opathy.
36821706,NBK589387,0,1993,TRPM3-Related Neurodevelopmental Disorder.
36877799,NBK589480,0,1993,LPIN2-Related Majeed Syndrome.
37011121,NBK589929,0,1993,CHKB-Related Muscular Dystrophy.
37023242,NBK590151,0,1993,FAM111A-Related Skeletal Dysplasias.
37023243,NBK590152,0,1993,SLC39A8-CDG.
37053367,NBK590568,0,1993,Oculocutaneous Albinism and Ocular Albinism Overview.
37184193,NBK591557,0,1993,TRMU Deficiency.
37200470,NBK591837,0,1993,TET3-Related Beck-Fahrner Syndrome.
37229238,NBK592183,0,1993,EXOC6B-Related Spondyloepimetaphyseal Dysplasia with Joint Laxity.
37262206,NBK592266,0,1993,ENTPD1-Related Neurodevelopmental Disorder.
37319253,NBK592645,0,1993,EMC10-Related Neurodevelopmental Disorder.
37347880,NBK592681,0,1993,Serine Deficiency Disorders.
37347881,NBK592682,0,1993,DLG4-Related Synaptopathy.
37471510,NBK593236,0,1993,Familial Combined Hypolipidemia.
37471511,NBK593237,0,1993,GM3 Synthase Deficiency.
37499065,NBK593504,0,1993,Congenital NAD Deficiency Disorder.
37733892,NBK594825,0,1993,FOXP1 Syndrome.
37733893,NBK594826,0,1993,Multiple Endocrine Neoplasia Type 4.
37733894,NBK594824,0,1993,HYAL2 Deficiency.
37782742,NBK595206,0,1993,Bryant-Li-Bhoj Neurodevelopmental Syndrome.
37824694,NBK595821,0,1993,Aromatic L-Amino Acid Decarboxylase Deficiency.
37824696,NBK595820,0,1993,WARS2 Deficiency.
37903214,NBK596643,0,1993,Ellis-van Creveld Syndrome.
37956232,NBK597155,0,1993,GNAO1-Related Disorder.
38048414,NBK597768,0,1993,MBTPS1-Related Spondyloepimetaphyseal Dysplasia with Elevated Lysosomal Enzymes.
38060690,NBK597809,0,1993,Lathosterolosis.
38109326,NBK598310,0,1993,STRC-Related Autosomal Recessive Hearing Loss.
38190471,NBK598990,0,1993,Mucopolysaccharidosis Type VII.
38224558,NBK599285,0,1993,GRIA2-Related Neurodevelopmental Disorder.
38224559,NBK599286,0,1993,FOLR1-Related Cerebral Folate Transport Deficiency.
38252773,NBK599378,0,1993,Aspartylglucosaminuria.
38271551,NBK599589,0,1993,GAA-FGF14-Related Ataxia.
38452171,NBK601394,0,1993,Schinzel-Giedion Syndrome.
38484105,NBK601614,0,1993,Classic Isovaleric Acidemia.
38513047,NBK601997,0,1993,DYNC1H1-Related Disorders.
38603524,NBK602610,0,1993,CDKL5 Deficiency Disorder.
38648328,NBK602944,0,1993,Osteoglophonic Dysplasia.
38648332,NBK602945,0,1993,KMT2E-Related Neurodevelopmental Disorder.
38662876,NBK603087,0,1993,CTCF-Related Disorder.
38843374,NBK604176,0,1993,FOXG1 Syndrome.
38935811,NBK604494,0,1993,ALPK1-Related Autoinflammatory Disease.
39083629,NBK605494,0,1993,NFIX-Related Malan Syndrome.
39083632,NBK605495,0,1993,KPTN-Related Disorder.
39083633,NBK605493,0,1993,GNAI1-Related Neurodevelopmental Disorder.
39236211,NBK606532,0,1993,CSNK2B-Related Neurodevelopmental Disorder.
39265055,NBK606999,0,1993,YIF1B-Related Neurodevelopmental Disorder.
39446997,NBK608430,0,1993,Kagami-Ogata Syndrome.
39446998,NBK608431,0,1993,Tyrosinemia Type II.
39480987,NBK608563,0,1993,AARS2-Related Disorder.
39527683,NBK609017,0,1993,Shashi-Pena Syndrome.
39541495,NBK609107,0,1993,HOXA1-Related Disorders.
39541497,NBK609106,0,1993,IDEDNIK Syndrome.
39571061,NBK609461,0,1993,IRF2BPL-Related Disorder.
39666846,NBK610216,0,1993,MEF2C-Related Disorder.
39666847,NBK610215,0,1993,Spinocerebellar Ataxia Type 4.
39715316,NBK610430,0,1993,Haploinsufficiency of A20.
39899769,NBK611655,0,1993,Activated PI3K Delta Syndrome.
40014750,NBK612410,0,1993,NARS1-Related Neurologic Disorders.
40228085,NBK613517,0,1993,MED13L Syndrome.
40339105,NBK614254,0,1993,CETP-Related Hyperalphalipoproteinemia.
40373178,NBK614471,0,1993,VEXAS Syndrome.
40373179,NBK614472,0,1993,Musculocontractural Ehlers-Danlos Syndrome.
40373180,NBK614473,0,1993,Maternal Effect Gene-Related Multilocus Imprinting Disturbances.
40440437,NBK615089,0,1993,"Homocystinuria due to Deficiency of N(5,10)-Methylenetetrahydrofolate Reductase Activity."
40440438,NBK615090,0,1993,CHEK2-Related Cancer Predisposition.
40504974,NBK615430,0,1993,TBCK-Related Neurodevelopmental Disorder.
40504975,NBK615431,0,1993,INPPL1-Related Opsismodysplasia.
40608960,NBK615917,0,1993,YARS1 Deficiency.
40638773,NBK616086,0,1993,PTS-Related Tetrahydrobiopterin Deficiency (PTPSD).
40638774,NBK616087,0,1993,PTH1R-Related Jansen Metaphyseal Chondrodysplasia.
40674536,NBK616232,0,1993,CDKN2A Cancer Predisposition.
40811598,NBK617054,0,1993,SLC19A1-Related Folate Transport Deficiency.
40875877,NBK617444,0,1993,TCIRG1-Related Osteopetrosis.
40991760,NBK618356,0,1993,Zhu-Tokita-Takenouchi-Kim Syndrome.
41264762,NBK619245,0,1993,KCTD7-Related Progressive Myoclonic Epilepsy.
41264763,NBK619246,0,1993,3-Hydroxyisobutyryl-CoA Hydrolase Deficiency.
41264764,NBK619247,0,1993,Smith-Kingsmore Syndrome.
41264765,NBK619248,0,1993,Cystinuria.
41343687,NBK619575,0,1993,TAF8-Related Neurodevelopmental Disorder.
41343688,NBK619576,0,1993,FASTKD2-Related Combined Oxidative Phosphorylation Deficiency.
41343689,NBK619577,0,1993,USP7-Related Hao-Fountain Syndrome.
41411464,NBK619809,0,1993,KCNC1-Related Disorders.
41570168,NBK620405,0,1993,Neurocutaneous Disorders due to Mitochondrial Proline Synthesis Defects.
41570169,NBK620406,0,1993,RAB32-Related Parkinson Disease.
41570170,NBK620407,0,1993,PPP1R21-Related El-Hattab-Schmidts Syndrome.
41704117,NBK620763,0,1993,FGD1-Related Faciogenital Dysplasia (Aarskog-Scott Syndrome).
41712746,NBK621037,0,1993,AFF4-Related CHOPS Syndrome.
41818601,NBK621298,0,1993,WAGR Spectrum Disorder.
41818602,NBK621299,0,1993,PTDSS1-Related Lenz-Majewski Hyperostotic Dysplasia.
41911374,NBK621477,0,1993,CNOT1-Related Vissers-Bodmer Syndrome.
41911375,NBK621478,0,1993,Mosaic EPAS1 Gain-of-Function Spectrum.
41926606,NBK621564,0,1993,Temple Syndrome.
41926607,NBK621565,0,1993,Fucosidosis.
41941559,NBK621569,0,1993,KIF1A-Related Neurodevelopmental Disorder.
42160654,NBK622585,0,1993,SYNCRIP-Related Neurodevelopmental Disorder.
42160655,NBK622587,0,1993,Beta-Mannosidosis.
42190036,NBK622730,0,1993,RNU4-2–Related Autosomal Dominant Neurodevelopmental Disorder.
42228786,NBK622830,0,1993,Dihydropteridine Reductase Deficiency.
42258614,NBK623002,0,1993,ATM-Related Cancer Predisposition.
42302138,NBK623157,0,1993,MCM8/MCM9-Related Syndromes.
42335246,NBK623293,0,1993,TPK1-Related Thiamine Metabolism Dysfunction Syndrome.
42520151,NBK623826,0,1993,PUF60-Related Disorders.
42594245,NBK624097,0,1993,MBD4-Related Tumor Predisposition Syndrome.
42691200,NBK624593,0,1993,CLN3-Related Disorder.
