term,descendant
HP:0010766,HP:0009673
HP:0010766,HP:0009684
HP:0010766,HP:0009695
HP:0010766,HP:0010024
HP:0010766,HP:0010122
HP:0010766,HP:0010136
HP:0010766,HP:0010147
HP:0010766,HP:0010171
HP:0010766,HP:0010237
HP:0010766,HP:0010255
HP:0010766,HP:0010266
HP:0010766,HP:0010277
HP:0010766,HP:0010512
HP:0010766,HP:0010513
HP:0010766,HP:0010655
HP:0010766,HP:0010766
HP:0010766,HP:0011915
HP:0010766,HP:0012456
HP:0010766,HP:0012457
HP:0010766,HP:0012458
HP:0010766,HP:0025141
HP:0010766,HP:0025477
HP:0010766,HP:0025520
HP:0010766,HP:0031301
HP:0010766,HP:0031302
HP:0010766,HP:0031303
HP:0010766,HP:0031304
HP:0010766,HP:0031305
HP:0010766,HP:0031306
HP:0010766,HP:0031307
HP:0010766,HP:0031308
HP:0010766,HP:0031309
HP:0010766,HP:0031310
HP:0010766,HP:0031311
HP:0010766,HP:0031313
HP:0010766,HP:0031314
HP:0010766,HP:0031315
HP:0010766,HP:0033538
HP:0010766,HP:0033641
HP:0010766,HP:0033642
HP:0010766,HP:0034293
HP:0010766,HP:0040059
HP:0010766,HP:0100053
HP:0010766,HP:0100064
HP:0010766,HP:0100075
HP:0010766,HP:0100086
HP:0010766,HP:0100109
HP:0010766,HP:0100120
HP:0010766,HP:0100131
HP:0010766,HP:0100144
HP:0010766,HP:0100155
HP:0010766,HP:0100166
HP:0010766,HP:0100178
HP:0010766,HP:0100189
HP:0010766,HP:0100200
HP:0010766,HP:0100211
HP:0010766,HP:0100222
HP:0010766,HP:0100233
HP:0010766,HP:0100249
HP:0010766,HP:0100250
HP:0010766,HP:0100593
HP:0010766,HP:0430048
HP:0010766,HP:6000871
HP:0010871,HP:0010871
HP:0010983,HP:0010983
HP:0010984,HP:0010984
HP:0011097,HP:0011097
HP:0011097,HP:0012469
HP:0011097,HP:0032842
HP:0011097,HP:0032843
HP:0011097,HP:0032844
HP:0011097,HP:0032845
HP:0011344,HP:0011344
HP:0011729,HP:0001187
HP:0011729,HP:0001204
HP:0011729,HP:0001215
HP:0011729,HP:0001220
HP:0011729,HP:0001239
HP:0011729,HP:0001241
HP:0011729,HP:0001371
HP:0011729,HP:0001376
HP:0011729,HP:0001377
HP:0011729,HP:0001382
HP:0011729,HP:0001387
HP:0011729,HP:0001440
HP:0011729,HP:0001771
HP:0011729,HP:0001836
HP:0011729,HP:0001859
HP:0011729,HP:0002761
HP:0011729,HP:0002803
HP:0011729,HP:0002804
HP:0011729,HP:0002828
HP:0011729,HP:0002948
HP:0011729,HP:0002949
HP:0011729,HP:0002974
HP:0011729,HP:0002987
HP:0011729,HP:0002996
HP:0011729,HP:0003041
HP:0011729,HP:0003044
HP:0011729,HP:0003066
HP:0011729,HP:0003070
HP:0011729,HP:0003089
HP:0011729,HP:0003093
HP:0011729,HP:0003121
HP:0011729,HP:0003184
HP:0011729,HP:0003273
HP:0011729,HP:0003305
HP:0011729,HP:0003938
HP:0011729,HP:0003939
HP:0011729,HP:0004197
HP:0011729,HP:0004218
HP:0011729,HP:0004278
HP:0011729,HP:0004293
HP:0011729,HP:0004557
HP:0011729,HP:0004575
HP:0011729,HP:0004602
HP:0011729,HP:0004631
HP:0011729,HP:0004635
HP:0011729,HP:0005037
HP:0011729,HP:0005048
HP:0011729,HP:0005060
HP:0011729,HP:0005072
HP:0011729,HP:0005085
HP:0011729,HP:0005190
HP:0011729,HP:0005193
HP:0011729,HP:0005197
HP:0011729,HP:0005198
HP:0011729,HP:0005473
HP:0011729,HP:0005612
HP:0011729,HP:0005617
HP:0011729,HP:0005620
HP:0011729,HP:0005626
HP:0011729,HP:0005639
HP:0011729,HP:0005640
HP:0011729,HP:0005679
HP:0011729,HP:0005682
HP:0011729,HP:0005684
HP:0011729,HP:0005694
HP:0011729,HP:0005722
HP:0011729,HP:0005745
HP:0011729,HP:0005750
HP:0011729,HP:0005781
HP:0011729,HP:0005802
HP:0011729,HP:0005830
HP:0011729,HP:0005852
HP:0011729,HP:0005853
HP:0011729,HP:0005867
HP:0011729,HP:0005876
HP:0011729,HP:0005879
HP:0011729,HP:0005880
HP:0011729,HP:0005892
HP:0011729,HP:0005928
HP:0011729,HP:0005929
HP:0011729,HP:0005997
HP:0011729,HP:0006064
HP:0011729,HP:0006094
HP:0011729,HP:0006135
HP:0011729,HP:0006147
HP:0011729,HP:0006149
HP:0011729,HP:0006152
HP:0011729,HP:0006169
HP:0011729,HP:0006201
HP:0011729,HP:0006203
HP:0011729,HP:0006207
HP:0011729,HP:0006248
HP:0011729,HP:0006251
HP:0011729,HP:0006256
HP:0011729,HP:0006366
HP:0011729,HP:0006376
HP:0011729,HP:0006380
HP:0011729,HP:0006389
HP:0011729,HP:0006394
HP:0011729,HP:0006460
HP:0011729,HP:0006466
HP:0011729,HP:0006467
HP:0011729,HP:0006471
HP:0011729,HP:0006595
HP:0011729,HP:0006596
HP:0011729,HP:0008090
HP:0011729,HP:0008097
HP:0011729,HP:0008112
HP:0011729,HP:0008122
HP:0011729,HP:0008366
HP:0011729,HP:0008368
HP:0011729,HP:0008449
HP:0011729,HP:0008800
HP:0011729,HP:0009138
HP:0011729,HP:0009140
HP:0011729,HP:0009177
HP:0011729,HP:0009183
HP:0011729,HP:0009184
HP:0011729,HP:0009185
HP:0011729,HP:0009186
HP:0011729,HP:0009234
HP:0011729,HP:0009244
HP:0011729,HP:0009274
HP:0011729,HP:0009275
HP:0011729,HP:0009276
HP:0011729,HP:0009277
HP:0011729,HP:0009305
HP:0011729,HP:0009319
HP:0011729,HP:0009426
HP:0011729,HP:0009445
HP:0011729,HP:0009469
HP:0011729,HP:0009470
HP:0011729,HP:0009471
HP:0011729,HP:0009473
HP:0011729,HP:0009477
HP:0011729,HP:0009478
HP:0011729,HP:0009482
HP:0011729,HP:0009483
HP:0011729,HP:0009537
HP:0011729,HP:0009538
HP:0011729,HP:0009539
HP:0011729,HP:0009540
HP:0011729,HP:0009545
HP:0011729,HP:0009563
HP:0011729,HP:0009579
HP:0011729,HP:0009598
HP:0011729,HP:0009626
HP:0011729,HP:0009640
HP:0011729,HP:0009656
HP:0011729,HP:0009697
HP:0011729,HP:0009700
HP:0011729,HP:0009701
HP:0011729,HP:0009702
HP:0011729,HP:0009703
HP:0011729,HP:0009705
HP:0011729,HP:0009706
HP:0011729,HP:0009707
HP:0011729,HP:0009708
HP:0011729,HP:0009742
HP:0011729,HP:0010091
HP:0011729,HP:0010179
HP:0011729,HP:0010200
HP:0011729,HP:0010212
HP:0011729,HP:0010213
HP:0011729,HP:0010214
HP:0011729,HP:0010215
HP:0011729,HP:0010327
HP:0011729,HP:0010333
HP:0011729,HP:0010339
HP:0011729,HP:0010345
HP:0011729,HP:0010353
HP:0011729,HP:0010365
HP:0011729,HP:0010377
HP:0011729,HP:0010389
HP:0011729,HP:0010401
HP:0011729,HP:0010419
HP:0011729,HP:0010485
HP:0011729,HP:0010501
HP:0011729,HP:0010505
HP:0011729,HP:0010717
HP:0011729,HP:0011729
HP:0011729,HP:0012385
HP:0011729,HP:0012453
HP:0011729,HP:0012454
HP:0011729,HP:0012785
HP:0011729,HP:0020021
HP:0011729,HP:0020022
HP:0011729,HP:0020023
HP:0011729,HP:0020024
HP:0011729,HP:0020025
HP:0011729,HP:0020152
HP:0011729,HP:0025258
HP:0011729,HP:0025259
HP:0011729,HP:0025260
HP:0011729,HP:0025261
HP:0011729,HP:0025262
HP:0011729,HP:0025263
HP:0011729,HP:0025264
HP:0011729,HP:0025265
HP:0011729,HP:0030039
HP:0011729,HP:0030040
HP:0011729,HP:0030044
HP:0011729,HP:0030125
HP:0011729,HP:0030233
HP:0011729,HP:0030281
HP:0011729,HP:0030675
HP:0011729,HP:0031013
HP:0011729,HP:0033333
HP:0011729,HP:0033475
HP:0011729,HP:0033482
HP:0011729,HP:0033526
HP:0011729,HP:0034337
HP:0011729,HP:0034391
HP:0011729,HP:0034392
HP:0011729,HP:0034393
HP:0011729,HP:0034394
HP:0011729,HP:0034395
HP:0011729,HP:0034665
HP:0011729,HP:0034666
HP:0011729,HP:0034677
HP:0011729,HP:0034678
HP:0011729,HP:0034679
HP:0011729,HP:0034680
HP:0011729,HP:0034681
HP:0011729,HP:0034682
HP:0011729,HP:0034990
HP:0011729,HP:0034991
HP:0011729,HP:0034993
HP:0011729,HP:0035009
HP:0011729,HP:0045086
HP:0011729,HP:0045087
HP:0011729,HP:0100235
HP:0011729,HP:0100238
HP:0011729,HP:0100240
HP:0011729,HP:0100262
HP:0011729,HP:0100263
HP:0011729,HP:0100264
HP:0011729,HP:0100265
HP:0011729,HP:0100266
HP:0011729,HP:0100328
HP:0011729,HP:0100329
HP:0011729,HP:0100348
HP:0011729,HP:0100349
HP:0011729,HP:0100350
HP:0011729,HP:0100351
HP:0011729,HP:0100352
HP:0011729,HP:0100353
HP:0011729,HP:0100354
HP:0011729,HP:0100355
HP:0011729,HP:0100356
HP:0011729,HP:0100357
HP:0011729,HP:0100358
HP:0011729,HP:0100359
HP:0011729,HP:0100360
HP:0011729,HP:0100476
HP:0011729,HP:0100477
HP:0011729,HP:0100478
HP:0011729,HP:0100480
HP:0011729,HP:0100481
HP:0011729,HP:0100482
HP:0011729,HP:0100483
HP:0011729,HP:0100484
HP:0011729,HP:0100485
HP:0011729,HP:0100486
HP:0011729,HP:0100488
HP:0011729,HP:0100490
HP:0011729,HP:0430046
HP:0011729,HP:0430047
HP:0011729,HP:4000062
HP:0011729,HP:6000366
HP:0011729,HP:6000650
HP:0011729,HP:6000807
HP:0011729,HP:6001052
HP:0011729,HP:6001097
HP:0011729,HP:6001170
HP:0011729,HP:6001194
HP:0011729,HP:6001196
HP:0011729,HP:6001329
HP:0011729,HP:6001330
HP:0011729,HP:6001509
HP:0011729,HP:6001510
HP:0011729,HP:6001511
HP:0011729,HP:6001512
HP:0011729,HP:6001534
HP:0011966,HP:0011966
HP:0012191,HP:0012191
HP:0012191,HP:0033125
HP:0012469,HP:0012469
HP:0020188,HP:0020188
HP:0025019,HP:0025019
HP:0025066,HP:0025066
HP:0031368,HP:0031368
HP:0031368,HP:0031369
HP:0031368,HP:0031370
HP:0031368,HP:0031371
HP:0032388,HP:0032388
HP:0032407,HP:0032407
HP:0032409,HP:0032409
HP:0032409,HP:0032411
HP:0032409,HP:0032412
HP:0032409,HP:0032413
HP:0032792,HP:0010818
HP:0032792,HP:0011167
HP:0032792,HP:0032722
HP:0032792,HP:0032724
HP:0032792,HP:0032792
HP:0034345,HP:0000006
HP:0034345,HP:0000007
HP:0034345,HP:0001417
HP:0034345,HP:0001419
HP:0034345,HP:0001423
HP:0034345,HP:0001427
HP:0034345,HP:0001450
HP:0034345,HP:0032113
HP:0034345,HP:0034339
HP:0034345,HP:0034340
HP:0034345,HP:0034341
HP:0034345,HP:0034345
HP:0100495,HP:0031824
HP:0100495,HP:0100495
HP:0100495,HP:0200151
HP:0100543,HP:0000726
HP:0100543,HP:0000727
HP:0100543,HP:0000736
HP:0100543,HP:0001268
HP:0100543,HP:0001289
HP:0100543,HP:0002145
HP:0100543,HP:0002333
HP:0100543,HP:0002344
HP:0100543,HP:0002354
HP:0100543,HP:0002361
HP:0100543,HP:0002439
HP:0100543,HP:0002549
HP:0100543,HP:0007017
HP:0100543,HP:0007018
HP:0100543,HP:0007064
HP:0100543,HP:0007086
HP:0100543,HP:0007123
HP:0100543,HP:0007272
HP:0100543,HP:0007307
HP:0100543,HP:0010534
HP:0100543,HP:0030219
HP:0100543,HP:0031258
HP:0100543,HP:0031987
HP:0100543,HP:0033630
HP:0100543,HP:0033687
HP:0100543,HP:0033688
HP:0100543,HP:0033689
HP:0100543,HP:0033690
HP:0100543,HP:0033691
HP:0100543,HP:0033692
HP:0100543,HP:0100543
HP:0100543,HP:5200044
HP:0100615,HP:0000149
HP:0100615,HP:0006774
HP:0100615,HP:0010618
HP:0100615,HP:0012226
HP:0100615,HP:0025274
HP:0100615,HP:0025318
HP:0100615,HP:0030983
HP:0100615,HP:0031918
HP:0100615,HP:0031919
HP:0100615,HP:0031920
HP:0100615,HP:0100615
HP:0100615,HP:0100621
HP:0100615,HP:6000672
HP:0200141,HP:0200141
HP:6000253,HP:6000253
