curie,label,root,retrieved_at
CL:4033056,onychocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033057,luminal adaptive secretory precursor cell of mammary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033058,luminal hormone-sensing cell of mammary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033059,lactocyte type 1,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033060,lactocyte type 2,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033067,mural granulosa cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033080,cycling pulmonary alveolar type 2 cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033083,squamous granulosa cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033084,cuboidal granulosa cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033089,atretic follicular cell of ovary,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033090,atretic granulosa cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033092,CD57-positive enterocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4040003,fetal pre-type II pulmonary alveolar epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4042017,alpha1-tanycyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4042018,alpha2-tanycyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4042019,beta1-tanycyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4042020,beta2-tanycyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4042033,pro-opiomelanocortin neuron,CL:0000066,2026-08-29T15:28:51+00:00
CL:4047004,cycling type EC enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4047017,transit amplifying cell of gut,CL:0000066,2026-08-29T15:28:51+00:00
CL:4047018,early colonocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4047019,early enterocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4047025,type G cell of stomach,CL:0000066,2026-08-29T15:28:51+00:00
CL:4047051,small intestine BEST4+ enterocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4047052,BEST4+ colonocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4047056,large mucus secreting cholangiocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052001,multiciliated ependymal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052006,intestinal enteroendocrine progenitor,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052010,pre-theca cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052011,follicle associated enterocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052012,interna theca cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052013,externa theca cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052018,fallopian tube epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052019,fallopian tube non-ciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052023,luminal endometrial unciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052027,atretic theca cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052031,respiratory airway secretory cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052033,biliary tuft cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052034,tuft cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052035,tuft cell of pancreatic duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052036,tuft cell of nasal cavity,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052037,tuft cell of olfactory epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052038,tuft cell of nasal cavity respiratory epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052039,tuft cell of submandibular gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052040,tuft cell of stomach,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052041,tuft cell of auditory tube,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052042,tuft cell of urethra,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052048,intercalated cell of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052049,striated cell of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052050,luminal epithelial cell of endometrium,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052058,Merkel cell of epidermis,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052060,spinous cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052061,epidermal keratinocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052063,nail bed keratinocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052064,nail matrix keratinocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052065,serous acinar cell of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052066,mucous acinar cell of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052067,seromucous acinar cell of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4052069,excretory duct cell of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4072014,tanycyte of vascular organ of lamina terminalis,CL:0000066,2026-08-29T15:28:51+00:00
CL:4072021,corticotropin-releasing neuron,CL:0000066,2026-08-29T15:28:51+00:00
CL:4300362,tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4300363,ependymal cell (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4301602,Tanycyte NN_1 tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4301603,Tanycyte NN_2 tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4301608,choroid plexus epithelial cell (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4304384,hypothalamic gonadotropin-releasing hormone neuron (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4306426,pinealocyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307063,Tanycyte NN_1 Cnmd tanycyte of subfornical organ (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307064,Tanycyte NN_1 Glp1r tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307065,Tanycyte NN_2 Mylk3 alpha1-tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307066,Tanycyte NN_2 Mroh5 alpha1-tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307067,alpha2-tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307068,Tanycyte NN_2 Otx2 tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307069,beta1-tancyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307070,beta-2 tanycyte (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307083,hypendemal cell (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307084,CHOR NN_1 Tbc1d1 choroid plexus epithelial cell (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:4307085,CHOR NN_1 Slc17a8 choroid plexus epithelial cell (Mmus),CL:0000066,2026-08-29T15:28:51+00:00
CL:7770004,suprabasal cell,CL:0000066,2026-08-29T15:28:51+00:00
