curie,label,root,retrieved_at
CL:0000312,keratinocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000317,sebocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000318,sweat secreting cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000322,pulmonary alveolar epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000336,adrenal medulla chromaffin cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000362,epidermal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000372,tormogen cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000374,trichogen cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000377,tracheoblast,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000389,socket cell (sensu Nematoda),CL:0000066,2026-08-29T15:28:51+00:00
CL:0000411,Caenorhabditis hypodermal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000418,arcade cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000420,syncytial epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000425,pore cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000429,imaginal disc cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000434,eccrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000437,gonadtroph,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000446,chief cell of parathyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000463,epidermal cell (sensu Arthropoda),CL:0000066,2026-08-29T15:28:51+00:00
CL:0000464,epidermoblast,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000476,thyrotroph,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000477,follicle cell of egg chamber,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000500,follicular epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000501,granulosa cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000502,type D enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000503,theca cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000504,enterochromaffin-like cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000508,type G enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000510,paneth cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000529,pigmented epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000568,amine precursor uptake and decarboxylation cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000570,parafollicular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000575,corneal epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000577,type EC enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000579,border follicle cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000584,enterocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000618,sheath cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000622,acinar cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000633,Hensen cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000634,Claudius cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000635,Deiter's cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000637,chromophil cell of anterior pituitary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000638,acidophil cell of pars distalis of adenohypophysis,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000639,basophil cell of pars distalis of adenohypophysis,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000649,spinous cell of epidermis,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000652,pinealocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000653,podocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000658,cuticle secreting cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000659,eggshell secreting cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000671,centripetally migrating follicle cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000674,interfollicle cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000682,M cell of gut,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000683,ependymoglial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000684,littoral cell of liver,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000686,cerebrospinal fluid secreting cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000696,PP cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000699,paraganglial type 1 cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000706,choroid plexus epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000710,neurecto-epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000711,cumulus granulosa cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000712,stratum granulosum cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000713,corona radiata cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000730,leading edge cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000731,urothelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000846,vestibular dark cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0000853,olfactory epithelial supporting cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002062,pulmonary alveolar type 1 cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002063,pulmonary alveolar type 2 cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002064,pancreatic acinar cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002066,Feyrter cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002067,type A enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002071,enterocyte of epithelium of large intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002075,brush cell of tracheobronchial tree,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002076,endo-epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002077,ecto-epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002078,meso-epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002079,pancreatic ductal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002080,pancreatic centro-acinar cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002081,type II cell of carotid body,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002082,type II cell of adrenal medulla,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002083,type I cell of adrenal medulla,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002084,Boettcher cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002085,tanycyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002088,interstitial cell of Cajal,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002097,cortical cell of adrenal gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002099,type I cell of adrenal cortex,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002135,nonkeratinized cell of epidermis,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002136,type II cell of adrenal cortex,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002137,type III cell of adrenal cortex,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002140,skin sebocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002141,active chief cell of parathyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002142,dark cell of eccrine sweat gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002143,dark chief cell of parathyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002145,multiciliated columnar cell of tracheobronchial tree,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002146,clear cell of eccrine sweat gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002147,clear chief cell of parathyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002148,dental pulp cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002149,epithelial cell of uterus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002152,columnar cell of endocervix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002157,endosteal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002158,external epithelial cell of tympanic membrane,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002159,general ecto-epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002160,basal external epithelial cell of tympanic membrane,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002161,superficial external epithelial cell of tympanic membrane,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002162,internal epithelial cell of tympanic membrane,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002163,internal pillar cell of cochlea,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002164,external pillar cell of cochlea,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002165,phalangeal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002166,epithelial cell of Malassez,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002167,olfactory epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002168,border cell of cochlea,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002169,basal cell of olfactory epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002170,keratinized cell of the oral mucosa,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002171,globose cell of olfactory epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002172,interdental cell of cochlea,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002174,follicular cell of ovary,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002175,primary follicular cell of ovary,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002176,secondary follicular cell of ovary,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002177,folliculostellate cell of pars distalis of adenohypophysis,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002178,epithelial cell of stomach,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002179,foveolar cell of stomach,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002180,mucous cell of stomach,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002181,mucous neck cell of gastric gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002183,stem cell of gastric gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002184,basal proper cell of olfactory epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002187,basal cell of epidermis,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002189,granular cell of epidermis,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002190,squamous cell of epidermis,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002197,inactive chief cell of parathyoid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002198,oncocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002199,oxyphil cell of parathyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002200,oxyphil cell of thyroid,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002201,renal beta-intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002202,epithelial cell of tracheobronchial tree,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002203,tuft cell of large intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002204,tuft cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002205,brush cell of lobular bronchiole,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002206,brush cell of terminal bronchiole,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002207,brush cell of trachea,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002208,brush cell of bronchus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002209,intermediate epitheliocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002220,interstitial cell of pineal gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002221,keratinized squamous cell of esophagus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002222,vertebrate lens cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002223,anterior lens cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002224,lens epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002225,secondary lens fiber,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002226,non-nucleated secondary lens fiber,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002227,nucleated secondary lens fiber,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002228,primary lens fiber,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002229,light chief cell of parathyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002231,epithelial cell of prostate,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002232,epithelial cell of prostatic duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002233,epithelial cell of prostatic acinus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002234,basal cell of prostatic acinus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002235,luminal cell of prostatic acinus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002236,basal epithelial cell of prostatic duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002237,luminal epithelial cell of prostatic duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002244,squamous cell of ectocervix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002249,primitive cardiac myocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002250,intestinal crypt stem cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002251,epithelial cell of alimentary canal,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002252,epithelial cell of esophagus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002253,epithelial cell of large intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002254,epithelial cell of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002256,supporting cell of carotid body,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002257,epithelial cell of thyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002258,thyroid follicular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002260,epithelial cell of parathyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002261,endothelial cell of viscerocranial mucosa,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002263,transitional cell of parathyroid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002264,type A cell of stomach,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002265,type D cell of colon,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002266,type D cell of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002267,type D cell of stomach,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002268,P/D1 enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002270,type EC2 enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002271,type EC1 enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002273,type ECL enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002275,pancreatic PP cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002277,type I enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002278,GIP cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002279,type L enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002280,type N enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002281,type S enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002282,type TG enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002283,ecto-epithelial cell of viscerocranial mucosa,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002284,type X enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002285,type III taste bud cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002286,type II taste cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002287,type IV taste receptor cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002288,type V taste receptor cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002289,type I taste bud cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002292,type I cell of carotid body,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002293,epithelial cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002294,type-1 epithelial cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002295,type-6 epithelial cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002296,type-4 epithelial cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002297,type-3 epithelial cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002298,type-5 epithelial cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002299,type-2 epithelial cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002300,type-7 epithelial cell of thymus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002301,type B synovial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002302,type A synovial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002303,pigmented ciliary epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002304,non-pigmented ciliary epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002305,epithelial cell of distal tubule,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002306,epithelial cell of proximal tubule,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002307,brush border cell of the proximal tubule,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002308,epithelial cell of skin gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002309,corticotroph,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002310,mammosomatotroph,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002311,mammotroph,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002312,somatotroph,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002313,endocrine-paracrine cell of prostate gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002314,external supporting cell of vestibular epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002315,supporting cell of cochlea,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002316,supporting cell of vestibular epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002317,external limiting cell of vestibular epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002324,basal-myoepithelial cell of mammary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002325,lactocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002326,luminal epithelial cell of mammary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002327,mammary gland epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002328,bronchial epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002329,basal epithelial cell of tracheobronchial tree,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002330,undifferentiated cell of bronchus epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002332,multiciliated epithelial cell of the bronchus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002336,buccal mucosa cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002337,keratinocyte stem cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002339,prostate stem cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002340,luminal cell of prostate epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002341,basal cell of prostate epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002364,cortical thymic epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002365,medullary thymic epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002368,respiratory tract epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002370,respiratory tract goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002379,meningothelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002480,nasal mucosa goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002481,peritubular myoid cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002486,strial intermediate cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002490,organ of Corti supporting cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002491,auditory epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002492,strial marginal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002493,strial basal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002500,P enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002501,type D1 enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002502,type M enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002515,interrenal norepinephrine type cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002516,interrenal chromaffin cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002517,interrenal epinephrin secreting cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002518,kidney epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002519,interrenal epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002523,mesonephric podocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002525,metanephric podocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002535,epithelial cell of cervix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002536,epithelial cell of amnion,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002538,intrahepatic cholangiocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002560,inner root sheath cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002561,outer root sheath cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002562,hair germinal matrix cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002563,intestinal epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002565,iris pigment epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002577,placental epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002584,renal cortical epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002586,retinal pigment epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002621,gingival epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002623,acinar cell of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002624,paneth cell of the appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002625,seminiferous tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002631,epithelial cell of upper respiratory tract,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002632,epithelial cell of lower respiratory tract,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002634,epithelial cell of anal column,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002635,nonkeratinized epithelial cell of anal column,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002636,nonkeratinized epithelial cell of inferior part of anal canal,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002637,keratinized epithelial cell of the anal canal,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002641,epithelial cell of esophageal gland proper,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002642,epithelial cell of esophageal cardiac gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002643,nonkeratinized cell of stratum corneum of esophageal epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002644,endo-epithelial cell of tympanic part of viscerocranial mucosa,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002645,endo-epithelial cell of pharyngotympanic part of viscerocranial mucosa,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002654,epithelial cell of stratum corneum of esophageal epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002655,epithelial cell of stratum spinosum of esophageal epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002656,glandular endometrial unciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002657,glandular cell of esophagus,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002658,glandular cell of the large intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002659,glandular epithelial cell of stomach,CL:0000066,2026-08-29T15:28:51+00:00
