gene_symbol	g2p_row_count	actionable_row_count	highest_curation_priority	worst_row_status	primary_curation_action	top_curation_note	direct_dismech_match_count	g2p_mondo_collision_count	direct_section_pmid_overlap_count	direct_section_pmid_missing_count	root_match_count	root_match_pmid_gap_count	split_across_dismech_count	embedded_not_rooted_count	underrepresented_in_dismech_count	no_dismech_match_count
DSC2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	15	0	0	0	0	0	2
DSG1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
DSPP	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
DSTYK	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
DYNC1H1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	31	0	0	0	0	0	2
EDA	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	11	0	0	0	0	0	2
EDAR	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	26	0	0	0	0	0	2
EDN1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	1	0	0	0	0	0	2
EDN3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	1	0	0	0	0	0	2
EIF4A2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	1	0	0	0	0	0	2
EMC1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	9	0	0	0	0	0	2
ENPP1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	11	0	0	0	0	0	2
EP300	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	20	0	0	0	0	0	2
ERBB3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
ERCC3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
ERF	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
ERI1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
ESPN	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
EXT1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
EYA4	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
EZH1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
FAT4	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
FBLN5	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
FDFT1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
FGF13	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
FH	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
FLNC	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	20	0	0	0	0	0	2
FLT4	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	7	0	0	0	0	0	2
GCH1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	52	0	0	0	0	0	2
GDF6	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
GJB6	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
GJC2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	6	0	0	0	0	0	2
GLI3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	8	0	0	0	0	0	2
GLRA1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	28	0	0	0	0	0	2
GLRB	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	8	0	0	0	0	0	2
GNE	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	8	0	0	0	0	0	2
GRHL2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
GRID2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	5	0	0	0	0	0	2
GRIK2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
GRIN2B	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	12	0	0	0	0	0	2
GUCY2C	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
HCFC1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	3	0	0	0	0	0	2
HDAC4	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	3	0	0	0	0	0	2
HDAC8	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	10	0	0	0	0	0	2
HECW2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	13	0	0	0	0	0	2
HESX1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	8	0	0	0	0	0	2
HGSNAT	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	6	0	0	0	0	0	2
HK1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	8	0	0	0	0	0	2
HMGB1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
HPD	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
HR	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	11	0	0	0	0	0	2
HSF4	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	8	0	0	0	0	0	2
HSPG2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	10	0	0	0	0	0	2
IFT38	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
IFT43	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
IGF1R	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
IGF2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	1	0	0	0	0	0	2
IHH	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	7	0	0	0	0	0	2
IKBKG	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	12	0	0	0	0	0	2
IMPDH1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
IMPG2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
INPP5E	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	7	0	0	0	0	0	2
INSR	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
IRF6	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	7	0	0	0	0	0	2
KARS1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
KAT6B	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	30	0	0	0	0	0	2
KCNA1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	7	0	0	0	0	0	2
KCNA2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	1	0	0	0	0	0	2
KCND3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	12	0	0	0	0	0	2
KCNE1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	9	0	0	0	0	0	2
KCNJ13	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	6	0	0	0	0	0	2
KCNJ8	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
KCNMA1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	22	0	0	0	0	0	2
KCNQ5	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	1	0	0	0	0	0	2
KCNT1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	35	0	0	0	0	0	2
KDM1A	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
KDM5B	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	9	0	0	0	0	0	2
KDM6B	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
KIDINS220	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
KIF1A	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	32	0	0	0	0	0	2
KIF21A	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	6	0	0	0	0	0	2
KLHL7	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	12	0	0	0	0	0	2
KRT10	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
KRT16	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
KRT17	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
LAMB2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
LEMD2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
LONP1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	9	0	0	0	0	0	2
LOXHD1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	1	0	0	0	0	0	2
LRP2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
MAB21L2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
MAF	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	6	0	0	0	0	0	2
MAP3K1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
MAP4K4	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
MAPRE2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	2	0	0	0	0	0	2
MBTPS2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
MMP13	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
MSX2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	9	0	0	0	0	0	2
MYBPC1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
MYH8	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	7	0	0	0	0	0	2
MYL11	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	1	0	0	0	0	0	2
MYL2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	15	0	0	0	0	0	2
MYO7A	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
MYRF	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
NARS1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
NCDN	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	1	0	0	0	0	0	2
NDP	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	20	0	0	0	0	0	2
NDUFS2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	6	0	0	0	0	0	2
NOTCH2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
NR2E3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	7	0	0	0	0	0	2
NRL	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	8	0	0	0	0	0	2
NRXN1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	14	0	0	0	0	0	2
NSD1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	25	0	0	0	0	0	2
NSDHL	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
OBSCN	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
OCRL	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
OGT	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	0	0	0	0	0	0	2
OPA3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
PAK3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	18	0	0	0	0	0	2
PAX1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
PAX6	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	9	0	0	0	0	0	2
PDE6B	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
PDE6H	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
PDHA1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	1	0	41	0	0	0	0	0	2
PDLIM3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
PERP	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
PEX16	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
PEX3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
PHGDH	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
PIEZO2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	19	0	0	0	0	0	2
PIK3R1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
PIP5K1C	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
PITX1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
PLCD1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	2	0	0	0	0	0	2
PLCG2	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
PLS3	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	12	0	0	0	0	0	2
PLXNA1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
PLXND1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
PNPT1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	9	0	0	0	0	0	2
POLA1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	3	0	0	0	0	0	2
POLD1	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	9	0	0	0	0	0	2
POLE	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	5	0	0	0	0	0	2
POLR2A	2	2	CRITICAL	NO_DISMECH_MATCH	ADD_FIRST_GENE_DISEASE_ANCHOR	No dismech disease anchor currently represents this G2P row.	0	0	0	4	0	0	0	0	0	2
