slug	route	subject	predicate	source_target	target	source	fact_type	sub	object	prior	status	reason
Pancytopenia-Developmental_Delay_Syndrome	ordo	ORDO:401764	skos:broadMatch	ICD-10:D61.0	ICD10:D61.0	ordo.db	ProperSubClassOf	ORDO:401764	ICD10:D61.0	0.9	INCLUDED	NA
Pantothenate_Kinase-Associated_Neurodegeneration	ordo	ORDO:157850	skos:exactMatch	ICD-10:G23.0	ICD10:G23.0	ordo.db	EquivalentTo	ORDO:157850	ICD10:G23.0	0.95	INCLUDED	NA
Paroxysmal_Dyskinesia	ordo	ORDO:31709	skos:broadMatch	ICD-10:G40.4	ICD10:G40.4	ordo.db	ProperSubClassOf	ORDO:31709	ICD10:G40.4	0.9	INCLUDED	NA
Paroxysmal_Dyskinesia	ordo	ORDO:324588	skos:broadMatch	ICD-10:G51.4	ICD10:G51.4	ordo.db	ProperSubClassOf	ORDO:324588	ICD10:G51.4	0.9	INCLUDED	NA
Paroxysmal_Dyskinesia	ordo	ORDO:79137	skos:broadMatch	ICD-10:G40.3	ICD10:G40.3	ordo.db	ProperSubClassOf	ORDO:79137	ICD10:G40.3	0.9	INCLUDED	NA
Paroxysmal_Dyskinesia	ordo	ORDO:98809	skos:broadMatch	ICD-10:G24.8	ICD10:G24.8	ordo.db	ProperSubClassOf	ORDO:98809	ICD10:G24.8	0.9	INCLUDED	NA
Paroxysmal_Dyskinesia	ordo	ORDO:98810	skos:broadMatch	ICD-10:G24.8	ICD10:G24.8	ordo.db	ProperSubClassOf	ORDO:98810	ICD10:G24.8	0.9	INCLUDED	NA
Paroxysmal_Dyskinesia	ordo	ORDO:98811	skos:broadMatch	ICD-10:G24.8	ICD10:G24.8	ordo.db	ProperSubClassOf	ORDO:98811	ICD10:G24.8	0.9	INCLUDED	NA
Paroxysmal_Extreme_Pain_Disorder	ordo	ORDO:46348	skos:broadMatch	ICD-10:G90.8	ICD10:G90.8	ordo.db	ProperSubClassOf	ORDO:46348	ICD10:G90.8	0.9	INCLUDED	NA
Patent_Ductus_Arteriosus_3	dismech	dismech:Patent_Ductus_Arteriosus_3	skos:broadMatch	ICD10CM:Q25.0	ICD10CM:Q25.0	UNSPECIFIED	NA	NA	NA	NA	REVIEW	ICD10CM provenance unspecified
Pearson_Syndrome	ordo	ORDO:699	skos:broadMatch	ICD-10:D64.0	ICD10:D64.0	ordo.db	ProperSubClassOf	ORDO:699	ICD10:D64.0	0.9	INCLUDED	NA
Pendred_Syndrome	ordo	ORDO:705	skos:broadMatch	ICD-10:E07.1	ICD10:E07.1	ordo.db	ProperSubClassOf	ORDO:705	ICD10:E07.1	0.9	INCLUDED	NA
Pentanucleotide_Repeat_Familial_Adult_Myoclonus_Epilepsy	ordo	ORDO:86814	skos:broadMatch	ICD-10:G40.3	ICD10:G40.3	ordo.db	ProperSubClassOf	ORDO:86814	ICD10:G40.3	0.9	INCLUDED	NA
Periodic_Fever_Immunodeficiency_and_Thrombocytopenia_Syndrome	ordo	ORDO:652522	skos:broadMatch	ICD-10:D84.8	ICD10:D84.8	ordo.db	ProperSubClassOf	ORDO:652522	ICD10:D84.8	0.9	INCLUDED	NA
Peroxisome_Biogenesis_Disorder_4B	ordo	ORDO:95433	skos:broadMatch	ICD-10:G11.1	ICD10:G11.1	ordo.db	ProperSubClassOf	ORDO:95433	ICD10:G11.1	0.9	INCLUDED	NA
Perrault_Syndrome	ordo	ORDO:2855	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:2855	ICD10:Q87.8	0.9	INCLUDED	NA
Peters_Plus_Syndrome	ordo	ORDO:709	skos:broadMatch	ICD-10:Q13.8	ICD10:Q13.8	ordo.db	ProperSubClassOf	ORDO:709	ICD10:Q13.8	0.9	INCLUDED	NA
Pfeiffer_Syndrome	ordo	ORDO:710	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:710	ICD10:Q87.0	0.9	INCLUDED	NA
Phelan-McDermid_Syndrome	ordo	ORDO:48652	skos:broadMatch	ICD-10:Q93.5	ICD10:Q93.5	ordo.db	ProperSubClassOf	ORDO:48652	ICD10:Q93.5	0.9	INCLUDED	NA
Pilarowski-Bjornsson_syndrome	ordo	ORDO:529965	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:529965	ICD10:Q87.0	0.9	INCLUDED	NA
Pitt-Hopkins_Syndrome	ordo	ORDO:2896	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:2896	ICD10:Q87.0	0.9	INCLUDED	NA
Platelet-type_Bleeding_Disorder_18	ordo	ORDO:420566	skos:broadMatch	ICD-10:D69.1	ICD10:D69.1	ordo.db	ProperSubClassOf	ORDO:420566	ICD10:D69.1	0.9	INCLUDED	NA
Platelet-type_Bleeding_Disorder_19	ordo	ORDO:438207	skos:broadMatch	ICD-10:D69.1	ICD10:D69.1	ordo.db	ProperSubClassOf	ORDO:438207	ICD10:D69.1	0.9	INCLUDED	NA
Platelet-type_Bleeding_Disorder_20	ordo	ORDO:466806	skos:broadMatch	ICD-10:D69.4	ICD10:D69.4	ordo.db	ProperSubClassOf	ORDO:466806	ICD10:D69.4	0.9	INCLUDED	NA
Platelet-type_Bleeding_Disorder_8	ordo	ORDO:36355	skos:broadMatch	ICD-10:D69.1	ICD10:D69.1	ordo.db	ProperSubClassOf	ORDO:36355	ICD10:D69.1	0.9	INCLUDED	NA
Polycystic_Kidney_Disease	ordo	ORDO:730	skos:exactMatch	ICD-10:Q61.2	ICD10:Q61.2	ordo.db	EquivalentTo	ORDO:730	ICD10:Q61.2	0.95	INCLUDED	NA
Polycystic_Kidney_Disease	ordo	ORDO:731	skos:exactMatch	ICD-10:Q61.1	ICD10:Q61.1	ordo.db	EquivalentTo	ORDO:731	ICD10:Q61.1	0.95	INCLUDED	NA
Pompe_Disease	ordo	ORDO:308552	skos:broadMatch	ICD-10:E74.0	ICD10:E74.0	ordo.db	ProperSubClassOf	ORDO:308552	ICD10:E74.0	0.9	INCLUDED	NA
Pompe_Disease	ordo	ORDO:365	skos:broadMatch	ICD-10:E74.0	ICD10:E74.0	ordo.db	ProperSubClassOf	ORDO:365	ICD10:E74.0	0.9	INCLUDED	NA
Pompe_Disease	ordo	ORDO:420429	skos:broadMatch	ICD-10:E74.0	ICD10:E74.0	ordo.db	ProperSubClassOf	ORDO:420429	ICD10:E74.0	0.9	INCLUDED	NA
Pontocerebellar_Hypoplasia	ordo	ORDO:166063	skos:broadMatch	ICD-10:Q04.3	ICD10:Q04.3	ordo.db	ProperSubClassOf	ORDO:166063	ICD10:Q04.3	0.9	INCLUDED	NA
Pontocerebellar_Hypoplasia	ordo	ORDO:166073	skos:broadMatch	ICD-10:Q04.3	ICD10:Q04.3	ordo.db	ProperSubClassOf	ORDO:166073	ICD10:Q04.3	0.9	INCLUDED	NA
Pontocerebellar_Hypoplasia	ordo	ORDO:2524	skos:broadMatch	ICD-10:Q04.3	ICD10:Q04.3	ordo.db	ProperSubClassOf	ORDO:2524	ICD10:Q04.3	0.9	INCLUDED	NA
Pontocerebellar_Hypoplasia	ordo	ORDO:411493	skos:broadMatch	ICD-10:Q04.3	ICD10:Q04.3	ordo.db	ProperSubClassOf	ORDO:411493	ICD10:Q04.3	0.9	INCLUDED	NA
Porokeratosis	ordo	ORDO:735	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:735	ICD10:Q82.8	0.9	INCLUDED	NA
Porokeratosis	ordo	ORDO:737	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:737	ICD10:Q82.8	0.9	INCLUDED	NA
Porokeratosis	ordo	ORDO:79152	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:79152	ICD10:Q82.8	0.9	INCLUDED	NA
Porphyria_due_to_ALA_Dehydratase_Deficiency	ordo	ORDO:100924	skos:broadMatch	ICD-10:E80.2	ICD10:E80.2	ordo.db	ProperSubClassOf	ORDO:100924	ICD10:E80.2	0.9	INCLUDED	NA
Posterior_Polymorphous_Corneal_Dystrophy	ordo	ORDO:98973	skos:broadMatch	ICD-10:H18.5	ICD10:H18.5	ordo.db	ProperSubClassOf	ORDO:98973	ICD10:H18.5	0.9	INCLUDED	NA
Prader-Willi_Syndrome	ordo	ORDO:739	skos:broadMatch	ICD-10:Q87.1	ICD10:Q87.1	ordo.db	ProperSubClassOf	ORDO:739	ICD10:Q87.1	0.9	INCLUDED	NA
Primary_Carnitine_Deficiency	ordo	ORDO:158	skos:broadMatch	ICD-10:E71.3	ICD10:E71.3	ordo.db	ProperSubClassOf	ORDO:158	ICD10:E71.3	0.9	INCLUDED	NA
Primary_Erythermalgia	ordo	ORDO:90026	skos:broadMatch	ICD-10:I73.8	ICD10:I73.8	ordo.db	ProperSubClassOf	ORDO:90026	ICD10:I73.8	0.9	INCLUDED	NA
Primary_Triglyceride_Deposit_Cardiomyovasculopathy	ordo	ORDO:565612	skos:broadMatch	ICD-10:E75.5	ICD10:E75.5	ordo.db	ProperSubClassOf	ORDO:565612	ICD10:E75.5	0.9	INCLUDED	NA
Primrose_Syndrome	ordo	ORDO:3042	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:3042	ICD10:Q87.8	0.9	INCLUDED	NA
Progressive_Familial_Intrahepatic_Cholestasis	ordo	ORDO:172	skos:broadMatch	ICD-10:K76.8	ICD10:K76.8	ordo.db	ProperSubClassOf	ORDO:172	ICD10:K76.8	0.9	INCLUDED	NA
Progressive_Familial_Intrahepatic_Cholestasis	ordo	ORDO:480476	skos:broadMatch	ICD-10:K76.8	ICD10:K76.8	ordo.db	ProperSubClassOf	ORDO:480476	ICD10:K76.8	0.9	INCLUDED	NA
Progressive_Familial_Intrahepatic_Cholestasis	ordo	ORDO:480483	skos:broadMatch	ICD-10:K76.8	ICD10:K76.8	ordo.db	ProperSubClassOf	ORDO:480483	ICD10:K76.8	0.9	INCLUDED	NA
Progressive_Familial_Intrahepatic_Cholestasis	ordo	ORDO:480491	skos:broadMatch	ICD-10:K76.8	ICD10:K76.8	ordo.db	ProperSubClassOf	ORDO:480491	ICD10:K76.8	0.9	INCLUDED	NA
Progressive_Familial_Intrahepatic_Cholestasis	ordo	ORDO:79304	skos:broadMatch	ICD-10:K76.8	ICD10:K76.8	ordo.db	ProperSubClassOf	ORDO:79304	ICD10:K76.8	0.9	INCLUDED	NA
Progressive_Familial_Intrahepatic_Cholestasis	ordo	ORDO:79305	skos:broadMatch	ICD-10:K76.8	ICD10:K76.8	ordo.db	ProperSubClassOf	ORDO:79305	ICD10:K76.8	0.9	INCLUDED	NA
Progressive_Familial_Intrahepatic_Cholestasis	ordo	ORDO:79306	skos:broadMatch	ICD-10:K76.8	ICD10:K76.8	ordo.db	ProperSubClassOf	ORDO:79306	ICD10:K76.8	0.9	INCLUDED	NA
Progressive_Myoclonic_Epilepsy_Type_8	ordo	ORDO:424027	skos:broadMatch	ICD-10:G40.3	ICD10:G40.3	ordo.db	ProperSubClassOf	ORDO:424027	ICD10:G40.3	0.9	INCLUDED	NA
Progressive_Pseudorheumatoid_Arthropathy_Of_Childhood	ordo	ORDO:1159	skos:broadMatch	ICD-10:Q77.7	ICD10:Q77.7	ordo.db	ProperSubClassOf	ORDO:1159	ICD10:Q77.7	0.9	INCLUDED	NA
Propionic_Acidemia	ordo	ORDO:35	skos:broadMatch	ICD-10:E71.1	ICD10:E71.1	ordo.db	ProperSubClassOf	ORDO:35	ICD10:E71.1	0.9	INCLUDED	NA
Proteasome_Associated_Autoinflammatory_Syndrome	ordo	ORDO:324977	skos:broadMatch	ICD-10:D89.8	ICD10:D89.8	ordo.db	ProperSubClassOf	ORDO:324977	ICD10:D89.8	0.9	INCLUDED	NA
Protein_S_Deficiency	ordo	ORDO:26349	skos:broadMatch	ICD-10:D68.8	ICD10:D68.8	ordo.db	ProperSubClassOf	ORDO:26349	ICD10:D68.8	0.9	INCLUDED	NA
Proteus_syndrome	ordo	ORDO:744	skos:broadMatch	ICD-10:Q87.3	ICD10:Q87.3	ordo.db	ProperSubClassOf	ORDO:744	ICD10:Q87.3	0.9	INCLUDED	NA
Psoriasis_14_Pustular	ordo	ORDO:163931	skos:broadMatch	ICD-10:L40.2	ICD10:L40.2	ordo.db	ProperSubClassOf	ORDO:163931	ICD10:L40.2	0.9	INCLUDED	NA
Psoriasis_14_Pustular	ordo	ORDO:404546	skos:broadMatch	ICD-10:L40.1	ICD10:L40.1	ordo.db	ProperSubClassOf	ORDO:404546	ICD10:L40.1	0.9	INCLUDED	NA
Pulmonary_Alveolar_Microlithiasis	ordo	ORDO:60025	skos:broadMatch	ICD-10:J84.0	ICD10:J84.0	ordo.db	ProperSubClassOf	ORDO:60025	ICD10:J84.0	0.9	INCLUDED	NA
Punctate_Palmoplantar_Keratoderma	ordo	ORDO:79501	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:79501	ICD10:Q82.8	0.9	INCLUDED	NA
Pycnodysostosis	ordo	ORDO:763	skos:broadMatch	ICD-10:Q78.8	ICD10:Q78.8	ordo.db	ProperSubClassOf	ORDO:763	ICD10:Q78.8	0.9	INCLUDED	NA
Pyruvate_Dehydrogenase_Deficiency	ordo	ORDO:2394	skos:broadMatch	ICD-10:E74.4	ICD10:E74.4	ordo.db	ProperSubClassOf	ORDO:2394	ICD10:E74.4	0.9	INCLUDED	NA
Pyruvate_Dehydrogenase_Deficiency	ordo	ORDO:255138	skos:broadMatch	ICD-10:E74.4	ICD10:E74.4	ordo.db	ProperSubClassOf	ORDO:255138	ICD10:E74.4	0.9	INCLUDED	NA
Pyruvate_Dehydrogenase_Deficiency	ordo	ORDO:255182	skos:broadMatch	ICD-10:E74.4	ICD10:E74.4	ordo.db	ProperSubClassOf	ORDO:255182	ICD10:E74.4	0.9	INCLUDED	NA
Pyruvate_Dehydrogenase_Deficiency	ordo	ORDO:765	skos:broadMatch	ICD-10:E74.4	ICD10:E74.4	ordo.db	ProperSubClassOf	ORDO:765	ICD10:E74.4	0.9	INCLUDED	NA
Pyruvate_Dehydrogenase_Deficiency	ordo	ORDO:79243	skos:broadMatch	ICD-10:E74.4	ICD10:E74.4	ordo.db	ProperSubClassOf	ORDO:79243	ICD10:E74.4	0.9	INCLUDED	NA
Pyruvate_Dehydrogenase_Deficiency	ordo	ORDO:79244	skos:broadMatch	ICD-10:E74.4	ICD10:E74.4	ordo.db	ProperSubClassOf	ORDO:79244	ICD10:E74.4	0.9	INCLUDED	NA
Pyruvate_Dehydrogenase_Deficiency	ordo	ORDO:79246	skos:broadMatch	ICD-10:E74.4	ICD10:E74.4	ordo.db	ProperSubClassOf	ORDO:79246	ICD10:E74.4	0.9	INCLUDED	NA
Pyruvate_Kinase_Deficiency	ordo	ORDO:766	skos:broadMatch	ICD-10:D55.2	ICD10:D55.2	ordo.db	ProperSubClassOf	ORDO:766	ICD10:D55.2	0.9	INCLUDED	NA
RFT1-congenital_disorder_of_glycosylation	ordo	ORDO:244310	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:244310	ICD10:E77.8	0.9	INCLUDED	NA
RHYNS_Syndrome	ordo	ORDO:140976	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:140976	ICD10:Q87.8	0.9	INCLUDED	NA
RNU12-related_Minor_Spliceopathy	ordo	ORDO:85199	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:85199	ICD10:Q87.8	0.9	INCLUDED	NA
Raine_Syndrome	ordo	ORDO:1832	skos:broadMatch	ICD-10:Q78.2	ICD10:Q78.2	ordo.db	ProperSubClassOf	ORDO:1832	ICD10:Q78.2	0.9	INCLUDED	NA
Rajab_Interstitial_Lung_Disease_With_Brain_Calcifications_1	ordo	ORDO:178506	skos:broadMatch	ICD-10:G93.8	ICD10:G93.8	ordo.db	ProperSubClassOf	ORDO:178506	ICD10:G93.8	0.9	INCLUDED	NA
Renal_Tubular_Acidosis_Distal_4_with_Hemolytic_Anemia	ordo	ORDO:93610	skos:broadMatch	ICD-10:N25.8	ICD10:N25.8	ordo.db	ProperSubClassOf	ORDO:93610	ICD10:N25.8	0.9	INCLUDED	NA
Renpenning_syndrome	ordo	ORDO:3242	skos:broadMatch	ICD-10:Q87.5	ICD10:Q87.5	ordo.db	ProperSubClassOf	ORDO:3242	ICD10:Q87.5	0.9	INCLUDED	NA
Retinal_Arterial_Tortuosity	ordo	ORDO:75326	skos:broadMatch	ICD-10:H35.0	ICD10:H35.0	ordo.db	ProperSubClassOf	ORDO:75326	ICD10:H35.0	0.9	INCLUDED	NA
Revesz_Syndrome	ordo	ORDO:3088	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:3088	ICD10:Q82.8	0.9	INCLUDED	NA
Rh_Deficiency_Syndrome	ordo	ORDO:71275	skos:broadMatch	ICD-10:D58.8	ICD10:D58.8	ordo.db	ProperSubClassOf	ORDO:71275	ICD10:D58.8	0.9	INCLUDED	NA
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	ordo	ORDO:177	skos:broadMatch	ICD-10:Q77.3	ICD10:Q77.3	ordo.db	ProperSubClassOf	ORDO:177	ICD10:Q77.3	0.9	INCLUDED	NA
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	ordo	ORDO:309796	skos:broadMatch	ICD-10:Q77.3	ICD10:Q77.3	ordo.db	ProperSubClassOf	ORDO:309796	ICD10:Q77.3	0.9	INCLUDED	NA
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	ordo	ORDO:309803	skos:broadMatch	ICD-10:Q77.3	ICD10:Q77.3	ordo.db	ProperSubClassOf	ORDO:309803	ICD10:Q77.3	0.9	INCLUDED	NA
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	ordo	ORDO:438178	skos:broadMatch	ICD-10:E71.3	ICD10:E71.3	ordo.db	ProperSubClassOf	ORDO:438178	ICD10:E71.3	0.9	INCLUDED	NA
Rhizomelic_Chondrodysplasia_Punctata_Type_1	ordo	ORDO:309789	skos:broadMatch	ICD-10:Q77.3	ICD10:Q77.3	ordo.db	ProperSubClassOf	ORDO:309789	ICD10:Q77.3	0.9	INCLUDED	NA
Rhizomelic_Chondrodysplasia_Punctata_Type_5	ordo	ORDO:468717	skos:broadMatch	ICD-10:Q77.3	ICD10:Q77.3	ordo.db	ProperSubClassOf	ORDO:468717	ICD10:Q77.3	0.9	INCLUDED	NA
Ritscher-Schinzel_Syndrome	ordo	ORDO:7	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:7	ICD10:Q87.8	0.9	INCLUDED	NA
Rothmund-Thomson_Syndrome	ordo	ORDO:2909	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:2909	ICD10:Q82.8	0.9	INCLUDED	NA
Rotor_Syndrome	ordo	ORDO:3111	skos:broadMatch	ICD-10:E80.6	ICD10:E80.6	ordo.db	ProperSubClassOf	ORDO:3111	ICD10:E80.6	0.9	INCLUDED	NA
Rubinstein-Taybi_Syndrome	ordo	ORDO:353277	skos:broadMatch	ICD-10:Q87.2	ICD10:Q87.2	ordo.db	ProperSubClassOf	ORDO:353277	ICD10:Q87.2	0.9	INCLUDED	NA
Rubinstein-Taybi_Syndrome	ordo	ORDO:353284	skos:broadMatch	ICD-10:Q87.2	ICD10:Q87.2	ordo.db	ProperSubClassOf	ORDO:353284	ICD10:Q87.2	0.9	INCLUDED	NA
Rubinstein-Taybi_Syndrome	ordo	ORDO:783	skos:broadMatch	ICD-10:Q87.2	ICD10:Q87.2	ordo.db	ProperSubClassOf	ORDO:783	ICD10:Q87.2	0.9	INCLUDED	NA
SADDAN	ordo	ORDO:85165	skos:broadMatch	ICD-10:Q77.4	ICD10:Q77.4	ordo.db	ProperSubClassOf	ORDO:85165	ICD10:Q77.4	0.9	INCLUDED	NA
SCAD_Deficiency	ordo	ORDO:26792	skos:broadMatch	ICD-10:E71.3	ICD10:E71.3	ordo.db	ProperSubClassOf	ORDO:26792	ICD10:E71.3	0.9	INCLUDED	NA
SHORT_Syndrome	ordo	ORDO:3163	skos:broadMatch	ICD-10:Q87.1	ICD10:Q87.1	ordo.db	ProperSubClassOf	ORDO:3163	ICD10:Q87.1	0.9	INCLUDED	NA
SLC25A12-Related_Developmental_and_Epileptic_Encephalopathy	ordo	ORDO:353217	skos:broadMatch	ICD-10:E88.8	ICD10:E88.8	ordo.db	ProperSubClassOf	ORDO:353217	ICD10:E88.8	0.9	INCLUDED	NA
SLC35A2-CDG	ordo	ORDO:356961	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:356961	ICD10:E77.8	0.9	INCLUDED	NA
SLC6A1-Related_Disorder	ordo	ORDO:1942	skos:broadMatch	ICD-10:G40.4	ICD10:G40.4	ordo.db	ProperSubClassOf	ORDO:1942	ICD10:G40.4	0.9	INCLUDED	NA
SPOP-Related_Neurodevelopmental_Disorder	ordo	ORDO:662175	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:662175	ICD10:Q87.0	0.9	INCLUDED	NA
SPOP-Related_Neurodevelopmental_Disorder	ordo	ORDO:662179	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:662179	ICD10:Q87.0	0.9	INCLUDED	NA
SRD5A3-Congenital_Disorder_of_Glycosylation	ordo	ORDO:324737	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:324737	ICD10:E77.8	0.9	INCLUDED	NA
STAT2_Deficiency	ordo	ORDO:431166	skos:broadMatch	ICD-10:D84.8	ICD10:D84.8	ordo.db	ProperSubClassOf	ORDO:431166	ICD10:D84.8	0.9	INCLUDED	NA
STING_Associated_Vasculopathy_with_Onset_in_Infancy	ordo	ORDO:425120	skos:broadMatch	ICD-10:M35.8	ICD10:M35.8	ordo.db	ProperSubClassOf	ORDO:425120	ICD10:M35.8	0.9	INCLUDED	NA
STK4_Deficiency	ordo	ORDO:314689	skos:broadMatch	ICD-10:D81.8	ICD10:D81.8	ordo.db	ProperSubClassOf	ORDO:314689	ICD10:D81.8	0.9	INCLUDED	NA
STRA6-related_syndromic_microphthalmia	ordo	ORDO:2470	skos:broadMatch	ICD-10:Q11.2	ICD10:Q11.2	ordo.db	ProperSubClassOf	ORDO:2470	ICD10:Q11.2	0.9	INCLUDED	NA
STXBP1_Encephalopathy	ordo	ORDO:599373	skos:broadMatch	ICD-10:G93.8	ICD10:G93.8	ordo.db	ProperSubClassOf	ORDO:599373	ICD10:G93.8	0.9	INCLUDED	NA
SYN1-Related_Disorder	ordo	ORDO:85294	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:85294	ICD10:Q87.8	0.9	INCLUDED	NA
SYNGAP1-Related_Developmental_and_Epileptic_Encephalopathy	ordo	ORDO:544254	skos:broadMatch	ICD-10:G40.4	ICD10:G40.4	ordo.db	ProperSubClassOf	ORDO:544254	ICD10:G40.4	0.9	INCLUDED	NA
SYT1_Baker-Gordon_Syndrome	ordo	ORDO:522077	skos:broadMatch	ICD-10:F84.8	ICD10:F84.8	ordo.db	ProperSubClassOf	ORDO:522077	ICD10:F84.8	0.9	INCLUDED	NA
Saethre-Chotzen_Syndrome	ordo	ORDO:794	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:794	ICD10:Q87.0	0.9	INCLUDED	NA
Salla_Disease	ordo	ORDO:309334	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:309334	ICD10:E77.8	0.9	INCLUDED	NA
Sandhoff_Disease	ordo	ORDO:309155	skos:broadMatch	ICD-10:E75.0	ICD10:E75.0	ordo.db	ProperSubClassOf	ORDO:309155	ICD10:E75.0	0.9	INCLUDED	NA
Sandhoff_Disease	ordo	ORDO:309162	skos:broadMatch	ICD-10:E75.0	ICD10:E75.0	ordo.db	ProperSubClassOf	ORDO:309162	ICD10:E75.0	0.9	INCLUDED	NA
Sandhoff_Disease	ordo	ORDO:309169	skos:broadMatch	ICD-10:E75.0	ICD10:E75.0	ordo.db	ProperSubClassOf	ORDO:309169	ICD10:E75.0	0.9	INCLUDED	NA
Sandhoff_Disease	ordo	ORDO:796	skos:broadMatch	ICD-10:E75.0	ICD10:E75.0	ordo.db	ProperSubClassOf	ORDO:796	ICD10:E75.0	0.9	INCLUDED	NA
Sanfilippo_syndrome	ordo	ORDO:581	skos:broadMatch	ICD-10:E76.2	ICD10:E76.2	ordo.db	ProperSubClassOf	ORDO:581	ICD10:E76.2	0.9	INCLUDED	NA
Sanfilippo_syndrome	ordo	ORDO:79269	skos:broadMatch	ICD-10:E76.2	ICD10:E76.2	ordo.db	ProperSubClassOf	ORDO:79269	ICD10:E76.2	0.9	INCLUDED	NA
Sanfilippo_syndrome	ordo	ORDO:79270	skos:broadMatch	ICD-10:E76.2	ICD10:E76.2	ordo.db	ProperSubClassOf	ORDO:79270	ICD10:E76.2	0.9	INCLUDED	NA
Sanfilippo_syndrome	ordo	ORDO:79271	skos:broadMatch	ICD-10:E76.2	ICD10:E76.2	ordo.db	ProperSubClassOf	ORDO:79271	ICD10:E76.2	0.9	INCLUDED	NA
Sanfilippo_syndrome	ordo	ORDO:79272	skos:broadMatch	ICD-10:E76.2	ICD10:E76.2	ordo.db	ProperSubClassOf	ORDO:79272	ICD10:E76.2	0.9	INCLUDED	NA
Sanjad-Sakati_Syndrome	ordo	ORDO:2323	skos:broadMatch	ICD-10:Q87.1	ICD10:Q87.1	ordo.db	ProperSubClassOf	ORDO:2323	ICD10:Q87.1	0.9	INCLUDED	NA
Sarcoglycanopathy	ordo	ORDO:119	skos:broadMatch	ICD-10:G71.0	ICD10:G71.0	ordo.db	ProperSubClassOf	ORDO:119	ICD10:G71.0	0.9	INCLUDED	NA
Sarcoglycanopathy	ordo	ORDO:219	skos:broadMatch	ICD-10:G71.0	ICD10:G71.0	ordo.db	ProperSubClassOf	ORDO:219	ICD10:G71.0	0.9	INCLUDED	NA
Sarcoglycanopathy	ordo	ORDO:353	skos:broadMatch	ICD-10:G71.0	ICD10:G71.0	ordo.db	ProperSubClassOf	ORDO:353	ICD10:G71.0	0.9	INCLUDED	NA
Sarcoglycanopathy	ordo	ORDO:62	skos:broadMatch	ICD-10:G71.0	ICD10:G71.0	ordo.db	ProperSubClassOf	ORDO:62	ICD10:G71.0	0.9	INCLUDED	NA
Saul-Wilson_Syndrome	ordo	ORDO:85172	skos:broadMatch	ICD-10:Q78.8	ICD10:Q78.8	ordo.db	ProperSubClassOf	ORDO:85172	ICD10:Q78.8	0.9	INCLUDED	NA
Say-Barber-Biesecker-Young-Simpson_Syndrome	ordo	ORDO:3047	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:3047	ICD10:Q87.8	0.9	INCLUDED	NA
