slug	route	subject	predicate	target	source
Mucolipidosis_Type_II	ordo	ORDO:576	skos:broadMatch	ICD-10:E77.0	ordo.db
Mucolipidosis_Type_III_Alpha_Beta	ordo	ORDO:423461	skos:broadMatch	ICD-10:E77.0	ordo.db
Mucolipidosis_Type_III_Alpha_Beta	ordo	ORDO:577	skos:broadMatch	ICD-10:E77.0	ordo.db
Mucolipidosis_Type_IV	mondo	MONDO:0009653	oio:hasDbXref	ICD10CM:E75.11	mondo.db
Mucolipidosis_Type_IV	mondo	MONDO:0009653	skos:exactMatch	ICD10CM:E75.11	mondo.db
Mucolipidosis_Type_IV	ordo	ORDO:578	skos:broadMatch	ICD-10:E75.1	ordo.db
Mucopolysaccharidosis-Plus_Syndrome	ordo	ORDO:505248	skos:broadMatch	ICD-10:Q87.8	ordo.db
Mucopolysaccharidosis_type_IX	ordo	ORDO:67041	skos:broadMatch	ICD-10:E76.2	ordo.db
Mucopolysaccharidosis_type_X	ordo	ORDO:662216	skos:broadMatch	ICD-10:E76.2	ordo.db
Muenke_Syndrome	ordo	ORDO:53271	skos:broadMatch	ICD-10:Q87.0	ordo.db
Muggenthaler-Chowdhury-Chioza_Syndrome	ordo	ORDO:508476	skos:broadMatch	ICD-10:Q87.8	ordo.db
Multiminicore_Disease	ordo	ORDO:598	skos:broadMatch	ICD-10:G71.2	ordo.db
Multiple_Acyl-CoA_Dehydrogenase_Deficiency	mondo	MONDO:0009282	oio:hasDbXref	ICD10CM:E71.313	mondo.db
Multiple_Acyl-CoA_Dehydrogenase_Deficiency	mondo	MONDO:0009282	skos:exactMatch	ICD10CM:E71.313	mondo.db
Multiple_Acyl-CoA_Dehydrogenase_Deficiency	ordo	ORDO:26791	skos:broadMatch	ICD-10:E71.3	ordo.db
Multiple_Endocrine_Neoplasia_Type_1	mondo	MONDO:0007540	oio:hasDbXref	ICD10CM:E31.21	mondo.db
Multiple_Endocrine_Neoplasia_Type_1	mondo	MONDO:0007540	skos:exactMatch	ICD10CM:E31.21	mondo.db
Multiple_Endocrine_Neoplasia_Type_1	ordo	ORDO:652	skos:broadMatch	ICD-10:D44.8	ordo.db
Multiple_Epiphyseal_Dysplasia_Al-Gazali_Type	ordo	ORDO:166024	skos:broadMatch	ICD-10:Q77.3	ordo.db
Multiple_Synostoses_Syndrome	ordo	ORDO:3237	skos:broadMatch	ICD-10:Q78.8	ordo.db
Multisystemic_Smooth_Muscle_Dysfunction_Syndrome	ordo	ORDO:404463	skos:broadMatch	ICD-10:I73.8	ordo.db
Muscular_Dystrophy_Limb-girdle_Autosomal_Recessive_28	ordo	ORDO:653725	skos:broadMatch	ICD-10:G71.0	ordo.db
Musculocontractural_Ehlers-Danlos_Syndrome	ordo	ORDO:2953	skos:broadMatch	ICD-10:Q79.6	ordo.db
Mycetoma	mondo	MONDO:0016823	oio:hasDbXref	ICD10CM:B47	mondo.db
Mycetoma	mondo	MONDO:0016823	skos:exactMatch	ICD10CM:B47	mondo.db
Mycetoma	ordo	ORDO:2583	skos:narrowMatch	ICD-10:B47.0	ordo.db
Mycetoma	ordo	ORDO:2583	skos:narrowMatch	ICD-10:B47.1	ordo.db
Mycetoma	ordo	ORDO:2583	skos:narrowMatch	ICD-10:B47.9	ordo.db
Mycosis_Fungoides	mondo	MONDO:0009691	oio:hasDbXref	ICD10CM:C84.0	mondo.db
Mycosis_Fungoides	mondo	MONDO:0009691	skos:exactMatch	ICD10CM:C84.0	mondo.db
Mycosis_Fungoides	ordo	ORDO:2584	skos:broadMatch	ICD-10:C84.0	ordo.db
Myhre_Syndrome	ordo	ORDO:2588	skos:broadMatch	ICD-10:Q87.8	ordo.db
Myiasis	mondo	MONDO:0019147	oio:hasDbXref	ICD10CM:B87	mondo.db
Myiasis	mondo	MONDO:0019147	skos:exactMatch	ICD10CM:B87	mondo.db
Myiasis	ordo	ORDO:75110	skos:exactMatch	ICD-10:B87	ordo.db
Myocarditis	mondo	MONDO:0004496	oio:hasDbXref	ICD10CM:I40	mondo.db
Myocarditis	mondo	MONDO:0004496	skos:exactMatch	ICD10CM:I40	mondo.db
Myoclonus_Dystonia_Syndrome	ordo	ORDO:36899	skos:broadMatch	ICD-10:G24.1	ordo.db
Myopathy_Lactic_Acidosis_and_Sideroblastic_Anemia	ordo	ORDO:2598	skos:broadMatch	ICD-10:G71.3	ordo.db
Myotonic_Dystrophy_Type_1	ordo	ORDO:273	skos:broadMatch	ICD-10:G71.1	ordo.db
N-Acetylglutamate_Synthase_Deficiency	ordo	ORDO:927	skos:broadMatch	ICD-10:E72.2	ordo.db
NAD_P_HX_Dehydratase_Deficiency	ordo	ORDO:555402	skos:broadMatch	ICD-10:E88.8	ordo.db
NAGA_Deficiency_Type_3	ordo	ORDO:79281	skos:broadMatch	ICD-10:E77.1	ordo.db
NARP_syndrome	ordo	ORDO:644	skos:broadMatch	ICD-10:E88.8	ordo.db
NELABA	ordo	ORDO:447795	skos:broadMatch	ICD-10:E88.8	ordo.db
NGLY1-congenital_disorder_of_deglycosylation	ordo	ORDO:404454	skos:broadMatch	ICD-10:E77.8	ordo.db
Nail-patella_Syndrome	ordo	ORDO:2614	skos:broadMatch	ICD-10:Q87.2	ordo.db
Nasu-Hakola_Disease	ordo	ORDO:2770	skos:broadMatch	ICD-10:G31.8	ordo.db
Naxos_disease	ordo	ORDO:34217	skos:broadMatch	ICD-10:Q87.8	ordo.db
Nemaline_Myopathy	mondo	MONDO:0018958	oio:hasDbXref	ICD10CM:G71.21	mondo.db
Nemaline_Myopathy	mondo	MONDO:0018958	skos:exactMatch	ICD10CM:G71.21	mondo.db
Neonatal_Epileptic_Encephalopathy_Due_to_Glutaminase_Deficiency	ordo	ORDO:557064	skos:broadMatch	ICD-10:E88.8	ordo.db
Nephronophthisis	ordo	ORDO:655	skos:broadMatch	ICD-10:Q61.5	ordo.db
Nestor-Guillermo_progeria_syndrome	ordo	ORDO:280576	skos:broadMatch	ICD-10:E34.8	ordo.db
Netherton_Syndrome	ordo	ORDO:634	skos:broadMatch	ICD-10:Q80.8	ordo.db
Neurodevelopmental_Disorder_with_Hearing_Loss_and_Spasticity	ordo	ORDO:659975	skos:broadMatch	ICD-10:H91.8	ordo.db
Neurodevelopmental_Disorder_with_Severe_Motor_Impairment_and_Absent_Language	ordo	ORDO:647788	skos:broadMatch	ICD-10:G11.8	ordo.db
Neurodevelopmental_Disorder_with_or_without_Anomalies_of_the_Brain_Eye_or_Heart	ordo	ORDO:494344	skos:broadMatch	ICD-10:Q87.8	ordo.db
Neurofibromatosis	mondo	MONDO:0021061	oio:hasDbXref	ICD10CM:Q85.0	mondo.db
Neurofibromatosis	mondo	MONDO:0021061	skos:exactMatch	ICD10CM:Q85.0	mondo.db
Neuronal_Intranuclear_Inclusion_Disease	ordo	ORDO:2289	skos:broadMatch	ICD-10:G31.0	ordo.db
Neutral_Lipid_Storage_Myopathy	ordo	ORDO:98908	skos:broadMatch	ICD-10:E75.5	ordo.db
Neutrophil_Immunodeficiency_Syndrome	ordo	ORDO:183707	skos:broadMatch	ICD-10:D71	ordo.db
Nicolaides-Baraitser_Syndrome	ordo	ORDO:3051	skos:broadMatch	ICD-10:Q87.1	ordo.db
Niemann-Pick_Disease_Type_A	mondo	MONDO:0009756	oio:hasDbXref	ICD10CM:E75.240	mondo.db
Niemann-Pick_Disease_Type_A	mondo	MONDO:0009756	skos:exactMatch	ICD10CM:E75.240	mondo.db
Niemann-Pick_Disease_Type_A	ordo	ORDO:77292	skos:broadMatch	ICD-10:E75.2	ordo.db
Niemann-Pick_Disease_Type_B	mondo	MONDO:0011871	oio:hasDbXref	ICD10CM:E75.241	mondo.db
Niemann-Pick_Disease_Type_B	mondo	MONDO:0011871	skos:exactMatch	ICD10CM:E75.241	mondo.db
Niemann-Pick_Disease_Type_B	ordo	ORDO:77293	skos:broadMatch	ICD-10:E75.2	ordo.db
Niemann_Pick_Disease_Type_C	mondo	MONDO:0018982	oio:hasDbXref	ICD10CM:E75.242	mondo.db
Niemann_Pick_Disease_Type_C	mondo	MONDO:0018982	skos:exactMatch	ICD10CM:E75.242	mondo.db
Niemann_Pick_Disease_Type_C	ordo	ORDO:646	skos:broadMatch	ICD-10:E75.2	ordo.db
Nijmegen_Breakage_Syndrome-like_Disorder	ordo	ORDO:240760	skos:broadMatch	ICD-10:Q87.8	ordo.db
Nijmegen_breakage_syndrome	ordo	ORDO:647	skos:broadMatch	ICD-10:Q87.8	ordo.db
Non-Syndromic_X-Linked_Intellectual_Disability	ordo	ORDO:777	skos:narrowMatch	ICD-10:F70	ordo.db
Non-Syndromic_X-Linked_Intellectual_Disability	ordo	ORDO:777	skos:narrowMatch	ICD-10:F71	ordo.db
Non-Syndromic_X-Linked_Intellectual_Disability	ordo	ORDO:777	skos:narrowMatch	ICD-10:F72	ordo.db
Non-Syndromic_X-Linked_Intellectual_Disability	ordo	ORDO:777	skos:narrowMatch	ICD-10:F73	ordo.db
Nonketotic_Hyperglycinemia	ordo	ORDO:407	skos:broadMatch	ICD-10:E72.5	ordo.db
Noonan_Syndrome	dismech	dismech:Noonan_Syndrome	skos:narrowMatch	ICD10CM:Q87.1	ORPHA:648
Noonan_Syndrome	ordo	ORDO:648	skos:broadMatch	ICD-10:Q87.1	ordo.db
Noonan_Syndrome-like_Disorder_with_Loose_Anagen_Hair	ordo	ORDO:2701	skos:broadMatch	ICD-10:Q87.1	ordo.db
Noonan_Syndrome_with_Multiple_Lentigines	ordo	ORDO:500	skos:broadMatch	ICD-10:Q87.1	ordo.db
North_Carolina_Macular_Dystrophy	ordo	ORDO:75327	skos:broadMatch	ICD-10:H35.5	ordo.db
Northern_Epilepsy	mondo	MONDO:0012391	oio:hasDbXref	ICD10CM:G40.3	mondo.db
Northern_Epilepsy	mondo	MONDO:0012391	skos:broadMatch	ICD10CM:G40.3	mondo.db
Northern_Epilepsy	ordo	ORDO:1947	skos:broadMatch	ICD-10:E75.4	ordo.db
Northern_Epilepsy	ordo	ORDO:530298	skos:broadMatch	ICD-10:G31.8	ordo.db
ORAI1_Deficiency	ordo	ORDO:317428	skos:broadMatch	ICD-10:D81.8	ordo.db
OTUD6B-Related_Neurodevelopmental_Disorder	ordo	ORDO:505237	skos:broadMatch	ICD-10:Q87.8	ordo.db
Ochoa_Syndrome	ordo	ORDO:2704	skos:broadMatch	ICD-10:N31.8	ordo.db
Oculocerebrodental_Syndrome	ordo	ORDO:557003	skos:broadMatch	ICD-10:Q87.8	ordo.db
Oculocutaneous_Albinism	mondo	MONDO:0018910	oio:hasDbXref	ICD10CM:E70.32	mondo.db
Oculocutaneous_Albinism	mondo	MONDO:0018910	skos:exactMatch	ICD10CM:E70.32	mondo.db
Oculodentodigital_Dysplasia	ordo	ORDO:2710	skos:broadMatch	ICD-10:Q87.8	ordo.db
Oculofaciocardiodental_Syndrome	ordo	ORDO:2712	skos:broadMatch	ICD-10:Q87.8	ordo.db
Oculogastrointestinal-Neurodevelopmental_Syndrome	ordo	ORDO:611201	skos:broadMatch	ICD-10:Q87.8	ordo.db
Oculopharyngodistal_Myopathy	ordo	ORDO:98897	skos:broadMatch	ICD-10:G71.0	ordo.db
Odonto-Onycho-Dermal_Dysplasia	ordo	ORDO:2721	skos:broadMatch	ICD-10:Q82.4	ordo.db
Odontochondrodysplasia	ordo	ORDO:166272	skos:broadMatch	ICD-10:Q78.8	ordo.db
Ogden_syndrome	ordo	ORDO:276432	skos:broadMatch	ICD-10:E34.8	ordo.db
Omodysplasia	ordo	ORDO:2733	skos:broadMatch	ICD-10:Q78.8	ordo.db
Opitz_GBBB_Syndrome	ordo	ORDO:2745	skos:broadMatch	ICD-10:Q87.8	ordo.db
Opsismodysplasia	ordo	ORDO:2746	skos:broadMatch	ICD-10:Q78.8	ordo.db
Optic_Atrophy_3	ordo	ORDO:67036	skos:broadMatch	ICD-10:H47.2	ordo.db
Optic_Neuritis	mondo	MONDO:0005885	oio:hasDbXref	ICD10CM:H46	mondo.db
Optic_Neuritis	mondo	MONDO:0005885	skos:exactMatch	ICD10CM:H46	mondo.db
Ornithine_Carbamoyltransferase_Deficiency	ordo	ORDO:664	skos:broadMatch	ICD-10:E72.4	ordo.db
Orofaciodigital_Syndrome_Type_I	ordo	ORDO:2750	skos:broadMatch	ICD-10:Q87.0	ordo.db
Osteochondrosis	mondo	MONDO:0018381	oio:hasDbXref	ICD10CM:M42	mondo.db
Osteochondrosis	mondo	MONDO:0018381	skos:exactMatch	ICD10CM:M42	mondo.db
Osteogenesis_Imperfecta_Type_I	ordo	ORDO:216796	skos:broadMatch	ICD-10:Q78.0	ordo.db
Osteogenesis_Imperfecta_Type_II	ordo	ORDO:216804	skos:broadMatch	ICD-10:Q78.0	ordo.db
Osteogenesis_Imperfecta_Type_III	ordo	ORDO:216812	skos:broadMatch	ICD-10:Q78.0	ordo.db
Osteogenesis_Imperfecta_Type_IV	ordo	ORDO:216820	skos:broadMatch	ICD-10:Q78.0	ordo.db
Osteogenesis_Imperfecta_Type_V	ordo	ORDO:216828	skos:broadMatch	ICD-10:Q78.0	ordo.db
Osteoglophonic_Dysplasia	ordo	ORDO:2645	skos:broadMatch	ICD-10:Q87.1	ordo.db
Osteopetrosis	mondo	MONDO:0017198	oio:hasDbXref	ICD10CM:Q78.2	mondo.db
Osteopetrosis	mondo	MONDO:0017198	skos:exactMatch	ICD10CM:Q78.2	mondo.db
Osteopetrosis	ordo	ORDO:2781	skos:exactMatch	ICD-10:Q78.2	ordo.db
PAICS_Deficiency	ordo	ORDO:633099	skos:broadMatch	ICD-10:E79.8	ordo.db
PAX3_Waardenburg_Spectrum	ordo	ORDO:3440	skos:broadMatch	ICD-10:E70.3	ordo.db
PCDH19_Clustering_Epilepsy	ordo	ORDO:101039	skos:broadMatch	ICD-10:G40.8	ordo.db
PCWH_syndrome	ordo	ORDO:163746	skos:broadMatch	ICD-10:E75.2	ordo.db
PGM1-Congenital_Disorder_of_Glycosylation	ordo	ORDO:319646	skos:broadMatch	ICD-10:E77.8	ordo.db
PHARC_syndrome	ordo	ORDO:171848	skos:broadMatch	ICD-10:G60.1	ordo.db
PNPO_Deficiency	ordo	ORDO:79096	skos:broadMatch	ICD-10:G40.8	ordo.db
POLR-Related_Leukodystrophy	ordo	ORDO:289494	skos:broadMatch	ICD-10:G37.8	ordo.db
PRMT7-Related_Short_Stature-Brachydactyly_Syndrome	ordo	ORDO:464288	skos:broadMatch	ICD-10:Q87.8	ordo.db
PRR12-Related_Neuroocular_Syndrome	ordo	ORDO:659904	skos:broadMatch	ICD-10:Q87.8	ordo.db
PTEN_Hamartoma_Tumor_Syndrome	ordo	ORDO:306498	skos:broadMatch	ICD-10:Q85.8	ordo.db
PUS3-Related_Neurodevelopmental_Disorder	ordo	ORDO:488627	skos:broadMatch	ICD-10:Q87.8	ordo.db
Pachyonychia_Congenita	ordo	ORDO:2309	skos:broadMatch	ICD-10:Q84.5	ordo.db
Paget_Disease_of_Bone	mondo	MONDO:0005382	oio:hasDbXref	ICD10CM:M88	mondo.db
Paget_Disease_of_Bone	mondo	MONDO:0005382	skos:exactMatch	ICD10CM:M88	mondo.db
Pallister-Hall_Syndrome	ordo	ORDO:672	skos:broadMatch	ICD-10:Q87.8	ordo.db
Pancreatic_Agenesis	ordo	ORDO:2805	skos:broadMatch	ICD-10:Q45.0	ordo.db
Pancytopenia-Developmental_Delay_Syndrome	ordo	ORDO:401764	skos:broadMatch	ICD-10:D61.0	ordo.db
Pantothenate_Kinase-Associated_Neurodegeneration	mondo	MONDO:0009319	oio:hasDbXref	ICD10CM:G23.0	mondo.db
Pantothenate_Kinase-Associated_Neurodegeneration	mondo	MONDO:0009319	skos:exactMatch	ICD10CM:G23.0	mondo.db
Pantothenate_Kinase-Associated_Neurodegeneration	ordo	ORDO:157850	skos:exactMatch	ICD-10:G23.0	ordo.db
Paroxysmal_Extreme_Pain_Disorder	ordo	ORDO:46348	skos:broadMatch	ICD-10:G90.8	ordo.db
Paroxysmal_Familial_Ventricular_Fibrillation	ordo	ORDO:228140	skos:broadMatch	ICD-10:I49.0	ordo.db
Patent_Ductus_Arteriosus_3	dismech	dismech:Patent_Ductus_Arteriosus_3	skos:broadMatch	ICD10CM:Q25.0	UNSPECIFIED
Pearson_Syndrome	ordo	ORDO:699	skos:broadMatch	ICD-10:D64.0	ordo.db
Pelizaeus_Merzbacher_Disease	ordo	ORDO:702	skos:broadMatch	ICD-10:E75.2	ordo.db
Pendred_Syndrome	ordo	ORDO:705	skos:broadMatch	ICD-10:E07.1	ordo.db
Pentanucleotide_Repeat_Familial_Adult_Myoclonus_Epilepsy	ordo	ORDO:86814	skos:broadMatch	ICD-10:G40.3	ordo.db
Periodic_Fever_Immunodeficiency_and_Thrombocytopenia_Syndrome	ordo	ORDO:652522	skos:broadMatch	ICD-10:D84.8	ordo.db
Peroxisome_Biogenesis_Disorder_4B	ordo	ORDO:95433	skos:broadMatch	ICD-10:G11.1	ordo.db
Perrault_Syndrome	ordo	ORDO:2855	skos:broadMatch	ICD-10:Q87.8	ordo.db
Peters_Plus_Syndrome	ordo	ORDO:709	skos:broadMatch	ICD-10:Q13.8	ordo.db
Pfeiffer_Syndrome	ordo	ORDO:710	skos:broadMatch	ICD-10:Q87.0	ordo.db
Phelan-McDermid_Syndrome	ordo	ORDO:48652	skos:broadMatch	ICD-10:Q93.5	ordo.db
Photosensitive_Epilepsy	ordo	ORDO:166409	skos:broadMatch	ICD-10:G40.5	ordo.db
Pilarowski-Bjornsson_syndrome	ordo	ORDO:529965	skos:broadMatch	ICD-10:Q87.0	ordo.db
Pilocytic_Astrocytoma	ordo	ORDO:251612	skos:broadMatch	ICD-10:C71.9	ordo.db
Pitt-Hopkins_Syndrome	ordo	ORDO:2896	skos:broadMatch	ICD-10:Q87.0	ordo.db
Platelet-type_Bleeding_Disorder_18	ordo	ORDO:420566	skos:broadMatch	ICD-10:D69.1	ordo.db
Platelet-type_Bleeding_Disorder_19	ordo	ORDO:438207	skos:broadMatch	ICD-10:D69.1	ordo.db
Platelet-type_Bleeding_Disorder_20	ordo	ORDO:466806	skos:broadMatch	ICD-10:D69.4	ordo.db
Platelet-type_Bleeding_Disorder_8	ordo	ORDO:36355	skos:broadMatch	ICD-10:D69.1	ordo.db
Pleuropulmonary_Blastoma	ordo	ORDO:64742	skos:narrowMatch	ICD-10:C34.1	ordo.db
Pleuropulmonary_Blastoma	ordo	ORDO:64742	skos:narrowMatch	ICD-10:C34.2	ordo.db
Pleuropulmonary_Blastoma	ordo	ORDO:64742	skos:narrowMatch	ICD-10:C34.3	ordo.db
Pleuropulmonary_Blastoma	ordo	ORDO:64742	skos:narrowMatch	ICD-10:C34.8	ordo.db
Pleuropulmonary_Blastoma	ordo	ORDO:64742	skos:narrowMatch	ICD-10:C34.9	ordo.db
Pompe_Disease	mondo	MONDO:0009290	oio:hasDbXref	ICD10CM:E74.02	mondo.db
Pompe_Disease	mondo	MONDO:0009290	skos:exactMatch	ICD10CM:E74.02	mondo.db
Pompe_Disease	ordo	ORDO:365	skos:broadMatch	ICD-10:E74.0	ordo.db
Porphyria_due_to_ALA_Dehydratase_Deficiency	ordo	ORDO:100924	skos:broadMatch	ICD-10:E80.2	ordo.db
Posterior_Polymorphous_Corneal_Dystrophy	ordo	ORDO:98973	skos:broadMatch	ICD-10:H18.5	ordo.db
Prader-Willi_Syndrome	mondo	MONDO:0008300	oio:hasDbXref	ICD10CM:Q87.11	mondo.db
Prader-Willi_Syndrome	mondo	MONDO:0008300	skos:exactMatch	ICD10CM:Q87.11	mondo.db
Prader-Willi_Syndrome	ordo	ORDO:739	skos:broadMatch	ICD-10:Q87.1	ordo.db
Primary_Carnitine_Deficiency	mondo	MONDO:0008919	oio:hasDbXref	ICD10CM:E71.41	mondo.db
Primary_Carnitine_Deficiency	mondo	MONDO:0008919	skos:exactMatch	ICD10CM:E71.41	mondo.db
Primary_Carnitine_Deficiency	ordo	ORDO:158	skos:broadMatch	ICD-10:E71.3	ordo.db
Primary_Erythermalgia	ordo	ORDO:90026	skos:broadMatch	ICD-10:I73.8	ordo.db
Primary_Hypertrophic_Osteoarthropathy	ordo	ORDO:2796	skos:broadMatch	ICD-10:M89.4	ordo.db
Primary_Triglyceride_Deposit_Cardiomyovasculopathy	mondo	MONDO:0035423	oio:hasDbXref	ICD10CM:E75.5	mondo.db
Primary_Triglyceride_Deposit_Cardiomyovasculopathy	mondo	MONDO:0035423	skos:broadMatch	ICD10CM:E75.5	mondo.db
Primary_Triglyceride_Deposit_Cardiomyovasculopathy	ordo	ORDO:565612	skos:broadMatch	ICD-10:E75.5	ordo.db
Primrose_Syndrome	ordo	ORDO:3042	skos:broadMatch	ICD-10:Q87.8	ordo.db
Progressive_Familial_Heart_Block	ordo	ORDO:871	skos:broadMatch	ICD-10:I45.8	ordo.db
Progressive_Familial_Intrahepatic_Cholestasis	ordo	ORDO:172	skos:broadMatch	ICD-10:K76.8	ordo.db
Progressive_Myoclonic_Epilepsy_Type_8	ordo	ORDO:424027	skos:broadMatch	ICD-10:G40.3	ordo.db
Progressive_Pseudorheumatoid_Arthropathy_Of_Childhood	ordo	ORDO:1159	skos:broadMatch	ICD-10:Q77.7	ordo.db
Propionic_Acidemia	mondo	MONDO:0011628	oio:hasDbXref	ICD10CM:E71.121	mondo.db
Propionic_Acidemia	mondo	MONDO:0011628	skos:exactMatch	ICD10CM:E71.121	mondo.db
Propionic_Acidemia	ordo	ORDO:35	skos:broadMatch	ICD-10:E71.1	ordo.db
Proteasome_Associated_Autoinflammatory_Syndrome	ordo	ORDO:324977	skos:broadMatch	ICD-10:D89.8	ordo.db
Protein_S_Deficiency	ordo	ORDO:26349	skos:broadMatch	ICD-10:D68.8	ordo.db
Proteus_syndrome	ordo	ORDO:744	skos:broadMatch	ICD-10:Q87.3	ordo.db
Psoriasis_14_Pustular	ordo	ORDO:163931	skos:broadMatch	ICD-10:L40.2	ordo.db
Psoriasis_14_Pustular	ordo	ORDO:404546	skos:broadMatch	ICD-10:L40.1	ordo.db
Pulmonary_Alveolar_Microlithiasis	mondo	MONDO:0009928	oio:hasDbXref	ICD10CM:J84.02	mondo.db
Pulmonary_Alveolar_Microlithiasis	mondo	MONDO:0009928	skos:exactMatch	ICD10CM:J84.02	mondo.db
Pulmonary_Alveolar_Microlithiasis	ordo	ORDO:60025	skos:broadMatch	ICD-10:J84.0	ordo.db
Pycnodysostosis	ordo	ORDO:763	skos:broadMatch	ICD-10:Q78.8	ordo.db
Pyoderma_Gangrenosum	mondo	MONDO:0018824	oio:hasDbXref	ICD10CM:L88	mondo.db
Pyoderma_Gangrenosum	mondo	MONDO:0018824	skos:exactMatch	ICD10CM:L88	mondo.db
Pyoderma_Gangrenosum	ordo	ORDO:48104	skos:exactMatch	ICD-10:L88	ordo.db
Pyruvate_Carboxylase_Deficiency_Disease	ordo	ORDO:3008	skos:broadMatch	ICD-10:E74.4	ordo.db
Pyruvate_Dehydrogenase_Deficiency	ordo	ORDO:765	skos:broadMatch	ICD-10:E74.4	ordo.db
Pyruvate_Kinase_Deficiency	ordo	ORDO:766	skos:broadMatch	ICD-10:D55.2	ordo.db
RFT1-congenital_disorder_of_glycosylation	ordo	ORDO:244310	skos:broadMatch	ICD-10:E77.8	ordo.db
RHYNS_Syndrome	ordo	ORDO:140976	skos:broadMatch	ICD-10:Q87.8	ordo.db
RYR2_CPVT	ordo	ORDO:3286	skos:broadMatch	ICD-10:I47.2	ordo.db
Raine_Syndrome	ordo	ORDO:1832	skos:broadMatch	ICD-10:Q78.2	ordo.db
Rajab_Interstitial_Lung_Disease_With_Brain_Calcifications_1	ordo	ORDO:178506	skos:broadMatch	ICD-10:G93.8	ordo.db
Renal_Tubular_Acidosis_Distal_4_with_Hemolytic_Anemia	ordo	ORDO:93610	skos:broadMatch	ICD-10:N25.8	ordo.db
Renpenning_syndrome	ordo	ORDO:3242	skos:broadMatch	ICD-10:Q87.5	ordo.db
Retinal_Arterial_Tortuosity	ordo	ORDO:75326	skos:broadMatch	ICD-10:H35.0	ordo.db
Rett_Syndrome	dismech	dismech:Rett_Syndrome	skos:exactMatch	ICD10CM:F84.2	Orphanet
Rett_Syndrome	ordo	ORDO:778	skos:exactMatch	ICD-10:F84.2	ordo.db
Revesz_Syndrome	ordo	ORDO:3088	skos:broadMatch	ICD-10:Q82.8	ordo.db
Rh_Deficiency_Syndrome	ordo	ORDO:71275	skos:broadMatch	ICD-10:D58.8	ordo.db
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	mondo	MONDO:0015776	oio:hasDbXref	ICD10CM:E71.540	mondo.db
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	mondo	MONDO:0015776	skos:exactMatch	ICD10CM:E71.540	mondo.db
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	ordo	ORDO:177	skos:broadMatch	ICD-10:Q77.3	ordo.db
Rhizomelic_Chondrodysplasia_Punctata_Type_1	ordo	ORDO:309789	skos:broadMatch	ICD-10:Q77.3	ordo.db
Rhizomelic_Chondrodysplasia_Punctata_Type_5	ordo	ORDO:468717	skos:broadMatch	ICD-10:Q77.3	ordo.db
Ritscher-Schinzel_Syndrome	ordo	ORDO:7	skos:broadMatch	ICD-10:Q87.8	ordo.db
Rothmund-Thomson_Syndrome	ordo	ORDO:2909	skos:broadMatch	ICD-10:Q82.8	ordo.db
Rotor_Syndrome	ordo	ORDO:3111	skos:broadMatch	ICD-10:E80.6	ordo.db
Rubinstein-Taybi_Syndrome	ordo	ORDO:783	skos:broadMatch	ICD-10:Q87.2	ordo.db
SADDAN	ordo	ORDO:85165	skos:broadMatch	ICD-10:Q77.4	ordo.db
SCAD_Deficiency	mondo	MONDO:0008722	oio:hasDbXref	ICD10CM:E71.312	mondo.db
SCAD_Deficiency	mondo	MONDO:0008722	skos:exactMatch	ICD10CM:E71.312	mondo.db
SCAD_Deficiency	ordo	ORDO:26792	skos:broadMatch	ICD-10:E71.3	ordo.db
SHORT_Syndrome	ordo	ORDO:3163	skos:broadMatch	ICD-10:Q87.1	ordo.db
SLC25A12-Related_Developmental_and_Epileptic_Encephalopathy	ordo	ORDO:353217	skos:broadMatch	ICD-10:E88.8	ordo.db
SLC35A2-CDG	ordo	ORDO:356961	skos:broadMatch	ICD-10:E77.8	ordo.db
SLC6A1-Related_Disorder	ordo	ORDO:1942	skos:broadMatch	ICD-10:G40.4	ordo.db
SPOP-Related_Neurodevelopmental_Disorder	ordo	ORDO:662179	skos:broadMatch	ICD-10:Q87.0	ordo.db
SRD5A3-Congenital_Disorder_of_Glycosylation	ordo	ORDO:324737	skos:broadMatch	ICD-10:E77.8	ordo.db
STAT2_Deficiency	ordo	ORDO:431166	skos:broadMatch	ICD-10:D84.8	ordo.db
STING_Associated_Vasculopathy_with_Onset_in_Infancy	ordo	ORDO:425120	skos:broadMatch	ICD-10:M35.8	ordo.db
STK4_Deficiency	ordo	ORDO:314689	skos:broadMatch	ICD-10:D81.8	ordo.db
STRA6-related_syndromic_microphthalmia	ordo	ORDO:2470	skos:broadMatch	ICD-10:Q11.2	ordo.db
STXBP1_Encephalopathy	ordo	ORDO:599373	skos:broadMatch	ICD-10:G93.8	ordo.db
SYN1-Related_Disorder	ordo	ORDO:85294	skos:broadMatch	ICD-10:Q87.8	ordo.db
SYNGAP1-Related_Developmental_and_Epileptic_Encephalopathy	ordo	ORDO:544254	skos:broadMatch	ICD-10:G40.4	ordo.db
SYT1_Baker-Gordon_Syndrome	ordo	ORDO:522077	skos:broadMatch	ICD-10:F84.8	ordo.db
Saethre-Chotzen_Syndrome	ordo	ORDO:794	skos:broadMatch	ICD-10:Q87.0	ordo.db
