disorder	mondo_id	n_dismech	n_kg	n_overlap	kg_only	dismech_only
Ewing_Sarcoma	MONDO:0012817	3	6	0	HGNC:11101(SMARCA5);HGNC:3446(ERG);HGNC:3490(ETV1);HGNC:3493(ETV4);HGNC:3508(EWSR1);HGNC:3749(FLI1)	HGNC:11355(STAG2);HGNC:11998(TP53);HGNC:1787(CDKN2A)
Exstrophy-Epispadias_Complex	MONDO:0017919	2	2	1	HGNC:15979(TP63)	HGNC:3230(CELSR3)
FAS-related_Autoimmune_Lymphoproliferative_Syndrome	MONDO:1060194	1	0	0		HGNC:11920(FAS)
FASTKD5-Related_COX_Deficiency	MONDO:0980755	1	1	1		
FGFR1_Hypogonadotropic_Hypogonadism	MONDO:0007844	1	1	1		
FLNA_Intestinal_Pseudoobstruction	MONDO:0010232	1	1	1		
FOLR1-Related_Cerebral_Folate_Transport_Deficiency	MONDO:0013110	1	1	1		
FOXE3_Anterior_Segment_Dysgenesis	MONDO:0019503	1	10	1	HGNC:13907(ATOH7);HGNC:14966(PXDN);HGNC:23228(CPAMD8);HGNC:2597(CYP1B1);HGNC:3800(FOXC1);HGNC:6180(ITPR1);HGNC:8620(PAX6);HGNC:9005(PITX2);HGNC:9006(PITX3)	
FOXG1_Disorder	MONDO:0100040	1	1	1		
Fabry_Disease	MONDO:0010526	1	1	1		
Facioscapulohumeral_Muscular_Dystrophy	MONDO:0001347	2	6	2	HGNC:2979(DNMT3B);HGNC:30299(LRIF1);HGNC:3082(DUX4L1);HGNC:3954(FRG1)	
Fallopian_Tube_Cancer	MONDO:0002158	3	0	0		HGNC:1100(BRCA1);HGNC:1101(BRCA2);HGNC:11998(TP53)
Familial_Atrial_Fibrillation	MONDO:0018054	6	25	6	HGNC:10586(SCN1B);HGNC:10589(SCN2B);HGNC:10592(SCN4B);HGNC:12403(TTN);HGNC:15802(GATA5);HGNC:20665(SCN3B);HGNC:2488(NKX2-5);HGNC:32940(NKX2-6);HGNC:4173(GATA4);HGNC:4174(GATA6);HGNC:60(ABCC9);HGNC:6224(KCNA5);HGNC:6240(KCNE1);HGNC:6264(KCNJ3);HGNC:6266(KCNJ5);HGNC:7585(MYL4);HGNC:777(ZFHX3);HGNC:8063(NUP155);HGNC:9005(PITX2)	
Familial_Chylomicronemia_Syndrome	MONDO:0018637	5	4	4		HGNC:17288(APOA5)
Familial_Cold_Autoinflammatory_Syndrome	MONDO:0018768	4	4	3	HGNC:16412(NLRC4)	HGNC:14374(NLRP1)
Familial_Congenital_Mirror_Movements	MONDO:0016558	5	4	4		HGNC:15607(ARHGEF7)
Familial_Exudative_Vitreoretinopathy	MONDO:0019516	7	8	6	HGNC:2961(DYNC1H1);HGNC:6698(LRP6)	HGNC:6388(KIF11)
Familial_Focal_Epilepsy_With_Variable_Foci	MONDO:0020310	3	4	3	HGNC:10590(SCN3A)	
Familial_Hyperaldosteronism	MONDO:0016525	5	6	5	HGNC:1391(CACNA1D)	
Familial_Hyperaldosteronism_Type_I	MONDO:0007080	2	2	2		
Familial_Hypercholesterolemia	MONDO:0005439	5	11	4	HGNC:13886(ABCG5);HGNC:13887(ABCG8);HGNC:16973(PPP1R17);HGNC:2651(CYP7A1);HGNC:3402(EPHX2);HGNC:4263(GHR);HGNC:601(APOA2)	HGNC:613(APOE)
Familial_Isolated_Vitamin_E_Deficiency	MONDO:0010188	1	1	1		
Familial_Partial_Lipodystrophy	MONDO:0020088	9	9	7	HGNC:17825(PLAAT3);HGNC:7883(NOTCH3)	HGNC:1527(CAV1);HGNC:16877(MFN2)
Familial_Renal_Glucosuria	MONDO:0009297	2	1	1		HGNC:16887(PDZK1IP1)
Familial_Sick_Sinus_Syndrome	MONDO:0012061	6	4	3	HGNC:4398(GNB2)	HGNC:493(ANK2);HGNC:6446(KRT8);HGNC:6636(LMNA)
Familial_Sleep_Related_Hypermotor_Epilepsy	MONDO:0000030	6	7	6	HGNC:2355(CRH)	
Familial_Thoracic_Aortic_Aneurysm_and_Aortic_Dissection	MONDO:0019625	14	20	13	HGNC:11769(TGFB3);HGNC:3219(EFEMP2);HGNC:3327(ELN);HGNC:3808(FOXE3);HGNC:4881(HEY2);HGNC:6768(SMAD2);HGNC:6770(SMAD4)	HGNC:2201(COL3A1)
Fanconi-Bickel_Syndrome	MONDO:0009216	1	1	1		
Fanconi_Anemia	MONDO:0019391	21	23	21	HGNC:23168(FANCM);HGNC:26171(FAAP100)	
Fanconi_Renotubular_Syndrome	MONDO:0001083	5	5	5		
Farber_Disease	MONDO:0009218	1	1	1		
Febrile_Infection-Related_Epilepsy_Syndrome	MONDO:0015584	1	0	0		HGNC:6000(IL1RN)
Feingold_Syndrome	MONDO:0015267	2	2	2		
Ferguson-Bonni_Neurodevelopmental_Syndrome	MONDO:0859220	1	1	1		
Fibrochondrogenesis	MONDO:0016068	2	2	2		
Fibrosarcoma	MONDO:0005164	3	4	2	HGNC:2197(COL1A1);HGNC:8800(PDGFB)	HGNC:8031(NTRK1)
Fibrous_Dysplasia	MONDO:0000845	1	1	1		
Floating-Harbor_syndrome	MONDO:0007621	1	1	1		
Focal_Dermal_Hypoplasia	MONDO:0010592	1	1	1		
Focal_Segmental_Glomerulosclerosis	MONDO:0100313	6	7	3	HGNC:14082(ANLN);HGNC:18688(CRB2);HGNC:7599(MYO1E);HGNC:8616(PAX2)	HGNC:13394(NPHS2);HGNC:30672(SYNPO);HGNC:3595(FAT1)
Follicular_Lymphoma	MONDO:0018906	4	4	1	HGNC:1001(BCL6);HGNC:4948(HLA-DRB1);HGNC:5477(IGH)	HGNC:2348(CREBBP);HGNC:3527(EZH2);HGNC:7133(KMT2D)
Fontaine_Progeroid_Syndrome	MONDO:0012853	1	1	1		
Fragile_X-Associated_Tremor_Ataxia_Syndrome	MONDO:0010382	1	1	1		
Fragile_X_Syndrome	MONDO:0010383	1	1	1		
Free_Sialic_Acid_Storage_Disease	MONDO:0019366	1	2	1	HGNC:23657(GNE)	
Friedreich_Ataxia	MONDO:0100339	1	1	1		
Frontonasal_Dysplasia	MONDO:0016643	3	5	3	HGNC:10888(SIX2);HGNC:29316(ZSWIM6)	
Fuchs_Endothelial_Corneal_Dystrophy	MONDO:0005321	5	5	5		
Fucosidosis	MONDO:0009254	1	1	1		
G6PC3_Deficiency	MONDO:0023124	1	0	0		HGNC:24861(G6PC3)
GABRG2-Related_Epilepsy	MONDO:0032725	1	1	1		
GJB2-GJB6_Digenic_Nonsyndromic_Hearing_Loss	MONDO:0009076	2	3	2	HGNC:4285(GJB3)	
GLUT1_Deficiency_Syndrome	MONDO:0011724	1	1	1		
GM1_Gangliosidosis_Type_1	MONDO:0009260	1	1	1		
GM1_Gangliosidosis_Type_2	MONDO:0009261	1	1	1		
GM1_Gangliosidosis_Type_3	MONDO:0009262	1	1	1		
GM3_Synthase_Deficiency	MONDO:0018274	1	1	1		
GNAO1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014199	1	1	1		
GNPTG-Mucolipidosis	MONDO:0009652	1	1	1		
GRIN1-Related_Neurodevelopmental_Disorder	MONDO:1060123	1	1	1		
GRIN2B-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014505	1	1	1		
GUCY2D-Related_Retinopathy	MONDO:0100453	1	1	1		
Galactosemia	MONDO:0018116	3	4	3	HGNC:24063(GALM)	
Galactosialidosis	MONDO:0009737	1	1	1		
Gallbladder_Cancer	MONDO:0005411	11	0	0		HGNC:11110(ARID1A);HGNC:11998(TP53);HGNC:1787(CDKN2A);HGNC:2514(CTNNB1);HGNC:3430(ERBB2);HGNC:3431(ERBB3);HGNC:6407(KRAS);HGNC:6770(SMAD4);HGNC:8975(PIK3CA);HGNC:903(AXIN1);HGNC:9884(RB1)
Galloway-Mowat_Syndrome	MONDO:0009627	11	10	10		HGNC:13999(PRDM15)
Gaucher_Disease	MONDO:0018150	1	2	1	HGNC:1665(SCARB2)	
Gaucher_Disease_Due_To_Saposin_C_Deficiency	MONDO:0012517	1	1	1		
Geleophysic_Dysplasia	MONDO:0000127	3	3	3		
Generalized_Epilepsy_with_Febrile_Seizures_Plus	MONDO:0018214	6	13	6	HGNC:10588(SCN2A);HGNC:11018(SLC32A1);HGNC:17245(CPA6);HGNC:17416(ADGRV1);HGNC:30500(PRRT2);HGNC:3670(FGF13);HGNC:4845(HCN1)	
Genital_Lichen_Sclerosus	MONDO:0007899	2	0	0		HGNC:4944(HLA-DQB1);HGNC:4948(HLA-DRB1)
Genitopatellar_Syndrome	MONDO:0011640	1	1	1		
Gerstmann-Straussler-Scheinker_Syndrome	MONDO:0007656	1	1	1		
Gestational_Trophoblastic_Neoplasm	MONDO:0018944	1	2	0	HGNC:22947(NLRP7);HGNC:33699(KHDC3L)	HGNC:20193(HFM1)
Gilberts_Syndrome	MONDO:0007745	1	1	1		
Gitelman_Syndrome	MONDO:0009904	2	2	2		
Glioma	MONDO:0021042	6	30	3	HGNC:10261(ROS1);HGNC:1097(BRAF);HGNC:11103(SMARCB1);HGNC:11522(TACC1);HGNC:11524(TACC3);HGNC:11998(TP53);HGNC:17284(POT1);HGNC:19744(SRGAP3);HGNC:20233(COQ6);HGNC:21100(QKI);HGNC:22219(KIAA1549);HGNC:23664(SH3PXD2A);HGNC:28449(ZFTA);HGNC:33280(SEPTIN14);HGNC:3688(FGFR1);HGNC:3690(FGFR3);HGNC:6407(KRAS);HGNC:6742(LZTR1);HGNC:7059(MGMT);HGNC:7545(MYB);HGNC:7773(NF2);HGNC:7797(NFKBIA);HGNC:8032(NTRK2);HGNC:9236(PPARG);HGNC:9476(HTRA1);HGNC:9829(RAF1);HGNC:9955(RELA)	HGNC:11730(TERT);HGNC:1787(CDKN2A);HGNC:1788(CDKN2B)
Glucose-6-Phosphate_Dehydrogenase_G6PD_Deficiency	MONDO:0005775	1	1	1		
Glucose-Galactose_Malabsorption	MONDO:0011731	1	1	1		
Glutaryl-CoA_Dehydrogenase_Deficiency	MONDO:0009281	1	1	1		
Glutathione_Synthetase_Deficiency	MONDO:0017909	1	1	1		
Glycogen_Storage_Disease_Type_I	MONDO:0002413	2	2	2		
Glycogen_Storage_Disease_Type_IV	MONDO:0009292	1	1	1		
Glycogen_Storage_Disease_Type_VII	MONDO:0009295	1	1	1		
Glycogen_Storage_Disease_XV	MONDO:0013291	1	1	1		
Glycoprotein_Storage_Disease	MONDO:0009296	2	0	0		HGNC:318(AGA);HGNC:4006(FUCA1)
Gorlin_Syndrome	MONDO:0007187	3	3	3		
Gout	MONDO:0005393	3	0	0		HGNC:13446(SLC2A9);HGNC:17989(SLC22A12);HGNC:74(ABCG2)
Growth_Hormone_Insensitivity_Syndrome	MONDO:0015892	6	5	5		HGNC:11366(STAT5A)
Guanidinoacetate_Methyltransferase_Deficiency	MONDO:0012999	1	1	1		
HCN1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014377	1	1	1		
HFM1-related_gametogenic_failure	MONDO:0014322	1	1	1		
HSD10_Mitochondrial_Disease	MONDO:0010327	1	1	1		
Hairy_Cell_Leukemia	MONDO:0018935	3	2	1	HGNC:5650(IGHV4-34)	HGNC:1785(CDKN1B);HGNC:6347(KLF2)
Hand-Foot-Genital_Syndrome	MONDO:0007698	1	1	1		
Hao-Fountain_syndrome	MONDO:0014805	1	1	1		
Hartnup_Disease	MONDO:0009324	2	2	2		
Hartsfield_Syndrome	MONDO:0014196	1	1	1		
Heart_Defect_Tongue_Hamartoma_Polysyndactyly_Syndrome	MONDO:0009008	1	1	1		
Hemochromatosis	MONDO:0006507	5	7	4	HGNC:1069(BMP2);HGNC:10909(SLC40A1);HGNC:3976(FTH1)	HGNC:1073(BMP6)
Hemophagocytic_Lymphohistiocytosis	MONDO:0015541	8	9	6	HGNC:29434(RC3H1);HGNC:566(AP3B1);HGNC:8549(BLOC1S6)	HGNC:10820(SH2D1A);HGNC:592(XIAP)
Hemophilia_A	MONDO:0010602	1	1	1		
Hemophilia_B	MONDO:0010604	1	1	1		
Hepatic_Fibrinogen_Storage_Disease	MONDO:0018060	1	3	1	HGNC:3661(FGA);HGNC:3662(FGB)	
Hepatic_Veno-occlusive_Disease-Immunodeficiency_Syndrome	MONDO:0009338	1	1	1		
Hereditary_Angioedema	MONDO:0019623	7	7	7		
Hereditary_Arterial_and_Articular_Multiple_Calcification_Syndrome	MONDO:0008895	1	1	1		
Hereditary_Diffuse_Leukoencephalopathy_with_Spheroids	MONDO:0800027	1	2	1	HGNC:21022(AARS2)	
Hereditary_Elliptocytosis	MONDO:0017319	4	5	4	HGNC:11027(SLC4A1)	
Hereditary_Fructose_Intolerance	MONDO:0009249	1	1	1		
Hereditary_Gingival_Fibromatosis	MONDO:0016070	6	3	3		HGNC:26498(ZNF513);HGNC:6294(KCNQ1);HGNC:6321(KIF3C)
Hereditary_Hemorrhagic_Telangiectasia	MONDO:0019180	4	4	4		
Hereditary_Hyperekplexia	MONDO:0021022	5	6	5	HGNC:14561(ARHGEF9)	
Hereditary_Intrinsic_Factor_Deficiency	MONDO:0009852	1	1	1		
Hereditary_Methemoglobinemia	MONDO:0018963	1	5	1	HGNC:2570(CYB5A);HGNC:4823(HBA1);HGNC:4824(HBA2);HGNC:4827(HBB)	
Hereditary_Neuropathy_with_Liability_to_Pressure_Palsies	MONDO:0008087	1	1	1		
Hereditary_Orotic_Aciduria	MONDO:0009797	1	1	1		
Hereditary_Pulmonary_Alveolar_Proteinosis	MONDO:0012580	2	6	2	HGNC:10801(SFTPB);HGNC:10802(SFTPC);HGNC:33(ABCA3);HGNC:6898(MARS1)	
Hereditary_Spastic_Paraplegia	MONDO:0019064	4	88	4	HGNC:10468(RTN2);HGNC:11273(SPTAN1);HGNC:11758(TFG);HGNC:12461(UBAP1);HGNC:12513(UCHL1);HGNC:12631(USP8);HGNC:12666(VCP);HGNC:1356(ERLIN2);HGNC:13921(ABHD16A);HGNC:1476(CAPN1);HGNC:15832(BSCL2);HGNC:1618(CCT5);HGNC:16268(PNPLA6);HGNC:16287(NFU1);HGNC:16877(MFN2);HGNC:16947(ERLIN1);HGNC:17043(NIPA1);HGNC:17168(RAB3GAP2);HGNC:17277(ZFR);HGNC:17494(GJC2);HGNC:17975(REEP2);HGNC:18062(GPT2);HGNC:18416(FICD);HGNC:18514(SPART);HGNC:18540(CPT1C);HGNC:18873(IFIH1);HGNC:18986(GBA2);HGNC:19714(DDHD1);HGNC:19957(TECPR2);HGNC:20361(SPTSSA);HGNC:20373(SPG21);HGNC:20582(CYP2U1);HGNC:20716(KLC2);HGNC:20761(ZFYVE26);HGNC:21033(HACE1);HGNC:21062(FARS2);HGNC:21197(FA2H);HGNC:22197(AP5Z1);HGNC:225(ADAR);HGNC:23787(TMEM63C);HGNC:24928(VPS37A);HGNC:25358(RNF170);HGNC:25443(C19orf12);HGNC:25671(RNASEH2B);HGNC:25712(PGAP1);HGNC:25786(REEP1);HGNC:2652(CYP7B1);HGNC:26576(KY);HGNC:26784(MTRFR);HGNC:27302(IBA57);HGNC:28242(HPDL);HGNC:28984(WASHC5);HGNC:29043(DSTYK);HGNC:29106(DDHD2);HGNC:29361(SELENOI);HGNC:29508(KIDINS220);HGNC:30213(ATP13A2);HGNC:30914(WDR48);HGNC:32521(ARSI);HGNC:3363(ENTPD1);HGNC:3760(FLRT1);HGNC:4117(B4GALNT1);HGNC:463(AMFR);HGNC:469(AMPD2);HGNC:5261(HSPD1);HGNC:572(AP4B1);HGNC:573(AP4E1);HGNC:574(AP4M1);HGNC:575(AP4S1);HGNC:6317(KIF1C);HGNC:6323(KIF5A);HGNC:6396(KPNA3);HGNC:6470(L1CAM);HGNC:6783(MAG);HGNC:6898(MARS1);HGNC:697(ARL6IP1);HGNC:7414(MT-ATP6);HGNC:8022(NT5C2);HGNC:8756(PCYT2);HGNC:888(KIF1A);HGNC:8983(PI4KA);HGNC:9086(PLP1);HGNC:95(SLC33A1);HGNC:9722(ALDH18A1)	
Hereditary_Spastic_Paraplegia_48	MONDO:0013342	1	1	1		
Hereditary_Spherocytosis	MONDO:0019350	5	5	5		
Heritable_Pulmonary_Arterial_Hypertension	MONDO:0017148	12	12	11	HGNC:1481(CAPNS1)	HGNC:6307(KDR)
Hermansky_Pudlak_Syndrome	MONDO:0019312	11	11	11		
Holocarboxylase_Synthetase_Deficiency	MONDO:0009666	1	1	1		
Homocystinuria	MONDO:0004737	2	11	2	HGNC:23038(LMBRD1);HGNC:23194(THAP11);HGNC:24525(MMACHC);HGNC:25221(MMADHC);HGNC:4839(HCFC1);HGNC:68(ABCD4);HGNC:7468(MTR);HGNC:7473(MTRR);HGNC:9352(PRDX1)	
Houge-Janssens_Syndrome	MONDO:0957553	4	4	4		
Humeroradial_Synostosis	MONDO:0007737	9	0	0		HGNC:12786(WNT7A);HGNC:20581(CYP26B1);HGNC:27230(ESCO2);HGNC:3687(FGF9);HGNC:3689(FGFR2);HGNC:4220(GDF5);HGNC:4221(GDF6);HGNC:7866(NOG);HGNC:9208(POR)
Hunter_syndrome	MONDO:0010674	1	1	1		
Huntington_Disease-like_2	MONDO:0011671	1	1	1		
Huntington_Disease	MONDO:0007739	4	2	2		HGNC:29170(FAN1);HGNC:7326(MSH3)
Huppke-Brendel_syndrome	MONDO:0013772	1	1	1		
Hurler_syndrome	MONDO:0011758	1	1	1		
Hydatidiform_Mole	MONDO:0006248	2	4	2	HGNC:26197(TOP6BL);HGNC:28613(MEI1)	
Hydrolethalus_Syndrome_2	MONDO:0013585	1	1	1		
Hypereosinophilic_Syndrome	MONDO:0015691	1	5	1	HGNC:19124(FIP1L1);HGNC:3495(ETV6);HGNC:3688(FGFR1);HGNC:8804(PDGFRB)	
Hyperlipidemia	MONDO:0021187	6	20	6	HGNC:13886(ABCG5);HGNC:13887(ABCG8);HGNC:1664(SCARB1);HGNC:16973(PPP1R17);HGNC:17288(APOA5);HGNC:18640(LDLRAP1);HGNC:1869(CETP);HGNC:24945(GPIHBP1);HGNC:2651(CYP7A1);HGNC:3402(EPHX2);HGNC:4263(GHR);HGNC:601(APOA2);HGNC:609(APOC2);HGNC:6619(LIPC)	
Hyperornithinemia_Hyperammonemia_Homocitrullinuria_Syndrome	MONDO:0009393	1	1	1		
Hypertrophic_Cardiomyopathy	MONDO:0005045	19	79	11	HGNC:10023(RIT1);HGNC:10447(RRAS);HGNC:1097(BRAF);HGNC:10989(SLC25A3);HGNC:11187(SOS1);HGNC:11188(SOS2);HGNC:11204(SOX9);HGNC:11311(SRY);HGNC:11610(TCAP);HGNC:11949(TNNT2);HGNC:12665(VCL);HGNC:12796(WT1);HGNC:1330(MYOZ2);HGNC:1529(CAV3);HGNC:1541(CBL);HGNC:15454(SHOC2);HGNC:1552(CBX2);HGNC:15710(LDB3);HGNC:16007(TRIM63);HGNC:16243(MYLK2);HGNC:16700(ZFPM2);HGNC:17210(DHX37);HGNC:17271(RRAS2);HGNC:17574(ALPK3);HGNC:17722(SPRED2);HGNC:1786(CDKN1C);HGNC:19012(CORIN);HGNC:20249(SPRED1);HGNC:23246(MYPN);HGNC:24671(FLAD1);HGNC:25430(LRRC56);HGNC:26178(FHOD3);HGNC:2865(DHH);HGNC:2933(DMPK);HGNC:2934(DMRT1);HGNC:29683(SLC25A32);HGNC:3481(ETFA);HGNC:3482(ETFB);HGNC:3483(ETFDH);HGNC:3756(FLNC);HGNC:385(AKR1C2);HGNC:387(AKR1C4);HGNC:4713(H19);HGNC:4801(HADHA);HGNC:5173(HRAS);HGNC:5466(IGF2);HGNC:6295(KCNQ1OT1);HGNC:6407(KRAS);HGNC:6742(LZTR1);HGNC:6840(MAP2K1);HGNC:6842(MAP2K2);HGNC:6848(MAP3K1);HGNC:6871(MAPK1);HGNC:7227(MRAS);HGNC:7551(MYBPC3);HGNC:7576(MYH6);HGNC:7577(MYH7);HGNC:7605(MYO6);HGNC:7960(NR0B1);HGNC:7983(NR5A1);HGNC:7989(NRAS);HGNC:9080(PLN);HGNC:92(ACADVL);HGNC:9282(PPP1CB);HGNC:9386(PRKAG2);HGNC:9644(PTPN11);HGNC:9829(RAF1);HGNC:9872(RASA2)	HGNC:10436(RPS6KB1);HGNC:10484(RYR2);HGNC:11810(KLF10);HGNC:11875(TMPO);HGNC:15719(OBSCN);HGNC:20767(PDLIM3);HGNC:27424(RBM20);HGNC:7488(MT-TI)
Hypochondrogenesis	MONDO:0019669	1	1	1		
Hypochondroplasia	MONDO:0007793	1	1	1		
Hypokalemic_Periodic_Paralysis	MONDO:0008223	2	3	2	HGNC:6243(KCNE3)	
Hypomyelinating_Leukodystrophy_7	MONDO:0011897	1	1	1		
Hypophosphatasia	MONDO:0018570	1	1	1		
Hypoplasminogenemia	MONDO:0009009	1	1	1		
Hypothalamic_Hamartoma_with_Gelastic_Seizures	MONDO:0019484	2	0	0		HGNC:4319(GLI3);HGNC:9380(PRKACA)
Hypotonia-Cystinuria_Syndrome	MONDO:0011669	2	3	2	HGNC:26276(CAMKMT)	
Hypotrichosis_with_Juvenile_Macular_Dystrophy	MONDO:0011107	1	1	1		
IFT140-related_Recessive_Ciliopathy	MONDO:0100509	1	2	1	HGNC:30391(IFT172)	
IGF1_Deficiency	MONDO:0012110	1	1	1		
IKBKG_Ectodermal_Dysplasia_with_Immunodeficiency	MONDO:0100162	1	1	1		
IPEX_Syndrome	MONDO:0010580	1	1	1		
IRX5-related_Craniofacial_Dysostosis_with_Osteopenia_Intellectual_Disability_and_Dental_Anomalies	MONDO:0012634	1	1	1		
Idiopathic_Pulmonary_Fibrosis	MONDO:0800504	4	14	4	HGNC:10798(SFTPA1);HGNC:10799(SFTPA2);HGNC:10802(SFTPC);HGNC:13552(ATP11A);HGNC:18648(DPP9);HGNC:19367(FAM13A);HGNC:26200(STN1);HGNC:3052(DSP);HGNC:33(ABCA3);HGNC:8609(PARN)	
IgA_Nephropathy	MONDO:0005342	3	0	0		HGNC:24337(C1GALT1);HGNC:4883(CFH);HGNC:4944(HLA-DQB1)
Immunodeficiency_131	MONDO:0976229	1	1	1		
Immunodeficiency_Centromeric_Instability_Facial_Anomalies_Syndrome	MONDO:0000133	5	5	5		
Inborn_Disorder_of_Bile_Acid_Synthesis	MONDO:0019218	6	6	2	HGNC:10905(SLC10A1);HGNC:11828(TJP2);HGNC:2651(CYP7A1);HGNC:3401(EPHX1)	HGNC:18324(HSD3B7);HGNC:2652(CYP7B1);HGNC:388(AKR1D1);HGNC:451(AMACR)
Inborn_Disorder_of_Cobalamin_Metabolism_and_Transport	MONDO:0019220	1	16	1	HGNC:11653(TCN2);HGNC:14604(AMN);HGNC:16692(CD320);HGNC:18871(MMAA);HGNC:19331(MMAB);HGNC:23038(LMBRD1);HGNC:23194(THAP11);HGNC:25221(MMADHC);HGNC:2548(CUBN);HGNC:4268(CBLIF);HGNC:4839(HCFC1);HGNC:68(ABCD4);HGNC:7468(MTR);HGNC:7473(MTRR);HGNC:9352(PRDX1)	
Inborn_Disorder_of_Methionine_Cycle_and_Sulfur_Amino_Acid_Metabolism	MONDO:0019222	4	22	4	HGNC:10719(SELENBP1);HGNC:11460(SUOX);HGNC:15465(GPHN);HGNC:15765(MOCS3);HGNC:23038(LMBRD1);HGNC:23194(THAP11);HGNC:2501(CTH);HGNC:25221(MMADHC);HGNC:257(ADK);HGNC:343(AHCY);HGNC:4415(GNMT);HGNC:4839(HCFC1);HGNC:68(ABCD4);HGNC:7190(MOCS1);HGNC:7193(MOCS2);HGNC:7468(MTR);HGNC:7473(MTRR);HGNC:9352(PRDX1)	
Inclusion_Body_Myopathy_with_Paget_Disease_of_Bone_and_Frontotemporal_Dementia	MONDO:0000507	3	4	3	HGNC:535(ANXA11)	
Incontinentia_Pigmenti	MONDO:0010631	1	1	1		
Infantile_Hypercalcemia	MONDO:0000212	2	2	2		
Infantile_Myofibromatosis	MONDO:0009227	1	1	1		
Infantile_Parkinsonism-Dystonia	MONDO:0013150	1	3	1	HGNC:10935(SLC18A2);HGNC:12730(WARS2)	
Inflammatory_Myofibroblastic_Tumor	MONDO:0015798	5	6	1	HGNC:12012(TPM3);HGNC:12013(TPM4);HGNC:1493(CARS1);HGNC:2092(CLTC);HGNC:9848(RANBP2)	HGNC:10261(ROS1);HGNC:8033(NTRK3);HGNC:8804(PDGFRB);HGNC:9967(RET)
Inherited_Aplastic_Anemia	MONDO:0001713	9	55	4	HGNC:10301(RPL11);HGNC:10306(RPL15);HGNC:10307(RPL17);HGNC:10310(RPL18);HGNC:10327(RPL26);HGNC:10328(RPL27);HGNC:10334(RPL31);HGNC:10344(RPL35);HGNC:10345(RPL35A);HGNC:10360(RPL5);HGNC:10368(RPL8);HGNC:10369(RPL9);HGNC:10383(RPS10);HGNC:10389(RPS15A);HGNC:10397(RPS17);HGNC:10405(RPS20);HGNC:10411(RPS24);HGNC:10414(RPS26);HGNC:10416(RPS27);HGNC:10418(RPS28);HGNC:10419(RPS29);HGNC:10440(RPS7);HGNC:1100(BRCA1);HGNC:1101(BRCA2);HGNC:11303(SRP72);HGNC:11795(THPO);HGNC:12829(XRCC2);HGNC:1839(ADA2);HGNC:20473(BRIP1);HGNC:20748(FANCL);HGNC:23168(FANCM);HGNC:23845(SLX4);HGNC:25009(UBE2T);HGNC:25070(ACD);HGNC:25455(TSR2);HGNC:25539(RFWD3);HGNC:25568(FANCI);HGNC:26087(HEATR3);HGNC:26144(PALB2);HGNC:26171(FAAP100);HGNC:26922(ERCC6L2);HGNC:3436(ERCC4);HGNC:3583(FANCB);HGNC:3585(FANCD2);HGNC:3586(FANCE);HGNC:3587(FANCF);HGNC:3588(FANCG);HGNC:4170(GATA1);HGNC:6764(MAD2L2);HGNC:9817(RAD51);HGNC:9820(RAD51C)	HGNC:11727(TERC);HGNC:11730(TERT);HGNC:11824(TINF2);HGNC:19440(SBDS);HGNC:2890(DKC1)
Inherited_Ichthyosis	MONDO:0015947	5	29	5	HGNC:11289(SREBF1);HGNC:11344(ST14);HGNC:11459(SULT2B1);HGNC:11781(TGM5);HGNC:13743(ALOXE3);HGNC:1502(CASP14);HGNC:15455(MBTPS2);HGNC:15464(SPINK5);HGNC:15993(CHST8);HGNC:1802(CDSN);HGNC:2032(CLDN1);HGNC:21246(PNPLA1);HGNC:23452(LIPN);HGNC:23752(CERS3);HGNC:2481(CSTA);HGNC:26820(CYP4F22);HGNC:28018(NIPAL4);HGNC:29958(SDR9C7);HGNC:33276(FLG2);HGNC:6359(KLK11);HGNC:6412(KRT1);HGNC:6413(KRT10);HGNC:6439(KRT2);HGNC:8952(SERPINB8)	
Inherited_Porphyria	MONDO:0019142	8	11	7	HGNC:2088(CLPX);HGNC:397(ALAS2);HGNC:4170(GATA1);HGNC:4886(HFE)	HGNC:396(ALAS1)
