drug_id	drug_label	indication	disorder	mondo	status
NCIT:C642	Methotrexate	Graft versus host disease-prophylaxis; Head/neck cancer; Hydatidiform mole; Leukemia; meningeal; Lymphomas; Acute Lymphoblastic Leukemia; Burkitt's; Lung cancer; Mycosis fungoides; Osteosarcoma; Psoriasis; Rheumatoid arthritis; Wegener's granulomatosis	Rheumatoid Arthritis	MONDO:0008383	MISSING_TREATMENT
NCIT:C64260	Asparaginase Erwinia chrysanthemi	Acute lymphocytic leukemia; Acute non-lymphocytic leukemia	-	-	NO_DISORDER
NCIT:C643	Methoxsalen	Cutaneous T-cell lymphoma; psoriasis; vitiligo	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C643	Methoxsalen	Cutaneous T-cell lymphoma; psoriasis; vitiligo	Psoriasis	MONDO:0005083	MISSING_TREATMENT
NCIT:C643	Methoxsalen	Cutaneous T-cell lymphoma; psoriasis; vitiligo	Vitiligo	MONDO:0008661	MISSING_TREATMENT
NCIT:C644	Methylene Blue	Cyanide poisoning, antidote; Diagnostic, indicator dye; Genitourinary antiseptic; Glutaricaciduria; Methemoglobinemia; Oxalate and phosphate urinary tract calculi, management	-	-	NO_DISORDER
NCIT:C64539	Yttrium Y 90 Resin Microspheres	Hepatocellular carcinoma	Aflatoxin-Related Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C64539	Yttrium Y 90 Resin Microspheres	Hepatocellular carcinoma	Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C64539	Yttrium Y 90 Resin Microspheres	Hepatocellular carcinoma	Metastatic Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C646	Methylphenidate Hydrochloride	ADHD; narcolepsy	Narcolepsy	MONDO:0021107	MISSING_TREATMENT
NCIT:C647	Methylprednisolone	Adrenocortical insufficiency; Conditions requiring immunosuppression; Inflammatory conditions; Multiple Sclerosis; Nephrotic syndrome	Multiple Sclerosis	MONDO:0005301	MISSING_TREATMENT
NCIT:C64768	Vemurafenib	Advanced Melanoma	-	-	NO_DISORDER
NCIT:C64769	Tagraxofusp-erzs	blastic plasmacytoid dendritic cell neoplasm (BPDCN)	-	-	NO_DISORDER
NCIT:C65216	Adalimumab	Rheumatoid Arthritis, Crohn's Disease, Ankylosing Spondylitis, Psoriatic Arthritis	Ankylosing Spondylitis	MONDO:0005306	MISSING_TREATMENT
NCIT:C65216	Adalimumab	Rheumatoid Arthritis, Crohn's Disease, Ankylosing Spondylitis, Psoriatic Arthritis	Psoriatic Arthritis	MONDO:0011849	MISSING_TREATMENT
NCIT:C65216	Adalimumab	Rheumatoid Arthritis, Crohn's Disease, Ankylosing Spondylitis, Psoriatic Arthritis	Rheumatoid Arthritis	MONDO:0008383	MISSING_TREATMENT
NCIT:C65221	Alglucosidase Alfa	replacement ttherapy for Pompe disease	Pompe Disease	MONDO:0009290	MISSING_TREATMENT
NCIT:C65222	Aliskiren	High blood pressure	-	-	NO_DISORDER
NCIT:C65240	Arformoterol Tartrate	Chronic Obstructive Pulmonary Disease	Chronic_Obstructive_Pulmonary_Disease	MONDO:0005002	MISSING_TREATMENT
NCIT:C65241	Armodafinil	Excessive sleepiness	-	-	NO_DISORDER
NCIT:C65326	Ciclesonide	Allergic Rhinitis; Asthma	Asthma	MONDO:0004979	MISSING_TREATMENT
NCIT:C65470	Doripenem	Intraabdominal Infection, Urinary Tract Infection	-	-	NO_DISORDER
NCIT:C65475	Doxepin	Insomnia	-	-	NO_DISORDER
NCIT:C65495	Duloxetine	Generalized Anxiety Disorder, Diabetic Peripheral Neuropathic Pain, Major Depressive Disorder	Generalized Anxiety Disorder	MONDO:0001942	MISSING_TREATMENT
NCIT:C65495	Duloxetine	Generalized Anxiety Disorder, Diabetic Peripheral Neuropathic Pain, Major Depressive Disorder	Major Depressive Disorder	MONDO:0002009	MISSING_TREATMENT
NCIT:C65517	Eplivanserin	Insomnia	-	-	NO_DISORDER
NCIT:C65545	Eszopiclone	Insomnia	-	-	NO_DISORDER
NCIT:C65868	Hydroxocobalamin	Cyanide Poisoning	-	-	NO_DISORDER
NCIT:C65883	Idursulfase	mucopolysaccharidosis II (MPS-II, or Hunter syndrome)	Hunter syndrome	MONDO:0010674	COVERED
NCIT:C65883	Idursulfase	mucopolysaccharidosis II (MPS-II, or Hunter syndrome)	Mucopolysaccharidosis	MONDO:0019249	MISSING_TREATMENT
NCIT:C65896	Imiglucerase	Gaucher's disease	-	-	NO_DISORDER
NCIT:C65963	Iron Sucrose	Treatment of iron deficiency for both dialysis and non-dialysis patients with kidney disease, with or without concurrent erythropoietin therapy.	-	-	NO_DISORDER
NCIT:C66040	Lubiprostone	Chronic Constipation	-	-	NO_DISORDER
NCIT:C66221	Nebivolol	Hypertension	-	-	NO_DISORDER
NCIT:C66293	Paliperidone	Schizophrenia; psychotic conditions related to dementia	Schizophrenia	MONDO:0005090	MISSING_TREATMENT
NCIT:C663	Mitomycin Antineoplastic Antibiotic	Anal cancer; Bladder cancer; Breast cancer; Bronchogenic cancer; Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric carcinoma; Head and neck cancer; Liver cancer; Pancreatic carcinoma; Pterygia	BRAF V600E-Mutant Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C663	Mitomycin Antineoplastic Antibiotic	Anal cancer; Bladder cancer; Breast cancer; Bronchogenic cancer; Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric carcinoma; Head and neck cancer; Liver cancer; Pancreatic carcinoma; Pterygia	Cervical Cancer	MONDO:0002974	MISSING_TREATMENT
NCIT:C663	Mitomycin Antineoplastic Antibiotic	Anal cancer; Bladder cancer; Breast cancer; Bronchogenic cancer; Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric carcinoma; Head and neck cancer; Liver cancer; Pancreatic carcinoma; Pterygia	Gastric Cancer H. pylori Associated	MONDO:0004950	MISSING_TREATMENT
NCIT:C663	Mitomycin Antineoplastic Antibiotic	Anal cancer; Bladder cancer; Breast cancer; Bronchogenic cancer; Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric carcinoma; Head and neck cancer; Liver cancer; Pancreatic carcinoma; Pterygia	HER2-Positive Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C663	Mitomycin Antineoplastic Antibiotic	Anal cancer; Bladder cancer; Breast cancer; Bronchogenic cancer; Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric carcinoma; Head and neck cancer; Liver cancer; Pancreatic carcinoma; Pterygia	MSI-High Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C663	Mitomycin Antineoplastic Antibiotic	Anal cancer; Bladder cancer; Breast cancer; Bronchogenic cancer; Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric carcinoma; Head and neck cancer; Liver cancer; Pancreatic carcinoma; Pterygia	Metastatic Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C663	Mitomycin Antineoplastic Antibiotic	Anal cancer; Bladder cancer; Breast cancer; Bronchogenic cancer; Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric carcinoma; Head and neck cancer; Liver cancer; Pancreatic carcinoma; Pterygia	Metastatic Gastric Cancer	MONDO:0004950	MISSING_TREATMENT
NCIT:C664	Mitotane	Adrenocortical carcinoma	-	-	NO_DISORDER
NCIT:C665	Mitoxantrone Hydrochloride	Acute Leukemia; Breast cancer; Non Hodgkins Lymphoma; Multiple sclerosis; Prostate cancer	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C665	Mitoxantrone Hydrochloride	Acute Leukemia; Breast cancer; Non Hodgkins Lymphoma; Multiple sclerosis; Prostate cancer	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C665	Mitoxantrone Hydrochloride	Acute Leukemia; Breast cancer; Non Hodgkins Lymphoma; Multiple sclerosis; Prostate cancer	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C665	Mitoxantrone Hydrochloride	Acute Leukemia; Breast cancer; Non Hodgkins Lymphoma; Multiple sclerosis; Prostate cancer	Multiple Sclerosis	MONDO:0005301	MISSING_TREATMENT
NCIT:C66519	Rivastigmine	Alzheimer's Disease	-	-	NO_DISORDER
NCIT:C66525	Sacrosidase	congenital sucrase-isomaltase deficiency (CSID)	Congenital Sucrase-Isomaltase Deficiency	MONDO:0009114	COVERED
NCIT:C66538	Sevelamer Hydrochloride	Hyperphosphatemia of Renal Failure	-	-	NO_DISORDER
NCIT:C66584	Telbivudine	Chronic Hepatitis B	Hepatitis B	MONDO:0005344	MISSING_TREATMENT
NCIT:C66721	Levoleucovorin Calcium	Colorectal Cancer	BRAF V600E-Mutant Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C66721	Levoleucovorin Calcium	Colorectal Cancer	HER2-Positive Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C66721	Levoleucovorin Calcium	Colorectal Cancer	MSI-High Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C66721	Levoleucovorin Calcium	Colorectal Cancer	Metastatic Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C66878	Lapatinib Ditosylate	HER2 positive metastatic breast cancer	-	-	NO_DISORDER
NCIT:C66937	Cabazitaxel	metastatic hormone-refractory prostate cancer	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C66937	Cabazitaxel	metastatic hormone-refractory prostate cancer	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C66944	Brentuximab Vedotin	Hodgkin lymphoma (HL); anaplastic large cell lymphoma (ALCL); other CD30-expressing peripheral T-cell lymphomas	Anaplastic Large Cell Lymphoma	MONDO:0020325	COVERED
NCIT:C66944	Brentuximab Vedotin	Hodgkin lymphoma (HL); anaplastic large cell lymphoma (ALCL); other CD30-expressing peripheral T-cell lymphomas	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C66945	Dexrazoxane Hydrochloride	severe side effects caused by certain types of chemotherapy including extravasation, cardiac side effects by doxorubicin.	-	-	NO_DISORDER
NCIT:C66948	Panobinostat	multiple myeloma (MM)	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C66952	Ofatumumab	chronic lymphocytic leukemia (CLL)	Chronic Lymphocytic Leukemia	MONDO:0004948	MISSING_TREATMENT
NCIT:C66979	Fidaxomicin	Clostridial Infection	-	-	NO_DISORDER
NCIT:C66982	Elotuzumab	multiple myeloma (MM)	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C67049	Kunecatechins Ointment	Genital and Perianal Warts	-	-	NO_DISORDER
NCIT:C67082	Remestemcel-L	Immunomodulator, anti-inflammatory, tissue protectant	-	-	NO_DISORDER
NCIT:C67082	Remestemcel-L	steroid-refractory acute graft versus host disease (SR-aGVHD) in pediatric patients 2 months of age and older.	-	-	NO_DISORDER
NCIT:C673	Mycophenolic Acid	Prophylaxis of organ rejection after allogenic renal; cardiac; or hepatic transplants; psoriasis	Psoriasis	MONDO:0005083	MISSING_TREATMENT
NCIT:C67504	Liposome-encapsulated Daunorubicin-Cytarabine	treatment of adults with newly-diagnosed therapy-related acute myeloid leukemia (t-AML) or AML with myelodysplasia-related changes (AML-MRC).	Acute Myeloid Leukemia, IDH-Mutated	MONDO:0018874	MISSING_TREATMENT
NCIT:C67504	Liposome-encapsulated Daunorubicin-Cytarabine	treatment of adults with newly-diagnosed therapy-related acute myeloid leukemia (t-AML) or AML with myelodysplasia-related changes (AML-MRC).	Myelodysplastic Syndrome	MONDO:0018881	MISSING_TREATMENT
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	Arsenic-Related Cancers	MONDO:0005096	MISSING_TREATMENT
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	Classic Hodgkin Lymphoma	MONDO:0009348	COVERED
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	FGFR-Altered Urothelial Carcinoma	MONDO:0040679	MISSING_TREATMENT
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	Metastatic Melanoma	MONDO:0005012	COVERED
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	Metastatic Renal Cell Carcinoma	MONDO:0005086	COVERED
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C68814	Nivolumab	locally advanced or metastatic urothelial carcinoma; recurrent or metastatic squamous cell carcinoma of the head and neck (SCCHN); renal cell carcinoma (RCC) ; metastatic melanoma; non-small cell lung cancer (NSCLC); classical Hodgkin lymphoma (cHL); BRAF V600 wild-type, unresectable or metastatic melanoma; metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy.	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C68819	Moxetumomab Pasudotox	relapsed or refractory hairy cell leukemia (HCL)	Hairy Cell Leukemia	MONDO:0018935	COVERED
NCIT:C68845	Abiraterone Acetate	Castration-resistant prostate cancer	BRCA-Mutant Prostate Cancer	MONDO:0008315	COVERED
NCIT:C68845	Abiraterone Acetate	Castration-resistant prostate cancer	Metastatic Prostate Cancer	MONDO:0008315	COVERED
NCIT:C68923	Cobimetinib	unresectable or metastatic melanoma with BRAF V600E or V600K mutation	Metastatic Melanoma	MONDO:0005012	MISSING_TREATMENT
NCIT:C69076	Rindopepimut	Immunotherapy for glioblastoma multiforme	-	-	NO_DISORDER
NCIT:C691	Nicotine	Smoking Cessation	-	-	NO_DISORDER
NCIT:C69128	Fostamatinib Disodium	thrombocytopenia in adult patients with chronic immune thrombocytopenia (ITP)	Immune Thrombocytopenia	MONDO:0008558	MISSING_TREATMENT
NCIT:C703	Norgestrel	Oral contraception	-	-	NO_DISORDER
NCIT:C704	Nortriptyline Hydrochloride	Depression	-	-	NO_DISORDER
NCIT:C70675	Gadobutrol	Diagnostic Magnetic Resonance Imaging	-	-	NO_DISORDER
NCIT:C70741	Obinutuzumab	follicular lymphoma (FL); chronic lymphocytic leukemia	Chronic Lymphocytic Leukemia	MONDO:0004948	COVERED
NCIT:C70741	Obinutuzumab	follicular lymphoma (FL); chronic lymphocytic leukemia	Follicular Lymphoma	MONDO:0018906	MISSING_TREATMENT
NCIT:C70741	Obinutuzumab	follicular lymphoma (FL); chronic lymphocytic leukemia	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C70792	Ramucirumab	metastatic colorectal cancer (mCRC); advanced or metastatic, gastric or gastroesophageal junction (GEJ) adenocarcinoma; hepatocellular carcinoma (HCC) in patients who have an alpha fetoprotein (AFP) of ≥ 400 ng/mL	Aflatoxin-Related Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C70792	Ramucirumab	metastatic colorectal cancer (mCRC); advanced or metastatic, gastric or gastroesophageal junction (GEJ) adenocarcinoma; hepatocellular carcinoma (HCC) in patients who have an alpha fetoprotein (AFP) of ≥ 400 ng/mL	BRAF V600E-Mutant Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C70792	Ramucirumab	metastatic colorectal cancer (mCRC); advanced or metastatic, gastric or gastroesophageal junction (GEJ) adenocarcinoma; hepatocellular carcinoma (HCC) in patients who have an alpha fetoprotein (AFP) of ≥ 400 ng/mL	HER2-Positive Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C70792	Ramucirumab	metastatic colorectal cancer (mCRC); advanced or metastatic, gastric or gastroesophageal junction (GEJ) adenocarcinoma; hepatocellular carcinoma (HCC) in patients who have an alpha fetoprotein (AFP) of ≥ 400 ng/mL	Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C70792	Ramucirumab	metastatic colorectal cancer (mCRC); advanced or metastatic, gastric or gastroesophageal junction (GEJ) adenocarcinoma; hepatocellular carcinoma (HCC) in patients who have an alpha fetoprotein (AFP) of ≥ 400 ng/mL	MSI-High Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C70792	Ramucirumab	metastatic colorectal cancer (mCRC); advanced or metastatic, gastric or gastroesophageal junction (GEJ) adenocarcinoma; hepatocellular carcinoma (HCC) in patients who have an alpha fetoprotein (AFP) of ≥ 400 ng/mL	Metastatic Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C70792	Ramucirumab	metastatic colorectal cancer (mCRC); advanced or metastatic, gastric or gastroesophageal junction (GEJ) adenocarcinoma; hepatocellular carcinoma (HCC) in patients who have an alpha fetoprotein (AFP) of ≥ 400 ng/mL	Metastatic Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C70792	Ramucirumab	multicentric Castleman's disease (MCD)	-	-	NO_DISORDER
NCIT:C70980	Dornase Alfa Inhalation Solution	Cystic Fibrosis	Cystic Fibrosis	MONDO:0009061	COVERED
NCIT:C71011	Nadofaragene Firadenovec	the treatment of adult patients with high-risk Bacillus Calmette-Guérin (BCG)-unresponsive non-muscle-invasive bladder cancer (NMIBC) with carcinoma in situ (CIS) with or without papillary tumors.	-	-	NO_DISORDER
NCIT:C711	Octreotide	Acromegaly; Diarrhea	-	-	NO_DISORDER
NCIT:C712	Ofloxacin	Various bacterial infections	-	-	NO_DISORDER
NCIT:C71532	Lonaprisan	Treatment of progesterone receptor positive breast cancer	-	-	NO_DISORDER
NCIT:C71542	Inotuzumab Ozogamicin	relapsed or refractory B-cell precursor acute lymphoblastic leukemia (ALL).	Acute Lymphoblastic Leukemia	MONDO:0004967	COVERED
NCIT:C71721	Olaparib	adult patients with deleterious or suspected deleterious germline or somatic homologous recombination repair (HRR) gene-mutated metastatic castration-resistant prostate cancer (mCRPC), who have progressed following prior treatment with enzalutamide or abiraterone.	BRCA-Mutant Prostate Cancer	MONDO:0008315	COVERED
NCIT:C71721	Olaparib	adult patients with deleterious or suspected deleterious germline or somatic homologous recombination repair (HRR) gene-mutated metastatic castration-resistant prostate cancer (mCRPC), who have progressed following prior treatment with enzalutamide or abiraterone.	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C71721	Olaparib	deleterious or suspected deleterious germline or somatic BRCA-mutated (gBRCAm or sBRCAm) advanced epithelial ovarian, fallopian tube or primary peritoneal cancer; deleterious or suspected deleterious germline BRCA-mutated (gBRCAm), HER2-negative metastatic breast cancer	-	-	NO_DISORDER
NCIT:C71744	Enzalutamide	castration-resistant prostate cancer (CRPC)	BRCA-Mutant Prostate Cancer	MONDO:0008315	COVERED
NCIT:C71744	Enzalutamide	castration-resistant prostate cancer (CRPC)	Metastatic Prostate Cancer	MONDO:0008315	COVERED
NCIT:C72560	Pomalidomide	adult patients with AIDS-related Kaposi sarcoma after failure of highly active antiretroviral therapy and Kaposi sarcoma in adult patients who are HIV-negative	Kaposi Sarcoma	MONDO:0005055	MISSING_TREATMENT
NCIT:C726	Papaverine	Ischemia, cerebral and peripheral	-	-	NO_DISORDER
NCIT:C72705	Asenapine	acute treatment of schizophrenia in adults and acute treatment of manic or mixed episodes associated with bipolar I disorder with or without psychotic features in adults	Schizophrenia	MONDO:0005090	MISSING_TREATMENT
NCIT:C72793	Ganaxolone	the treatment of seizures associated with cyclin-dependent kinase-like 5 (CDKL5) deficiency disorder (CDD).	-	-	NO_DISORDER
NCIT:C72814	Levocetirizine Dihydrochloride	Allergy Symptoms in Children Six Months and Older	-	-	NO_DISORDER
NCIT:C72839	Ezogabine	Seizures	-	-	NO_DISORDER
NCIT:C72865	Tigecycline	Community-Acquired Bacterial Pneumonia	-	-	NO_DISORDER
NCIT:C729	Penicillamine	Wilsons disease; heavy metal intoxication; cystinuria; rheumatoid arthritis; primary biliary cirrhosis; Feltys syndrome; rheumatoid vasculitis	Cystinuria	MONDO:0009067	COVERED
NCIT:C729	Penicillamine	Wilsons disease; heavy metal intoxication; cystinuria; rheumatoid arthritis; primary biliary cirrhosis; Feltys syndrome; rheumatoid vasculitis	Rheumatoid Arthritis	MONDO:0008383	MISSING_TREATMENT
NCIT:C729	Penicillamine	Wilsons disease; heavy metal intoxication; cystinuria; rheumatoid arthritis; primary biliary cirrhosis; Feltys syndrome; rheumatoid vasculitis	Rheumatoid Vasculitis	MONDO:0043267	MISSING_TREATMENT
NCIT:C72986	Icosapent Ethyl	Treatment of hypertriglyceridemia	-	-	NO_DISORDER
NCIT:C73030	Deferiprone	Hemosiderosis	-	-	NO_DISORDER
NCIT:C732	Pentostatin	Chronic lymphocytic leukemia; Cutaneous t-cell lymphoma; Hairy cell leukemia	Chronic Lymphocytic Leukemia	MONDO:0004948	MISSING_TREATMENT
NCIT:C732	Pentostatin	Chronic lymphocytic leukemia; Cutaneous t-cell lymphoma; Hairy cell leukemia	Hairy Cell Leukemia	MONDO:0018935	COVERED
NCIT:C732	Pentostatin	Chronic lymphocytic leukemia; Cutaneous t-cell lymphoma; Hairy cell leukemia	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C73261	Bendamustine	Chronic Lymphocytic Leukemia, Indolent B-cell non-Hodgkin Lymphoma	Chronic Lymphocytic Leukemia	MONDO:0004948	MISSING_TREATMENT
NCIT:C73261	Bendamustine	Chronic Lymphocytic Leukemia, Indolent B-cell non-Hodgkin Lymphoma	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C73266	Droxidopa	Neurogenic hypotension	-	-	NO_DISORDER
NCIT:C739	Phenobarbital	Epilepsy	Epilepsy	MONDO:0005027	MISSING_TREATMENT
NCIT:C74007	Daratumumab	multiple myeloma	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C74038	Vismodegib	basal cell carcinoma	Basal Cell Carcinoma	MONDO:0005341	COVERED
NCIT:C74061	Crizotinib	Non-Small Cell Lung Cancer; inflammatory anaplastic lymphoma kinase (ALK)-positive myofibroblastic tumors (IMT).	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C74061	Crizotinib	Non-Small Cell Lung Cancer; inflammatory anaplastic lymphoma kinase (ALK)-positive myofibroblastic tumors (IMT).	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C74061	Crizotinib	Non-Small Cell Lung Cancer; inflammatory anaplastic lymphoma kinase (ALK)-positive myofibroblastic tumors (IMT).	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C74065	Sirolimus Albumin-bound Nanoparticles	dult patients with locally advanced unresectable or metastatic malignant perivascular epithelioid cell tumor (PEComa).	-	-	NO_DISORDER
NCIT:C74081	Testosterone Gel	Hypogonadism -- Male	-	-	NO_DISORDER
NCIT:C74086	Udenafil	erectile dysfunction	-	-	NO_DISORDER
NCIT:C741	Phenytoin	Epilepsy	Epilepsy	MONDO:0005027	MISSING_TREATMENT
NCIT:C74118	Fospropofol Disodium	Monitored Anesthesia Care (MAC) Sedation	-	-	NO_DISORDER
NCIT:C74207	Galsulfase	mucopolysaccharidosis VI (MPS-VI, or Maroteaux-Lamy syndrome).	Maroteaux-Lamy syndrome	MONDO:0009661	COVERED
NCIT:C74207	Galsulfase	mucopolysaccharidosis VI (MPS-VI, or Maroteaux-Lamy syndrome).	Mucopolysaccharidosis	MONDO:0019249	MISSING_TREATMENT
NCIT:C74208	Alglucerase	replacement treatment for Gaucher's disease	-	-	NO_DISORDER
NCIT:C74209	Agalsidase Alfa	Fabry disease	Fabry disease	MONDO:0010526	MISSING_TREATMENT
NCIT:C75110	Azilsartan Medoxomil	Hypertension	-	-	NO_DISORDER
NCIT:C75112	Fenfluramine Hydrochloride	treatment of seizures associated with Dravet syndrome in patients 2 years of age and older	Dravet_syndrome	MONDO:0100135	COVERED
NCIT:C75154	Betrixaban	prophylaxis of venous thromboembolism (VTE)	-	-	NO_DISORDER
NCIT:C75167	Rufinamide	treat children with Lennox-Gastaut syndrome	-	-	NO_DISORDER
NCIT:C75186	Alogliptin Benzoate	type II diabetes	-	-	NO_DISORDER
NCIT:C75767	Dalteparin Sodium	reduce the recurrence of symptomatic venous thromboembolism (VTE)	-	-	NO_DISORDER
NCIT:C76016	Ciluprevir	Hepatitis C Infection	Hepatitis C	MONDO:0005231	MISSING_TREATMENT
NCIT:C76071	Aleplasinin	Alzheimer's disease	-	-	NO_DISORDER
NCIT:C76128	Abciximab	as an adjunct to aspirin and heparin for the prevention of acute cardiac ischemic complications	-	-	NO_DISORDER
NCIT:C76404	Ticagrelor	Acute Coronary Syndrome	-	-	NO_DISORDER
NCIT:C76498	Nesbuvir	Treatment of Hepatitis C	Hepatitis C	MONDO:0005231	MISSING_TREATMENT
NCIT:C76662	Teriflunomide	Multiple Sclerosis	Multiple Sclerosis	MONDO:0005301	MISSING_TREATMENT
