drug_id	drug_label	indication	disorder	mondo	status
NCIT:C136268	Dara-Rd Regimen	multiple myeloma	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C1365	Dimesna	Ifosfamide-induced hemorrhagic cystitis, prophylaxis	-	-	NO_DISORDER
NCIT:C136821	Rituximab and Hyaluronidase Human	follicular lymphoma, diffuse large B-cell lymphoma, and chronic lymphocytic leukemia	Chronic Lymphocytic Leukemia	MONDO:0004948	MISSING_TREATMENT
NCIT:C136821	Rituximab and Hyaluronidase Human	follicular lymphoma, diffuse large B-cell lymphoma, and chronic lymphocytic leukemia	Diffuse Large B-Cell Lymphoma	MONDO:0018905	MISSING_TREATMENT
NCIT:C136821	Rituximab and Hyaluronidase Human	follicular lymphoma, diffuse large B-cell lymphoma, and chronic lymphocytic leukemia	Follicular Lymphoma	MONDO:0018906	COVERED
NCIT:C136821	Rituximab and Hyaluronidase Human	follicular lymphoma, diffuse large B-cell lymphoma, and chronic lymphocytic leukemia	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C136891	Neratinib Maleate	early stage HER2-overexpressed/amplified breast cancer	-	-	NO_DISORDER
NCIT:C1374	Goserelin	Breast cancer; Endometrial-thinning; Endometriosis; In vitro fertilization; Prostate cancer	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C1374	Goserelin	Breast cancer; Endometrial-thinning; Endometriosis; In vitro fertilization; Prostate cancer	Endometriosis	MONDO:0005133	MISSING_TREATMENT
NCIT:C1374	Goserelin	Breast cancer; Endometrial-thinning; Endometriosis; In vitro fertilization; Prostate cancer	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C137800	Rucaparib	ecurrent ovarian, fallopian tube, or primary peritoneal cancer	-	-	NO_DISORDER
NCIT:C137825	Enasidenib Mesylate	adult patients with relapsed or refractory acute myeloid leukemia with an isocitrate dehydrogenase-2 (IDH2) mutation	Acute Myeloid Leukemia, IDH-Mutated	MONDO:0018874	COVERED
NCIT:C1379	Fulvestrant	Hormone receptor-positive metastatic breast cancer	-	-	NO_DISORDER
NCIT:C138099	FAC Regimen	Recurrent or Metastatic Breast Cancer	-	-	NO_DISORDER
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	BRAF V600E-Mutant Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	Cervical Cancer	MONDO:0002974	MISSING_TREATMENT
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	EBV-Associated Gastric Cancer	MONDO:0001056	MISSING_TREATMENT
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	HER2-Positive Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	HER2-Positive Gastric Cancer	MONDO:0001056	MISSING_TREATMENT
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	MSI-High Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	Metastatic Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C1381	Irinotecan Hydrochloride	State IVB Cervical cancer; Colorectal cancer; Esophageal cancer; Gastric cancer; Non-small cell lung cancer; Small cell lung cancer	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C1386	Isosulfan Blue	Diagnostic imaging	-	-	NO_DISORDER
NCIT:C138995	Capmatinib Hydrochloride	treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping as detected by an FDA-approved test.	Metastatic Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C138995	Capmatinib Hydrochloride	treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping as detected by an FDA-approved test.	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C138995	Capmatinib Hydrochloride	treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping as detected by an FDA-approved test.	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C1395	Vinorelbine Tartrate	Non-small cell lung cancer; metastatic breast cancer; uterine and cervical cancer; desmoid tumors; advanced Kaposi's sarcoma	Cervical Cancer	MONDO:0002974	MISSING_TREATMENT
NCIT:C1395	Vinorelbine Tartrate	Non-small cell lung cancer; metastatic breast cancer; uterine and cervical cancer; desmoid tumors; advanced Kaposi's sarcoma	Kaposi Sarcoma	MONDO:0005055	MISSING_TREATMENT
NCIT:C1395	Vinorelbine Tartrate	Non-small cell lung cancer; metastatic breast cancer; uterine and cervical cancer; desmoid tumors; advanced Kaposi's sarcoma	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C1395	Vinorelbine Tartrate	Non-small cell lung cancer; metastatic breast cancer; uterine and cervical cancer; desmoid tumors; advanced Kaposi's sarcoma	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C1408	Rifabutin	Prevention and treatment of Mycobacterium avium complex (MAC) and tuberculosis in patients with HIV infection	Tuberculosis	MONDO:0018076	MISSING_TREATMENT
NCIT:C1409	Carbenicillin Indanyl Sodium	Urinary tract infections; prostatitis	-	-	NO_DISORDER
NCIT:C1411	Paclitaxel	AIDS-related Kaposi's sarcoma; Bladder cancer; Breast cancer; Cervical cancer; Endometrial adenocarcinoma; Esophageal cancer; Head and Neck cancer; Lung cancer; non-small cell; Lymphoma; Ovarian cancer; Prostate cancer; Testicular cancer	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C1411	Paclitaxel	AIDS-related Kaposi's sarcoma; Bladder cancer; Breast cancer; Cervical cancer; Endometrial adenocarcinoma; Esophageal cancer; Head and Neck cancer; Lung cancer; non-small cell; Lymphoma; Ovarian cancer; Prostate cancer; Testicular cancer	Cervical Cancer	MONDO:0002974	MISSING_TREATMENT
NCIT:C1411	Paclitaxel	AIDS-related Kaposi's sarcoma; Bladder cancer; Breast cancer; Cervical cancer; Endometrial adenocarcinoma; Esophageal cancer; Head and Neck cancer; Lung cancer; non-small cell; Lymphoma; Ovarian cancer; Prostate cancer; Testicular cancer	Kaposi Sarcoma	MONDO:0005055	COVERED
NCIT:C1411	Paclitaxel	AIDS-related Kaposi's sarcoma; Bladder cancer; Breast cancer; Cervical cancer; Endometrial adenocarcinoma; Esophageal cancer; Head and Neck cancer; Lung cancer; non-small cell; Lymphoma; Ovarian cancer; Prostate cancer; Testicular cancer	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C1411	Paclitaxel	AIDS-related Kaposi's sarcoma; Bladder cancer; Breast cancer; Cervical cancer; Endometrial adenocarcinoma; Esophageal cancer; Head and Neck cancer; Lung cancer; non-small cell; Lymphoma; Ovarian cancer; Prostate cancer; Testicular cancer	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C141428	Zanubrutinib	chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL)	Chronic Lymphocytic Leukemia	MONDO:0004948	MISSING_TREATMENT
NCIT:C141428	Zanubrutinib	chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL)	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C1417	Goserelin Acetate	Breast Carcinoma; Prostate Carcinoma; Endometriosis	Endometriosis	MONDO:0005133	MISSING_TREATMENT
NCIT:C1417	Goserelin Acetate	Breast Carcinoma; Prostate Carcinoma; Endometriosis	Metastatic Breast Carcinoma	MONDO:0004989	MISSING_TREATMENT
NCIT:C1417	Goserelin Acetate	Breast Carcinoma; Prostate Carcinoma; Endometriosis	PIK3CA-Mutant Breast Cancer	MONDO:0004989	MISSING_TREATMENT
NCIT:C1418	Clodronate Disodium	Adjuvant usage in bone metastasis of Breast cancer	-	-	NO_DISORDER
NCIT:C142168	Retifanlimab	metastatic or recurrent locally advanced Merkel cell carcinoma (MCC).	Merkel Cell Carcinoma	MONDO:0019210	MISSING_TREATMENT
NCIT:C1423	Perfosfamide	Ex-vivo treatment of autologous bone marrow and subsequent reinfusion in patients with acute myelogenous leukemia	-	-	NO_DISORDER
NCIT:C1431	Imiquimod	Condyloma; Superficial Basal Cell Carcinoma; Actinic Keratosis	Basal Cell Carcinoma	MONDO:0005341	COVERED
NCIT:C1440	Sodium Phenylbutyrate	Adjunctive therapy for urea cycle disorders involving deficiencies of carbamoylphosphate synthetase; ornithine transcarbamylase; or argininosuccinic acid synthetase; S-S and S-C sickle cell disease; S-thalassemia hemoglobinopathy	Sickle Cell Disease	MONDO:0011382	MISSING_TREATMENT
NCIT:C1440	Sodium Phenylbutyrate	Adjunctive therapy for urea cycle disorders involving deficiencies of carbamoylphosphate synthetase; ornithine transcarbamylase; or argininosuccinic acid synthetase; S-S and S-C sickle cell disease; S-thalassemia hemoglobinopathy	Urea Cycle Disorder	MONDO:0004739	MISSING_TREATMENT
NCIT:C1453	Dalteparin	Deep vein thrombosis, prophylaxis; Ischemic complications in unstable angina and non-Q wave myocardial infarction, prophylaxis	Myocardial Infarction	MONDO:0005068	MISSING_TREATMENT
NCIT:C1468	Mycophenolate Mofetil	Heart transplantation; Kidney transplantation; Liver transplantation; Lupus nephritis	-	-	NO_DISORDER
NCIT:C146860	Elranatamab	adults with relapsed or refractory multiple myeloma.	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C1469	In 111 Satumomab Pendetide	Radiodetection of ovarian cancer	-	-	NO_DISORDER
NCIT:C1471	Lamivudine	Chronic hepatitis B; HIV infection	Hepatitis B	MONDO:0005344	MISSING_TREATMENT
NCIT:C1474	Filgrastim	Aplastic neutropenia; Bone marrow transplantation; Cancer patients receiving myelosuppressive chemotherapy; Congenital neutropenia; Idiopathic or cyclic neutropenia; Peripheral blood progenitor cell mobilization	Chemotherapy-Induced Neutropenia	MONDO:0001475	COVERED
NCIT:C1476	Denileukin Diftitox	Cutaneous T-cell lymphoma	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C148145	Lutetium Lu 177 Vipivotide Tetraxetan	adult patients with prostate-specific membrane antigen (PSMA)-positive metastatic castration-resistant prostate cancer (mCRPC) who have been treated with androgen receptor (AR) pathway inhibition and taxane-based chemotherapy.	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C148145	Lutetium Lu 177 Vipivotide Tetraxetan	adult patients with prostate-specific membrane antigen (PSMA)-positive metastatic castration-resistant prostate cancer (mCRPC) who have been treated with androgen receptor (AR) pathway inhibition and taxane-based chemotherapy.	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C148486	Glofitamab	relapsed or refractory diffuse large B-cell lymphoma, not otherwise specified (DLBCL, NOS) or large B-cell lymphoma (LBCL) arising from follicular lymphoma, after two or more lines of systemic therapy.	Diffuse Large B-Cell Lymphoma	MONDO:0018905	MISSING_TREATMENT
NCIT:C148486	Glofitamab	relapsed or refractory diffuse large B-cell lymphoma, not otherwise specified (DLBCL, NOS) or large B-cell lymphoma (LBCL) arising from follicular lymphoma, after two or more lines of systemic therapy.	Follicular Lymphoma	MONDO:0018906	MISSING_TREATMENT
NCIT:C148486	Glofitamab	relapsed or refractory diffuse large B-cell lymphoma, not otherwise specified (DLBCL, NOS) or large B-cell lymphoma (LBCL) arising from follicular lymphoma, after two or more lines of systemic therapy.	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C148498	Ciltacabtagene Autoleucel	the treatment of adult patients with relapsed or refractory multiple myeloma	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C1485	Rubitecan	AIDs, pediatric; HIV infection, pediatric	-	-	NO_DISORDER
NCIT:C1492	Sargramostim	Melanoma; Neutropenia-chemotherapy induced	Chemotherapy-Induced Neutropenia	MONDO:0001475	MISSING_TREATMENT
NCIT:C1494	Arcitumomab	Colorectal carcinoma and medullary thyroid carcinoma detection	Medullary Thyroid Carcinoma	MONDO:0015277	MISSING_TREATMENT
NCIT:C1501	Phenyl Acetate	Adjunctive therapy for the prevention and treatment of hyperammonemia in the chronic management of patients with urea cycle enzymopathy	-	-	NO_DISORDER
NCIT:C150559	Avatrombopag	N-acetylglutamate synthase (NAGS) Deficiency Hyperammonemia; thrombocytopenia in adults with chronic liver disease scheduled to undergo a procedure	N-Acetylglutamate Synthase Deficiency	MONDO:0009377	MISSING_TREATMENT
NCIT:C1518	Raloxifene	Breast cancer; Cardiovascular Disease prophylaxis; Osteoporosis	Osteoporosis	MONDO:0005298	MISSING_TREATMENT
NCIT:C151947	Cosibelimab	adults with metastatic cutaneous squamous cell carcinoma (mCSCC) or locally advanced CSCC (laCSCC).	Arsenic-Related Cancers	MONDO:0005096	MISSING_TREATMENT
NCIT:C151947	Cosibelimab	adults with metastatic cutaneous squamous cell carcinoma (mCSCC) or locally advanced CSCC (laCSCC).	Cutaneous Squamous Cell Carcinoma	MONDO:0002529	MISSING_TREATMENT
NCIT:C151967	Datopotamab Deruxtecan	adult patients with unresectable or metastatic, hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative (IHC 0, IHC1+ or IHC2+/ISH-) breast cancer who have received prior endocrine-based therapy and chemotherapy for unresectable or metastatic disease.	-	-	NO_DISORDER
NCIT:C151967	Datopotamab Deruxtecan	adults with locally advanced or metastatic epidermal growth factor receptor (EGFR)-mutated non-small cell lung cancer (NSCLC)	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C151967	Datopotamab Deruxtecan	adults with locally advanced or metastatic epidermal growth factor receptor (EGFR)-mutated non-small cell lung cancer (NSCLC)	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C152089	Voxelotor	adults and pediatric patients 12 years of age and older with sickle cell disease	Sickle Cell Disease	MONDO:0011382	COVERED
NCIT:C1526	Docetaxel	Breast cancer; Esophageal cancer; Gastric cancer; Head/Neck cancers; Locally Advanced or Metastatic Non small-cell lung cancer; Ovarian cancer; Metastatic Prostate cancer	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C1526	Docetaxel	Breast cancer; Esophageal cancer; Gastric cancer; Head/Neck cancers; Locally Advanced or Metastatic Non small-cell lung cancer; Ovarian cancer; Metastatic Prostate cancer	EBV-Associated Gastric Cancer	MONDO:0001056	MISSING_TREATMENT
NCIT:C1526	Docetaxel	Breast cancer; Esophageal cancer; Gastric cancer; Head/Neck cancers; Locally Advanced or Metastatic Non small-cell lung cancer; Ovarian cancer; Metastatic Prostate cancer	HER2-Positive Gastric Cancer	MONDO:0001056	MISSING_TREATMENT
NCIT:C1526	Docetaxel	Breast cancer; Esophageal cancer; Gastric cancer; Head/Neck cancers; Locally Advanced or Metastatic Non small-cell lung cancer; Ovarian cancer; Metastatic Prostate cancer	Metastatic Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C1526	Docetaxel	Breast cancer; Esophageal cancer; Gastric cancer; Head/Neck cancers; Locally Advanced or Metastatic Non small-cell lung cancer; Ovarian cancer; Metastatic Prostate cancer	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C1526	Docetaxel	Breast cancer; Esophageal cancer; Gastric cancer; Head/Neck cancers; Locally Advanced or Metastatic Non small-cell lung cancer; Ovarian cancer; Metastatic Prostate cancer	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C1526	Docetaxel	Breast cancer; Esophageal cancer; Gastric cancer; Head/Neck cancers; Locally Advanced or Metastatic Non small-cell lung cancer; Ovarian cancer; Metastatic Prostate cancer	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C152666	Tivozanib Hydrochloride	adult patients with relapsed or refractory advanced renal cell carcinoma (RCC)	Metastatic Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C152666	Tivozanib Hydrochloride	adult patients with relapsed or refractory advanced renal cell carcinoma (RCC)	Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C1527	Letrozole	Hormone receptor-positive early breast cancer; Delayed puberty; Endometrial cancer; Ovulatory induction	Endometrial Carcinoma	MONDO:0002447	MISSING_TREATMENT
NCIT:C1527	Letrozole	Hormone receptor-positive early breast cancer; Delayed puberty; Endometrial cancer; Ovulatory induction	MSI-High Endometrial Cancer	MONDO:0011962	MISSING_TREATMENT
NCIT:C152795	Umbralisib Tosylate	Adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one prior anti-CD20-based regimen;; Adult patients with relapsed or refractory follicular lymphoma (FL) who have received at least three prior lines of systemic therapy.	Follicular Lymphoma	MONDO:0018906	MISSING_TREATMENT
NCIT:C152795	Umbralisib Tosylate	Adult patients with relapsed or refractory marginal zone lymphoma (MZL) who have received at least one prior anti-CD20-based regimen;; Adult patients with relapsed or refractory follicular lymphoma (FL) who have received at least three prior lines of systemic therapy.	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C1528	Risedronate Sodium	Osteoporosis, treatment and prevention; Pagets disease	Osteoporosis	MONDO:0005298	MISSING_TREATMENT
NCIT:C152948	Zenocutuzumab	Advanced, unresectable, or metastatic non-small cell lung cancer (NSCLC) or pancreatic adenocarcinoma harboring a neuregulin 1 (NRG1) gene fusion.	Metastatic Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C152948	Zenocutuzumab	Advanced, unresectable, or metastatic non-small cell lung cancer (NSCLC) or pancreatic adenocarcinoma harboring a neuregulin 1 (NRG1) gene fusion.	Metastatic Pancreatic Adenocarcinoma	MONDO:0006047	MISSING_TREATMENT
NCIT:C152948	Zenocutuzumab	Advanced, unresectable, or metastatic non-small cell lung cancer (NSCLC) or pancreatic adenocarcinoma harboring a neuregulin 1 (NRG1) gene fusion.	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C152948	Zenocutuzumab	Advanced, unresectable, or metastatic non-small cell lung cancer (NSCLC) or pancreatic adenocarcinoma harboring a neuregulin 1 (NRG1) gene fusion.	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C153084	Bezlotoxumab	Clostridium difficile Infection	Clostridioides difficile Infection	MONDO:0000705	COVERED
NCIT:C1533	Pemetrexed Disodium	Malignant pleural mesothelioma; Non-small cell lung cancer	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C1533	Pemetrexed Disodium	Malignant pleural mesothelioma; Non-small cell lung cancer	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C153373	Elagolix	pain associated with endometriosis in women	Endometriosis	MONDO:0005133	MISSING_TREATMENT
NCIT:C1534	Methionine C 11	PET radiopharmaceutical	-	-	NO_DISORDER
NCIT:C154272	Ipilimumab/Nivolumab Regimen	first-line treatment for patients with metastatic non-small cell lung cancer whose tumors express PD-L1(≥1%), as determined by an FDA-approved test, with no epidermal growth factor receptor (EGFR) or anaplastic lymphoma kinase (ALK) genomic tumor aberrations.	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C154272	Ipilimumab/Nivolumab Regimen	first-line treatment for patients with metastatic non-small cell lung cancer whose tumors express PD-L1(≥1%), as determined by an FDA-approved test, with no epidermal growth factor receptor (EGFR) or anaplastic lymphoma kinase (ALK) genomic tumor aberrations.	Metastatic Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C154272	Ipilimumab/Nivolumab Regimen	first-line treatment for patients with metastatic non-small cell lung cancer whose tumors express PD-L1(≥1%), as determined by an FDA-approved test, with no epidermal growth factor receptor (EGFR) or anaplastic lymphoma kinase (ALK) genomic tumor aberrations.	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C154272	Ipilimumab/Nivolumab Regimen	first-line treatment for patients with metastatic non-small cell lung cancer whose tumors express PD-L1(≥1%), as determined by an FDA-approved test, with no epidermal growth factor receptor (EGFR) or anaplastic lymphoma kinase (ALK) genomic tumor aberrations.	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C154272	Ipilimumab/Nivolumab Regimen	untreated advanced renal cell carcinoma; microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (mCRC)	BRAF V600E-Mutant Colorectal Cancer	MONDO:0005575	COVERED
NCIT:C154272	Ipilimumab/Nivolumab Regimen	untreated advanced renal cell carcinoma; microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (mCRC)	HER2-Positive Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C154272	Ipilimumab/Nivolumab Regimen	untreated advanced renal cell carcinoma; microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (mCRC)	MSI-High Colorectal Cancer	MONDO:0005575	COVERED
NCIT:C154272	Ipilimumab/Nivolumab Regimen	untreated advanced renal cell carcinoma; microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (mCRC)	Metastatic Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C154272	Ipilimumab/Nivolumab Regimen	untreated advanced renal cell carcinoma; microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (mCRC)	Metastatic Renal Cell Carcinoma	MONDO:0005086	COVERED
NCIT:C154272	Ipilimumab/Nivolumab Regimen	untreated advanced renal cell carcinoma; microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (mCRC)	Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C154287	Sotorasib	adult patients with KRAS G12C mutated locally advanced or metastatic non-small cell lung cancer (NSCLC)	Metastatic Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C154287	Sotorasib	adult patients with KRAS G12C mutated locally advanced or metastatic non-small cell lung cancer (NSCLC)	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C154287	Sotorasib	adult patients with KRAS G12C mutated locally advanced or metastatic non-small cell lung cancer (NSCLC)	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C154325	Dabrafenib/Trametinib Regimen	melanoma with BRAF V600E or V600K mutations, and involvement of lymph node(s), following complete resection; anaplastic thyroid cancer with BRAF V600E mutation	-	-	NO_DISORDER
NCIT:C154326	Binimetinib/Encorafenib Regimen	unresectable or metastatic melanoma with a BRAF V600E or V600K mutation	Metastatic Melanoma	MONDO:0005012	MISSING_TREATMENT
NCIT:C154570	Nintedanib Esylate	pulmonary fibrosis	-	-	NO_DISORDER
NCIT:C1555	Pegylated Liposomal Doxorubicin Hydrochloride	Refractory metastatic carcinoma of the ovary; AIDS-related Kaposi's sarcoma; breast cancer; relapsed/refractory multiple myeloma (with bortezomib).	Kaposi Sarcoma	MONDO:0005055	COVERED
NCIT:C1555	Pegylated Liposomal Doxorubicin Hydrochloride	Refractory metastatic carcinoma of the ovary; AIDS-related Kaposi's sarcoma; breast cancer; relapsed/refractory multiple myeloma (with bortezomib).	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C155813	Axatilimab	the treatment of chronic graft-versus-host disease (cGVHD) after failure of at least two prior lines of systemic therapy in adult and pediatric patients weighing at least 40 kg.	-	-	NO_DISORDER
NCIT:C156401	Daratumumab and Recombinant Human Hyaluronidase	adult patients with newly diagnosed or relapsed/refractory multiple myeloma	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C156894	Glasdegib Maleate	acute myeloid leukemia (AML)	Acute Myeloid Leukemia, IDH-Mutated	MONDO:0018874	MISSING_TREATMENT
NCIT:C156895	Larotrectinib Sulfate	solid tumors that have a neurotrophic receptor tyrosine kinase (NTRK) gene fusion without a known acquired resistance mutation	-	-	NO_DISORDER
NCIT:C1569	Daclizumab	Kidney transplant rejection, prevention	-	-	NO_DISORDER
NCIT:C1570	Dinutuximab	childhood neuroblastoma	Neuroblastoma	MONDO:0005072	MISSING_TREATMENT
NCIT:C1574	Alitretinoin	Topical treatment of cutaneous lesions in patients with AIDS-related Kaposi sarcoma	Kaposi Sarcoma	MONDO:0005055	MISSING_TREATMENT
NCIT:C157493	Adagrasib	for adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC).	Metastatic Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C157493	Adagrasib	for adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC).	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C157493	Adagrasib	for adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC).	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C1577	Nolatrexed Dihydrochloride	Hepatocellular carcinoma	Aflatoxin-Related Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C1577	Nolatrexed Dihydrochloride	Hepatocellular carcinoma	Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C1577	Nolatrexed Dihydrochloride	Hepatocellular carcinoma	Metastatic Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C1579	Eflornithine Hydrochloride	to reduce the risk of relapse in adult and pediatric patients with high-risk neuroblastoma (HRNB).	Neuroblastoma	MONDO:0005072	MISSING_TREATMENT
NCIT:C158060	Trastuzumab/Hyaluronidase-oysk	HER2 overexpressing breast cancer	-	-	NO_DISORDER
NCIT:C1581	Benzydamine Hydrochloride	Radiation-induced oral mucositis	-	-	NO_DISORDER
NCIT:C158136	Empagliflozin	To control high blood sugar in people with type 2 diabetes, with a proper diet and exercise program	-	-	NO_DISORDER
NCIT:C1583	Daunorubicin Hydrochloride	Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia	Acute Lymphoblastic Leukemia	MONDO:0004967	MISSING_TREATMENT
NCIT:C1583	Daunorubicin Hydrochloride	Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia	Acute Myeloid Leukemia, IDH-Mutated	MONDO:0018874	MISSING_TREATMENT
NCIT:C158422	SR Mitomycin Intravesical Solution	adult patients with recurrent low-grade intermediate-risk non-muscle invasive bladder cancer (LG-IR-NMIBC).	-	-	NO_DISORDER
NCIT:C158504	Linvoseltamab	adults with relapsed or refractory multiple myeloma	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
