disorder	mondo_id	n_dismech	n_kg	exact	more_specific	more_general	unmatched	semantic_overlap	unmatched_terms
Soil_Transmitted_Helminthiases	MONDO:0004664	1	224	1	0	0	0	1	
Solitary_Fibrous_Tumor	MONDO:0016238	3	31	2	0	0	1	2	HP:0002094(Dyspnea)
Southern_Tick-Associated_Rash_Illness	MONDO:0025294	6	87	5	0	0	1	5	HP:0031180(Erythema migrans)
Spasmodic_Dysphonia	MONDO:0000485	5	0	0	0	0	5	0	HP:0001609(Hoarse voice);HP:0001618(Dysphonia);HP:0005934(Imperfect vocal cord adduction);HP:0012049(Laryngeal dystonia);HP:0012477(Vocal tremor)
Spasticity-Ataxia-Gait_Anomalies_Syndrome	MONDO:0014803	6	37	3	2	0	1	5	HP:0001332(Dystonia)
Spinal_Cord_Ischemia	MONDO:0020688	8	0	0	0	0	8	0	HP:0000020(Urinary incontinence);HP:0002445(Tetraplegia);HP:0002878(Respiratory failure);HP:0003418(Back pain);HP:0004374(Hemiplegia/hemiparesis);HP:0007328(Impaired pain sensation);HP:0010551(Paraplegia/paraparesis);HP:0012531(Pain)
Spinal_Muscular_Atrophy	MONDO:0001516	35	442	29	5	1	0	35	
Spinal_Muscular_Atrophy_Progressive_Myoclonic_Epilepsy	MONDO:0008045	6	46	3	1	2	0	6	
Spinal_Muscular_Atrophy_with_Respiratory_Distress_Type_1	MONDO:0011436	12	30	7	0	1	4	8	HP:0000763(Sensory neuropathy);HP:0001284(Areflexia);HP:0002015(Dysphagia);HP:0012332(Abnormal autonomic nervous system physiology)
Spinocerebellar_Ataxia_Type_17	MONDO:0011781	10	46	8	0	1	1	9	HP:0000709(Psychosis)
Splenic_Artery_Aneurysm	MONDO:0001856	5	0	0	0	0	5	0	HP:0002027(Abdominal pain);HP:0002239(Gastrointestinal hemorrhage);HP:0002617(Vascular dilatation);HP:0011029(Internal hemorrhage);HP:0031274(Hypovolemic shock)
Split_Hand_Foot_Malformation	MONDO:0016576	7	57	6	0	0	1	6	HP:0010442(Polydactyly)
Spondylocarpotarsal_Synostosis_Syndrome	MONDO:0010094	16	49	12	0	2	2	14	HP:0000311(Round face);HP:0001387(Joint stiffness)
Spondylocostal_Dysostosis	MONDO:0000359	9	122	8	0	0	1	8	HP:0002092(Pulmonary arterial hypertension)
Spondylodysplastic_Ehlers-Danlos_Syndrome	MONDO:0007526	20	175	17	0	0	3	17	HP:0000563(Keratoconus);HP:0000677(Oligodontia);HP:0002619(Varicose veins)
Spondyloepimetaphyseal_Dysplasia_Bieganski_Type	MONDO:0010275	14	66	4	1	2	7	7	HP:0000252(Microcephaly);HP:0000407(Sensorineural hearing impairment);HP:0000546(Retinal degeneration);HP:0001263(Global developmental delay);HP:0001382(Joint hypermobility);HP:0002344(Progressive neurologic deterioration);HP:0002657(Spondylometaphyseal dysplasia)
Spondyloepimetaphyseal_Dysplasia_Strudwick_Type	MONDO:0008476	17	48	8	1	0	8	9	HP:0000541(Retinal detachment);HP:0002663(Delayed epiphyseal ossification);HP:0002758(Osteoarthritis);HP:0002808(Kyphosis);HP:0003467(Atlantoaxial instability);HP:0009826(Limb undergrowth);HP:0030043(Hip subluxation);HP:0100255(Metaphyseal dysplasia)
Spondyloepiphyseal_Dysplasia_Congenita	MONDO:0008471	19	66	16	1	1	1	18	HP:0002663(Delayed epiphyseal ossification)
Spondylometaphyseal_Dysplasia_Kozlowski_Type	MONDO:0008477	20	63	15	1	2	2	18	HP:0002196(Myelopathy);HP:0002653(Bone pain)
Squamous_Cell_Carcinoma_of_Penis	MONDO:0018352	3	0	0	0	0	3	0	HP:0000032(Abnormal male external genitalia morphology);HP:0000078(Abnormality of the genital system);HP:0034751(Inguinal lymphadenopathy)
Stankiewicz_Isidor_syndrome	MONDO:0054591	12	85	6	1	5	0	12	
Stargardt_Disease	MONDO:0019353	15	59	13	0	0	2	13	HP:0030602(Abnormal fundus autofluorescence imaging);HP:0030610(Photoreceptor outer segment loss on macular OCT)
Stevens-Johnson_Syndrome	MONDO:0018229	10	39	4	0	1	5	5	HP:0002093(Respiratory insufficiency);HP:0003249(Genital ulcers);HP:0031446(Erosion of oral mucosa);HP:0032156(Skin detachment);HP:0033834(Malaise)
Stickler_Syndrome_Type_1	MONDO:0007160	28	52	20	2	1	5	23	HP:0000162(Glossoptosis);HP:0000389(Chronic otitis media);HP:0000768(Pectus carinatum);HP:0001252(Hypotonia);HP:0007992(Lattice retinal degeneration)
Stiff_Person_Syndrome	MONDO:0008491	24	51	24	0	0	0	24	
Striate_Palmoplantar_Keratoderma_Type_2	MONDO:0013034	10	5	2	0	2	6	4	HP:0001644(Dilated cardiomyopathy);HP:0007501(Streaks of hyperkeratosis along each finger onto the palm);HP:0011675(Arrhythmia);HP:0025114(Hypergranulosis);HP:0031057(Skin fissure);HP:0034702(Abnormal keratinocyte morphology)
Stromme_Syndrome	MONDO:0009477	27	30	14	0	2	11	16	HP:0000343(Long philtrum);HP:0000400(Macrotia);HP:0000448(Prominent nose);HP:0000463(Anteverted nares);HP:0000505(Visual impairment);HP:0000593(Abnormal anterior chamber morphology);HP:0000969(Edema);HP:0001249(Intellectual disability);HP:0001270(Motor delay);HP:0001627(Abnormal heart morphology);HP:0001873(Thrombocytopenia)
Sturge-Weber_Syndrome	MONDO:0008501	8	53	4	2	0	2	6	HP:0001052(Nevus flammeus);HP:0001269(Hemiparesis)
Subacute_Inflammatory_Demyelinating_Polyneuropathy	MONDO:0016102	3	40	1	0	2	0	3	
Succinic_Semialdehyde_Dehydrogenase_Deficiency	MONDO:0010083	21	35	12	3	0	6	15	HP:0001332(Dystonia);HP:0002072(Chorea);HP:0002360(Sleep disturbance);HP:0007183(Focal T2 hyperintense basal ganglia lesion);HP:0033258(Sudden unexpected death in epilepsy);HP:0100660(Dyskinesia)
Susac_Syndrome	MONDO:0019390	9	23	6	0	0	3	6	HP:0000575(Scotoma);HP:0001298(Encephalopathy);HP:0020161(Branch retinal artery occlusion)
Sweet_Syndrome	MONDO:0011959	11	42	6	3	1	1	10	HP:0033834(Malaise)
Synovial_Sarcoma	MONDO:0010434	5	1	0	0	1	4	1	HP:0001824(Weight loss);HP:0012531(Pain);HP:0031459(Soft tissue neoplasm);HP:0100526(Neoplasm of the lung)
Systemic_Lupus_Erythematosus	MONDO:0007915	30	155	30	0	0	0	30	
Systemic_Mastocytosis	MONDO:0016586	12	73	12	0	0	0	12	
Systemic_Sclerosis	MONDO:0005100	20	112	20	0	0	0	20	
TACO1-Related_COX_Deficiency	MONDO:0033638	6	13	0	0	1	5	1	HP:0000505(Visual impairment);HP:0001268(Mental deterioration);HP:0001298(Encephalopathy);HP:0003128(Lactic acidosis);HP:0007146(Bilateral basal ganglia lesions)
TARP_syndrome	MONDO:0010711	14	70	11	0	1	2	12	HP:0000448(Prominent nose);HP:0000565(Esotropia)
TBX6-Associated_Congenital_Scoliosis	MONDO:0007389	2	13	2	0	0	0	2	
TGFBI_Corneal_Dystrophies	MONDO:0000764	6	36	6	0	0	0	6	
THG1L-Related_Disorder	MONDO:0032923	10	14	2	0	2	6	4	HP:0000252(Microcephaly);HP:0000347(Micrognathia);HP:0001263(Global developmental delay);HP:0001272(Cerebellar atrophy);HP:0012736(Profound global developmental delay);HP:0200134(Epileptic encephalopathy)
THUMPD1-Related_Neurodevelopmental_Disorder	MONDO:0859272	7	22	4	0	1	2	5	HP:0000708(Atypical behavior);HP:0001999(Abnormal facial shape)
TNF_Receptor-Associated_Periodic_Syndrome	MONDO:0007727	10	54	7	1	1	1	9	HP:0000093(Proteinuria)
TP63_Ectodermal_Dysplasia_Spectrum	MONDO:1040001	12	162	11	1	0	0	12	
TTN_Related_Myopathy_Dominant_Negative_TTNsv	MONDO:0100494	6	56	2	0	2	2	4	HP:0001371(Flexion contracture);HP:0003327(Axial muscle weakness)
TUBA1A-related_Tubulinopathy	MONDO:0012703	6	38	3	0	3	0	6	
TUBB2A_TUBB2B-related_Cortical_Malformation	MONDO:0018763	10	24	4	0	3	3	7	HP:0002126(Polymicrogyria);HP:0002134(Abnormal basal ganglia morphology);HP:0007015(Poor gross motor coordination)
TUBB3-related_Tubulinopathy	MONDO:0100154	9	19	2	0	3	4	5	HP:0001249(Intellectual disability);HP:0001321(Cerebellar hypoplasia);HP:0002126(Polymicrogyria);HP:0002363(Abnormal brainstem morphology)
Taeniasis_Cysticercosis	MONDO:0015484	1	49	1	0	0	0	1	
Takayasu_Arteritis	MONDO:0017991	52	54	52	0	0	0	52	
Tall_Stature-Intellectual_Disability-Renal_Anomalies_Syndrome	MONDO:0014918	6	56	3	1	1	1	5	HP:0000085(Horseshoe kidney)
Tangier_Disease	MONDO:0008783	23	38	23	0	0	0	23	
Tatton-Brown-Rahman_overgrowth_syndrome	MONDO:0014382	4	64	2	0	2	0	4	
Taurodontism	MONDO:0010098	5	1	1	0	2	2	3	HP:0009804(Tooth agenesis);HP:0011069(Supernumerary tooth)
Tay-Sachs_Disease	MONDO:0010100	20	77	16	1	2	1	19	HP:0006808(Cerebral hypomyelination)
Tay-Sachs_Disease_AB_Variant	MONDO:0010099	6	38	5	1	0	0	6	
Temple-Baraitser_Syndrome	MONDO:0012735	11	61	11	0	0	0	11	
Temporal_Lobe_Epilepsy	MONDO:0005115	2	25	0	0	1	1	1	HP:0002354(Memory impairment)
Temtamy_Preaxial_Brachydactyly_Syndrome	MONDO:0011533	21	63	16	3	2	0	21	
Temtamy_Syndrome	MONDO:0009033	12	47	6	1	3	2	10	HP:0000729(Autistic behavior);HP:0001627(Abnormal heart morphology)
Terminal_Osseous_Dysplasia	MONDO:0010279	12	44	11	1	0	0	12	
Testicular_Germ_Cell_Tumor	MONDO:0010108	4	6	1	0	0	3	1	HP:0000028(Cryptorchidism);HP:0000771(Gynecomastia);HP:0010788(Testicular neoplasm)
Testicular_Seminoma	MONDO:0003669	5	0	0	0	0	5	0	HP:0000028(Cryptorchidism);HP:0010788(Testicular neoplasm);HP:0025435(Increased circulating lactate dehydrogenase concentration);HP:0100728(Germ cell neoplasia);HP:6000485(Elevated circulating beta chorionic gonadotropin concentration)
Testicular_Sex_Cord_Stromal_Neoplasm	MONDO:0003125	6	2	0	0	0	6	0	HP:0000771(Gynecomastia);HP:0000826(Precocious puberty);HP:0008204(Precocious puberty with Sertoli cell tumor);HP:0010788(Testicular neoplasm);HP:0012041(Decreased fertility in males);HP:0032404(Testicular mass)
Tetanus	MONDO:0005526	6	30	4	0	1	1	5	HP:0002878(Respiratory failure)
Tetrahydrobiopterin_Deficiency	MONDO:0016543	11	70	9	1	0	1	10	HP:0000870(Increased circulating prolactin concentration)
Thallium_Poisoning	MONDO:0041996	8	0	0	0	0	8	0	HP:0001289(Confusion);HP:0001410(Decreased liver function);HP:0001596(Alopecia);HP:0001649(Tachycardia);HP:0001820(Leukonychia);HP:0002019(Constipation);HP:0002027(Abdominal pain);HP:0009830(Peripheral neuropathy)
Thanatophoric_Dysplasia_Type_1	MONDO:0008546	19	65	17	1	1	0	19	
Thanatophoric_Dysplasia_Type_2	MONDO:0008547	22	48	18	1	0	3	19	HP:0001263(Global developmental delay);HP:0002324(Hydranencephaly);HP:0004060(Trident hand)
Thomsen_and_Becker_disease	MONDO:0009710	5	21	4	0	0	1	4	HP:0003236(Elevated circulating creatine kinase concentration)
Thromboangiitis_Obliterans	MONDO:0008889	6	19	4	1	0	1	5	HP:6000627(Rest limb pain)
Thunderstorm_Asthma	MONDO:0004784	7	0	0	0	0	7	0	HP:0002094(Dyspnea);HP:0002099(Asthma);HP:0003193(Allergic rhinitis);HP:0004887(Respiratory failure requiring assisted ventilation);HP:0006536(Airway obstruction);HP:0012735(Cough);HP:0030828(Wheezing)
Thymic_Carcinoma	MONDO:0006451	7	13	4	1	1	1	6	HP:0033827(Anterior mediastinal mass)
Thymoma	MONDO:0006456	3	39	1	0	0	2	1	HP:0002719(Recurrent infections);HP:0033827(Anterior mediastinal mass)
Thyroid_Follicular_Carcinoma	MONDO:0005034	3	21	0	0	0	3	0	HP:0002094(Dyspnea);HP:0002653(Bone pain);HP:0025388(Thyroid nodule)
Timothy_Syndrome	MONDO:0010979	8	32	4	1	3	0	8	
Tooth_Agenesis	MONDO:0005486	6	0	0	0	0	6	0	HP:0000668(Hypodontia);HP:0000674(Anodontia);HP:0000677(Oligodontia);HP:0001592(Selective tooth agenesis);HP:0009804(Tooth agenesis);HP:0100834(Neoplasm of the large intestine)
Tooth_and_Nail_Syndrome	MONDO:0008582	5	0	0	0	0	5	0	HP:0000668(Hypodontia);HP:0000677(Oligodontia);HP:0000698(Conical tooth);HP:0000699(Diastema);HP:0002164(Nail dysplasia)
Torsade_De_Pointes_Syndrome_With_Short_Coupling_Interval	MONDO:0013317	7	0	0	0	0	7	0	HP:0001279(Syncope);HP:0001645(Sudden cardiac death);HP:0001663(Ventricular fibrillation);HP:0001664(Torsade de pointes);HP:0001695(Cardiac arrest);HP:0006682(Premature ventricular contraction);HP:0031677(Polymorphic ventricular tachycardia)
Tourette_Syndrome	MONDO:0007661	6	0	0	0	0	6	0	HP:0000716(Depression);HP:0000722(Compulsive behaviors);HP:0000739(Anxiety);HP:0002360(Sleep disturbance);HP:0007018(Attention deficit hyperactivity disorder);HP:0100033(Tics)
Trachoma	MONDO:0001249	1	0	0	0	0	1	0	HP:0000618(Blindness)
Transaldolase_Deficiency	MONDO:0011624	19	44	18	0	0	1	18	HP:0000815(Hypergonadotropic hypogonadism)
Transitional_Cell_Carcinoma	MONDO:0006474	2	0	0	0	0	2	0	HP:0000790(Hematuria);HP:0009725(Bladder neoplasm)
Transketolase_Deficiency	MONDO:0014881	6	30	3	0	1	2	4	HP:0002028(Chronic diarrhea);HP:0012072(Aciduria)
Transverse_Myelitis	MONDO:0021553	10	0	0	0	0	10	0	HP:0000011(Neurogenic bladder);HP:0001257(Spasticity);HP:0001324(Muscle weakness);HP:0002607(Bowel incontinence);HP:0003418(Back pain);HP:0003474(Somatic sensory dysfunction);HP:0004373(Focal dystonia);HP:0010550(Paraplegia);HP:0011964(Intermittent painful muscle spasms);HP:0012486(Myelitis)
Travelers_Diarrhea	MONDO:0001673	3	176	3	0	0	0	3	
Treacher_Collins_Syndrome	MONDO:0002457	12	96	9	0	1	2	10	HP:0002781(Upper airway obstruction);HP:0002870(Obstructive sleep apnea)
Trehalase_Deficiency	MONDO:0012803	3	6	3	0	0	0	3	
Trichothiodystrophy	MONDO:0018053	8	198	7	0	1	0	8	
Triglyceride_Storage_Disease_Type_1	MONDO:0008601	7	2	0	0	0	7	0	HP:0000407(Sensorineural hearing impairment);HP:0000518(Cataract);HP:0001397(Hepatic steatosis);HP:0001399(Hepatic failure);HP:0002240(Hepatomegaly);HP:0003198(Myopathy);HP:0007479(Congenital nonbullous ichthyosiform erythroderma)
Triglyceride_Storage_Disease_Type_2	MONDO:0008602	2	1	0	0	0	2	0	HP:0001638(Cardiomyopathy);HP:0003198(Myopathy)
Trimethylaminuria	MONDO:0018767	3	16	3	0	0	0	3	
Triosephosphate_Isomerase_Deficiency	MONDO:0014221	4	38	1	1	0	2	2	HP:0002180(Neurodegeneration);HP:0002344(Progressive neurologic deterioration)
Triphalangeal_Thumb_Polysyndactyly	MONDO:0008270	3	9	2	0	1	0	3	
Triple_Negative_Breast_Cancer	MONDO:0005494	2	0	0	0	0	2	0	HP:0002664(Neoplasm);HP:0003002(Breast carcinoma)
Tuberculosis	MONDO:0018076	10	8	2	0	0	8	2	HP:0001945(Fever);HP:0002094(Dyspnea);HP:0002105(Hemoptysis);HP:0003418(Back pain);HP:0012378(Fatigue);HP:0030166(Night sweats);HP:0034315(Chronic cough);HP:0100749(Chest pain)
Tuberous_Sclerosis_Complex	MONDO:0001734	30	83	22	2	2	4	26	HP:0001699(Sudden death);HP:0005686(Patchy osteosclerosis);HP:0005948(Multiple pulmonary cysts);HP:0031111(Cutaneous hamartoma)
Tularemia	MONDO:0018077	5	39	4	1	0	0	5	
Twin_to_Twin_Transfusion_Syndrome	MONDO:0019805	9	0	0	0	0	9	0	HP:0001511(Intrauterine growth retardation);HP:0001561(Polyhydramnios);HP:0001562(Oligohydramnios);HP:0001622(Premature birth);HP:0001640(Cardiomegaly);HP:0001789(Hydrops fetalis);HP:0025716(Fetal anemia);HP:0030753(Intrauterine fetal demise of one twin after midgestation);HP:0031110(Twin-to-twin transfusion)
Type_2_Diabetes_Mellitus	MONDO:0005148	10	3	1	0	1	8	2	HP:0000103(Polyuria);HP:0000488(Retinopathy);HP:0000842(Hyperinsulinemia);HP:0001513(Obesity);HP:0001959(Polydipsia);HP:0003074(Hyperglycemia);HP:0009830(Peripheral neuropathy);HP:0012378(Fatigue)
Type_I_Diabetes	MONDO:0005147	15	9	3	1	0	11	4	HP:0000112(Nephropathy);HP:0000488(Retinopathy);HP:0001289(Confusion);HP:0001626(Abnormality of the cardiovascular system);HP:0001824(Weight loss);HP:0002013(Vomiting);HP:0002027(Abdominal pain);HP:0002789(Tachypnea);HP:0003076(Glycosuria);HP:0009830(Peripheral neuropathy);HP:0012378(Fatigue)
Tyrosinemia_Type_I	MONDO:0010161	16	40	7	0	3	6	10	HP:0000969(Edema);HP:0001298(Encephalopathy);HP:0001395(Hepatic fibrosis);HP:0002027(Abdominal pain);HP:0002878(Respiratory failure);HP:0100543(Cognitive impairment)
Tyrosinemia_Type_II	MONDO:0010160	6	25	5	0	0	1	5	HP:0001131(Corneal dystrophy)
UGDH-Related_Developmental_and_Epileptic_Encephalopathy_84	MONDO:0032918	6	31	1	1	2	2	4	HP:0001249(Intellectual disability);HP:0002015(Dysphagia)
UGP2-Related_Developmental_and_Epileptic_Encephalopathy_83	MONDO:0032895	3	31	1	0	1	1	2	HP:0200134(Epileptic encephalopathy)
UNC13A_Congenital_NDD_with_Epilepsy	MONDO:0980940	12	77	7	2	2	1	11	HP:0001371(Flexion contracture)
UNC13A_NDD_with_Seizures_and_Movement_Disorder	MONDO:0980941	6	57	5	0	0	1	5	HP:0001263(Global developmental delay)
Ulcerative_Colitis	MONDO:0005101	14	0	0	0	0	14	0	HP:0001349(Facial diplegia);HP:0001369(Arthritis);HP:0001824(Weight loss);HP:0001903(Anemia);HP:0002027(Abdominal pain);HP:0011107(Recurrent aphthous stomatitis);HP:0012122(Anterior uveitis);HP:0012219(Erythema nodosum);HP:0012378(Fatigue);HP:0012701(Bowel urgency);HP:0012702(Tenesmus);HP:0025085(Bloody diarrhea);HP:0030991(Sclerosing cholangitis);HP:0100534(Episcleritis)
Ullrich_Congenital_Muscular_Dystrophy	MONDO:0000355	31	76	31	0	0	0	31	
Ulnar-Mammary_Syndrome	MONDO:0008411	20	70	13	1	0	6	14	HP:0000015(Bladder diverticulum);HP:0000044(Hypogonadotropic hypogonadism);HP:0000456(Bifid nasal tip);HP:0000966(Hypohidrosis);HP:0008240(Secondary growth hormone deficiency);HP:0010297(Bifid tongue)
Undetermined_Early_Onset_Epileptic_Encephalopathy	MONDO:0018614	6	159	5	1	0	0	6	
Unverricht-Lundborg_Disease	MONDO:0009698	9	16	5	1	0	3	6	HP:0000712(Emotional lability);HP:0000716(Depression);HP:0001327(Photosensitive myoclonic seizure)
Urea_Cycle_Disorder	MONDO:0004739	14	287	13	1	0	0	14	
Urinary_Bladder_Small_Cell_Neuroendocrine_Carcinoma	MONDO:0004114	4	6	2	0	1	1	3	HP:0100515(Pollakisuria)
Urticaria	MONDO:0005492	1	151	1	0	0	0	1	
Usher_Syndrome	MONDO:0019501	9	73	9	0	0	0	9	
Uterine_Leiomyoma	MONDO:0007886	7	1	1	0	0	6	1	HP:0000132(Menorrhagia);HP:0000789(Infertility);HP:0001891(Iron deficiency anemia);HP:0002019(Constipation);HP:0034267(Pelvic pain);HP:0100607(Dysmenorrhea)
Uveal_Melanoma	MONDO:0006486	3	18	1	0	0	2	1	HP:0001123(Visual field defect);HP:0007663(Reduced visual acuity)
VAMP2-Related_Disorder	MONDO:0032900	6	15	5	0	0	1	5	HP:0002487(Hyperkinetic movements)
VCP-associated_Multisystem_Proteinopathy	MONDO:0008178	10	32	3	0	1	6	4	HP:0001638(Cardiomyopathy);HP:0002015(Dysphagia);HP:0002094(Dyspnea);HP:0002460(Distal muscle weakness);HP:0002878(Respiratory failure);HP:0007354(Amyotrophic lateral sclerosis)
VEXAS_Syndrome	MONDO:0026777	11	23	8	0	1	2	9	HP:0034786(Leukocytoclastic vasculitis);HP:0100532(Scleritis)
VLCAD_Deficiency	MONDO:0008723	15	62	9	1	3	2	13	HP:0003128(Lactic acidosis);HP:0003546(Exercise intolerance)
VPS53-Related_Pontocerebellar_Hypoplasia_Type_2E	MONDO:0014370	7	36	3	0	1	3	4	HP:0000365(Hearing impairment);HP:0001321(Cerebellar hypoplasia);HP:0001392(Abnormality of the liver)
Van_Buchem_Disease	MONDO:0009395	8	18	4	2	1	1	7	HP:0002516(Increased intracranial pressure)
Vascular_Ehlers-Danlos_Syndrome	MONDO:0017314	11	128	10	1	0	0	11	
Vertebral_Artery_Insufficiency	MONDO:0001631	10	0	0	0	0	10	0	HP:0000651(Diplopia);HP:0001251(Ataxia);HP:0001260(Dysarthria);HP:0002015(Dysphagia);HP:0002140(Ischemic stroke);HP:0002315(Headache);HP:0002321(Vertigo);HP:0002326(Transient ischemic attack);HP:0030321(Abnormal vertebral artery morphology);HP:0030833(Neck pain)
Vici_Syndrome	MONDO:0009452	15	86	12	2	0	1	14	HP:0012448(Delayed myelination)
Viral_Encephalitis	MONDO:0006009	11	184	8	3	0	0	11	
Viral_Hemorrhagic_Fever	MONDO:0018087	13	203	13	0	0	0	13	
Visceral_Heterotaxy	MONDO:0018677	7	167	6	0	0	1	6	HP:0012722(Heart block)
Visual_Snow_Syndrome	MONDO:0018486	5	24	5	0	0	0	5	
Vitamin_K_Dependent_Coagulation_Factor_Deficiency	MONDO:0015722	11	54	9	0	2	0	11	
Vitiligo	MONDO:0008661	9	0	0	0	0	9	0	HP:0000407(Sensorineural hearing impairment);HP:0000554(Uveitis);HP:0000992(Cutaneous photosensitivity);HP:0001045(Vitiligo);HP:0001053(Hypopigmented skin patches);HP:0001097(Keratoconjunctivitis sicca);HP:0002290(Poliosis);HP:0011364(White hair);HP:6000933(Koebner Phenomenon)
Vogt-Koyanagi-Harada_Disease	MONDO:0018092	10	39	6	2	0	2	8	HP:0007894(Fundus hypopigmentation);HP:0033430(Non-infectious meningitis)
Von_Hippel-Lindau_Disease	MONDO:0008667	8	47	7	1	0	0	8	
Vulvar_Adenocarcinoma	MONDO:0024336	4	0	0	0	0	4	0	HP:0000989(Pruritus);HP:0012531(Pain);HP:0030416(Vulvar neoplasm);HP:0200042(Skin ulcer)
Vulvar_Carcinoma	MONDO:0005215	5	0	0	0	0	5	0	HP:0000989(Pruritus);HP:0002664(Neoplasm);HP:0011355(Localized skin lesion);HP:0012531(Pain);HP:0200042(Skin ulcer)
WAGR_Syndrome	MONDO:0008681	18	51	12	1	1	4	14	HP:0001252(Hypotonia);HP:0002719(Recurrent infections);HP:0007018(Attention deficit hyperactivity disorder);HP:0007750(Hypoplasia of the fovea)
Waldenstrom_Macroglobulinemia	MONDO:0100280	3	48	2	0	0	1	2	HP:0020196(IgM heavy chain paraproteinemia)
Warburg_Micro_Syndrome	MONDO:0016649	14	118	13	0	0	1	13	HP:0000044(Hypogonadotropic hypogonadism)
Warsaw_breakage_syndrome	MONDO:0013252	8	24	3	1	4	0	8	
Weaver_Syndrome	MONDO:0010193	16	97	11	0	1	4	12	HP:0001027(Soft, doughy skin);HP:0001520(Large for gestational age);HP:0003006(Neuroblastoma);HP:0007874(Almond-shaped palpebral fissure)
Whipple_Disease	MONDO:0005116	10	47	4	1	3	2	8	HP:0002094(Dyspnea);HP:0100543(Cognitive impairment)
Wieacker_Wolff_Syndrome	MONDO:0010758	20	54	18	1	0	1	19	HP:0000175(Cleft palate)
Wiedemann-Steiner_Syndrome	MONDO:0011518	19	102	13	1	5	0	19	
Williams_Syndrome	MONDO:0008678	29	232	25	0	1	3	26	HP:0000855(Insulin resistance);HP:0001263(Global developmental delay);HP:0012775(Stellate iris)
Wilms_Tumor	MONDO:0006058	7	28	6	0	1	0	7	
Wilsons_Disease	MONDO:0010200	59	100	48	2	1	8	51	HP:0000338(Hypomimic face);HP:0000938(Osteopenia);HP:0001251(Ataxia);HP:0001635(Congestive heart failure);HP:0001638(Cardiomyopathy);HP:0007302(Bipolar affective disorder);HP:0011675(Arrhythmia);HP:0012332(Abnormal autonomic nervous system physiology)
Wiskott_Aldrich_Syndrome	MONDO:0010518	31	120	31	0	0	0	31	
Wissler_syndrome	MONDO:0006018	12	0	0	0	0	12	0	HP:0001369(Arthritis);HP:0001635(Congestive heart failure);HP:0001698(Pericardial effusion);HP:0001701(Pericarditis);HP:0001903(Anemia);HP:0001954(Recurrent fever);HP:0001974(Increased total leukocyte count);HP:0002829(Arthralgia);HP:0002907(Microscopic hematuria);HP:0012819(Myocarditis);HP:0200029(Vasculitis in the skin);HP:4000054(Exanthem)
Wolf-Hirschhorn_Syndrome	MONDO:0008684	19	140	11	5	3	0	19	
Wolman_Disease	MONDO:0019148	8	21	5	1	1	1	7	HP:0002014(Diarrhea)
Woodhouse-Sakati_Syndrome	MONDO:0009419	12	55	8	2	0	2	10	HP:0002015(Dysphagia);HP:0002500(Abnormal cerebral white matter morphology)
X-Linked_Hypophosphatemia	MONDO:0010619	11	69	9	0	1	1	10	HP:0002757(Recurrent fractures)
X-Linked_Infantile_Spinal_Muscular_Atrophy	MONDO:0010532	7	57	3	1	2	1	6	HP:0002659(Increased susceptibility to fractures)
X-linked_Agammaglobulinemia	MONDO:0010421	15	62	14	0	1	0	15	
X-linked_Dystonia-Parkinsonism	MONDO:0010747	12	20	5	1	4	2	10	HP:0004409(Hyposmia);HP:0007325(Generalized dystonia)
X-linked_Hypohidrotic_Ectodermal_Dysplasia	MONDO:0010585	19	52	13	0	1	5	14	HP:0000677(Oligodontia);HP:0001097(Keratoconjunctivitis sicca);HP:0001742(Nasal congestion);HP:0002205(Recurrent respiratory infections);HP:0030828(Wheezing)
X-linked_Nonsyndromic_Hearing_Loss	MONDO:0019586	3	23	2	0	1	0	3	
X-linked_Syndromic_Intellectual_Disability_Turner_Type	MONDO:0010407	5	77	4	0	1	0	5	
Xeroderma_Pigmentosum	MONDO:0019600	12	122	10	1	0	1	11	HP:0001332(Dystonia)
YWHAG_Syndrome	MONDO:0033365	12	19	7	2	1	2	10	HP:0000750(Delayed speech and language development);HP:0001270(Motor delay)
Yaws	MONDO:0006019	1	1	0	0	0	1	0	HP:0200042(Skin ulcer)
