class_id	class_label	total	present	absent	coverage_pct	module_hint
NCIT:C76358	Growth Hormone-Releasing Hormone Analogue	1	0	1	0	-
NCIT:C199383	HER3-targeting Agent	1	0	1	0	-
NCIT:C74526	Heat Shock Protein Inhibitor	1	0	1	0	-
NCIT:C78311	Hemostatic Agent	1	0	1	0	-
NCIT:C2081	Hepatoprotective Agent	1	0	1	0	-
NCIT:C29702	Histamine-2 Receptor Antagonist	1	0	1	0	-
NCIT:C2315	Hormone	1	0	1	0	-
NCIT:C1951	Human Papilloma Virus Vaccine	1	0	1	0	-
NCIT:C168618	IDH1 Inhibitor	1	0	1	0	-
NCIT:C168619	IDH2 Inhibitor	1	0	1	0	-
NCIT:C222322	IL-15-based Therapeutic Agent	1	0	1	0	-
NCIT:C16725	Immunoprotein	1	0	1	0	-
NCIT:C178427	Influenza Vaccine	1	0	1	0	-
NCIT:C210688	Iron Supplement	1	0	1	0	-
NCIT:C200483	LAG-3-targeting Agent	1	0	1	0	-
NCIT:C606	Lactone Compound	1	0	1	0	-
NCIT:C210746	Lipid Supplement	1	0	1	0	-
NCIT:C1322	Lipooxygenase Inhibitor	1	0	1	0	-
NCIT:C216199	Lutetium-177-labeled PSMA-targeting Ligand	1	0	1	0	-
NCIT:C67445	Macrolide	1	0	1	0	-
NCIT:C214964	Mucin-16-targeting Agent	1	0	1	0	-
NCIT:C54679	Naphthalene Compound	1	0	1	0	-
NCIT:C73579	Nicotinic Agonist	1	0	1	0	-
NCIT:C29574	Nitric Oxide Synthase Inhibitor	1	0	1	0	-
NCIT:C29596	Non-Essential Amino Acid	1	0	1	0	-
NCIT:C213692	Non-covalent BTK Inhibitor	1	0	1	0	-
NCIT:C97453	Non-nucleoside Reverse Transcriptase Inhibitor	1	0	1	0	-
NCIT:C717	Oncolytic Virus	1	0	1	0	-
NCIT:C94712	Organic Ester	1	0	1	0	-
NCIT:C14250	Organism	1	0	1	0	-
NCIT:C223203	PRC2 Inhibitor	1	0	1	0	-
NCIT:C61078	Paclitaxel Preparation	1	0	1	0	-
NCIT:C203332	Pegylated Topoisomerase Inhibitor	1	0	1	0	-
NCIT:C1500	Penicillin Antibiotic	1	0	1	0	-
NCIT:C740	Phenothiazine	1	0	1	0	-
NCIT:C747	Pigment	1	0	1	0	-
NCIT:C97123	Pneumococcal Conjugate Vaccine	1	0	1	0	-
NCIT:C759	Polyamine Compound	1	0	1	0	-
NCIT:C764	Porphyrin	1	0	1	0	-
NCIT:C1891	Progesterone Antagonist	1	0	1	0	-
NCIT:C177182	Prostaglandin Receptor Antagonist	1	0	1	0	-
NCIT:C20130	Protein Family	1	0	1	0	-
NCIT:C20027	Protein, Organized by Function	1	0	1	0	-
NCIT:C76196	Proteobacteria	1	0	1	0	-
NCIT:C29723	Proton Pump Inhibitor	1	0	1	0	-
NCIT:C68303	Provitamin A Carotenoid	1	0	1	0	-
NCIT:C217030	ROS1 Inhibitor	1	0	1	0	-
NCIT:C496	Recombinant Fibroblast Growth Factor	1	0	1	0	-
NCIT:C1288	Recombinant Granulocyte-Macrophage Colony-Stimulating Factor	1	0	1	0	-
NCIT:C1545	Recombinant Human Interleukin-15	1	0	1	0	-
NCIT:C1410	Recombinant Human Stem Cell Factor	1	0	1	0	-
NCIT:C495	Recombinant Interferon Beta	1	0	1	0	-
NCIT:C1941	Recombinant Tumor Necrosis Factor Family Protein	1	0	1	0	-
NCIT:C1572	Recombinant Viral Vaccine	1	0	1	0	-
NCIT:C191676	Regimen Used to Treat Appendiceal Cancer	1	0	1	0	-
NCIT:C63467	Regimen Used to Treat Bladder Carcinoma	1	0	1	0	-
NCIT:C159440	Regimen Used to Treat Bone Cancer	1	0	1	0	-
NCIT:C191727	Regimen Used to Treat Castleman disease	1	0	1	0	-
NCIT:C140180	Regimen Used to Treat Central Nervous System Neoplasm	1	0	1	0	-
NCIT:C205537	Regimen Used to Treat Histiocytic and Dendritic Cell Neoplasm	1	0	1	0	-
NCIT:C63356	Regimen Used to Treat Hodgkin Lymphoma	1	0	1	0	-
NCIT:C159449	Regimen Used to Treat Kaposi Sarcoma	1	0	1	0	-
NCIT:C159439	Regimen Used to Treat Malignant Anal Neoplasm	1	0	1	0	-
NCIT:C159909	Regimen Used to Treat Malignant Germ Cell Tumor	1	0	1	0	-
NCIT:C63787	Regimen Used to Treat Malignant Mesothelioma	1	0	1	0	-
NCIT:C67290	Regimen Used to Treat Malignant Renal Neoplasm	1	0	1	0	-
NCIT:C63487	Regimen Used to Treat Malignant Testicular Neoplasm	1	0	1	0	-
NCIT:C214804	Regimen Used to Treat Nervous System Neoplasm	1	0	1	0	-
NCIT:C63442	Regimen Used to Treat Non-Hodgkin Lymphoma	1	0	1	0	-
NCIT:C67338	Regimen Used to Treat Osteosarcoma	1	0	1	0	-
NCIT:C191723	Regimen Used to Treat Pre-malignant Disorder	1	0	1	0	-
NCIT:C159461	Regimen Used to Treat Primary Amyloidosis	1	0	1	0	-
NCIT:C191713	Regimen Used to Treat Salivary Gland Tumor	1	0	1	0	-
NCIT:C63510	Regimen Used to Treat Sarcoma	1	0	1	0	-
NCIT:C159458	Regimen Used to Treat Thyroid Cancer	1	0	1	0	-
NCIT:C210232	Regimen Used to Treat Vaginal Cancer	1	0	1	0	-
NCIT:C213158	Regimen Used to Treat Vascular Neoplasm	1	0	1	0	-
NCIT:C159457	Regimen Used to Treat Vulvar Cancer	1	0	1	0	-
NCIT:C83483	Retired Concept 2007	1	0	1	0	-
NCIT:C173020	SARS-CoV-2 mRNA Vaccine BNT162	1	0	1	0	-
NCIT:C98083	SGLT2 Inhibitor	1	0	1	0	-
NCIT:C211609	SYK Inhibitor	1	0	1	0	-
NCIT:C76380	Salmonella	1	0	1	0	-
NCIT:C86731	Salmonella enterica	1	0	1	0	-
NCIT:C86913	Salmonella enterica subsp enterica	1	0	1	0	-
NCIT:C47794	Serotonin Agonist	1	0	1	0	-
NCIT:C42856	Sponge	1	0	1	0	-
NCIT:C212990	Src Inhibitor	1	0	1	0	-
NCIT:C2289	Steroid Hormone	1	0	1	0	-
NCIT:C2017	Steroidal Aromatase Inhibitor	1	0	1	0	-
NCIT:C207756	TGF-beta-targeting Agent	1	0	1	0	-
NCIT:C155765	TRK Inhibitor	1	0	1	0	-
NCIT:C2826	Telomerase Inhibitor	1	0	1	0	-
NCIT:C68542	Terpene	1	0	1	0	-
NCIT:C28676	Therapeutic Allogeneic Lymphocytes	1	0	1	0	-
NCIT:C478	Therapeutic Estradiol	1	0	1	0	-
NCIT:C17948	Therapeutic Implant	1	0	1	0	-
NCIT:C201556	Therapeutic Mesenchymal Stem Cells	1	0	1	0	-
NCIT:C208118	Therapeutic Mesenchymal Stromal Cells	1	0	1	0	-
NCIT:C98241	Thiazolidinedione Antidiabetic Agent	1	0	1	0	-
NCIT:C80483	Thienopyridine Antiplatelet Agent	1	0	1	0	-
NCIT:C1553	Thyroid Agent	1	0	1	0	-
NCIT:C217659	Tissue Factor-targeting Agent	1	0	1	0	-
NCIT:C29505	Topical Corticosteroid	1	0	1	0	-
NCIT:C29639	Topical Preparation	1	0	1	0	-
NCIT:C217485	Tryptophan Hydroxylase Inhibitor	1	0	1	0	-
NCIT:C912	Tumor Antigen	1	0	1	0	-
NCIT:C2554	Vaccine Adjuvant	1	0	1	0	-
NCIT:C938	Vitamin A Compound	1	0	1	0	-
NCIT:C210653	Zinc Supplement	1	0	1	0	-
NCIT:C181140	mRNA COVID-19 Vaccine	1	0	1	0	-
NCIT:C172787	mRNA Vaccine	1	0	1	0	-
NCIT:C247	ACE Inhibitor	1	1	0	100	-
NCIT:C204	Actinomycin Antineoplastic Antibiotic	1	1	0	100	-
NCIT:C163950	Anti-CCR4 Monoclonal Antibody	1	1	0	100	-
NCIT:C155713	Anti-CD22 Antibody-drug Conjugate	1	1	0	100	-
NCIT:C158973	Anti-CD30 Antibody-drug Conjugate	1	1	0	100	-
NCIT:C2333	Anti-CD33 Antibody-drug Conjugate	1	1	0	100	-
NCIT:C182012	Anti-IGF1R Monoclonal Antibody	1	1	0	100	-
NCIT:C163951	Anti-IL-6 Monoclonal Antibody	1	1	0	100	-
NCIT:C190830	Anti-IL-6R Monoclonal Antibody	1	1	0	100	-
NCIT:C201824	Anti-RANKL Monoclonal Antibody	1	1	0	100	-
NCIT:C2496	Anti-VEGF Monoclonal Antibody	1	1	0	100	-
NCIT:C93170	Anti-VEGFR Monoclonal Antibody	1	1	0	100	-
NCIT:C179676	Anti-claudin18.2 Monoclonal Antibody	1	1	0	100	-
NCIT:C204481	Anti-interleukin-1 Beta Monoclonal Antibody	1	1	0	100	-
NCIT:C209888	Anti-nectin-4 Antibody-drug Conjugate	1	1	0	100	-
NCIT:C62761	Attenuated Bacteria Vaccine	1	1	0	100	-
NCIT:C97116	Attenuated Live Vaccine	1	1	0	100	-
NCIT:C163998	CCR4-targeting Agent	1	1	0	100	-
NCIT:C2002	CD22 Immunotoxin	1	1	0	100	-
NCIT:C164005	CD30-targeting Agent	1	1	0	100	-
NCIT:C223354	CD33-targeting Agent	1	1	0	100	-
NCIT:C200250	CLDN18.2-targeting Agent	1	1	0	100	-
NCIT:C203977	Complete Estrogen Receptor Antagonist	1	1	0	100	-
NCIT:C45597	Coumarin Compound	1	1	0	100	-
NCIT:C68339	Dietary Fatty Acid	1	1	0	100	-
NCIT:C2317	Dietary Lipid	1	1	0	100	-
NCIT:C463	Eicosanoid	1	1	0	100	-
NCIT:C94728	Fluoropyrimidine	1	1	0	100	-
NCIT:C222542	HIF Inhibitor	1	1	0	100	-
NCIT:C192728	HIF-2alpha Inhibitor	1	1	0	100	-
NCIT:C74536	Mucolytic Agent	1	1	0	100	-
NCIT:C1744	Multidrug Resistance Modulator	1	1	0	100	-
NCIT:C222210	Nectin-4-targeting Agent	1	1	0	100	-
NCIT:C67038	Polyunsaturated Fatty Acid	1	1	0	100	-
NCIT:C782	Prostaglandin	1	1	0	100	-
NCIT:C157134	Prostaglandin E	1	1	0	100	-
NCIT:C78532	Pseudomonas Exotoxin Immunoconjugate	1	1	0	100	-
NCIT:C2486	Recombinant Interleukin-1 Receptor Antagonist	1	1	0	100	-
NCIT:C849	Sulfone Anti-Infective Agent	1	1	0	100	-
NCIT:C921	Uricosuric Agent	1	1	0	100	-
NCIT:C198860	VEGF-targeting Agent	1	1	0	100	-
NCIT:C68507	Vitamin C	1	1	0	100	-
NCIT:C173064	Vitamin K Antagonist	1	1	0	100	-
NCIT:C1551	Water-Soluble Vitamin	1	1	0	100	-
NCIT:C198515	XPO1 Inhibitor	1	1	0	100	-
