dataset,cell_type,gene,comparison,phenotype,n_group1,n_group2,mean_group1,mean_group2,log2_mean_diff,fold_change,test_statistic,pvalue,qvalue_BH,published_adj_p,cohens_d,marker_class,direction,resilient_direction_inferred
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM120AOS,AD_vs_Control_PAC-level,AD,100,100,,,0.38735315,1.3079914859529167,,1.1167037543471698e-19,3.49097517355331e-19,8.811650054297937e-19,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM120B,AD_vs_Control_PAC-level,AD,100,100,,,0.08208328,1.0585454979649853,,0.0036910950371284,0.004175833617922305,0.010522912122857,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM124A,AD_vs_Control_PAC-level,AD,100,100,,,0.181279,1.133888672111054,,0.0001082965841327,0.00014856571108457037,0.0003744723663232,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM126B,AD_vs_Control_PAC-level,AD,100,100,,,0.13206501,1.095861146480202,,1.6165603235278883e-05,2.399581730236709e-05,6.052898283606374e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM131A,AD_vs_Control_PAC-level,AD,100,100,,,0.37084487,1.2931098789932252,,9.627131506066796e-12,2.1533544637507157e-11,5.4353311135462125e-11,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM135A,AD_vs_Control_PAC-level,AD,100,100,,,-0.13012862,0.9137499834199994,,1.8013644008534766e-21,5.9899526017684875e-21,1.5119375975077914e-20,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM135B,AD_vs_Control_PAC-level,AD,100,100,,,0.07822245,1.0557164866372006,,0.0068169142856766,0.007387150461664757,0.0186136367455648,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM13A,AD_vs_Control_PAC-level,AD,100,100,,,0.89754605,1.8628945988398065,,9.864723717520813e-253,3.833790353854679e-251,9.676957669488456e-251,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM13C,AD_vs_Control_PAC-level,AD,100,100,,,0.5336404,1.4475773104743286,,6.9849797991015295e-81,6.535877130759844e-80,1.6497356529615312e-79,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM151A,AD_vs_Control_PAC-level,AD,100,100,,,-0.23372403,0.850436822718182,,0.0019869515496616,0.0023436365924616905,0.0059054430202975,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM151B,AD_vs_Control_PAC-level,AD,100,100,,,0.7047972,1.6299155310701587,,1.4359314483626415e-08,2.6931097084728457e-08,6.79773963695668e-08,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM155A,AD_vs_Control_PAC-level,AD,100,100,,,-0.13337576,0.911695677086454,,4.57380411353965e-18,1.343272655071327e-17,3.3905851447085465e-17,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM156A,AD_vs_Control_PAC-level,AD,100,100,,,0.26215857,1.1992717213186281,,5.086233537472378e-08,9.164867596499228e-08,2.3127158816028605e-07,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM168A,AD_vs_Control_PAC-level,AD,100,100,,,0.47210336,1.3871303447115144,,4.174215605022484e-170,9.006824838597409e-169,2.273433199391583e-168,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM171A1,AD_vs_Control_PAC-level,AD,100,100,,,0.7482856,1.6797954900525025,,0.0,0.0,0.0,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM171B,AD_vs_Control_PAC-level,AD,100,100,,,0.5043718,1.4185055546542793,,2.759316573287204e-146,4.9537336906258466e-145,1.2503832188399888e-144,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM172A,AD_vs_Control_PAC-level,AD,100,100,,,0.2624805,1.1995393625134498,,5.28197653494097e-60,3.7439087563726663e-59,9.450085479352936e-59,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM174A,AD_vs_Control_PAC-level,AD,100,100,,,-0.24083036,0.8462580984214215,,0.0025436444413484,0.0029554149785668516,0.0074471801390335,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM174B,AD_vs_Control_PAC-level,AD,100,100,,,0.26485085,1.2015118273262626,,0.0001947815010581,0.0002594557871932627,0.000654006731966,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM174C,AD_vs_Control_PAC-level,AD,100,100,,,-0.58790475,0.665308444263396,,0.0179598474889302,0.018108100946975614,0.0456196508601414,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM177A1,AD_vs_Control_PAC-level,AD,100,100,,,-0.17930605,0.8831276869370731,,6.471230831886812e-05,9.079634644124264e-05,0.0002288994064997,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM181A,AD_vs_Control_PAC-level,AD,100,100,,,-0.94755334,0.5185110572659328,,5.794452669278949e-12,1.3158717217087654e-11,3.3214218238745366e-11,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM184A,AD_vs_Control_PAC-level,AD,100,100,,,-0.33842683,0.7909032730803237,,1.5715155967170161e-142,2.7282148937929927e-141,6.886349435867839e-141,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM184B,AD_vs_Control_PAC-level,AD,100,100,,,-0.6353996,0.6437624796880463,,1.3106774210685134e-25,4.931261584218169e-25,1.2447109832094544e-24,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM186A,AD_vs_Control_PAC-level,AD,100,100,,,-0.63414776,0.6443213208422691,,5.486294111058998e-08,9.849409900168911e-08,2.485459664850003e-07,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM189A2,AD_vs_Control_PAC-level,AD,100,100,,,-0.49282706,0.7106312018892768,,1.5673719755048747e-220,4.8510517250920104e-219,1.2244650297326547e-218,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM193A,AD_vs_Control_PAC-level,AD,100,100,,,0.26249802,1.199553929734272,,1.714767726801881e-24,6.2222871359813616e-24,1.5705816871742432e-23,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM193B,AD_vs_Control_PAC-level,AD,100,100,,,0.21161307,1.157982194369138,,5.244905213331143e-09,1.0114223755056391e-08,2.5529542855416463e-08,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM199X,AD_vs_Control_PAC-level,AD,100,100,,,-0.11476876,0.9235303254050404,,0.0067954534906145,0.00736506130182272,0.018557972874954,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM200A,AD_vs_Control_PAC-level,AD,100,100,,,-0.33640632,0.7920117176769151,,0.0003802592194537,0.0004921424902674188,0.0012403505429567,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM204A,AD_vs_Control_PAC-level,AD,100,100,,,0.29081884,1.223334416719458,,6.089864508782675e-22,2.04993470669653e-21,5.174286946069532e-21,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM20B,AD_vs_Control_PAC-level,AD,100,100,,,0.29697287,1.2285638769827314,,2.0290315781140385e-06,3.238118524101732e-06,8.169596594248805e-06,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM20C,AD_vs_Control_PAC-level,AD,100,100,,,-1.2672019,0.41546478392081315,,6.0670828539434416e-235,2.1065404426889917e-233,5.317166775296118e-233,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM214A,AD_vs_Control_PAC-level,AD,100,100,,,0.63978,1.5580915441168173,,4.771008248306598e-152,9.014833264756112e-151,2.2754546245031333e-150,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM214B,AD_vs_Control_PAC-level,AD,100,100,,,-0.27723065,0.8251734738547365,,0.0003888644395828,0.0005025189432734465,0.0012665052913407,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM217A,AD_vs_Control_PAC-level,AD,100,100,,,-1.0343448,0.4882375631509569,,9.955294862215132e-21,3.22874427963734e-20,8.149747074260042e-20,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM217B,AD_vs_Control_PAC-level,AD,100,100,,,0.37656367,1.2982459006776066,,3.719387114077454e-21,1.2272362691890874e-20,3.0976950566592973e-20,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM219A,AD_vs_Control_PAC-level,AD,100,100,,,0.39687717,1.3166548182594102,,1.665267931839526e-28,6.739900978569442e-28,1.7012337777046992e-27,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM227A,AD_vs_Control_PAC-level,AD,100,100,,,0.8953361,1.8600431629975855,,8.358453235019433e-69,6.726096485592109e-68,1.6977493541483595e-67,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM229B,AD_vs_Control_PAC-level,AD,100,100,,,0.27190137,1.2073980447690507,,0.0013644026604718,0.0016428955247930165,0.0041395833476983,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM234A,AD_vs_Control_PAC-level,AD,100,100,,,-0.17256616,0.8872630783312744,,0.0030976117109554,0.003552592907936777,0.0089521704368338,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM3C,AD_vs_Control_PAC-level,AD,100,100,,,-0.35113418,0.783967536617067,,8.457584295907754e-12,1.897339343522763e-11,4.7891175096375e-11,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM47E-STBD1,AD_vs_Control_PAC-level,AD,100,100,,,0.51040626,1.4244512617134724,,0.0094077814081815,0.009947378001432977,0.0250580474279827,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM53C,AD_vs_Control_PAC-level,AD,100,100,,,0.3233936,1.251270408559237,,7.266318796267683e-08,1.2916221560933199e-07,3.259365913680476e-07,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM78B,AD_vs_Control_PAC-level,AD,100,100,,,0.525516,1.4394483267195648,,3.4284329314358008e-06,5.373620818290761e-06,1.3554361017000024e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM89A,AD_vs_Control_PAC-level,AD,100,100,,,0.39613873,1.3159810640898106,,0.000704454911818,0.0008839610340919318,0.0022271404600875,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM8A1,AD_vs_Control_PAC-level,AD,100,100,,,0.27889255,1.213263194661093,,0.0016912036920192,0.0020110975753496745,0.0050674473694397,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAM90A1,AD_vs_Control_PAC-level,AD,100,100,,,-0.45608526,0.7289616081600107,,0.0052425158067202,0.005785545033553754,0.0145799026100233,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FANCD2,AD_vs_Control_PAC-level,AD,100,100,,,-0.52241147,0.6962071472830607,,0.0103132840635354,0.01083274923135475,0.0272887125451247,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FANCL,AD_vs_Control_PAC-level,AD,100,100,,,0.35275096,1.2769933038297832,,1.4249798711593706e-17,4.1091325121121815e-17,1.037195509087965e-16,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FANCM,AD_vs_Control_PAC-level,AD,100,100,,,-0.42208356,0.7463459625023607,,0.0002498502234375,0.00032966348925781244,0.0008309890401943,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FANK1,AD_vs_Control_PAC-level,AD,100,100,,,0.17952035,1.1325073002097885,,5.166737444296048e-05,7.31687041800931e-05,0.0001844958055341,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAP,AD_vs_Control_PAC-level,AD,100,100,,,1.52592,2.879702947963553,,2.606282773503942e-64,1.944053889941872e-63,4.907030761673452e-63,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAR1,AD_vs_Control_PAC-level,AD,100,100,,,-0.23963551,0.8469592655407179,,3.0123446960997337e-29,1.2419793683738504e-28,3.13490844955768e-28,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAR2,AD_vs_Control_PAC-level,AD,100,100,,,-1.1013223,0.46608910665746633,,9.004248553795778e-56,6.07986773030238e-55,1.5346332801706226e-54,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FARP1,AD_vs_Control_PAC-level,AD,100,100,,,0.19982572,1.1485595986748978,,2.7922427246640056e-39,1.4360105441129172e-38,3.624666965513087e-38,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FARS2,AD_vs_Control_PAC-level,AD,100,100,,,0.5750143,1.4896922288858705,,2.044527243025305e-145,3.641814151638825e-144,9.192386159070809e-144,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FARSB,AD_vs_Control_PAC-level,AD,100,100,,,-0.52630836,0.694329146897939,,6.392784519603091e-31,2.7501035291877447e-30,6.941599039682226e-30,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAS,AD_vs_Control_PAC-level,AD,100,100,,,-0.68454057,0.6222039375704421,,4.233203066357005e-30,1.7895617412782395e-29,4.5170736057264326e-29,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FASN,AD_vs_Control_PAC-level,AD,100,100,,,-0.86443084,0.5492630548293012,,8.69152691827242e-35,4.1085033946774955e-34,1.0370367121214468e-33,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FASTKD2,AD_vs_Control_PAC-level,AD,100,100,,,-0.32692587,0.7972334397343497,,6.041971650462406e-10,1.2226893001867656e-09,3.0862179484977357e-09,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAT1,AD_vs_Control_PAC-level,AD,100,100,,,0.09741898,1.069857745302545,,0.0001218180902925,0.00016601628563472803,0.0004184618640867,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAT3,AD_vs_Control_PAC-level,AD,100,100,,,0.10659676,1.076685395537066,,0.0028933458250447,0.003334777696622481,0.0084032296709244,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAT4,AD_vs_Control_PAC-level,AD,100,100,,,0.4022939,1.3216076107950174,,0.0006855504697522,0.0008613455571464084,0.0021701556399471,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FAU,AD_vs_Control_PAC-level,AD,100,100,,,-0.7102074,0.611232262558798,,1.2818203346435385e-15,3.4235263916289742e-15,8.641401045537171e-15,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FAXDC2,AD_vs_Control_PAC-level,AD,100,100,,,0.49857646,1.412818813923709,,9.731117964356141e-47,5.6599359588602046e-46,1.4286373440017755e-45,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBF1,AD_vs_Control_PAC-level,AD,100,100,,,-0.33852315,0.7908504710271324,,0.000118147910188,0.0001612393666572067,0.0004064203366003,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBH1,AD_vs_Control_PAC-level,AD,100,100,,,0.174939,1.128916670967136,,2.678269297674468e-05,3.907713736368038e-05,9.853040576251798e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBLN1,AD_vs_Control_PAC-level,AD,100,100,,,0.50491756,1.4190422654753312,,8.310204354330379e-19,2.5195832350895295e-18,6.359737507868527e-18,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBN1,AD_vs_Control_PAC-level,AD,100,100,,,0.13096352,1.0950247816368575,,0.0012251890812957,0.0014906249228144055,0.0037558397529422,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBP1,AD_vs_Control_PAC-level,AD,100,100,,,-0.6480545,0.6381402772393353,,0.0174993957450325,0.01769078730358,0.0445680878504184,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBRSL1,AD_vs_Control_PAC-level,AD,100,100,,,0.49198028,1.4063739762493714,,1.7718161878206105e-18,5.301497254896315e-18,1.338163013242469e-17,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXL12,AD_vs_Control_PAC-level,AD,100,100,,,-0.25399914,0.8385686843170888,,0.0105285445328001,0.011041895830167538,0.0278156574382242,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXL13,AD_vs_Control_PAC-level,AD,100,100,,,-0.50040174,0.7069099041462186,,5.576213005036282e-52,3.561278893972752e-51,8.989105278426838e-51,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXL17,AD_vs_Control_PAC-level,AD,100,100,,,0.4674079,1.3826230668374246,,4.175724320863204e-233,1.4000958017011918e-231,3.5340137450834906e-231,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXL18,AD_vs_Control_PAC-level,AD,100,100,,,-0.16222829,0.8936437422602944,,0.005207074790086,0.00575014393997227,0.0144906747664144,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXL20,AD_vs_Control_PAC-level,AD,100,100,,,0.24640511,1.1862475519740627,,8.037265380283647e-21,2.6203477216940014e-20,6.614079446644289e-20,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXL3,AD_vs_Control_PAC-level,AD,100,100,,,0.07552633,1.0537453976132067,,0.0192983866431989,0.01934646997500813,0.0487328719313778,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXL4,AD_vs_Control_PAC-level,AD,100,100,,,0.118611105,1.0856891569057028,,6.864736677358947e-05,9.606137249004745e-05,0.0002421734342758,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXL5,AD_vs_Control_PAC-level,AD,100,100,,,-0.049536135,0.9662469531957543,,0.0063413563674196,0.0069112296929812085,0.0174142703488945,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO11,AD_vs_Control_PAC-level,AD,100,100,,,0.23556969,1.177371564763888,,5.232061634486444e-29,2.146808733046627e-28,5.4188088853874315e-28,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO15,AD_vs_Control_PAC-level,AD,100,100,,,0.6367275,1.554798369659422,,8.142016345457376e-12,1.83074923744012e-11,4.621035904152584e-11,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO17,AD_vs_Control_PAC-level,AD,100,100,,,0.49445572,1.4087891664117478,,1.240107720624289e-07,2.169395603342746e-07,5.474420812216402e-07,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO2,AD_vs_Control_PAC-level,AD,100,100,,,1.258888,2.3931121360096927,,4.6303734059873026e-114,6.197994930910596e-113,1.5644500362890563e-112,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO22,AD_vs_Control_PAC-level,AD,100,100,,,-0.1775586,0.8841980146335398,,0.0001273646287178,0.0001732645307139523,0.0004367329324355,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO25,AD_vs_Control_PAC-level,AD,100,100,,,0.22532894,1.1690437646366998,,4.885474260772769e-07,8.192361839589542e-07,2.0668393313462843e-06,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO28,AD_vs_Control_PAC-level,AD,100,100,,,0.17543149,1.1293021128403375,,9.848493707054569e-05,0.00013592352089639476,0.0003426037554952,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO3,AD_vs_Control_PAC-level,AD,100,100,,,0.12294631,1.0889564889877377,,0.0020339394558933,0.002394517362876105,0.0060336709116835,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO32,AD_vs_Control_PAC-level,AD,100,100,,,0.8304327,1.778218614197014,,5.662688919834818e-37,2.7745553160222176e-36,7.003318352503449e-36,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO33,AD_vs_Control_PAC-level,AD,100,100,,,0.15824671,1.1159301371386976,,0.0013645160053142,0.0016428955247930165,0.0041395833476983,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO4,AD_vs_Control_PAC-level,AD,100,100,,,-0.48243773,0.7157671657937846,,8.411979480273044e-05,0.00011680458718040524,0.0002944704495679,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO42,AD_vs_Control_PAC-level,AD,100,100,,,0.4237883,1.3414453677412022,,7.298079410984952e-64,5.396633856339142e-63,1.362176659790867e-62,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO44,AD_vs_Control_PAC-level,AD,100,100,,,0.4400488,1.3566502161552514,,2.1900562680692823e-10,4.550420678491462e-10,1.1485820616104543e-09,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO7,AD_vs_Control_PAC-level,AD,100,100,,,-0.35155997,0.7837361943902409,,9.409914440606036e-18,2.7272802870231055e-17,6.883990373604371e-17,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO8,AD_vs_Control_PAC-level,AD,100,100,,,0.47170344,1.3867458807251791,,1.73454364808133e-09,3.438921319674289e-09,8.680259734528743e-09,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXO9,AD_vs_Control_PAC-level,AD,100,100,,,0.08810284,1.062971443723573,,0.0119758359646244,0.012458512243046524,0.0313847613735946,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXW11,AD_vs_Control_PAC-level,AD,100,100,,,-0.17373762,0.8865429182836795,,6.778832115579296e-17,1.9001100663720988e-16,4.796111154373433e-16,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXW2,AD_vs_Control_PAC-level,AD,100,100,,,-0.3243383,0.7986646142735149,,9.26066416061572e-14,2.299199377808041e-13,5.803461587405822e-13,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXW4,AD_vs_Control_PAC-level,AD,100,100,,,0.14861906,1.1085079062295682,,4.662058449119032e-08,8.413846910811129e-08,2.1237582882332482e-07,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXW5,AD_vs_Control_PAC-level,AD,100,100,,,-0.37462282,0.7713070378251111,,4.541886393487969e-06,7.052554581488696e-06,1.778939849899496e-05,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FBXW7,AD_vs_Control_PAC-level,AD,100,100,,,0.12397078,1.0897300408584314,,4.042090266327649e-06,6.307984809874771e-06,1.5911237676276074e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FCF1,AD_vs_Control_PAC-level,AD,100,100,,,-0.27169317,0.8283468140350979,,0.0014610481148508,0.0017523354560020116,0.0044153677057411,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FCGRT,AD_vs_Control_PAC-level,AD,100,100,,,0.38350245,1.3045049784520137,,3.3213737993034e-06,5.217776019116962e-06,1.3161239073897913e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FCHSD1,AD_vs_Control_PAC-level,AD,100,100,,,0.5047682,1.418895361815299,,0.0019781166757403,0.0023346414144115387,0.0058827736781397,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FDFT1,AD_vs_Control_PAC-level,AD,100,100,,,0.11757223,1.0849076408586773,,5.159149758409345e-05,7.309151687555907e-05,0.0001843010978252,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FDPS,AD_vs_Control_PAC-level,AD,100,100,,,-0.7846875,0.5804776799710731,,3.439386244076036e-59,2.4079224062927418e-58,6.077891863252074e-58,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FDX1,AD_vs_Control_PAC-level,AD,100,100,,,0.4137214,1.3321175539593646,,1.3540361156881136e-10,2.8470971507244687e-10,7.186422851938297e-10,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FEM1B,AD_vs_Control_PAC-level,AD,100,100,,,0.27882794,1.213208860808465,,4.576404744885193e-07,7.693260901334989e-07,1.940919526931474e-06,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,FEM1C,AD_vs_Control_PAC-level,AD,100,100,,,-0.21823129,0.8596186628409329,,6.587274235162197e-08,1.1776517451257039e-07,2.971760900707482e-07,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,FER,AD_vs_Control_PAC-level,AD,100,100,,,0.63667554,1.5547423731624495,,0.0,0.0,0.0,,none,up_in_ADPAC,higher_in_impaired
