dataset,cell_type,gene,comparison,phenotype,n_group1,n_group2,mean_group1,mean_group2,log2_mean_diff,fold_change,test_statistic,pvalue,qvalue_BH,published_adj_p,cohens_d,marker_class,direction,resilient_direction_inferred
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC7A6OS,AD_vs_Control_donor-level,AD,,,,,-0.17691,0.8845956175565416,,8.87621890134197e-07,1.647194430726395e-06,5.35813312268442e-06,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC8A1,AD_vs_Control_donor-level,AD,,,,,-0.07475,0.9495066436585449,,0.009615,0.010016651231527094,0.032582,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC8B1,AD_vs_Control_donor-level,AD,,,,,-0.27693,0.8253454535523389,,5.51701750421664e-16,1.973509576778983e-15,6.41959858169944e-15,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC9A3R1,AD_vs_Control_donor-level,AD,,,,,-0.19888,0.871226655724544,,8.87209077481435e-15,2.961284338790623e-14,9.63271572886725e-14,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC9A7,AD_vs_Control_donor-level,AD,,,,,-0.15915,0.895552552791082,,5.95475231744663e-05,8.92621930885748e-05,0.00029,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC9A8,AD_vs_Control_donor-level,AD,,,,,-0.11352,0.9243300557430855,,1.26264690289197e-08,2.7585182543759693e-08,8.97314108922979e-08,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC9A9,AD_vs_Control_donor-level,AD,,,,,0.199412,1.1482302747800335,,1.89914970543398e-62,2.6447978741002663e-61,8.60322183445744e-61,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC9B1,AD_vs_Control_donor-level,AD,,,,,-0.25941,0.8354295041840734,,5.74296924586911e-18,2.2846560122580875e-17,7.43172197821347e-17,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC9B2,AD_vs_Control_donor-level,AD,,,,,-0.11194,0.9253429111674081,,0.000913,0.001145203084223013,0.003725,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLC9C2,AD_vs_Control_donor-level,AD,,,,,0.367705,1.2902986252533475,,7.16913923619044e-29,4.33179875905587e-28,1.40908407524575e-27,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLCO1C1,AD_vs_Control_donor-level,AD,,,,,-0.2639,0.8328334964989057,,6.96400608455658e-151,3.506542873242918e-149,1.14063787278289e-148,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLCO3A1,AD_vs_Control_donor-level,AD,,,,,0.352699,1.2769473125597461,,2.84956906761046e-30,1.7913997218140906e-29,5.82721626929425e-29,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLF2,AD_vs_Control_donor-level,AD,,,,,-0.12207,0.9188682986294884,,1.16378640544734e-14,3.8503997031289656e-14,1.25249052571235e-13,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLIRP,AD_vs_Control_donor-level,AD,,,,,-0.11645,0.9224547191760162,,1.43984493798392e-06,2.612374806836303e-06,8.49775334366767e-06,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLITRK5,AD_vs_Control_donor-level,AD,,,,,0.304813,1.2352585143658508,,1.75854401436814e-05,2.8054985527955213e-05,9.12596257064072e-05,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLK,AD_vs_Control_donor-level,AD,,,,,-0.05319,0.9638028685062323,,0.00729,0.007809975683890576,0.025405,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLMAP,AD_vs_Control_donor-level,AD,,,,,0.07471,1.0531493183071816,,1.49548555186766e-08,3.248410892655841e-08,1.05667052263845e-07,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLX4,AD_vs_Control_donor-level,AD,,,,,-0.22913,0.8531492181115573,,0.011316,0.011612517857142856,0.037775,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SLX4IP,AD_vs_Control_donor-level,AD,,,,,0.174943,1.1289198009931056,,1.4001536990704e-24,7.314834591882615e-24,2.37943115776806e-23,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMAD2,AD_vs_Control_donor-level,AD,,,,,0.163041,1.1196447074235674,,3.56445021689057e-29,2.173615720496014e-28,7.07052074164752e-28,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMAD3,AD_vs_Control_donor-level,AD,,,,,-0.05318,0.9638095491017947,,0.001266,0.0015533399860756557,0.005053,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMAD5,AD_vs_Control_donor-level,AD,,,,,0.06994,1.0496730280412874,,0.000943,0.0011808718616769303,0.003842,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMAD9,AD_vs_Control_donor-level,AD,,,,,0.261323,1.198577336634214,,1.95538328105553e-18,7.934083965418715e-18,2.58086582253208e-17,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMARCA1,AD_vs_Control_donor-level,AD,,,,,0.0955,1.068435635462789,,2.92879232434998e-06,5.130723995638948e-06,1.66896522180818e-05,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMARCA2,AD_vs_Control_donor-level,AD,,,,,0.034394,1.024126551190403,,0.007363,0.007878603723942522,0.025629,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMARCA5,AD_vs_Control_donor-level,AD,,,,,-0.15192,0.9000518378812561,,1.36094582569677e-12,3.973120143820443e-12,1.29241006683231e-11,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMARCAL1,AD_vs_Control_donor-level,AD,,,,,0.135767,1.0986767633322447,,4.31035334707611e-07,8.259818102932727e-07,2.68682337307049e-06,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMARCC1,AD_vs_Control_donor-level,AD,,,,,0.078788,1.0561304185382874,,2.47466255385696e-06,4.375766194729681e-06,1.42338617395424e-05,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMARCD3,AD_vs_Control_donor-level,AD,,,,,0.232007,1.1744676697525063,,1.5926428117338e-22,7.782165014451572e-22,2.53144834345637e-21,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMC5,AD_vs_Control_donor-level,AD,,,,,0.048292,1.0340400037081316,,0.006628,0.007155857872166633,0.023278,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMCHD1,AD_vs_Control_donor-level,AD,,,,,-0.04486,0.9693838819695807,,0.00012,0.00017226174314417594,0.000561,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMG1,AD_vs_Control_donor-level,AD,,,,,-0.05592,0.9619807967279654,,1.33731442792385e-05,2.163519394257465e-05,7.03767855919044e-05,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMG6,AD_vs_Control_donor-level,AD,,,,,-0.09042,0.9392492734545534,,3.26421111800634e-11,8.62894209044976e-11,2.80689514037365e-10,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMG9,AD_vs_Control_donor-level,AD,,,,,0.305757,1.236067046723803,,7.689546953449e-15,2.5828865783281363e-14,8.40183154418144e-14,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMIM12,AD_vs_Control_donor-level,AD,,,,,0.076523,1.054473617542823,,0.002125,0.002514519919427037,0.00818,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMIM27,AD_vs_Control_donor-level,AD,,,,,-0.21498,0.8615581033606345,,0.01187,0.01212455370942813,0.039431,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMIM29,AD_vs_Control_donor-level,AD,,,,,-0.33638,0.7920261669804552,,3.17011062183874e-06,5.529651883095156e-06,1.79873185332836e-05,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMIM8,AD_vs_Control_donor-level,AD,,,,,-0.06099,0.9586060830209855,,0.005526,0.0060601456129433726,0.019714,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMO,AD_vs_Control_donor-level,AD,,,,,0.163453,1.119964497455413,,2.95301346372604e-08,6.260057009911618e-08,2.03632420004653e-07,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMOC1,AD_vs_Control_donor-level,AD,,,,,0.402922,1.3221831187450455,,1.31506510133181e-12,3.847675257742822e-12,1.25160429511369e-11,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMOX,AD_vs_Control_donor-level,AD,,,,,0.206874,1.1541846106189435,,4.81804191154984e-24,2.4755089977030133e-23,8.05254468365735e-23,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMS,AD_vs_Control_donor-level,AD,,,,,-0.06579,0.9554219983547233,,0.008715,0.009169394029850746,0.029827,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMTN,AD_vs_Control_donor-level,AD,,,,,0.390709,1.3110375436286146,,1.29475327299862e-26,7.220844466607283e-26,2.34885725622682e-25,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMU1,AD_vs_Control_donor-level,AD,,,,,-0.10741,0.9282530142749209,,0.002722,0.0031490621444201315,0.010242,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMURF2,AD_vs_Control_donor-level,AD,,,,,-0.21712,0.8602810714675186,,2.55767410166851e-72,4.1865086611521394e-71,1.36182288546424e-70,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SMYD3,AD_vs_Control_donor-level,AD,,,,,0.080194,1.0571601879189585,,9.18899086620139e-36,6.891091448171169e-35,2.24159241016924e-34,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNAI3,AD_vs_Control_donor-level,AD,,,,,0.308699,1.2385902546961958,,0.00102,0.0012715727422777648,0.004135,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNAP23,AD_vs_Control_donor-level,AD,,,,,0.104328,1.0749935473037355,,2.17375058766693e-08,4.668001363523582e-08,1.51844689710381e-07,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNAP25,AD_vs_Control_donor-level,AD,,,,,0.060261,1.0426543718565215,,0.001551,0.0018790414757103575,0.006112,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNAP91,AD_vs_Control_donor-level,AD,,,,,0.084722,1.060483371923893,,2.4856288788123e-06,4.393687690498371e-06,1.42921582941538e-05,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNAPC3,AD_vs_Control_donor-level,AD,,,,,-0.06498,0.9559585699016331,,0.003724,0.004209704511438956,0.013695,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNCA,AD_vs_Control_donor-level,AD,,,,,0.145812,1.106353172968781,,0.003563,0.004042399356223176,0.013148,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNCAIP,AD_vs_Control_donor-level,AD,,,,,0.076003,1.0540936152145113,,4.55943239573354e-05,6.924940843505666e-05,0.000225,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNED1,AD_vs_Control_donor-level,AD,,,,,-0.12133,0.9193397336436478,,5.85918704182263e-11,1.528999106126172e-10,4.97365739117797e-10,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNRK,AD_vs_Control_donor-level,AD,,,,,-0.24963,0.8411121029530158,,8.37489899623275e-40,7.028268411600405e-39,2.28621449106684e-38,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNRNP200,AD_vs_Control_donor-level,AD,,,,,-0.22065,0.8581787006278321,,1.37317940062275e-13,4.2907798410712053e-13,1.39574109526655e-12,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNRNP48,AD_vs_Control_donor-level,AD,,,,,0.170188,1.1252051024915333,,0.000203,0.0002821401156677182,0.000919,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNRNP70,AD_vs_Control_donor-level,AD,,,,,0.081706,1.0582687133228925,,6.57102301329154e-10,1.584176865995092e-09,5.15314426733187e-09,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNRPD1,AD_vs_Control_donor-level,AD,,,,,-0.27899,0.8241677976292942,,0.000129,0.00018438037307380372,0.000601,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNTA1,AD_vs_Control_donor-level,AD,,,,,0.248149,1.1876823222987116,,1.14443867544904e-62,1.6092147013561368e-61,5.23458945222679e-61,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNTB1,AD_vs_Control_donor-level,AD,,,,,0.097055,1.069587863107643,,9.01258268806636e-06,1.4857974640413735e-05,4.83312744213799e-05,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNTB2,AD_vs_Control_donor-level,AD,,,,,0.110563,1.0796494787295001,,0.0002,0.0002784096893101633,0.000907,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNTG1,AD_vs_Control_donor-level,AD,,,,,0.166136,1.1220492489022913,,1.0150604235767e-11,2.7875419230987223e-11,9.0675517294216e-11,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNU13,AD_vs_Control_donor-level,AD,,,,,-0.23526,0.8495318841781266,,7.33286107668796e-05,0.00010841397235024956,0.000353,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNUPN,AD_vs_Control_donor-level,AD,,,,,-0.15854,0.8959312901877473,,0.004005,0.004508076431764956,0.014665,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNW1,AD_vs_Control_donor-level,AD,,,,,-0.06747,0.9543100691458752,,0.013999,0.014108408882958445,0.045883,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX10,AD_vs_Control_donor-level,AD,,,,,-0.37799,0.7695089438914944,,1.4089159691122e-05,2.2696339819305915e-05,7.38285704960135e-05,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX13,AD_vs_Control_donor-level,AD,,,,,0.051961,1.036673076527147,,0.000639,0.0008231951754385965,0.002679,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX21,AD_vs_Control_donor-level,AD,,,,,-0.08992,0.9395748488620825,,0.014489,0.014566142422513787,0.047371,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX25,AD_vs_Control_donor-level,AD,,,,,0.140663,1.1024116199986682,,7.99440413393391e-15,2.6784800162299483e-14,8.71278595027854e-14,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX27,AD_vs_Control_donor-level,AD,,,,,0.230777,1.173466779364853,,1.25486059804508e-23,6.385416729417072e-23,2.07710226806345e-22,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX29,AD_vs_Control_donor-level,AD,,,,,-0.05792,0.9606481321200989,,1.12735567839835e-07,2.2784759076960435e-07,7.41161881228614e-07,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX31,AD_vs_Control_donor-level,AD,,,,,0.490565,1.404995003612065,,1.01342913975934e-06,1.8695044877556285e-06,6.08128204660894e-06,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX4,AD_vs_Control_donor-level,AD,,,,,-0.11613,0.92265934887343,,1.37448827828685e-08,2.99050186308748e-08,9.72775695883839e-08,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX7,AD_vs_Control_donor-level,AD,,,,,0.215168,1.1608390847462566,,1.33328106249713e-15,4.658993375692218e-15,1.51551670276442e-14,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SNX9,AD_vs_Control_donor-level,AD,,,,,-0.10324,0.9309399401333094,,1.84385810779393e-09,4.288815581129128e-09,1.39510214420766e-08,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOCS3,AD_vs_Control_donor-level,AD,,,,,-1.09655,0.46763343858943063,,6.94270845598931e-19,2.8789097730835673e-18,9.36476078636111e-18,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOCS4,AD_vs_Control_donor-level,AD,,,,,0.172371,1.1269089844535631,,0.00015,0.00021272800429184547,0.000692,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOD2,AD_vs_Control_donor-level,AD,,,,,-0.18303,0.8808510571537317,,3.72949619317698e-29,2.271641287249619e-28,7.38938658182694e-28,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SON,AD_vs_Control_donor-level,AD,,,,,-0.06688,0.9547004205858268,,5.05622082638661e-13,1.5249423564806621e-12,4.96046125340542e-12,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SORBS1,AD_vs_Control_donor-level,AD,,,,,-0.00667,0.9953873792673872,,6.30973430542123e-06,1.063422546151165e-05,3.45919064662526e-05,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SORCS2,AD_vs_Control_donor-level,AD,,,,,0.037622,1.0264205784051874,,0.000913,0.001145203084223013,0.003725,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SORL1,AD_vs_Control_donor-level,AD,,,,,0.130845,1.0949348270708121,,1.13524875992407e-21,5.3162623505035946e-21,1.72931870444413e-20,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SORT1,AD_vs_Control_donor-level,AD,,,,,0.175457,1.1293220815452836,,1.9181206508421e-42,1.7159228225045994e-41,5.58169863844034e-41,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOS1,AD_vs_Control_donor-level,AD,,,,,0.07936,1.0565492363454168,,6.99409716927355e-11,1.8153064179651084e-10,5.9049819890607e-10,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOX12,AD_vs_Control_donor-level,AD,,,,,0.275962,1.2108011915201184,,6.63884642334508e-06,1.1153346374396389e-05,3.6280546802888e-05,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOX13,AD_vs_Control_donor-level,AD,,,,,0.182026,1.134475930080325,,8.69318872978085e-14,2.74393366055829e-13,8.92569909103111e-13,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOX5,AD_vs_Control_donor-level,AD,,,,,0.059685,1.0422381722940905,,1.99544803968786e-40,1.7098758161798566e-39,5.56202842569721e-39,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOX6,AD_vs_Control_donor-level,AD,,,,,0.151355,1.1106120852687584,,1.10474912807098e-124,4.084481566511379e-123,1.32863465066886e-122,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SOX9,AD_vs_Control_donor-level,AD,,,,,-0.07344,0.9503692089011323,,1.36517856365282e-07,2.7391647309421095e-07,8.91018631411813e-07,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SP1,AD_vs_Control_donor-level,AD,,,,,0.107198,1.0771341953302895,,0.000577,0.0007484295878312071,0.002436,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SP110,AD_vs_Control_donor-level,AD,,,,,-0.18666,0.8786375123792624,,1.9394607607566e-10,4.875857842187421e-10,1.58606020748892e-09,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SP140,AD_vs_Control_donor-level,AD,,,,,-0.2993,0.8126465993036396,,1.09862606310353e-06,2.0154184578863164e-06,6.55592332867959e-06,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SP3,AD_vs_Control_donor-level,AD,,,,,0.091229,1.0652772821873924,,4.15058672585816e-06,7.143278652217477e-06,2.32362599320666e-05,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPACA6,AD_vs_Control_donor-level,AD,,,,,0.418115,1.336180583672666,,1.94274688296881e-39,1.6099220643034636e-38,5.23689042214697e-38,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPAG1,AD_vs_Control_donor-level,AD,,,,,0.059289,1.0419521314705913,,0.002433,0.0028408284010600702,0.009241,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPAG16,AD_vs_Control_donor-level,AD,,,,,0.220799,1.1653788232354094,,1.47547908903823e-46,1.4419330764778414e-45,4.69044165864687e-45,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPAG9,AD_vs_Control_donor-level,AD,,,,,-0.0388,0.9734643156137418,,2.74237436445834e-06,4.81532157585229e-06,1.56636845964645e-05,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPARC,AD_vs_Control_donor-level,AD,,,,,0.338708,1.264623557935252,,0.001155,0.001426415557112824,0.004638,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPARCL1,AD_vs_Control_donor-level,AD,,,,,-0.19009,0.876551037511152,,1.52396648904447e-214,1.4135457592242304e-212,4.59810099624332e-212,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPATA1,AD_vs_Control_donor-level,AD,,,,,-0.3028,0.8106774958599399,,2.28298338113123e-25,1.2253942270092195e-24,3.98606580595887e-24,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPATA12,AD_vs_Control_donor-level,AD,,,,,-0.63737,0.642883843715199,,1.53094193488506e-09,3.5814557565209345e-09,1.16500616797138e-08,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPATA17,AD_vs_Control_donor-level,AD,,,,,0.149332,1.1090558355622029,,0.000402,0.0005349544424867858,0.001739,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPATA6,AD_vs_Control_donor-level,AD,,,,,-0.12504,0.9169786188064455,,9.13779434015855e-40,7.644227638673774e-39,2.4865789092096e-38,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPATA6L,AD_vs_Control_donor-level,AD,,,,,0.222227,1.166532902780462,,2.84975102028413e-12,8.11342684127205e-12,2.63920398744462e-11,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPATA7,AD_vs_Control_donor-level,AD,,,,,-0.0854,0.9425231767748056,,0.000115,0.0001655787037037037,0.00054,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPATS2,AD_vs_Control_donor-level,AD,,,,,0.179642,1.1326027987855685,,3.9533382344296e-18,1.5858345406243777e-17,5.1585364913293e-17,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPATS2L,AD_vs_Control_donor-level,AD,,,,,0.092974,1.0665665591808726,,2.22601478630489e-10,5.569777650352084e-10,1.81178430169765e-09,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPC24,AD_vs_Control_donor-level,AD,,,,,-0.52511,0.6949061239569421,,0.012776,0.012977274159462055,0.042206,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPCS2,AD_vs_Control_donor-level,AD,,,,,-0.11489,0.9234527177964748,,4.73137071197262e-05,7.17989579626844e-05,0.000234,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPDL1,AD_vs_Control_donor-level,AD,,,,,-0.29492,0.8151175308629137,,0.014359,0.014443689687975646,0.046973,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPDYA,AD_vs_Control_donor-level,AD,,,,,0.155786,1.114028390836271,,0.002188,0.0025804050858799906,0.008396,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPDYE1,AD_vs_Control_donor-level,AD,,,,,-0.15838,0.896030657657391,,2.91429995880154e-05,4.5357385581936246e-05,0.000148,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPDYE21,AD_vs_Control_donor-level,AD,,,,,-0.3777,0.7696636404958767,,1.36276314199063e-11,3.7119674042784446e-11,1.20746009870968e-10,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPDYE3,AD_vs_Control_donor-level,AD,,,,,-0.35399,0.7824172050205125,,4.9279836622745e-52,5.543457366477721e-51,1.80322261752759e-50,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPDYE5,AD_vs_Control_donor-level,AD,,,,,-0.28425,0.8211683907834936,,6.14564151087672e-08,1.2692190104689538e-07,4.12862276187726e-07,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPG7,AD_vs_Control_donor-level,AD,,,,,-0.0826,0.9443542134403765,,2.92946876157621e-05,4.558005103723785e-05,0.000148,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPI1,AD_vs_Control_donor-level,AD,,,,,-0.12612,0.9162924264441331,,1.10604552245282e-05,1.8031645628146957e-05,5.86548593744793e-05,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPIN1,AD_vs_Control_donor-level,AD,,,,,0.081813,1.0583472045828932,,2.23011848000084e-10,5.577406056653e-10,1.81426573410854e-09,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPIN2A,AD_vs_Control_donor-level,AD,,,,,-0.45385,0.7300919105535829,,0.010625,0.0109715576171875,0.03569,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPIN3,AD_vs_Control_donor-level,AD,,,,,0.08981,1.0642300162970637,,0.006098,0.006636501852614245,0.021586,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPIRE1,AD_vs_Control_donor-level,AD,,,,,0.080561,1.0574291478377364,,1.41527767613902e-14,4.659136409556039e-14,1.51556323002733e-13,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPOCK1,AD_vs_Control_donor-level,AD,,,,,-0.15017,0.901144270000644,,1.36124174714412e-31,9.052685681950898e-31,2.94473403363327e-30,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPOCK2,AD_vs_Control_donor-level,AD,,,,,-0.11672,0.9222820981698046,,3.08308562005907e-07,5.997157348510781e-07,1.95080597843178e-06,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPON1,AD_vs_Control_donor-level,AD,,,,,0.037883,1.0266062864013565,,1.65512854468634e-06,2.9814870922509982e-06,9.69843295111268e-06,,none,up_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPOP,AD_vs_Control_donor-level,AD,,,,,-0.13173,0.9127362909185375,,2.5878830516489e-20,1.1363901739258914e-19,3.69654590716427e-19,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPPL2A,AD_vs_Control_donor-level,AD,,,,,-0.12788,0.9151752871025821,,1.66486161754605e-11,4.4794520976926036e-11,1.45711399992656e-10,,none,down_in_AD,
Supplementary_Data_1:Fig. 2f,Astrocyte,SPPL2B,AD_vs_Control_donor-level,AD,,,,,-0.09289,0.9376425854062843,,4.55151116208033e-06,7.807864864996336e-06,2.53980820783444e-05,,none,down_in_AD,
