mondo_id,label,definition,ordo_mappings,orphanet_mappings,omim_mappings,omimps_mappings,has_icd11f,icd11f_xrefs,has_icd10cm,icd10cm_xrefs,has_any_icd,any_icd_xrefs,independent_candidate_icd11f_count,independent_candidate_icd11f_ids,independent_candidate_icd11f_labels,independent_candidate_match_on,search_status,search_method,search_date,searched_by,selected_icd11f_id,selected_icd11f_label,search_confidence,search_notes
MONDO:0010589,"Aarskog-Scott syndrome, X-linked","Aarskog-Scott syndrome (AAS) is a rare developmental disorder characterized by facial, limbs and genital features, and a disproportionate acromelic short stature.",,,OMIM:305400,,0,,0,,1,ICD9:759.89,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0000369,abdominal tuberculosis,"An extrapulmonary tuberculosis that is located in gastrointestinal tract, located in peritoneum, located in omentum, located in mesentery, located in liver, located in spleen or located in pancreas.",,,,,0,,0,,1,ICD9:014.80,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0013571,acatalasia,"A congenital disorder resulting from a deficiency in erythrocyte catalase, an enzyme responsible for the breakdown of hydrogen peroxide.",,Orphanet:926,OMIM:614097,,0,,0,,1,ICD9:277.6,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0011426,aceruloplasminemia,"An adult-onset disorder of neurodegeneration with brain iron accumulation (NBIA) characterized by anemia, retinal degeneration, diabetes and various neurological symptoms.",,Orphanet:48818,OMIM:604290,,0,,0,,1,ICD9:277.6,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0008701,achondrogenesis type IA,"Achondrogenesis type 1A (ACG1A), a form of achondrogenesis, is a very rare, lethal skeletal dysplasia characterized by dwarfism with extremely short limbs, narrow chest, short ribs that are easily fractured, soft skull bones and distinctive histological features of the cartilage.",,Orphanet:93299,OMIM:200600,,0,,0,,1,ICD9:756.9,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0018852,achromatopsia,"Achromatopsia (ACHM) is a rare autosomal recessive retinal disorder characterized by color blindness, nystagmus, photophobia, and severely reduced visual acuity due to the absence or impairment of cone function.",,Orphanet:49382,,,0,,1,ICD10CM:H53.51,1,ICD10CM:H53.51|ICD9:368.54,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0020599,acquired coagulation factor deficiency,"Deficiency of a coagulation factor that is not caused by genetic alterations. Causes include vitamin K deficiency, amyloidosis, and severe liver disease.",,,,,0,,1,ICD10CM:D68.4,1,ICD10CM:D68.4,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0001828,acquired color blindness,Non-heritable difficulty in distinguishing colors.,,,,,0,,1,ICD10CM:H53.52,1,ICD10CM:H53.52|ICD9:368.55,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0021134,acquired factor X deficiency,"An bleeding disorder with a decreased antigen and/or activity of factor X (FX) that is acquired. Acquired factor X deficiency is a rare disorder, commonly associated with a preceding viral illness and a circulating FX inhibitor. Although multiple treatment modalities have been described with variable success, in many cases, it is a self-limited condition.",,Orphanet:599501,,,0,,0,,1,ICD9:286.9,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0019139,acquired hemophilia,"Acquired hemophilia is a bleeding disorder that interferes with the body's blood clotting process. Signs and symptoms include prolonged bleeding, frequent nosebleeds, bruising throughout the body, solid swellings of congealed blood (hematomas), hematuria, and gastrointestinal or urologic bleeding. Acquired hemophilia occurs when the body's immune system attacks and disables a certain protein that helps the blood clot. About half of the cases are associated with other conditions, such as pregnancy, autoimmune disease, cancer, skin diseases, or allergic reactions to medications.",,Orphanet:73274,,,0,,1,ICD10CM:D68.311,1,ICD10CM:D68.311,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0019832,acquired pituitary hormone deficiency,An instance of hypopituitarism that is acquired during the lifetime of the individual.,,Orphanet:95502,,,0,,1,ICD10CM:E23.0,1,ICD10CM:E23.0,1,icd11f:965423543,Acquired hypopituitarism,icd11f:965423543:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0002438,acquired polycythemia,An instance of polycythemia that is acquired during the lifetime of the individual.,,,,,0,,0,,1,ICD9:289.0,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0019740,acquired thrombotic thrombocytopenic purpura,"Acquired thrombotic thrombocytopenic purpura is the non-hereditary form of thrombotic thrombocytopenic purpura (TTP), characterized by profound peripheral thrombocytopenia, microangiopathic hemolytic anemia (MAHA) and single or multiple organ failure of variable severity.",,Orphanet:93585,,,0,,1,ICD10CM:M31.3,1,ICD10CM:M31.3,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0019796,acrocephalosyndactyly,"Acrocephalosyndactyly (ACS) syndromes represent a group of inherited congenital malformation disorders characterized by craniosynostosis and fusion or webbing of the fingers or toes, often with other associated manifestations.",,Orphanet:946,,,0,,0,,1,ICD9:755.55,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0007048,acrokeratosis verruciformis,"A rare genetic skin keratinization disorder with an autosomal dominant mode of inheritance. It is characterized by numerous flesh-colored warty papules on the back of the hands, medial aspect of the feet, knees, and elbows.",,Orphanet:79151,OMIM:101900,,0,,0,,1,ICD9:757.39,1,icd11f:557093783,Acrokeratosis verruciformis of Hopf,icd11f:557093783:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0018311,acromelanosis,Acromelanosis is a congenital hyperpigmentation of the skin usually located on the acral areas of the fingers and toes. It is mostly observed in newborns or during the first years of life.,,Orphanet:39,,,0,,0,,1,ICD9:709.09,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0007057,acroosteolysis dominant type,"A rare genetic osteolysis syndrome resulting from protein-truncating variants in exon 34 of the NOTCH2 gene. These variants disrupt only the PEST domain, escape nonsense-mediated decay, and are postulated to function through a gain-of-function mechanism. This condition is characterized by acroosteolysis of distal phalanges and generalized osteoporosis, associated with additional ossification anomalies, craniofacial dysmorphism, dental anomalies and a wide range of other characteristics. Hearing loss, renal cysts, and cardiovascular anomalies are variably present.",,Orphanet:955,OMIM:102500,,0,,0,,1,ICD9:756.59,1,icd11f:488822470,"Acroosteolysis, dominant type",icd11f:488822470:label,NOT_REVIEWED,,,,,,,
MONDO:0018338,activated PI3K-delta syndrome,,,Orphanet:397596,,,0,,0,,1,ICD9:279.8,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0001729,active cochlear Meniere disease,,,,,,0,,0,,1,ICD9:386.02,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0001727,active cochleovestibular Meniere disease,,,,,,0,,0,,1,ICD9:386.01,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0001728,active vestibular Meniere disease,,,,,,0,,0,,1,ICD9:386.03,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0019140,acute ackee fruit intoxication,"Acute ackee fruit intoxication (also referred to as Jamaican vomiting syndrome or sickness) is caused by the ingestion of unripe Blighia sapida fruits. It is a serious intoxication that is frequent in certain countries in the Caribbean and Western Africa. In contrast, it is rare in France and other Western countries. Intoxication leads to toxic hypoglycaemia and inhibition of neoglucogenesis. The hypoglycaemia is caused by the effect of hypoglycin A, which is found in the arils.",,Orphanet:73423,,,0,,0,,1,ICD9:988.2,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0020322,acute biphenotypic leukemia,"An acute leukemia of ambiguous lineage characterized by blasts which coexpress myeloid and T or B lineage antigens or concurrent B and T lineage antigens. (WHO, 2001)",,Orphanet:98837,,,0,,0,,1,ICD9:207.80,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0035669,acute disseminated encephalomyelitis with anti-MOG antibodies,,,Orphanet:592894,,,0,,1,ICD10CM:G04.0,1,ICD10CM:G04.0,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0035670,acute disseminated encephalomyelitis without anti-MOG antibodies,,,Orphanet:592900,,,0,,1,ICD10CM:G04.0,1,ICD10CM:G04.0,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0017202,acute endophthalmitis,Acute form of endophthalmitis.,,Orphanet:279888,,,0,,0,,1,ICD9:360.01,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0100115,acute flaccid myelitis,"An acute onset of focal limb weakness that is associated mainly with gray matter abnormalities or CSF pleocytosis, but which is without an apparent cause.",,Orphanet:623801,,,0,,1,ICD10CM:G04.82,1,ICD10CM:G04.82,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0017384,acute generalized exanthematous pustulosis,A widespread acute rash characterized by fever and multiple small pustules on a reddish background.,,Orphanet:293173,,,0,,0,,1,ICD9:709.8,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0011716,acute hemorrhagic leukoencephalitis,"Acute hemorrhagic leukoencephalitis(AHL) is a veryrareform of acute disseminated encephalomyelitis that usuallyresults indeath. It is characterized by a brief but intense attack of inflammation in the brain and spinal cord that damages the myelin -- the protective covering of the nerve fibers. It may also cause bleeding in the brain, leading to damage of the white matter. Symptoms usually come on quickly, beginning with symptoms such as fever, neck stiffness, fatigue, headache, nausea vomiting,seizures, and coma.AHL has a very poor prognosis, with rapid deterioration and death usually occurring within days to one week after onset of symptoms because of severe inflammation in the brain. Although the exact cause is unclear,AHL usually followsaviral infection, or less often, vaccination for measles, mumps, or rubella. Some researchers think that an infection or vaccination can initiate an autoimmune process in the body thus leading to AHL.",,,OMIM:606752,,0,,0,,1,ICD9:136.9,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0000943,acute hydrops keratoconus,,,,,,0,,0,,1,ICD9:371.62,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0010643,acute leukemia,"A clonal (malignant) hematopoietic disorder with an acute onset, affecting the bone marrow and the peripheral blood. The malignant cells show minimal differentiation and are called blasts, either myeloid blasts (myeloblasts) or lymphoid blasts (lymphoblasts).",,,,,0,,0,,1,ICD9:208.0|ICD9:208.00,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0024250,acute lichenoid pityriasis,,,,,,0,,0,,1,ICD9:696.5,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0004967,acute lymphoblastic leukemia,"Leukemia with an acute onset, characterized by the presence of lymphoblasts in the bone marrow and the peripheral blood. It includes the acute B lymphoblastic leukemia and acute T lymphoblastic leukemia.",,Orphanet:513,,,0,,1,ICD10CM:C91.0,1,ICD10CM:C91.0|ICD9:204|ICD9:204.0|ICD9:204.00|ICD9:204.9,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0035444,acute mast cell leukemia,"A rare systemic mastocytosis characterized by the presence of at least 20% usually immature and atypical mast cells in bone marrow aspirate smears. In classic mast cell leukemia, mast cells account for at least 10% of peripheral white blood cells, although the aleukemic variant with less than 10% mast cells is more common. C-findings (cytopenias, hepatomegaly, ascites, portal hypertension, splenomegaly, skeletal lesions, malabsorption), indicative of organ damage due to mast cell infiltration, are usually present at diagnosis, while skin lesions are absent in most cases. Prognosis is generally poor.",,Orphanet:566393,,,0,,1,ICD10CM:C94.3,1,ICD10CM:C94.3,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0018874,acute myeloid leukemia,"Acute myeloid leukemia (AML) is a group of neoplasms arising from precursor cells committed to the myeloid cell-line differentiation. All of them are characterized by clonal expansion of myeloid blasts. AML manifests by fever, pallor, anemia, hemorrhages and recurrent infections.",,Orphanet:519,OMIM:601626,,0,,1,ICD10CM:C92.0,1,ICD10CM:C92.0|ICD9:205.0|ICD9:205.00,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0002815,acute myocarditis,"The sudden onset of inflammation of heart muscle with myocellular necrosis; this is generally secondary to an infectious cause, and patients often have a recent history of a flu-like illness.",,,,,0,,0,,1,ICD10WHO:I40|ICD9:422|ICD9:422.90|ICD9:422.99,1,icd11f:20248559,Acute myocarditis,icd11f:20248559:label,NOT_REVIEWED,,,,,,,
MONDO:0003336,acute necrotizing encephalitis,"A fulminant and often fatal demyelinating disease of the brain which primarily affects young adults and children. Clinical features include the rapid onset of weakness, seizures, and coma. It may follow a viral illness or mycoplasma pneumoniae infections but in most instances there is no precipitating event. Pathologic examination reveals marked perivascular demyelination and necrosis of white matter with microhemorrhages. (Adams et al., Principles of Neurology, 6th ed, pp924-5)",,,,,0,,0,,1,ICD9:049.8,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0001644,acute proliferative glomerulonephritis,"Inflammation of the glomeruli status post infection with nephritogenic streptococci, most often group A beta hemolytic streptococcus.",,,,,0,,0,,1,ICD9:580.0,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0012883,acute promyelocytic leukemia,"An aggressive form of acute myeloid leukemia (AML), characterized by arrest of leukocyte differentiation at the promyelocyte stage, due to a specific chromosomal translocation t(15;17) in myeloid cells. APL manifests with easy bruising, hemorrhagic diathesis and fatigue.",,Orphanet:520,OMIM:612376,,0,,1,ICD10CM:C92.4,1,ICD10CM:C92.4,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0015342,acute transverse myelitis,Acute transverse myelitis (ATM) is an inflammatory demyelinating disorder of the spinal cord that can be either idiopathic (IATM) or secondary to a known cause (SATM).,,Orphanet:139417,,,0,,0,,1,ICD9:323.9|ICD9:341.20,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0035666,acute transverse myelitis with anti-MOG antibodies,,,Orphanet:592873,,,0,,1,ICD10CM:G37.3,1,ICD10CM:G37.3,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0019668,adenoma of pancreas,,,Orphanet:93292,,,0,,1,ICD10CM:D13.6,1,ICD10CM:D13.6,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0007070,adiposis dolorosa,"Adiposis dolorosa or Dercum's disease is characterized by the development of multiple, painful, subcutaneous lipomas in association with obesity, asthenia and fatigue, and range of mental disturbances including instability, depression, confusion, dementia and epilepsy.",,Orphanet:36397,OMIM:103200,,0,,0,,1,ICD9:272.8,1,icd11f:390869823,Lipomatosis dolorosa,icd11f:390869823:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0007071,"adrenocortical hypofunction, chronic primary congenital",,,,OMIM:103230,,0,,0,,1,ICD9:255.41,0,,,,NOT_REVIEWED,,,,,,,
MONDO:1010154,adult hypophosphatasia,"Adult hypophosphatasia (A-HPP) is a mildform of hypophosphatasia characterized by osteomalacia, chondrocalcinosis, osteoarthropathy, stress fractures duringmiddle age, and dental anomalies.",,Orphanet:247676,OMIM:146300,,0,,1,ICD10CM:E83.3,1,ICD10CM:E83.3,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0009958,adult Refsum disease,"A very rare, clinically variable, multisystemic metabolic disease, characterized by anosmia, early-onset retinitis pigmentosa and possible neurological manifestations, including neuropathy, and cerebellar ataxia, deafness, ichthyosis, skeletal abnormalities, and cardiac arrhythmia. It is characterized biochemically by accumulation of phytanic acid in plasma and tissues.",,Orphanet:773,OMIM:266500|OMIM:600964,,0,,1,ICD10CM:G60.1,1,ICD10CM:G60.1|ICD9:272.8,1,icd11f:1055252392,Refsum disease,icd11f:1055252392:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0035649,adult-onset Steinert myotonic dystrophy,,,Orphanet:589830,,,0,,1,ICD10CM:G71.1,1,ICD10CM:G71.1,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0015609,advanced sleep phase syndrome,A very rare circadian rhythm sleep disorder characterized by very early sleep onset and offset possibly resulting in emotional and physical disruptions.,,Orphanet:164736,,OMIMPS:604348,0,,1,ICD10CM:G47.2,1,ICD10CM:G47.2,1,icd11f:1304946686,Familial advanced sleep-phase syndrome,icd11f:1304946686:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0015977,agammaglobulinemia,A decreased level of serum immunoglobulins. It may be inherited or acquired. It is caused by decreased or inefficient production of immunoglobulins from B cells or by a decrease in the numbers of B cells themselves. Low levels of immunoglobulins will affect the immune system's ability to combat bacterial infection. Supplementation of immunoglobulins is needed to prevent worsening outcomes.,,Orphanet:183669,,OMIMPS:601495,0,,0,,1,ICD9:279.00,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0012996,AGAT deficiency,"L-Arginine:glycine amidinotransferase (AGAT) deficiency is a very rare type of creatine deficiency sydrome characterized by global developmental delay, intellectual disability, and myopathy.",,Orphanet:35704,OMIM:612718,,0,,0,,1,ICD9:270.8,1,icd11f:1742386453,Arginine glycine amidinotransferase deficiency,icd11f:1742386453:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0020445,agenesis of the superior vena cava,"Agenesis of the superior vena cava (SVC) is a rare congenital anomaly of the great veins characterized by unilateral or bilateral complete absence of the SVC. Unilateral agenesis is mainly asymptomatic (most of the time diagnosed incidentally) and patients usually have otherwise normal heart structure. Bilateral agenesis, however, is frequently associated with other congenital cardiac anomalies and/or conduction abnormalities (such as tetralogy of Fallot, atrial septal defect) and typically present symptoms of SVC syndrome.",,Orphanet:99114,,,0,,0,,1,ICD9:747.49,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0008740,agnathia-otocephaly complex,"Agnathia-holoprosencephaly-situs inversus syndrome is an extremely rare and fatal association syndrome, characterized by absence of the mandible, cerebral malformations with facial anomalies related to a defect in cleavage in the embryonic brain (e.g. synophthalmia, malformed and low-set ears fused in midline (otocephaly), agenesis of the olfactory bulbs, microstomia, hypoglossia/aglossia) and situs inversus partialis or totalis.",,Orphanet:990,OMIM:202650,,0,,0,,1,ICD9:759.89,1,icd11f:1403653959,Otocephaly,icd11f:1403653959:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0018866,Aicardi-Goutieres syndrome,"Aicardi-Goutieres syndrome (AGS) is an inherited, subacute encephalopathy characterized by the association of basal ganglia calcification, leukodystrophy and cerebrospinal fluid (CSF) lymphocytosis.",,Orphanet:51,,OMIMPS:225750,0,,0,,1,ICD9:333.0,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0020689,AIDS dementia complex,"A neurologic condition associated with the ACQUIRED IMMUNODEFICIENCY SYNDROME and characterized by impaired concentration and memory, slowness of hand movements, ATAXIA, incontinence, apathy, and gait difficulties associated with HIV-1 viral infection of the central nervous system. Pathologic examination of the brain reveals white matter rarefaction, perivascular infiltrates of lymphocytes, foamy macrophages, and multinucleated giant cells. (From Adams et al., Principles of Neurology, 6th ed, pp760-1; N Engl J Med, 1995 Apr 6;332(14):934-40)",,,,,0,,0,,1,ICD9:294.8,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0010371,Aland island eye disease,"An X-linked recessive retinal disease characterized by fundus hypopigmentation, decrased visual acuity, nystagmus, astigmatism, progressive axial myopia, defective dark adaptation and protanopia.",,Orphanet:178333,OMIM:300600,,0,,1,ICD10CM:H35.5,1,ICD10CM:H35.5,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0043209,albinism,"A congenital disorder characterized by partial or complete absence of melanin pigment in the eyes, hair, or skin.",,,,,0,,1,ICD10CM:E70.3,1,ICD10CM:E70.3,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0006643,alcoholic cardiomyopathy,A dilated cardiomyopathy which is associated with consumption of large amounts of alcohol over a period of years.,,,,,0,,1,ICD10CM:I42.6,1,ICD10CM:I42.6|ICD9:425.5,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0009053,ALDH18A1-related de Barsy syndrome,"ALDH18A1-related De Barsy syndrome combines intellectual deficit, bilateral cataracts, and skin and joint hyperlaxity.",,Orphanet:35664,OMIM:219150,,0,,0,,1,ICD9:371.89,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0003730,aleukemic leukemia,A leukemia characterized by the absence of leukemic cells in the peripheral blood.,,,,,0,,0,,1,ICD9:208.80,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0011783,ALG12-congenital disorder of glycosylation,"A form of congenital disorders of N-linked glycosylation characterized by facial dysmorphism (prominent forehead, large ears, thin upper lip), generalized hypotonia, feeding difficulties, moderate to severe developmental delay, progressive microcephaly, frequent upper respiratory tract infections due to impaired immunity with decreased immunoglobulin levels, and decreased coagulation factors. Additional features include hypogonadism with or without hypospadias in males, skeletal anomalies, seizures and cardiac anomalies in some cases. The disease is caused by loss of function mutations of the gene ALG12 (22q13.33).",,Orphanet:79324,OMIM:607143,,0,,0,,1,ICD9:271.8,1,icd11f:160861812,Mannosyltransferase 8 deficiency,icd11f:160861812:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0017603,ALK-negative anaplastic large cell lymphoma,"ALK-negative anaplastic large cell lymphoma (ALK- ALCL) is a type of ALCL, a rare and aggressive peripheral T-cell non-Hodgkin lymphoma affecting lymph nodes and extranodal sites, which is characterized by the lack of expression of a protein called anaplastic lymphoma kinase (ALK).",,Orphanet:300903,,,0,,1,ICD10CM:C84.7,1,ICD10CM:C84.7,1,icd11f:1179967777,"Anaplastic large cell lymphoma, ALK-negative",icd11f:1179967777:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0017602,ALK-positive anaplastic large cell lymphoma,"ALK-positive anaplastic large cell lymphoma (ALK+ ALCL) is a type of ALCL, a rare and aggressive peripheral T-cell non-Hodgkin lymphoma affecting lymph nodes and extranodal sites, which is characterized by the expression of a protein called anaplastic lymphoma kinase (ALK).",,Orphanet:300895,,,0,,1,ICD10CM:C84.6,1,ICD10CM:C84.6,1,icd11f:589245621,"Anaplastic large cell lymphoma, ALK-positive",icd11f:589245621:exact_synonym,NOT_REVIEWED,,,,,,,
MONDO:0006551,alopecia mucinosa,"A rare dermatologic disorder characterized by the accumulation of mucinous material in the hair follicles. In some cases it is associated with lymphoproliferative disorders, most often mycosis fungoides and Hodgkin lymphoma.",,,,,0,,1,ICD10CM:L65.2,1,ICD10CM:L65.2|ICD9:704.09,1,icd11f:1462831002,Alopecia mucinosa,icd11f:1462831002:exact_synonym+label,NOT_REVIEWED,,,,,,,
MONDO:0008757,alopecia universalis congenita,"The most severe form of alopecia areata, an inflammatory disease of the hair follicle, which is characterized by a complete loss of hair of the scalp and all the hair-bearing areas of the body.",,Orphanet:701,OMIM:203655,,0,,0,,1,ICD9:704.09,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0010229,"alopecia, congenital","A congenital condition characterized by the absence of hair on the scalp or entire body. The lack of hair is rarely absolute and is usually accompanied by incompletely grown, lanugo-like hair. It affects males twice as much as females and a familial tendency is common.",,,OMIM:300042,,0,,1,ICD10CM:Q84.0,1,ICD10CM:Q84.0,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0007716,alpha thalassemia-intellectual disability syndrome type 1,"Alpha-thalassemia-intellectual deficit syndrome linked to chromosome 16 (ATR-16), a contiguous gene deletion syndrome, is a form of alpha-thalassemia characterized by microcytosis, hypochromia, normal hemoglobin (Hb) level or mild anemia, associated with developmental abnormalities.",,Orphanet:98791,OMIM:141750,,0,,1,ICD10CM:D56.0,1,ICD10CM:D56.0|ICD9:282.49,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0010519,alpha thalassemia-X-linked intellectual disability syndrome,"X-linked alpha thalassaemia mental retardation (ATR-X) syndrome in males is associated with profound developmental delay, facial dysmorphism, genital abnormalities and alpha thalassaemia. Female carriers are usually physically and intellectually normal.",,Orphanet:847,OMIM:301040,,0,,1,ICD10CM:D56.0,1,ICD10CM:D56.0,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0010328,alpha-thalassemia-myelodysplastic syndrome,Alpha-thalassemia-myelodysplastic syndrome (ATMDS) is an acquired form of alpha-thalassemia characterized by a myelodysplastic syndrome (MDS) or more rarely a myeloproliferative disease (MPD) associated with hemoglobin H disease (HbH).,,Orphanet:231401,OMIM:300448,,0,,1,ICD10CM:D56.0,1,ICD10CM:D56.0|ICD9:282.49,0,,,,NOT_REVIEWED,,,,,,,
MONDO:0008763,Alstrom syndrome,"A multisystemic disorder characterized by cone-rod dystrophy, hearing loss, obesity, insulin resistance and hyperinsulinemia, type 2 diabetes mellitus, dilated cardiomyopathy (DCM), and progressive hepatic and renal dysfunction.",,Orphanet:64,OMIM:203800,,0,,0,,1,ICD9:759.89,0,,,,NOT_REVIEWED,,,,,,,
